time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705796270,0.15600775602248332,0.5104728284125024,0.03855614872384911,0.051314918738611104,2.159007809638554,0.14860609017719323,0.4012414533404893,0.043383682034447965,0.15150976909414204,0.6623874755381685,0.00027695242287514117,0.1918003186404664,0.16775715438575958,0.06482812805282533,0.5826498335946593,205443072,93650944,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6131712,58015744,0,295763.79974326055,0,114699.08757846593,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796271,0.15600775602248332,0.5104728284125024,0.03855614872384911,0.08043509580752678,2.2461748779116464,0.14860609017719323,0.4012414533404893,0.043383682034447965,0.15150976909414204,0.6623874755381685,0.00027695242287514117,0.1918003186404664,0.16775715438575958,0.06352830293071231,0.5826498335946593,205443072,93650944,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6131712,58015744,0,295763.79974326055,0,114699.08757846593,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796272,0.15600775602248332,0.5330820196481282,0.03855614872384911,0.08043509580752678,2.3333419461847393,0.14860609017719323,0.4012414533404893,0.043383682034447965,0.15150976909414204,0.6623874755381685,0.00027695242287514117,0.1918003186404664,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,114699.08757846593,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796273,0.15600775602248332,0.5330820196481282,0.03855614872384911,0.08043509580752678,2.420509014457832,0.14860609017719323,0.3985506502395618,0.043383682034447965,0.15150976909414204,0.6623874755381685,0,0.1918003186404664,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,112142.36824093087,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796274,0.15600775602248332,0.5330820196481282,0.03855614872384911,0.08043509580752678,2.5076760827309235,0.14860609017719323,0.3985506502395618,0.043383682034447965,0.15150976909414204,0.6623874755381685,0,0.19733986236104506,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,112142.36824093087,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796275,0.15600775602248332,0.5330820196481282,0.03855614872384911,0.08043509580752675,2.594843151004016,0.14860609017719323,0.35073591578805613,0.043383682034447965,0.15150976909414204,0.6623874755381685,0,0.1972693995407311,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,108360.18383346852,26616.990859073776,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796276,0.15600775602248332,0.5330820196481282,0.03855614872384911,0.08043509580752675,2.6820102192771085,0.14860609017719323,0.4111230380230012,0.043383682034447965,0.15090886835178227,0.6623874755381685,0,0.1972693995407311,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260046848,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,127016.84079958015,37603.2804945223,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796277,0.14422745674146856,0.5330820196481282,0.03311494784440544,0.08043509580752675,2.7691772875502005,0.14860609017719323,0.4111230380230012,0.043383682034447965,0.15103140329543538,0.3801450889687081,0,0.1972693995407311,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260042752,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,127016.84079958015,25759.926208544715,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796278,0.15841071584408412,0.5330820196481282,0.03311494784440544,0.08043509580752675,2.8563443558232935,0.14809586285312315,0.4111230380230012,0.043383682034447965,0.15103140329543538,0.3908986115663533,0,0.1972693995407311,0.16775715438575958,0.2671331596661027,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260042752,93122560,4132864,3985408,304984064,6217728,58015744,0,460102.0485873125,0,127016.84079958015,25759.926208544715,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705796279,0.18845642902090273,0.546829890031709,0.03311494784440544,0.08043509580752675,2.943511424096386,0.14809586285312315,0.4111230380230012,0.043383682034447965,0.15103140329543538,0.3346550000000193,0,0.1972693995407311,0.16876517942422647,0.3087647011993384,0.5826498335946593,205443072,93655040,6168576,430878720,159019008,325255168,45309952,4247552,260042752,93122560,4132864,3985408,304984064,6217728,58015744,0,607048.6409579987,0,127016.84079958015,25759.926208544715,0,0,,168990.8408284512,8,7,7,4,20,7,5,4,3,11,1,3,4,28,15,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
