time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705727905,0.8683738835848335,2.194433653513574,0.3751109511814814,31.701110037695756,0.2840076269717657,7.7412499061349935,0.7311764589554476,3.834817866435394,2.1526435585323402,0.2991241756641466,0.1660872384853185,105889792,44294144,10801152,43470848,43528192,15257600,34631680,11149312,44687360,2953216,8896512,63073.606405913146,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15,24.667,0.733,76.267,0.667,12.735,13.2,0.733,142.267,18.6,6.933,0,0,0.003021439509954058,0.0032804347826086958,0.11785714285714285,0.004078139534883721,0.003,0.04899193548387097,0.0034000000000000002,0.002428058361391695,0.0076758087201125175,0.0029798657718120808,0.004648392036753446,0.006369318181818187,0.2235714285714286,0.047820945945946096,0.0046,0.21250000000000005,0.007000000000000004,0.004538047138047139,0.009889592123769338,0.004595973154362416
1705727906,0.8683738835848335,2.194433653513574,0.3670804464973058,31.701110037695756,0.2840076269717657,7.7412499061349935,0.7311764589554476,3.834817866435394,2.197959031256083,0.2991241756641466,0.17050897985574612,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11149312,44687360,2953216,8896512,63073.606405913146,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15,24.667,0.733,76.267,0.667,12.735,13.2,0.733,142.267,18.6,6.933,0,0,0.003021439509954058,0.0032804347826086958,0.11785714285714285,0.004078139534883721,0.003,0.04899193548387097,0.0034000000000000002,0.002428058361391695,0.0076758087201125175,0.0029798657718120808,0.004648392036753446,0.006369318181818187,0.2235714285714286,0.047820945945946096,0.0046,0.21250000000000005,0.007000000000000004,0.004538047138047139,0.009889592123769338,0.004595973154362416
1705727907,0.8683738835848335,2.194433653513574,0.3670804464973058,31.701110037695756,0.2840076269717657,6.61325455532137,0.7311764589554476,3.803201006670915,2.718928363424598,0.2991241756641466,0.17493072122617379,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8896512,63073.606405913146,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.735,12.667,0.733,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04778277634961439,0.0034000000000000002,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.20009842519685034,0.007000000000000004,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727908,0.8046623059029407,2.194433653513574,0.3670804464973058,31.701110037695756,0.2840076269717657,8.022995077956864,0.7311764589554476,3.803201006670915,2.718928363424598,0.2991241756641466,0.17935246259660145,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8896512,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.735,12.667,0.733,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04778277634961439,0.0034000000000000002,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.20009842519685034,0.007000000000000004,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727909,0.8046623059029407,2.194433653513574,0.3670804464973058,31.701110037695756,0.2760093935398963,8.022995077956864,0.7311764589554476,3.9057496710594837,2.718928363424598,0.2991241756641466,0.18377420396702912,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8896512,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.735,12.667,0.733,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04778277634961439,0.0034000000000000002,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.20009842519685034,0.007000000000000004,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727910,0.8046623059029407,2.194433653513574,0.3670804464973058,31.701110037695756,0.2760093935398963,8.022995077956864,0.7311764589554476,3.9057496710594837,2.718928363424598,0.2991241756641466,0.18240614615776443,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8540160,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.735,12.667,0.733,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04778277634961439,0.0034000000000000002,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.20009842519685034,0.007000000000000004,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727911,0.8046623059029407,2.194433653513574,0.3670804464973058,32.72612712873338,0.2760093935398963,8.022995077956864,0.7311764589554476,3.9057496710594837,2.718928363424598,0.2991241756641466,0.18664196821180803,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8540160,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.735,12.667,0.667,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04778277634961439,0.0034137860217904725,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.20009842519685034,0.0070832919737768086,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727912,0.8046623059029407,2.194433653513574,0.3670804464973058,32.72612712873338,0.2760093935398963,8.022995077956864,0.7311764589554476,3.9057496710594837,2.718928363424598,0.2991241756641466,0.19087779026585158,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8540160,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.867,12.667,0.667,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04719827586206897,0.0034137860217904725,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.19419028340080977,0.0070832919737768086,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727913,0.8046623059029407,2.194433653513574,0.3670804464973058,32.72612712873338,0.2760093935398963,8.022995077956864,0.6436791516481187,3.9057496710594837,2.718928363424598,0.2991241756641466,0.19511361231989513,105889792,44294144,10829824,43470848,43528192,15257600,34631680,11165696,44687360,2953216,8540160,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,76.4,0.667,12.867,12.667,0.667,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.0039755229194481535,0.003,0.04719827586206897,0.0034137860217904725,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04216176470588241,0.0046,0.19419028340080977,0.0070832919737768086,0.0045125356750823275,0.009659786950732357,0.004607843137254902
1705727914,0.8046623059029407,2.194433653513574,0.2849981622324601,32.72612712873338,0.2760093935398963,8.022995077956864,0.6678878288999215,3.9057496710594837,2.718928363424598,0.2991241756641466,0.1993494343739387,105889792,44294144,10829824,43470848,43528192,15257600,34410496,11165696,44687360,2953216,8540160,73292.64170825297,0,0,0,0,0,0,0,4,4,9,3,3,22,3,3,4,4,3,15.133,24.333,0.6,79.467,0.733,12.867,12.667,0.667,137.933,17.267,6.533,0,0,0.0030030257186081694,0.0032273684210526316,0.10789473684210527,0.003925257731958763,0.003,0.04719827586206897,0.0034137860217904725,0.002425686059275522,0.007526631158455393,0.0029869281045751634,0.004615128593040847,0.005134146341463426,0.22157894736842107,0.04104166666666664,0.0046,0.19419028340080977,0.0070832919737768086,0.0045125356750823275,0.009659786950732357,0.004607843137254902
