time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705516109,0.843694971985742,2.075941579423547,0.4509717840675868,24.860362504252137,0.33676986493598005,8.881644160854556,0.8380934044776924,3.668092095947377,2.9088084280986934,0.2992526352168676,0.3118779675244653,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10018816,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.533,0.867,80.267,0.933,13.8,13.267,1.067,150.133,20.067,8.133,0,,0.0029970501474926256,0.0031602160216021606,0.09305555555555557,0.003681234824835241,0.003,0.049967866323907456,0.003454545454545455,0.001907814693495555,0.007369426751592357,0.0029736147757255934,0.004599410029498525,0.004888388838883889,0.2165909090909091,0.0353530534351145,0.0046,0.1782317073170732,0.007300000000000004,0.004405521759475903,0.009585987261146496,0.004594722955145119
1705516110,0.843694971985742,2.075941579423547,0.4509717840675868,24.309893730516325,0.33676986493598005,8.881644160854556,0.8380934044776924,3.5703607231974313,2.9088084280986934,0.24042364121534104,0.3118779675244653,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26,0.867,80.267,0.933,13.8,13.267,1.067,150.133,20.067,8.133,0,,0.0029970501474926256,0.003155635062611807,0.09305555555555557,0.003681234824835241,0.003,0.049967866323907456,0.003454545454545455,0.001907814693495555,0.007369426751592357,0.0029736147757255934,0.004599410029498525,0.004880143112701252,0.2165909090909091,0.0353530534351145,0.0046,0.1782317073170732,0.007300000000000004,0.004405521759475903,0.009585987261146496,0.004594722955145119
1705516111,0.843694971985742,2.075941579423547,0.4509717840675868,23.728629146639317,0.33676986493598005,8.881644160854556,0.773924787579987,3.5703607231974313,2.9088084280986934,0.20420750000000434,0.3118779675244653,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26,0.867,80.267,0.933,13.8,13.267,1.067,150.133,20.067,8.133,0,,0.0029970501474926256,0.003155635062611807,0.09305555555555557,0.003681234824835241,0.003,0.049967866323907456,0.003454545454545455,0.001907814693495555,0.007369426751592357,0.0029736147757255934,0.004599410029498525,0.004880143112701252,0.2165909090909091,0.0353530534351145,0.0046,0.1782317073170732,0.007300000000000004,0.004405521759475903,0.009585987261146496,0.004594722955145119
1705516112,0.843694971985742,2.075941579423547,0.4509717840675868,23.184038550799393,0.33676986493598005,8.881644160854556,0.773924787579987,3.5703607231974313,2.9088084280986934,0.20420750000000434,0.26847754936037327,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26,0.867,80.267,0.933,13.8,13.267,1.067,150.133,20.067,8.133,0,,0.0029970501474926256,0.003155635062611807,0.09305555555555557,0.003681234824835241,0.003,0.049967866323907456,0.003454545454545455,0.001907814693495555,0.007369426751592357,0.0029736147757255934,0.004599410029498525,0.004880143112701252,0.2165909090909091,0.0353530534351145,0.0046,0.1782317073170732,0.007300000000000004,0.004405521759475903,0.009585987261146496,0.004594722955145119
1705516113,0.843694971985742,2.075941579423547,0.4509717840675868,22.63944795495947,0.33676986493598005,8.881644160854556,0.773924787579987,3.5703607231974313,2.8641033794917083,0.25368610294682997,0.26327958323496553,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26,0.867,80.267,0.933,13.667,13.267,1.067,150.133,20.067,8.133,0,,0.0029970501474926256,0.003155635062611807,0.09305555555555557,0.003681234824835241,0.003,0.05000000000000002,0.003454545454545455,0.001907814693495555,0.007369426751592357,0.0029736147757255934,0.004599410029498525,0.004880143112701252,0.2165909090909091,0.0353530534351145,0.0046,0.175609756097561,0.007300000000000004,0.004405521759475903,0.009585987261146496,0.004594722955145119
1705516114,0.843694971985742,2.075941579423547,0.4509717840675868,22.09485735911954,0.3372330029317334,8.881644160854556,0.773924787579987,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.25808161710955774,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.6,1.133,13.667,13.267,1.267,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036780013879250525,0.003,0.05000000000000002,0.003355555555555555,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03506704980842911,0.0046,0.175609756097561,0.006687499999999997,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516115,0.843694971985742,2.075941579423547,0.4509717840675868,21.550266763279616,0.3372330029317334,8.881644160854556,0.773924787579987,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.25288365098415,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.6,1.133,13.667,13.267,1.267,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036780013879250525,0.003,0.05000000000000002,0.003355555555555555,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03506704980842911,0.0046,0.175609756097561,0.006687499999999997,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516116,0.843694971985742,2.075941579423547,0.4509717840675868,21.00567616743969,0.3372330029317334,8.881644160854556,0.773924787579987,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.24768568485874226,109318144,44326912,11534336,46178304,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.6,1.133,13.667,13.267,1.267,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036780013879250525,0.003,0.05000000000000002,0.003355555555555555,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03506704980842911,0.0046,0.175609756097561,0.006687499999999997,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516117,0.843694971985742,2.075941579423547,0.4509717840675868,32.14298630285304,0.33331736756394204,8.881644160854556,0.773924787579987,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.24248771873333447,109318144,44326912,11534336,45707264,43401216,15712256,39546880,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516118,0.843694971985742,2.022428358154605,0.4606517050214772,32.14298630285304,0.33331736756394204,8.881644160854556,0.7868098282061595,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.2372897526079267,109318144,44322816,11546624,45707264,43401216,15712256,39706624,10153984,46653440,2973696,8605696,39739.01865191977,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516119,0.7269486802372149,2.022428358154605,0.4606517050214772,32.14298630285304,0.33331736756394204,8.881644160854556,0.7868098282061595,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.23209178648251902,109318144,44322816,11546624,45707264,43401216,15712256,39706624,10153984,46653440,2973696,8605696,34240.13194596037,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
