time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705646700,1.394722864575861,43.332313528940745,0.16708497963038396,0.19425566481402234,3.68871055046947,6.844379521424628,0.3372664661177839,0.0013336639938276854,0.09920268869815425,0.528823239888645,0,0.2487997986316411,0.11207144596179758,0.9198011936528167,1.0136308305924326,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268451840,98451456,4575232,2891776,306495488,9035776,231022592,3692401.935191953,0,0,364787.84040531976,,10188.666605841267,0,0,1113879.4644013364,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.133,22.667,1.667,0,0,17.867,0,0,1.8,1.667,0,0,0.9279661016949151,0.003090909090909091,0.04604885057471266,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004763636363636364,2.3086206896551755,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646701,1.394722864575861,43.332313528940745,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.5407949473301931,0,0.2487997986316411,0.11207144596179758,0.9198011936528167,0.8712860899240982,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3692401.935191953,0,0,143413.18238846905,,7838.18435807643,0,0,957456.7523935322,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.133,22.667,1.667,0,0,17.867,0,0,1.8,1.667,0,0,0.9279661016949151,0.003090909090909091,0.04604885057471266,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004763636363636364,2.3086206896551755,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646702,1.4021061186579566,43.332313528940745,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.5527666547717411,0,0.2487997986316411,0.11207144596179758,0.9198011936528167,0.8543922427475574,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3692401.935191953,0,0,143413.18238846905,,7838.18435807643,0,0,938892.0946535098,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,22.667,1.667,0,0,17.867,0,0,1.8,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.04604885057471266,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,2.3086206896551755,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646703,1.4021061186579566,40.55660728725266,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.5647383622132893,0,0.2487997986316411,0.11207144596179758,0.9198011936528167,0.837498395571017,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3984494.376516135,0,0,143413.18238846905,,7838.18435807643,0,0,920327.4369134875,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,23.4,1.667,0,0,17.867,0,0,1.933,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.044917582417582425,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,1.9195652173913083,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646704,1.4021061186579566,40.55660728725266,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.5767100696548375,0,0.2487997986316411,0.11207144596179758,0.9198011936528167,0.8206045483944765,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3984494.376516135,0,0,143413.18238846905,,7838.18435807643,0,0,901762.7791734652,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,23.4,1.667,0,0,17.867,0,0,1.933,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.044917582417582425,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,1.9195652173913083,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646705,1.4021061186579566,40.55660728725266,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.5886817770963855,0,0.2487997986316411,0.11207144596179758,0.9894730602809418,0.8037107012179359,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3984494.376516135,0,0,143413.18238846905,,7838.18435807643,0,0,883198.1214334429,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,23.4,1.667,0,0,17.867,0,0,1.933,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.044917582417582425,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,1.9195652173913083,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646706,1.4021061186579566,40.55660728725266,0.16708497963038396,0.1964775771694874,3.68871055046947,6.844379521424628,0.324243573658588,0.0013945872352952031,0.1222400826683235,0.6006534845379337,0,0.2487997986316411,0.11207144596179758,0.9894730602809418,0.7868168540413953,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306495488,9035776,231022592,3984494.376516135,0,0,143413.18238846905,,7838.18435807643,0,0,864633.4636934208,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,23.4,1.667,0,0,17.867,0,0,1.933,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.044917582417582425,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,1.9195652173913083,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646707,1.4021061186579566,40.55660728725266,0.17739829853072653,0.1964775771694874,3.68871055046947,5.695949674225587,0.3276933338723536,0.0013351060883053662,0.1222400826683235,0.7183024464928874,0,0.2487997986316411,0.11174780768067658,0.9894730602809418,0.7699230068648548,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306499584,9035776,231022592,3984494.376516135,0,0,240093.78663540445,,7838.18435807643,0,0,846068.8059533985,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,6.733,4.067,23.4,1.667,0,0,17.867,0,0,1.933,1.667,0,0,0.9279661016949151,0.0030764331210191083,0.044917582417582425,0.47656249999999994,NaN,NaN,0.00471948051948052,4.281914893617022,0.004737579617834395,1.9195652173913083,1.3450000000000002,NaN,NaN,0.008990769230769231
1705646708,1.4021061186579566,40.55660728725266,0.17739829853072653,0.1964775771694874,3.157280070746973,5.581876682201843,0.3276933338723536,0.0013351060883053662,0.12377603860185334,0.7183024464928874,0,0.2467793811596136,0.11171339699393508,0.9894730602809418,0.7717432706389106,222507008,134504448,6455296,432435200,108294144,327692288,126435328,6955008,268455936,98451456,4575232,2891776,306499584,9035776,231022592,3984494.376516135,0,0,240093.78663540445,,12051.312227845123,0,0,779615.4404033902,47,29,8,4,28,13,7,7,3,11,1,3,4,20,11,7.067,4.067,23.4,2,0,0,18.067,0,0,1.933,2,0,0,0.9250000000000002,0.0030764331210191083,0.044917582417582425,0.48529411764705876,NaN,NaN,0.00470126582278481,4.255319148936171,0.004737579617834395,1.9195652173913083,1.4750000000000008,NaN,NaN,0.008983333333333334
1705646709,1.4021061186579566,40.55660728725266,0.17739829853072653,0.1964775771694874,3.8295785978365013,4.805345319690113,0.3276933338723536,0.0013351060883053662,0.12377603860185334,0.7183024464928874,0,0.2467793811596136,0.11171339699393508,0.9894730602809418,1.1873367950937974,222507008,134504448,6455296,432435200,111001600,327716864,126435328,6955008,268455936,98451456,4575232,2891776,306499584,9035776,231100416,3984494.376516135,0,0,240093.78663540445,,12051.312227845123,0,0,3238498.1943286965,47,29,8,4,22,16,7,7,3,11,1,3,4,20,11,7.067,4.067,23.4,2,0,0,18.067,0,0,1.933,2,0,0,0.9250000000000002,0.0030764331210191083,0.044917582417582425,0.48529411764705876,NaN,NaN,0.00470126582278481,4.255319148936171,0.004737579617834395,1.9195652173913083,1.4750000000000008,NaN,NaN,0.008983333333333334
