time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705582739,3.1153974374422613,2.114521076358227,0.5041857932000307,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,3.7376148722172875,2.9367669041563937,0.2595899172724325,0.35319699782944125,99663872,40726528,10379264,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8011776,82258.90669558583,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.333,26.333,1.067,86.667,1.067,13.667,13.667,1.133,148.667,19.067,7.667,0,,0.00309922480620155,0.0030793787748058673,0.11071428571428572,0.0036291906535726383,0.003,0.045667016806722686,0.0060576923076923065,0.0022176049129989765,0.007455985915492958,0.002910364145658263,0.004778604651162791,0.004742881794650561,0.22214285714285717,0.03621559633027521,0.004600000000000001,0.17585051546391747,0.009826923076923077,0.0044467963152507685,0.009524061032863849,0.00462689075630252
1705582740,3.1153974374422613,2.114521076358227,0.5220349249753379,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,3.8153795126151793,2.9367669041563937,0.25448210833199447,0.35319699782944125,99663872,40726528,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8011776,82258.90669558583,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.333,26.333,1.067,86.667,1.067,13.667,13.667,1.133,148.667,19.067,7.667,0,,0.00309922480620155,0.0030793787748058673,0.11071428571428572,0.0036291906535726383,0.003,0.045667016806722686,0.0060576923076923065,0.0022176049129989765,0.007455985915492958,0.002910364145658263,0.004778604651162791,0.004742881794650561,0.22214285714285717,0.03621559633027521,0.004600000000000001,0.17585051546391747,0.009826923076923077,0.0044467963152507685,0.009524061032863849,0.00462689075630252
1705582741,3.243444618104486,2.114521076358227,0.5220349249753379,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,3.8931441530130715,2.9367669041563937,0.24937429939155642,0.35319699782944125,99663872,40726528,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8011776,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.333,26.333,1.067,86.667,1.067,13.667,13.667,1.133,148.667,19.067,7.667,0,,0.00309922480620155,0.0030793787748058673,0.11071428571428572,0.0036291906535726383,0.003,0.045667016806722686,0.0060576923076923065,0.0022176049129989765,0.007455985915492958,0.002910364145658263,0.004778604651162791,0.004742881794650561,0.22214285714285717,0.03621559633027521,0.004600000000000001,0.17585051546391747,0.009826923076923077,0.0044467963152507685,0.009524061032863849,0.00462689075630252
1705582742,3.243444618104486,2.114521076358227,0.4987603393650724,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,3.9709087934109633,2.9367669041563937,0.24426649045111837,0.35319699782944125,99663872,40726528,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8011776,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.333,26.333,1.067,86.667,1.067,13.667,13.667,1.067,148.667,19.067,7.667,0,,0.00309922480620155,0.0030793787748058673,0.11071428571428572,0.0036291906535726383,0.003,0.045667016806722686,0.005673076923076923,0.0022176049129989765,0.007455985915492958,0.002923076923076923,0.004778604651162791,0.004742881794650561,0.22214285714285717,0.03621559633027521,0.004600000000000001,0.17585051546391747,0.009596153846153848,0.0044467963152507685,0.009524061032863849,0.00462857142857143
1705582743,3.243444618104486,2.0815471122463443,0.4987603393650724,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,4.0486734338088555,2.9367669041563937,0.23915868151068034,0.32880895762727747,99663872,40771584,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.333,26.333,1.067,86.667,1.067,12.867,13.667,1.067,148.667,19.067,7.667,0,,0.00309922480620155,0.0030793787748058673,0.11071428571428572,0.0036291906535726383,0.003,0.04658602150537635,0.005673076923076923,0.0022176049129989765,0.007455985915492958,0.002923076923076923,0.004778604651162791,0.004742881794650561,0.22214285714285717,0.03621559633027521,0.004600000000000001,0.1789953271028037,0.009596153846153848,0.0044467963152507685,0.009524061032863849,0.00462857142857143
1705582744,3.243444618104486,2.0815471122463443,0.4987603393650724,33.829636473265495,0.3483639720856982,8.32463149728471,0.8543149683081431,4.665878423873525,2.9367669041563937,0.2340508725702423,0.32880895762727747,99663872,40771584,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.067,26,1,80.733,1.067,12.867,13.067,1.067,147.4,19.067,7.467,0,,0.0030732824427480918,0.0030722891566265067,0.1,0.003605398018448924,0.003,0.04618421052631579,0.005673076923076923,0.0022212713936430317,0.00745906432748538,0.002922005571030641,0.004731908396946565,0.004730120481927711,0.22000000000000006,0.03498847926267286,0.004600000000000001,0.17278571428571426,0.009596153846153848,0.004447514262428689,0.009529239766081872,0.004628969359331476
1705582745,3.243444618104486,2.0815471122463443,0.4987603393650724,34.239932723358436,0.3483639720856982,8.32463149728471,0.8543149683081431,4.665878423873525,2.9367669041563937,0.22894306362980424,0.32880895762727747,99663872,40771584,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.067,26,1,80.733,1.067,12.867,13.067,1.067,147.4,19.067,7.467,0,,0.0030732824427480918,0.0030722891566265067,0.1,0.003605398018448924,0.003,0.04618421052631579,0.005673076923076923,0.0022212713936430317,0.00745906432748538,0.002922005571030641,0.004731908396946565,0.004730120481927711,0.22000000000000006,0.03498847926267286,0.004600000000000001,0.17278571428571426,0.009596153846153848,0.004447514262428689,0.009529239766081872,0.004628969359331476
1705582746,3.243444618104486,2.061197532357566,0.4987603393650724,34.239932723358436,0.3483639720856982,8.32463149728471,0.8360853370436908,4.665878423873525,2.930604405198432,0.22383525468936621,0.32880895762727747,99663872,40771584,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.067,26,1,80.733,1.067,12.867,13.067,1.067,147.4,19.067,7.467,0,,0.0030732824427480918,0.0030722891566265067,0.1,0.003605398018448924,0.003,0.04618421052631579,0.005673076923076923,0.0022212713936430317,0.00745906432748538,0.002922005571030641,0.004731908396946565,0.004730120481927711,0.22000000000000006,0.03498847926267286,0.004600000000000001,0.17278571428571426,0.009596153846153848,0.004447514262428689,0.009529239766081872,0.004628969359331476
1705582747,3.243444618104486,2.061197532357566,0.4987603393650724,34.239932723358436,0.3483639720856982,8.32463149728471,0.8532177944509026,4.665878423873525,2.930604405198432,0.2187274457489281,0.32880895762727747,99663872,40771584,10555392,44810240,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.067,26,1,80.733,1.067,12.867,13.067,1.067,152.067,19.067,7.467,0,,0.0030732824427480918,0.0030722891566265067,0.1,0.003605398018448924,0.003,0.04618421052631579,0.005673076923076923,0.002224110032362459,0.00745906432748538,0.002922005571030641,0.004731908396946565,0.004730120481927711,0.22000000000000006,0.03498847926267286,0.0046,0.17278571428571426,0.009596153846153848,0.004448058252427184,0.009529239766081872,0.004628969359331476
1705582748,3.243444618104486,2.061197532357566,0.4987603393650724,33.9942468471022,0.35898445187955114,8.373609976754407,0.8703502518581142,4.078146232519656,2.930604405198432,0.3064950875327928,0.32880895762727747,99663872,40771584,10555392,43630592,43339776,14266368,26308608,23519232,43597824,2990080,8007680,62968.561838632806,0,0,0,0,0,5,5,10,4,3,20,3,4,5,4,3,16.067,26.133,1.067,81.067,1.133,12.867,13.067,1.133,153.8,20.533,7.6,0,,0.0030732824427480918,0.003071917808219178,0.09423076923076923,0.00360442930153322,0.003036363636363636,0.04618421052631579,0.005833333333333333,0.0022267687966135855,0.007447795823665894,0.0029232876712328775,0.004731908396946565,0.004729452054794521,0.21826923076923077,0.03500000000000009,0.0046654545454545455,0.17278571428571426,0.009433333333333334,0.004448578915541221,0.009526682134570766,0.0046284931506849316
