time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705606290,1.6026960497008753,8.857276400993396,0.18902609697867792,0.21778060560488374,4.375291071058627,0.9994368120147842,0.3944142762394318,0.07835971223021572,0.28191596638655625,0.8580197580197818,0.00014821816631434796,0.2296369074678986,0.25057728323317224,0.8235731171901316,1.0322331431427303,216424448,114786304,6139904,432455680,102866944,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,933841.8172774002,59006.002400960395,0,0,1987355.7952605058,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.333,24.8,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003033519553072626,0.03473926380368098,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004660335195530727,0.07904858299595142,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606291,1.6026960497008753,8.857276400993396,0.18902609697867792,0.21778060560488374,3.6438527416886495,0.9994368120147842,0.3944142762394318,0.07835971223021572,0.28191596638655625,0.8322177607285116,0.00015138391899757864,0.2680864638627986,0.29637456250412164,0.8235731171901316,1.0322331431427303,216424448,114786304,6139904,432455680,102866944,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,933841.8172774002,59006.002400960395,0,0,1987355.7952605058,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.333,24.8,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003033519553072626,0.03473926380368098,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004660335195530727,0.07904858299595142,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606292,1.5430593473056737,8.857276400993396,0.18902609697867792,0.21778060560488374,3.7185873245801915,1.0175523984915478,0.3944142762394318,0.07835971223021572,0.28191596638655625,0.8322177607285116,0.00015454967168080933,0.2680864638627986,0.29637456250412164,0.8235731171901316,1.0322331431427303,216432640,114786304,6139904,432455680,102866944,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,933841.8172774002,59006.002400960395,0,0,1987355.7952605058,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,24.8,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.03473926380368098,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.07904858299595142,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606293,1.5430593473056737,8.857276400993396,0.18902609697867792,0.21778060560488374,3.793321907471734,1.0175523984915478,0.3944142762394318,0.07835971223021572,0.28191596638655625,0.8322177607285116,0.00015771542436404,0.2680864638627986,0.29637456250412164,0.8235731171901316,1.0322331431427303,216432640,114786304,6139904,432455680,102866944,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,933841.8172774002,59006.002400960395,0,0,1987355.7952605058,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,25.667,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.034503073770491804,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.0787759336099585,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606294,1.5430593473056737,8.857276400993396,0.18902609697867792,0.21778060560488374,4.361229190421877,1.0175523984915475,0.3944142762394318,0.07835971223021572,0.28191596638655625,0.8322177607285116,0.00018994516099384075,0.2680864638627986,0.2504389751040037,0.8235731171901316,1.0322331431427303,216432640,114786304,6139904,432455680,107282432,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,933841.8172774002,59006.002400960395,0,0,1987355.7952605058,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,25.667,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.034503073770491804,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.0787759336099585,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606295,1.5430593473056737,8.857276400993396,0.18902609697867792,0.21778060560488374,4.361229190421877,1.0175523984915475,0.3725272591969365,0.07835971223021572,0.28191596638655625,0.6557232939153471,0.00018994516099384075,0.2680864638627986,0.2454993990622683,0.8235731171901316,1.068731905037664,216432640,114786304,6139904,432455680,107282432,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,689138.3828906073,59006.002400960395,0,0,2525208.624271944,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,25.667,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.034503073770491804,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.0787759336099585,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606296,1.5430593473056737,8.857276400993396,0.18902609697867792,0.21771918827862194,4.361229190421877,1.0175523984915475,0.3725272591969365,0.07835971223021572,0.24075936769374562,0.6692763362433894,0.00018994516099384075,0.2680864638627986,0.24055982302053294,0.8235731171901316,1.068731905037664,216432640,114786304,6139904,432451584,107282432,329891840,56881152,4653056,267829248,98697216,4575232,2879488,306491392,8577024,82321408,2722157.84604898,0,689138.3828906073,50391.78167266908,0,0,2525208.624271944,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,25.667,2.267,2.467,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.034503073770491804,0.0375,0.0019523809523809522,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.0787759336099585,0.0475,0.004390476190476191,0.0046,0.006391304347826088
1705606297,1.5430593473056737,8.857276400993396,0.12767808053458843,0.21771918827862194,4.361229190421877,1.0175523984915475,0.3725272591969365,0.07835971223021572,0.2798216661770519,0.6828293785714318,0.00018994516099384075,0.2659925079093981,0.23562024697879758,0.8235731171901316,1.068731905037664,216432640,114786304,6144000,432451584,107282432,329891840,56881152,4653056,267825152,98697216,4575232,2883584,306491392,8577024,82321408,2722157.84604898,0,689138.3828906073,42468.33365014085,0,0,2525208.624271944,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,8.133,4.6,25.667,2.267,2.267,2.4,18,0,0,0,0,0.02577639751552795,0.003022099447513812,0.034503073770491804,0.0375,0.0019687499999999996,0.003,0.0033216783216783222,0.04875776397515528,0.004639779005524861,0.0787759336099585,0.0475,0.004393750000000001,0.0046,0.006391304347826088
1705606298,1.5430593473056737,7.308555974424307,0.13065828875396635,0.21771918827862194,4.361229190421877,1.0175523984915475,0.3725272591969365,0.07835971223021572,0.2798216661770519,0.6963824208994743,0.00018994516099384075,0.2659925079093981,0.23068067093706224,0.8235731171901316,1.068731905037664,216432640,114786304,6144000,432451584,107282432,329891840,56881152,4653056,267825152,98697216,4575232,2883584,306491392,8577024,82321408,1305569.3065162643,0,689138.3828906073,42468.33365014085,0,0,2525208.624271944,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,7.933,4.6,25.667,2.067,2.067,2.2,17.4,0,0,0,0,0.025624999999999995,0.003022099447513812,0.034503073770491804,0.0375,0.0019687499999999996,0.003,0.0033380281690140847,0.04875,0.004639779005524861,0.0787759336099585,0.0475,0.004393750000000001,0.0046,0.006541666666666668
1705606299,1.5430593473056737,7.463093770174719,0.13363849697334426,0.21771918827862194,4.361229190421877,1.0175523984915475,0.3725272591969365,0.07835971223021572,0.28665065360984715,0.7099354632275165,0.00018994516099384075,0.2659925079093981,0.2257410948953269,0.8235731171901316,1.068731905037664,216432640,114786304,6144000,432451584,107282432,329891840,56881152,4653056,267825152,98697216,4575232,2883584,306491392,8577024,82321408,1333175.2800539182,0,689138.3828906073,18920.0424961892,0,0,2525208.624271944,13,8,7,4,8,17,5,4,3,11,1,3,5,19,9,7.933,4.6,25.667,2.067,2.067,2.2,17.4,0,0,0,0,0.025624999999999995,0.003022099447513812,0.034503073770491804,0.0375,0.0019687499999999996,0.003,0.0033380281690140847,0.04875,0.004639779005524861,0.0787759336099585,0.0475,0.004393750000000001,0.0046,0.006541666666666668
