time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705648300,1.3458549592876878,44.82247322736664,0.16043645767386583,0.181863895407311,3.306171813889237,1.028075692674842,0.4020789541143742,0.07953011564699913,0.2586801384865443,0.7811576445217238,0.0001209895214432332,0.20596341494213735,0.222812720848089,0.9194424856764762,1.1634533847841453,222572544,139182080,6512640,432435200,100020224,328101888,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,28940.860594926868,0,0,3512362.4410461625,46,29,8,4,27,20,7,6,3,11,1,3,6,20,11,7.333,3.867,21.533,2,2.067,2.067,16.733,0,0,0,0,0,0,1.3584070796460177,0.003065359477124183,0.04497282608695653,0.5833333333333334,0.003,0.003,0.004933147632311977,4.078125000000001,0.0047176470588235295,2.217355371900828,1.1999999999999995,0.006409090909090911,0.0046,0.009040935672514619
1705648301,1.3458549592876878,44.82247322736664,0.16043645767386583,0.181863895407311,3.373133611877839,1.028075692674842,0.4020789541143742,0.07953011564699913,0.21395005279786558,0.7811576445217238,0.0001209895214432332,0.21006380776601416,0.222812720848089,0.9194424856764762,1.1634533847841453,222572544,139182080,6512640,432435200,100020224,328101888,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,17261.47938702133,0,0,3512362.4410461625,46,29,8,4,27,20,7,6,3,11,1,3,6,20,11,7.333,3.867,21.533,2,2.067,2.067,16.733,0,0,0,0,0,0,1.3584070796460177,0.003065359477124183,0.04497282608695653,0.5833333333333334,0.003,0.003,0.004933147632311977,4.078125000000001,0.0047176470588235295,2.217355371900828,1.1999999999999995,0.006409090909090911,0.0046,0.009040935672514619
1705648302,1.3458549592876876,44.82247322736664,0.1590410758661047,0.181863895407311,3.4400954098664407,1.028075692674842,0.4020789541143742,0.07953011564699913,0.2183805778092109,0.7811576445217238,0.0001209895214432332,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.1634533847841453,222572544,139182080,6504448,432435200,100020224,328101888,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,17618.933919782176,0,0,3512362.4410461625,46,29,8,4,27,20,7,6,3,11,1,3,6,20,11,7.333,3.867,21.533,2,2.067,2.067,16.733,0,0,0,0,0,0,1.3584070796460177,0.003065359477124183,0.04497282608695653,0.5833333333333334,0.003,0.003,0.004933147632311977,4.078125000000001,0.0047176470588235295,2.217355371900828,1.1999999999999995,0.006409090909090911,0.0046,0.009040935672514619
1705648303,1.3458549592876876,44.82247322736664,0.1590410758661047,0.181863895407311,4.017707879316122,1.028075692674842,0.4020789541143742,0.0790724664593002,0.22281110282055622,0.7811576445217238,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.1634533847841453,222572544,139182080,6504448,432435200,100020224,328101888,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,17976.388452543022,0,0,3512362.4410461625,46,29,8,4,27,20,7,6,3,11,1,3,6,20,11,7.067,3.867,21.533,2,2.067,2,16.733,0,0,0,0,0,0,1.3718487394957983,0.003065359477124183,0.04497282608695653,0.5833333333333334,0.003,0.003,0.004933147632311977,4.004032258064515,0.0047176470588235295,2.217355371900828,1.1999999999999995,0.006409090909090911,0.0046,0.009040935672514619
1705648304,1.3458549592876876,44.82247322736664,0.1590410758661047,0.181863895407311,4.017707879316122,1.028075692674842,0.4020789541143742,0.0790724664593002,0.22724162783190155,0.7811576445217238,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.1634533847841453,222572544,139182080,6504448,432435200,100020224,328101888,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,18333.842985303872,0,0,3512362.4410461625,46,29,8,4,27,20,7,6,3,11,1,3,6,20,11,7.067,3.8,20.533,2.133,2.067,2,16,0,0,0,0,0,0,1.3988095238095237,0.0031208053691275167,0.045013661202185806,0.5961538461538461,0.003,0.003,0.004994382022471909,3.938524590163934,0.00481744966442953,2.201190476190479,1.018750000000003,0.006409090909090911,0.0046,0.009067335243553007
1705648305,1.3385671983953609,44.82247322736664,0.1590410758661047,0.18302037814217392,4.017707879316122,1.0450047292505653,0.4020789541143742,0.0790724664593002,0.23167215284324688,0.7811576445217238,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,0.9956058431392859,222593024,139182080,6504448,432435200,100020224,328097792,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,2714967.872844099,0,0,913488.8490130736,0,18691.29751806472,0,0,3005645.6195512363,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.8,20.533,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031208053691275167,0.045013661202185806,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.00481744966442953,2.201190476190479,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648306,1.3385671983953609,20.258916666662117,0.1590410758661047,0.18302037814217392,4.017707879316122,1.0450047292505653,0.4020789541143742,0.0790724664593002,0.2658315006807193,0.7811576445217238,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,0.9762149533928834,222593024,139182080,6504448,432435200,100020224,328097792,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236511232,1256106.6666666665,0,0,913488.8490130736,0,21447.271965650856,0,0,2947106.2455338,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.8,20.533,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031208053691275167,0.045013661202185806,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.00481744966442953,2.201190476190479,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648307,1.3385671983953609,20.258916666662117,0.1590410758661047,0.18302037814217392,4.017707879316122,1.0450047292505653,0.4020789541143742,0.0790724664593002,0.2658315006807193,0.6686340557107154,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.1118153587914814,222593024,139182080,6504448,432435200,100020224,328097792,129015808,4345856,268464128,98451456,4575232,3022848,306503680,8876032,236662784,1256106.6666666665,0,0,913488.8490130736,0,21447.271965650856,0,0,2743271.506504406,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,20.533,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.045013661202185806,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.201190476190479,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648308,1.3385671983953609,20.258916666662117,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.34677746151987665,0.0790724664593002,0.2658315006807193,0.8022495897806314,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.0124223325835857,222593024,139182080,6504448,432435200,100020224,328097792,129015808,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,1256106.6666666665,0,0,787848.6077074254,0,21447.271965650856,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,21.067,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.0451388888888889,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.1763779527559057,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648309,1.3385671983953609,20.258916666662117,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.39838265974928505,0.0790724664593002,0.25860185800942204,0.8022495897806314,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.0124223325835857,222593024,139182080,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,1256106.6666666665,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,21.067,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.0451388888888889,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.1763779527559057,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648310,1.3385671983953609,33.13256209198268,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.39838265974928505,0.0790724664593002,0.25860185800942204,0.8022495897806314,0,0.24602356943261003,0.22805245264693502,0.9194424856764762,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2576294.130675526,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,21.067,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.0451388888888889,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.1763779527559057,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648311,1.3385671983953609,33.90081775762096,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.39838265974928505,0.0790724664593002,0.25860185800942204,0.8125124614564154,0,0.24602356943261003,0.23090071020196576,1.0565624294059415,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2636031.514000949,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,21.067,2.133,2.067,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.0451388888888889,0.5961538461538461,0.003,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.1763779527559057,1.018750000000003,0.006409090909090911,0.0046,0.009086158192090394
1705648312,1.3620634158060358,34.669073423259256,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.39838265974928505,0.0790724664593002,0.25860185800942204,0.8125124614564154,0,0.24602356943261003,0.23090071020196576,1.0565624294059415,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2695768.897326372,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,7.067,3.533,21.067,2.133,1.733,2,16.8,0,0,0,0,0,0,1.3988095238095237,0.0031379310344827583,0.0451388888888889,0.5961538461538461,0.0029333333333333325,0.003,0.005035310734463276,3.938524590163934,0.004848275862068966,2.1763779527559057,1.018750000000003,0.005899999999999996,0.0046,0.009086158192090394
1705648313,1.3620634158060358,35.437329088897556,0.1609816017904707,0.18302037814217392,4.017707879316122,1.0450047292505653,0.39838265974928505,0.0790724664593002,0.25860185800942204,0.8125124614564154,0,0.21175727000227532,0.23090071020196576,1.0565624294059415,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2755506.2806517957,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,6.733,3.533,21.067,1.8,1.4,1.667,15.8,0,0,0,0,0,0,1.3838582677165354,0.0031379310344827583,0.0451388888888889,0.5833333333333334,0.002907692307692308,0.003,0.004983471074380164,3.9221311475409846,0.004848275862068966,2.1763779527559057,1.1166666666666665,0.0052222222222222245,0.0046,0.009075070821529746
1705648314,1.3620634158060358,36.20558475453585,0.1609816017904707,0.18302037814217392,3.4612553380308393,0.9503087327561959,0.39838265974928505,0.0667600048486265,0.25860185800942204,0.8125124614564154,0,0.20765687717839848,0.23090071020196576,0.8819082574816833,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2815243.663977219,0,0,877233.5358085778,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,6.733,3.533,21.067,1.8,1.4,1.667,15.8,0,0,0,0,0,0,1.3838582677165354,0.0031379310344827583,0.0451388888888889,0.5833333333333334,0.002907692307692308,0.003,0.004983471074380164,3.9221311475409846,0.004848275862068966,2.1763779527559057,1.1166666666666665,0.0052222222222222245,0.0046,0.009075070821529746
1705648315,1.3620634158060358,36.97384042017414,0.1609816017904707,0.18302037814217392,3.394293540042237,1.1417291369804417,0.3786952301719481,0.0723868713539202,0.25860185800942204,0.8125124614564154,0,0.20355648435452164,0.23090071020196576,0.864298883658251,1.0124223325835857,222593024,139272192,6504448,432435200,100020224,328097792,129028096,4345856,268464128,98459648,4575232,3022848,306503680,8876032,236662784,2874981.047302642,0,0,690996.4873359216,0,16508.473893154387,0,0,1012529.2296728505,46,29,8,4,27,19,7,6,3,11,1,3,6,20,11,6.733,3.533,21.067,1.8,1.4,1.667,15.8,0,0,0,0,0,0,1.3838582677165354,0.0031379310344827583,0.0451388888888889,0.5833333333333334,0.002907692307692308,0.003,0.004983471074380164,3.9221311475409846,0.004848275862068966,2.1763779527559057,1.1166666666666665,0.0052222222222222245,0.0046,0.009075070821529746
