time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705478941,0.7573907455012803,1.9916799176877633,0.42307582294471985,29.708974881846306,0.24602292161787376,8.476495925134417,0.6827192096104009,3.5075994290020396,2.772539114710131,0.2408747991929054,0.28647319347319766,109858816,43503616,11747328,44093440,42233856,17162240,40415232,10739712,45576192,3014656,8929280,61938.60577650083,0,0,0,4,5,9,3,3,47,3,4,4,4,2,14.933,24.8,0.667,76.2,0.6,13.4,12.6,0.667,139.181,18.133,7,0,0,0,0.003,0.0033556485355648535,0.16363636363636364,0.004220119981541302,0.003,0.06361702127659576,0.0034848484848484847,0.001804791990750506,0.007424934725848564,0.0027880794701986753,0.004618991097922849,0.006875816993464048,0.24,0.07064212328767126,0.0046,0.2220949720670391,0.007437500000000002,0.004384994763400087,0.009610313315926893,0.004568211920529802
1705478942,0.7573907455012803,1.9916799176877633,0.39719191299802054,29.708974881846306,0.29600000000003357,8.476495925134417,0.6827192096104009,3.3756416599667487,2.772539114710131,0.2384296800537819,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,17162240,40415232,10739712,45576192,3014656,8929280,61938.60577650083,0,0,0,4,5,9,3,3,47,3,4,4,4,2,14.933,24.8,0.667,76.2,0.6,13.4,12.6,0.667,139.181,18.133,7,0,0,0,0.003,0.0033556485355648535,0.16363636363636364,0.004220119981541302,0.003,0.06361702127659576,0.0034848484848484847,0.001804791990750506,0.007424934725848564,0.0027880794701986753,0.004618991097922849,0.006875816993464048,0.24,0.07064212328767126,0.0046,0.2220949720670391,0.007437500000000002,0.004384994763400087,0.009610313315926893,0.004568211920529802
1705478943,0.7573907455012803,1.9916799176877633,0.39719191299802054,29.708974881846306,0.29600000000003357,7.080805552328015,0.6827192096104009,2.8827768161338314,2.772539114710131,0.28843972093628245,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,17162240,40415232,10756096,45576192,3014656,8929280,61938.60577650083,0,0,0,4,5,9,3,3,47,3,4,4,4,2,14.933,24.8,0.667,76.2,0.6,13.4,12.6,0.667,139.181,18.133,7,0,0,0,0.003,0.0033556485355648535,0.16363636363636364,0.004220119981541302,0.003,0.06361702127659576,0.0034848484848484847,0.001804791990750506,0.007424934725848564,0.0027880794701986753,0.004618991097922849,0.006875816993464048,0.24,0.07064212328767126,0.0046,0.2220949720670391,0.007437500000000002,0.004384994763400087,0.009610313315926893,0.004568211920529802
1705478944,0.7573907455012803,1.9916799176877633,0.39719191299802054,29.708974881846306,0.29600000000003357,6.939530620242442,0.6827192096104009,2.9399878229336736,2.772539114710131,0.28843972093628245,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,17162240,40415232,10756096,45576192,3014656,8929280,61938.60577650083,0,0,0,4,5,9,3,3,47,3,4,4,4,2,14.933,24.8,0.667,78.733,0.6,13.4,12.6,0.667,139.181,18.133,7,0,0,0,0.003,0.0033556485355648535,0.16363636363636364,0.00423390458545623,0.003,0.06280000000000001,0.0034848484848484847,0.001804791990750506,0.007424934725848564,0.0027880794701986753,0.004618991097922849,0.006875816993464048,0.24,0.07026632302405501,0.0046,0.22017595307917887,0.007437500000000002,0.004384994763400087,0.009610313315926893,0.004568211920529802
1705478945,0.7573907455012803,1.9916799176877633,0.39719191299802054,29.708974881846306,0.2960000000000336,6.798255688156868,0.6827192096104009,3.432660407990512,2.772539114710131,0.28843972093628245,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,17162240,40415232,10756096,45576192,3014656,8929280,61938.60577650083,0,0,0,4,5,9,3,3,47,3,4,4,4,2,14.933,24.8,0.667,78.733,0.6,13.4,12.6,0.667,139.181,18.133,7,0,0,0,0.003,0.0033556485355648535,0.16363636363636364,0.00423390458545623,0.003,0.06280000000000001,0.0034848484848484847,0.001804791990750506,0.007424934725848564,0.0027880794701986753,0.004618991097922849,0.006875816993464048,0.24,0.07026632302405501,0.0046,0.22017595307917887,0.007437500000000002,0.004384994763400087,0.009610313315926893,0.004568211920529802
1705478946,0.8117050311551064,1.9916799176877633,0.3296200953826304,29.708974881846306,0.2960000000000336,6.656980756071294,0.47466813919742706,3.432660407990512,2.772539114710131,0.28843972093628245,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,17162240,40587264,10756096,45576192,3014656,8929280,84370.97687831505,0,0,0,4,5,9,3,3,47,3,4,4,4,2,15,24.8,0.667,78.867,0.6,13.4,13,0.667,139.981,18.133,6.933,0,0,0,0.003003016591251886,0.003357518401682439,0.157,0.004217148182665424,0.003,0.062218045112781936,0.0034848484848484847,0.0017848380450081619,0.007414134742404226,0.0027901639344262296,0.00462473604826546,0.006820754716981132,0.24099999999999996,0.06945132743362839,0.0046,0.2176923076923077,0.007437500000000002,0.004378111452660075,0.009593791281373843,0.004568524590163934
1705478947,0.8117050311551064,1.9916799176877633,0.3296200953826304,29.708974881846306,0.2960000000000336,8.483741573033857,0.47466813919742706,3.432660407990512,2.772539114710131,0.28843972093628245,0.28647319347319766,109858816,43503616,11800576,44093440,42229760,16719872,40587264,10756096,45576192,3014656,8929280,84370.97687831505,0,0,0,4,5,9,3,3,47,3,4,4,4,2,15,24.8,0.667,78.867,0.6,13.4,13,0.667,139.981,18.133,6.933,0,0,0,0.003003016591251886,0.003357518401682439,0.157,0.004217148182665424,0.003,0.062218045112781936,0.0034848484848484847,0.0017848380450081619,0.007414134742404226,0.0027901639344262296,0.00462473604826546,0.006820754716981132,0.24099999999999996,0.06945132743362839,0.0046,0.2176923076923077,0.007437500000000002,0.004378111452660073,0.009593791281373843,0.004568524590163934
1705478948,0.8117050311551064,1.98317606831218,0.3296200953826304,29.708974881846306,0.2960000000000336,8.483741573033857,0.47466813919742706,3.432660407990512,2.7822476735860384,0.28843972093628245,0.28647319347319766,109858816,43507712,11800576,44093440,42229760,16719872,40587264,10756096,45576192,3014656,8929280,84370.97687831505,0,0,0,4,5,9,3,3,47,3,4,4,4,2,15,25.333,0.933,79.8,0.867,13.4,13,0.933,140.648,18.133,7.467,0,0,0,0.003003016591251886,0.003365384615384615,0.15,0.0042183692596063724,0.003,0.062218045112781936,0.003428571428571429,0.0017814315622723853,0.007414134742404226,0.002773972602739726,0.00462473604826546,0.006884374999999999,0.24333333333333332,0.06911870503597123,0.0046,0.2176923076923077,0.007166666666666671,0.004377489428984403,0.009593791281373843,0.004554794520547945
1705478949,0.8117050311551064,1.98317606831218,0.3296200953826304,29.708974881846306,0.2960000000000336,8.483741573033857,0.47466813919742706,3.432660407990512,2.7822476735860384,0.28843972093628245,0.28647319347319766,109858816,43507712,11800576,44093440,42229760,16719872,40587264,10756096,45576192,3014656,8929280,84370.97687831505,0,0,0,4,5,9,3,3,47,3,4,4,4,2,15,25.333,0.933,79.8,0.867,13.4,13,0.933,140.648,18.133,7.467,0,0,0,0.003003016591251886,0.003365384615384615,0.15,0.0042183692596063724,0.003,0.062218045112781936,0.003428571428571429,0.0017814315622723853,0.007414134742404226,0.002773972602739726,0.00462473604826546,0.006884374999999999,0.24333333333333332,0.06911870503597123,0.0046,0.2176923076923077,0.007166666666666671,0.004377489428984403,0.009593791281373843,0.004554794520547945
1705478950,0.8117050311551064,1.98317606831218,0.3296200953826304,29.708974881846306,0.2960000000000336,8.483741573033857,0.47466813919742706,3.432660407990512,2.7959884412713163,0.28843972093628245,0.28647319347319766,109858816,43507712,11800576,44093440,42229760,16719872,40587264,10756096,45576192,3014656,8929280,84370.97687831505,0,0,0,4,5,9,3,3,47,3,4,4,4,2,15,25.333,0.933,79.8,0.867,13.4,13,0.933,140.648,18.133,7.467,0,0,0,0.003003016591251886,0.003365384615384615,0.15,0.0042183692596063724,0.003,0.062218045112781936,0.003428571428571429,0.0017814315622723853,0.007414134742404226,0.002773972602739726,0.00462473604826546,0.006884374999999999,0.24333333333333332,0.06911870503597123,0.0046,0.2176923076923077,0.007166666666666671,0.004377489428984403,0.009593791281373843,0.004554794520547945
