time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705375546,0.455173976931235,2.556956380075804,0.5552698857779079,19.275367072445114,0.3370780000828331,7.061642932489544,0.9950520976900585,3.658198548070162,2.5979140601406434,0.29541887785186616,0.26409767186962585,114794496,43745280,11247616,40972288,43397120,16957440,41447424,10596352,45420544,3022848,8990720,59409.617280942926,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,1.333,13.069,13.533,1.2,129.4,17.867,7.333,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0023997423787033064,0.007496603260869565,0.002946428571428571,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.004600000000000001,0.7197183098591547,0.008421052631578949,0.004508115070845857,0.00965149456521739,0.004598809523809524
1705375547,0.4460723632234204,2.556956380075804,0.49428416907501893,19.275367072445114,0.3370780000828331,7.061642932489544,0.9950520976900585,3.658198548070162,2.5979140601406434,0.29541887785186616,0.26409767186962585,114794496,43745280,11411456,40972288,43397120,16957440,41447424,10596352,45420544,3022848,8990720,58221.668464831375,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,1.333,13.069,13.533,1.2,129.4,17.867,7.333,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0023997423787033064,0.007496603260869565,0.002946428571428571,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.004600000000000001,0.7197183098591547,0.008421052631578949,0.004508115070845857,0.00965149456521739,0.004598809523809524
1705375548,0.4369707495156058,2.556956380075804,0.5264265550962873,19.275367072445114,0.29061535724586995,7.061642932489544,0.9950520976900585,3.658198548070162,2.5979140601406434,0.29541887785186616,0.26409767186962585,114794496,43745280,11411456,40972288,43397120,16957440,41447424,10596352,45420544,3022848,8990720,57033.71964871983,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,1.333,13.069,13.533,1.2,129.2,17.667,7.333,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0024032017075773745,0.007503285151116952,0.002946428571428571,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.004600000000000001,0.7197183098591547,0.008421052631578949,0.004508644610458913,0.009658344283837057,0.004598809523809524
1705375549,0.6320536045123374,2.556956380075804,0.5264265550962873,19.275367072445114,0.29654685789635893,7.061642932489544,0.9950520976900585,3.658198548070162,2.5979140601406434,0.29541887785186616,0.26409767186962585,114794496,43745280,11411456,40972288,43397120,16957440,41447424,10596352,45420544,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,0.867,13.069,13.533,1.2,129.2,17.667,7.333,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0024032017075773745,0.007503285151116952,0.002946428571428571,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.0046,0.7197183098591547,0.008421052631578949,0.004508644610458913,0.009658344283837057,0.004598809523809524
1705375550,0.6320536045123374,2.8350893407272744,0.5264265550962873,19.275367072445114,0.30247835854684796,7.061642932489544,0.8529360934019535,3.86112258662816,2.639268018207196,0.29541887785186616,0.26409767186962585,114794496,43745280,11411456,40972288,43397120,16957440,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,0.867,13.069,13.533,1.2,129.2,17.667,7.333,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0024032017075773745,0.007503285151116952,0.002946428571428571,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.0046,0.7197183098591547,0.008421052631578949,0.004508644610458913,0.009658344283837057,0.004598809523809524
1705375551,0.6320536045123374,2.8350893407272744,0.5264265550962873,19.557976109214373,0.3558900390293386,7.061642932489544,0.8529360934019535,3.86112258662816,2.694988033225398,0.29541887785186616,0.27392101370043004,114794496,43745280,11411456,40972288,43397120,16957440,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,15.467,24.867,1.267,90.2,0.867,13.069,13.533,1.2,129.2,17.667,7.133,0,0,0,0,0.0030256,0.003369978858350952,0.24062500000000003,0.06548142050868593,0.003,0.19627403846153843,0.003926829268292683,0.0024032017075773745,0.007503285151116952,0.002927374301675978,0.00465632,0.0069534161490683285,0.666666666666667,0.11364015049962282,0.0046,0.7197183098591547,0.008421052631578949,0.004508644610458913,0.009658344283837057,0.004603351955307262
1705375552,0.6320536045123374,2.8350893407272744,0.5264265550962873,19.557976109214373,0.33372611039336625,7.061642932489544,0.8529360934019535,3.86112258662816,2.694988033225398,0.29541887785186616,0.27392101370043004,114794496,43745280,11411456,40972288,43401216,16957440,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,14,25.933,0.8,78.064,0.867,13.069,13,1.2,136.667,18.8,8.333,0,0,0,0,0.003009661835748792,0.0033780991735537194,0.23863636363636365,0.06509301859386406,0.003,0.19674657534246576,0.003926829268292683,0.0024198064648960267,0.007532175032175032,0.0029465240641711236,0.004648309178743961,0.007008875739644974,0.575000000000001,0.09969487756065064,0.0046,0.7199346405228758,0.008421052631578949,0.004503726580193536,0.009707207207207207,0.004632085561497327
1705375553,0.6320536045123374,2.8350893407272744,0.5264265550962873,16.458362862172383,0.33372611039336625,7.061642932489544,0.8529360934019535,3.86112258662816,2.694988033225398,0.29541887785186616,0.27392101370043004,114794496,43745280,11411456,40972288,43401216,16957440,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,14,25.933,0.8,78.064,0.867,13.069,13,0.933,136.667,18.8,8.333,0,0,0,0,0.003009661835748792,0.0033780991735537194,0.23863636363636365,0.06509301859386406,0.003,0.19674657534246576,0.003926829268292683,0.0024198064648960267,0.007532175032175032,0.0029465240641711236,0.004648309178743961,0.007008875739644974,0.575000000000001,0.09969487756065064,0.0046,0.7199346405228758,0.008421052631578949,0.004503726580193536,0.009707207207207207,0.004632085561497327
1705375554,0.6320536045123374,2.8350893407272744,0.5264265550962873,16.132396593685474,0.33372611039336625,7.061642932489544,0.8529360934019535,3.86112258662816,2.694988033225398,0.29541887785186616,0.27392101370043004,114794496,43745280,11411456,40972288,43401216,16957440,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,27867.737107089404,4,4,9,4,3,30,3,4,4,4,3,14,25.933,0.8,78.064,0.867,12.667,13,0.933,149.533,18.8,8.333,0,0,0,0,0.003009661835748792,0.0033780991735537194,0.23863636363636365,0.06509301859386406,0.003,0.19826464208242947,0.003926829268292683,0.0023495465787304205,0.007532175032175032,0.0029465240641711236,0.004648309178743961,0.007008875739644974,0.575000000000001,0.09969487756065064,0.0046,0.7239520958083829,0.008421052631578949,0.004487716405605936,0.009707207207207207,0.004632085561497327
1705375555,0.6320536045123374,2.8350893407272744,0.5264265550962873,19.088299728780363,0.33372611039336625,7.049701690135662,0.8529360934019535,3.86112258662816,2.694988033225398,0.2924794895168621,0.27392101370043004,114794496,43745280,11411456,40718336,43401216,16498688,41562112,10899456,45342720,3022848,8990720,42159.00201737413,0,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,14,25.733,0.8,78.064,0.867,12.667,13,0.933,149.533,18.8,8.333,0,0,0,0,0.003009661835748792,0.0033748733535967582,0.23863636363636365,0.06509301859386406,0.003,0.19826464208242947,0.003926829268292683,0.0023495465787304205,0.007532175032175032,0.0029465240641711236,0.004648309178743961,0.007187096774193556,0.575000000000001,0.09969487756065064,0.0046,0.7239520958083829,0.008421052631578949,0.004487716405605936,0.009707207207207207,0.004632085561497327
