time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705609456,1.4320872198667431,10.367493826858777,0.16950341903311655,0.18113231542308728,4.249833741687136,1.0502964053766646,0.3751525339310321,0.07764869888476053,0.2966257077924376,0.6604242657419522,0.00008950214432220666,0.27294057091384116,0.2589224949147383,0.9746785129764253,1.0466765829614313,216707072,123838464,6250496,432451584,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94593024,2693748.6247952473,0,867040.2191507908,31555.024844959746,0,0,1278245.399130866,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.6,23.533,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.0030795454545454546,0.03666424418604652,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004743181818181819,0.08901869158878506,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609457,1.4320872198667431,10.367493826858777,0.16950341903311655,0.17754131777390694,4.249833741687136,1.0502964053766646,0.3751525339310321,0.07764869888476053,0.2966257077924376,0.6461570842224593,0.00008950214432220666,0.27294057091384116,0.2589224949147383,1.0308762386529178,1.1487720153574241,216707072,123838464,6250496,432451584,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,31555.024844959746,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.533,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03666424418604652,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08901869158878506,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609458,1.4320872198667431,10.367493826858777,0.16950341903311655,0.1739503201247267,4.249833741687136,1.0502964053766646,0.3751525339310321,0.07764869888476053,0.2966257077924376,0.6318899027029662,0.00008950214432220666,0.27294057091384116,0.2589224949147383,1.0308762386529178,1.1487720153574241,216707072,123838464,6250496,432451584,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,31555.024844959746,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.067,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03555147058823529,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08764610389610387,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609459,1.4320872198667431,10.367493826858777,0.16950341903311655,0.2192451831031773,4.249833741687136,1.0502964053766646,0.3751525339310321,0.07764869888476053,0.2966257077924376,0.6176227211834733,0.00011764262441704325,0.27294057091384116,0.2589224949147383,0.8531337231970203,1.1487720153574241,216707072,123838464,6250496,432455680,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,31555.024844959746,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.067,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03555147058823529,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08764610389610387,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609460,1.4320872198667431,10.367493826858777,0.16950341903311655,0.2192451831031773,4.249833741687136,1.0259725169243072,0.3751525339310321,0.07730594923113232,0.29725032934382434,0.6033555396639803,0.00012019804510317368,0.2162082698817834,0.2589224949147383,0.8704151225723883,1.1487720153574241,216707072,123838464,6250496,432455680,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.067,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03555147058823529,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08764610389610387,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609461,1.4320872198667431,10.367493826858777,0.16950341903311655,0.2192451831031773,4.249833741687136,1.0259725169243072,0.3751525339310321,0.07730594923113232,0.29725032934382434,0.5890883581444872,0.00012275346578930415,0.22644268571722742,0.26383078021193485,0.8876965219477564,1.1487720153574241,216707072,123838464,6250496,432455680,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.067,2.467,2.267,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03555147058823529,0.037638888888888895,0.0020666666666666667,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08764610389610387,0.04775,0.004413333333333334,0.004639130434782609,0.009035135135135135
1705609462,1.4320872198667431,10.367493826858777,0.18362317694952754,0.2192451831031773,4.249833741687136,1.0259725169243072,0.3751525339310321,0.07730594923113232,0.29725032934382434,0.5748211766249942,0.00012530888647543454,0.2310511584793252,0.26383078021193485,1.0368839625220787,1.1487720153574241,216707072,123838464,6250496,432455680,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,8.2,3.8,23.067,2.467,2.4,2.6,20.6,0,0,0,0,0.032359813084112156,0.003093567251461988,0.03555147058823529,0.037638888888888895,0.0019999999999999996,0.0030217391304347826,0.004690265486725663,0.09104938271604941,0.004768421052631579,0.08764610389610387,0.04775,0.0044,0.004639130434782609,0.009035135135135135
1705609463,1.4320872198667431,10.367493826858777,0.18362317694952754,0.2192451831031773,4.249833741687136,1.0259725169243072,0.3751525339310321,0.07730594923113232,0.29725032934382434,0.5605539951055011,0.00012786430716156495,0.2356596312414229,0.26383078021193485,1.0368839625220787,1.1487720153574241,216707072,123838464,6250496,432455680,100290560,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,7.867,3.8,23.067,2.133,2.067,2.267,19.6,0,0,0,0,0.03212616822429907,0.003093567251461988,0.03555147058823529,0.03763586956521739,0.002032258064516129,0.003,0.0047333333333333324,0.09092592592592598,0.004768421052631579,0.08764610389610387,0.0477445652173913,0.004406451612903226,0.0046,0.00909090909090909
1705609464,1.4320872198667434,10.367493826858777,0.18362317694952754,0.2192451831031773,4.24932367241151,1.0259725169243072,0.3751525339310321,0.07730594923113232,0.29725032934382434,0.5462868135860081,0.00015332524116782543,0.27650836572586346,0.26383078021193485,1.0368839625220787,1.1487720153574241,216707072,123838464,6250496,432455680,107495424,331210752,61779968,4407296,267431936,98590720,4575232,2883584,307027968,8671232,94650368,2693748.6247952473,0,867040.2191507908,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,7.867,3.8,23.067,2.133,2.067,2.267,19.6,0,0,0,0,0.03212616822429907,0.003093567251461988,0.03555147058823529,0.03763586956521739,0.002032258064516129,0.003,0.0047333333333333324,0.09092592592592598,0.004768421052631579,0.08764610389610387,0.0477445652173913,0.004406451612903226,0.0046,0.00909090909090909
1705609465,1.4354400644706342,10.25769584406027,0.18362317694952754,0.2192451831031773,4.24932367241151,1.0259725169243072,0.37452751124566064,0.07730594923113232,0.29725032934382434,0.8689511323003539,0.00015332524116782543,0.27650836572586346,0.26383078021193485,1.0368839625220787,1.1487720153574241,216707072,123867136,6250496,432455680,107495424,331210752,61796352,4407296,267431936,98594816,4575232,2883584,307027968,8671232,94650368,2447958.808385436,0,819662.3736466727,22961.57188104381,0,0,2071838.6251447378,14,10,7,4,7,17,6,5,3,11,1,3,5,18,8,7.867,3.8,23.067,2.133,2.067,2.267,19.6,0,0,0,0,0.03212616822429907,0.003093567251461988,0.03555147058823529,0.03763586956521739,0.002032258064516129,0.003,0.0047333333333333324,0.09092592592592598,0.004768421052631579,0.08764610389610387,0.0477445652173913,0.004406451612903226,0.0046,0.00909090909090909
