time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705777911,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.16479361164937442,0.38326566073866575,0.04325707154742116,0.14538270095619557,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.07511767925562113,0.6223515226803658,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,8327168,65560576,370814.5625417628,0,174300.96278302808,8942.059992140768,0,0,0,134690.07471820823,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777912,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.13234839658428024,0.38326566073866575,0.04325707154742116,0.14538270095619557,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.21043230157356627,0.6223515226803658,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,174300.96278302808,8942.059992140768,0,0,0,134690.07471820823,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777913,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.1350590374703803,0.38326566073866575,0.04325707154742116,0.14538270095619557,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.21043230157356627,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,174300.96278302808,8942.059992140768,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777914,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.16263845316600575,0.38326566073866575,0.04325707154742116,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.21967929397372724,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,174300.96278302808,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777915,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.16263845316600575,0.3878832366830602,0.04325707154742116,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777916,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.16263845316600575,0.3878832366830602,0.029686045126542094,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777917,0.1472048537515449,0.5209277261655618,0.03030550373134349,0.06769607271878902,,0.16263845316600575,0.3878832366830602,0.030392801035347774,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18235345089033808,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777918,0.1472048537515449,0.5209277261655618,0.030305503731343494,0.06718486997635705,,0.1679115153844165,0.3878832366830602,0.025342499999999605,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18314219982086508,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777919,0.1472048537515449,0.5209277261655618,0.030305503731343494,0.06718486997635705,,0.1679115153844165,0.3878832366830602,0.025342499999999605,0.1458600392413408,0.6881546262651083,0.00014654235832132077,0.18314219982086508,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705777920,0.1472048537515449,0.5209277261655618,0.029360696884688654,0.06718486997635705,,0.1679115153844165,0.3878832366830602,0.025342499999999605,0.1458600392413408,0.5601683587494471,0.00014654235832132077,0.18314219982086508,0.14291812744894997,0.25659805138979963,0.6258771824491517,212627456,99262464,5365760,430841856,65351680,339333120,48119808,3620864,285589504,92069888,4485120,2883584,298045440,18042880,65560576,370814.5625417628,0,160356.26024615232,17859.1672116852,0,0,0,118043.18067196618,9,8,7,4,6,8,5,4,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
