time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705342110,0.7412517171861426,1.9179115740515826,0.29910017256964117,19.086523109777684,0.21804037289070277,7.318995685522496,0.6400975801864115,2.7867562684247464,2.463091019102745,0.29991219940490826,0.228261727420708,107487232,43737088,11218944,41996288,43450368,16334848,28971008,10473472,46977024,2936832,8564736,29230.5222029937,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,14.733,24.467,0.667,73.6,0.867,13.2,12.067,0.867,130.8,18.133,6.2,0,0,,0.0029939393939393943,0.0031552795031055897,0.19130434782608693,0.05663667041619798,0.003,0.17139121338912133,0.003999999999999999,0.0016674233825198631,0.0071253709198813055,0.002940959409594096,0.004603636363636364,0.004879503105590061,0.3857142857142857,0.09357705286839146,0.004600000000000001,0.48917910447761204,0.0085,0.004348921679909194,0.009442878338278931,0.004623616236162362
1705342111,0.7764590566617183,1.9570260181178962,0.29910017256964117,19.086523109777684,0.26786245282299803,7.318995685522496,0.6400975801864115,2.8300812663115438,2.463091019102745,0.29991219940490826,0.228261727420708,107487232,43737088,11218944,41996288,43450368,16334848,28971008,10362880,46977024,2936832,8564736,38697.18226694065,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,14.733,24.467,0.667,73.6,0.867,13.2,12.067,0.867,130.8,18.133,6.2,0,0,,0.0029939393939393943,0.0031552795031055897,0.19130434782608693,0.05663667041619798,0.003,0.17139121338912133,0.003999999999999999,0.0016674233825198631,0.0071253709198813055,0.002940959409594096,0.004603636363636364,0.004879503105590061,0.3857142857142857,0.09357705286839146,0.004600000000000001,0.48917910447761204,0.0085,0.004348921679909194,0.009442878338278931,0.004623616236162362
1705342112,0.7764590566617183,1.99614046218421,0.29910017256964117,19.08652310977768,0.26786245282299803,7.318995685522496,0.6400975801864115,2.8300812663115438,2.463091019102745,0.29991219940490826,0.23591883997856872,107487232,43737088,11218944,41996288,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,15.667,26.333,0.933,79.8,1,13.2,13.533,1,149.733,19.733,7.067,0,0,,0.0029939668174962294,0.003146,0.193,0.05800055463117027,0.003,0.17802547770700636,0.0045,0.0016737472766884534,0.007156065088757396,0.002944444444444445,0.004603619909502262,0.0048628,0.4750000000000001,0.0953716028840821,0.0046,0.5235849056603773,0.008833333333333334,0.004346949891067539,0.009514053254437868,0.004622222222222222
1705342113,0.7764590566617183,2.3468666439788235,0.29910017256964117,19.08652310977768,0.26786245282299803,7.318995685522496,0.6400975801864114,2.8300812663115438,2.463091019102745,0.29991219940490826,0.23591883997856872,107487232,43737088,11218944,41996288,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,15.667,26.333,0.933,79.8,1,13.2,13.533,1,149.733,19.733,7.067,0,0,,0.0029939668174962294,0.003146,0.193,0.05800055463117027,0.003,0.17802547770700636,0.0045,0.0016737472766884534,0.007156065088757396,0.002944444444444445,0.004603619909502262,0.0048628,0.4750000000000001,0.0953716028840821,0.0046,0.5235849056603773,0.008833333333333334,0.004346949891067539,0.009514053254437868,0.004622222222222222
1705342114,0.7764590566617183,2.3468666439788235,0.29910017256964117,18.96771918155897,0.26786245282299803,7.318995685522496,0.6400975801864114,2.8300812663115438,2.476393700328927,0.29991219940490826,0.24910194337222905,107487232,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,15.667,26.333,0.933,79.333,1,13.2,13.533,1,149.733,19.733,6.933,0,0,,0.0029939668174962294,0.003146,0.193,0.059493333333333336,0.003,0.17802547770700636,0.0045,0.0016737472766884534,0.007156065088757396,0.0029461279461279457,0.004603619909502262,0.0048628,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.008833333333333334,0.004346949891067539,0.009514053254437868,0.004621548821548822
1705342115,0.7764590566617183,2.3468666439788235,0.29910017256964117,18.96771918155897,0.26786245282299803,7.318995685522496,0.6400975801864114,2.8300812663115438,2.476393700328927,0.29991219940490826,0.24910194337222905,107487232,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,19979.51319447832,4,5,9,3,3,31,3,4,4,4,3,15.667,26.333,0.933,79.333,1,13.2,13.533,1,149.733,19.733,6.933,0,0,,0.0029939668174962294,0.003146,0.193,0.059493333333333336,0.003,0.17802547770700636,0.0045,0.0016737472766884534,0.007156065088757396,0.0029461279461279457,0.004603619909502262,0.0048628,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.008833333333333334,0.004346949891067539,0.009514053254437868,0.004621548821548822
1705342116,0.7764590566617183,2.3468666439788235,0.29910017256964117,18.96771918155897,0.26786245282299803,4.610695345413447,0.6400975801864114,2.8300812663115438,2.476393700328927,0.2584576687316076,0.24910194337222905,107487232,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,17217.900481819317,4,5,9,3,3,31,3,4,4,4,3,15.667,24.933,0.933,79.333,1,13.2,13.533,1,148.6,18.6,6.933,0,0,,0.0029939668174962294,0.003152475247524752,0.193,0.059493333333333336,0.003,0.17802547770700636,0.0045,0.0016769899483835915,0.007125748502994012,0.0029461279461279457,0.004603619909502262,0.004874455445544554,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.008833333333333334,0.004347568595490356,0.009538922155688622,0.004621548821548822
1705342117,0.7764590566617183,2.3468666439788235,0.27929932797179485,15.128679110446436,0.26786245282299803,4.733008745343504,0.6400975801864114,2.8300812663115438,2.476393700328927,0.2534591320748591,0.24910194337222905,107487232,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,38697.18226694065,0,0,0,16884.908595244677,4,5,9,3,3,31,3,4,4,4,3,15.667,24.933,0.933,79.333,1,13.2,13.533,1,148.6,18.6,6.933,0,0,,0.0029939668174962294,0.003152475247524752,0.193,0.059493333333333336,0.003,0.17802547770700636,0.0045,0.0016769899483835915,0.007125748502994012,0.0029461279461279457,0.004603619909502262,0.004874455445544554,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.008833333333333334,0.004347568595490356,0.009538922155688622,0.004621548821548822
1705342118,0.7279312335860241,2.3468666439788235,0.27929932797179485,15.444435522874222,0.21888153591465073,4.02221499999996,0.6400975801864114,2.8300812663115438,2.476393700328927,0.24846059541811066,0.24910194337222905,107483136,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,68662.10955689246,0,0,0,16551.916708670036,4,5,9,3,3,31,3,4,4,4,3,15.667,24.933,0.933,79.333,1,13.2,13.533,1,148.6,18.6,6.933,0,0,,0.0029939668174962294,0.003152475247524752,0.193,0.059493333333333336,0.003,0.17802547770700636,0.0045,0.0016769899483835915,0.007125748502994012,0.0029461279461279457,0.004603619909502262,0.004874455445544554,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.008833333333333334,0.004347568595490356,0.009538922155688622,0.004621548821548822
1705342119,0.7279312335860241,2.3468666439788235,0.27929932797179485,18.945384745667333,0.22339179067414672,4.02221499999996,0.6400975801864114,2.8300812663115438,2.0349662049382107,0.24346205876136215,0.24910194337222905,107483136,43737088,11218944,41316352,43450368,16334848,28971008,10362880,46977024,2936832,8568832,68662.10955689246,0,0,0,16218.9248220954,4,5,9,3,3,31,3,4,4,4,3,15.667,24.933,0.933,79.333,1,13.2,13.533,0.867,148.6,18.6,6.933,0,0,,0.0029939668174962294,0.003152475247524752,0.193,0.059493333333333336,0.003,0.17802547770700636,0.004523809523809524,0.0016769899483835918,0.007125748502994012,0.0029461279461279457,0.004603619909502262,0.004874455445544554,0.4750000000000001,0.096528,0.0046,0.5235849056603773,0.00884375,0.004347568595490356,0.009538922155688622,0.004621548821548822
