time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705779520,1.1834697843978863,8.000269207310723,0.1413205249111877,0.20839896070414915,4.067520498718564,1.1023509921447054,0.42737571022726345,0.09527375425233736,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.3437988574864517,1.0449878613076133,1.196189353369024,212692992,103514112,6303744,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296660992,8892416,71057408,1774614.591877511,0,603636.3636363636,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,8,3.933,23.4,2.133,2.333,2.067,18.6,0,0,0.024101562500000003,0.003010989010989011,0.03804824561403509,0.03804347826086956,0.0025802469135802466,0.003067415730337079,0.00471677559912854,0.04741666666666667,0.00461978021978022,0.08678763440860214,0.04847826086956522,0.00451604938271605,0.004721348314606741,0.008947570332480819
1705779521,1.1594473794695062,8.000269207310723,0.13827780764232017,0.20839896070414915,4.15233825872187,1.1023509921447054,0.42737571022726345,0.09527375425233736,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.3437988574864517,1.0449878613076133,1.196189353369024,212692992,103514112,6303744,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296660992,8892416,71057408,1774614.591877511,0,603636.3636363636,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,8,3.933,23.4,2.133,2.333,2.067,18.6,0,0,0.024101562500000003,0.003010989010989011,0.03804824561403509,0.03804347826086956,0.0025802469135802466,0.003067415730337079,0.00471677559912854,0.04741666666666667,0.00461978021978022,0.08678763440860214,0.04847826086956522,0.00451604938271605,0.004721348314606741,0.008947570332480819
1705779522,1.1354249745411258,8.000269207310723,0.13523509037345263,0.20839896070414915,4.237156018725177,1.1023509921447054,0.34028205423293423,0.09527375425233736,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.33579954093343584,1.0449878613076133,1.196189353369024,212692992,103514112,6303744,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,407735.26629793755,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.667,3.933,23.4,1.867,1.733,1.733,17.6,0,0,0.02435135135135135,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004790432801822323,0.04753333333333333,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008971794871794874
1705779523,1.1114025696127456,8.000269207310723,0.13219237310458506,0.20839896070414915,5.089065600198387,1.1023509921447054,0.3471812950175711,0.08686717209586546,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.33579954093343584,1.0449878613076133,1.196189353369024,212692992,103514112,6303744,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,416002.1253449677,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,17.6,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004790432801822323,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008971794871794874
1705779524,1.0873801646843653,8.000269207310723,0.16756880733944912,0.20839896070414915,5.089065600198387,1.1023509921447054,0.3540805358022081,0.08686717209586546,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.33579954093343584,1.0449878613076133,1.196189353369024,212692992,103514112,6295552,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,424268.98439199786,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,17.6,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004790432801822323,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008971794871794874
1705779525,1.0633577597559851,8.000269207310723,0.16756880733944912,0.1499346451213864,5.089065600198387,1.1023509921447054,0.41395444707821566,0.08686717209586546,0.3420683099656715,0.8833665042435811,0,0.3222386065158375,0.33579954093343584,1.0449878613076133,1.196189353369024,212692992,103514112,6295552,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,496011.5428218078,53092.52738231545,0,0,0,1898872.9917672449,12,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,17.6,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004790432801822323,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008971794871794874
1705779526,1.46319893458916,8.000269207310723,0.16756880733944912,0.15364888665532803,5.089065600198387,0.8089175121228698,0.41395444707821566,0.08686717209586546,0.27234508501651716,0.8833665042435811,0,0.31868395871083643,0.33579954093343584,1.0449878613076133,1.1303960939531175,212680704,103514112,6295552,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,496011.5428218078,23810.321516900247,0,0,0,1266206.3386588856,11,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,17.6,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004790432801822323,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008971794871794874
1705779527,1.46319893458916,8.000269207310723,0.16756880733944912,0.1573631281892696,5.089065600198387,0.8260841454457238,0.41395444707821566,0.0941159814248504,0.32186383621877585,0.8833665042435811,0,0.31868395871083643,0.33579954093343584,0.8033304126464009,1.1303960939531175,212680704,103514112,6295552,430841856,99024896,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1774614.591877511,0,496011.5428218078,28139.598790876615,0,0,0,1266206.3386588856,11,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,18.067,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004761467889908257,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008963254593175853
1705779528,1.46319893458916,7.479346572709862,0.16756880733944912,0.16107736972321118,4.906952900388974,0.843250778768578,0.41395444707821566,0.0941159814248504,0.27304245666165783,0.8833665042435811,0,0.31868395871083643,0.33579954093343584,0.8197851048141043,1.1303960939531175,212680704,103514112,6295552,430841856,101892096,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71057408,1823651.5054452273,0,496011.5428218078,23871.29064761381,0,0,0,1266206.3386588856,11,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.4,1.867,1.733,1.733,18.067,0,0,0.024027027027027026,0.003010989010989011,0.03804824561403509,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004761467889908257,0.0473448275862069,0.00461978021978022,0.08678763440860214,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008963254593175853
1705779529,1.46319893458916,7.479346572709862,0.16756880733944912,0.16479161125715275,4.906952900388974,0.8604174120914321,0.41395444707821566,0.0941159814248504,0.2676780593913449,0.8833665042435811,0.00015151879554582974,0.31868395871083643,0.33579954093343584,0.8362397969818075,1.1862916039471378,212680704,103514112,6295552,430841856,101892096,337367040,51195904,4468736,284827648,92676096,4485120,2850816,296669184,8892416,71135232,1823651.5054452273,0,496011.5428218078,23402.297334432536,0,0,0,1935306.907509617,11,8,6,4,8,18,5,5,3,11,1,3,5,18,10,7.933,3.933,23.933,1.867,1.733,1.733,18.067,0,0,0.024027027027027026,0.003010989010989011,0.03727810650887574,0.038088235294117645,0.002492537313432836,0.003073170731707317,0.004761467889908257,0.0473448275862069,0.00461978021978022,0.08651226158038147,0.04855882352941176,0.0044985074626865676,0.0047317073170731715,0.008963254593175853
