time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705625357.0,0.6392878521285753,2.541454131005359,0.5394269649940349,29.90004325633696,0.36931356051044567,7.83367185090515,0.6631369872610051,4.464598101645716,3.1722824502346736,0.3011769329417083,0.31124632449270484,113106944,43622400,13987840,46927872,43450368,15921152,40259584,24485888,45850624,3014656,9228288,74298.46360354804,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.601,25.535,1.4,69.605,1.067,13.533,13.602,0.867,152.142,20.135,8.2,,0,0,0,0.0030253164556962022,0.003069148936170213,0.08750000000000001,0.003554965883244882,0.0030689655172413794,0.04711981566820276,0.004142857142857143,0.0024006296733569466,0.007683080808080808,0.0029323943661971833,0.004665822784810127,0.004724468085106383,0.2153846153846154,0.028994845360824716,0.004724137931034483,0.164920634920635,0.009027777777777779,0.0044939787485242045,0.009869949494949494,0.004604507042253522
1705625358.0,0.6674139370425698,2.541454131005359,0.5394269649940349,29.90004325633696,0.36931356051044567,7.83367185090515,0.6772295686620241,4.464598101645716,3.1722824502346736,0.3011769329417083,0.31124632449270484,113106944,43622400,13987840,46927872,43450368,15921152,40259584,24485888,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.601,25.535,1.4,69.605,1.067,11.533,13.602,0.867,152.142,20.135,8.2,,0,0,0,0.0030253164556962022,0.003069148936170213,0.08750000000000001,0.003554965883244882,0.0030689655172413794,0.045204402515723274,0.004142857142857143,0.0024006296733569466,0.007683080808080808,0.0029323943661971833,0.004665822784810127,0.004724468085106383,0.2153846153846154,0.028994845360824716,0.004724137931034483,0.15543103448275847,0.009027777777777779,0.0044939787485242045,0.009869949494949494,0.004604507042253522
1705625359.0,0.6674139370425698,2.541454131005359,0.508426779738984,29.90004325633696,0.37038698675061904,7.83367185090515,0.6913221500630433,4.33858801707947,3.1722824502346736,0.24655751110726748,0.2857031035967297,113106944,43622400,13987840,46927872,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,23.467,0.8,70.067,1.067,11.533,11.733,0.867,135.667,17.6,7.533,,0,0,0,0.0030190779014308425,0.0030760869565217394,0.09107142857142858,0.003507912584777694,0.0030689655172413794,0.0437746062992126,0.004142857142857143,0.0023819136051675418,0.007653061224489797,0.0029314285714285714,0.004654689984101749,0.004736956521739131,0.217,0.02572625698324025,0.004724137931034483,0.14768518518518522,0.009027777777777779,0.0044854259184497385,0.009816326530612244,0.004604571428571429
1705625360.0,0.6674139370425698,2.3854021333146416,0.508426779738984,29.90004325633696,0.37038698675061904,7.83367185090515,0.7054147314640624,4.33858801707947,2.98139731748151,0.2516453935479996,0.2857031035967297,113106944,43622400,13987840,46927872,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,23.467,0.8,70.067,1.067,11.533,11.733,0.867,135.667,17.6,7.533,,0,0,0,0.0030190779014308425,0.0030760869565217394,0.09107142857142858,0.003507912584777694,0.0030689655172413794,0.0437746062992126,0.004142857142857143,0.0023819136051675418,0.007653061224489797,0.0029314285714285714,0.004654689984101749,0.004736956521739131,0.217,0.02572625698324025,0.004724137931034483,0.14768518518518522,0.009027777777777779,0.0044854259184497385,0.009816326530612244,0.004604571428571429
1705625361.0,0.6674139370425698,2.435041391313375,0.508426779738984,29.801763831204582,0.37038698675061904,7.83367185090515,0.8455548840611468,4.33858801707947,2.98139731748151,0.25673327598873164,0.2857031035967297,113106944,43622400,13987840,47480832,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,23.467,0.8,70.067,1.067,11.533,11.733,0.867,135.667,17.6,7.533,,0,0,0,0.0030190779014308425,0.0030760869565217394,0.09107142857142858,0.003507912584777694,0.0030689655172413794,0.0437746062992126,0.004142857142857143,0.0023819136051675418,0.007653061224489797,0.0029314285714285714,0.004654689984101749,0.004736956521739131,0.217,0.02572625698324025,0.004724137931034483,0.14768518518518522,0.009027777777777779,0.0044854259184497385,0.009816326530612244,0.004604571428571429
1705625362.0,0.6674139370425698,2.056480000000534,0.45202805611216057,29.801763831204582,0.37038698675061904,7.8617961654897766,0.8455548840611468,4.33858801707947,2.98139731748151,0.3052729464439261,0.2857031035967297,113106944,43622400,14049280,47480832,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,23.467,0.8,70.067,0.8,11.533,11.733,0.867,123.333,17.6,7.533,,0,0,0,0.0030190779014308425,0.0030760869565217394,0.09107142857142858,0.003507912584777694,0.0030754716981132076,0.0437746062992126,0.004142857142857143,0.0023641715727502097,0.007653061224489797,0.0029314285714285714,0.004654689984101749,0.004736956521739131,0.217,0.02572625698324025,0.004735849056603774,0.14768518518518522,0.009027777777777779,0.004481581160639191,0.009816326530612244,0.004604571428571429
1705625363.0,0.6674139370425698,2.056480000000534,0.45202805611216057,29.728961576435868,0.37038698675061904,7.8617961654897766,0.8455548840611468,4.33858801707947,2.98139731748151,0.2599539055737151,0.2857031035967297,113106944,43622400,14049280,47480832,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,22.8,0.467,68.933,0.467,11.533,11.733,0.533,121.733,16.8,6.867,,0,0,0,0.0030190779014308425,0.0030769236123194712,0.09791672453928763,0.0035032167190840137,0.00308510940104259,0.0437746062992126,0.004062529819012916,0.002361568147113946,0.007620101137800253,0.0029233045588252936,0.004654689984101749,0.004738462502175049,0.2193750208340278,0.02586603162814394,0.004753196921876663,0.14768518518518522,0.009033353778050377,0.004479056144040728,0.009766750948166876,0.004594100350678869
1705625364.0,0.6674139370425698,2.4508763146149715,0.45202805611216057,29.728961576435868,0.37038698675061904,6.631097490750398,0.8455548840611468,4.33858801707947,2.98139731748151,0.25486602313298296,0.2857031035967297,113106944,43622400,14049280,47480832,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,22.8,0.467,68.933,0.467,11.533,11.733,0.533,121.733,16.8,6.867,,0,0,0,0.0030190779014308425,0.0030769236123194712,0.09791672453928763,0.0035032167190840137,0.00308510940104259,0.0437746062992126,0.004062529819012916,0.002361568147113946,0.007620101137800253,0.0029233045588252936,0.004654689984101749,0.004738462502175049,0.2193750208340278,0.02586603162814394,0.004753196921876663,0.14768518518518522,0.009033353778050377,0.004479056144040728,0.009766750948166876,0.004594100350678869
1705625365.0,0.6674139370425698,2.4012370566162375,0.45202805611216057,29.728961576435868,0.37038698675061904,6.5000675546589015,0.8455548840611468,4.33858801707947,2.98139731748151,0.24977814069225088,0.2857031035967297,113106944,43622400,14049280,47480832,43450368,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,21.4,0.467,67.533,0.467,11.533,11.733,0.533,121.733,16.8,6.867,,0,0,0,0.0030190779014308425,0.003087605363226436,0.09791672453928763,0.0034714778627905362,0.00308510940104259,0.0437746062992126,0.004062529819012916,0.002361568147113946,0.007620101137800253,0.0029233045588252936,0.004654689984101749,0.004757689653807585,0.2193750208340278,0.023487599173278275,0.004753196921876663,0.14768518518518522,0.009033353778050377,0.004479056144040728,0.009766750948166876,0.004594100350678869
1705625366.0,0.6674139370425698,2.3515977986175045,0.45202805611216057,29.728961576435868,0.3432119035402771,6.369037618567405,0.8455548840611468,4.33858801707947,2.98139731748151,0.24469025825151874,0.2857031035967297,113106944,43622400,14049280,47480832,43454464,15921152,40259584,24748032,45850624,3014656,9228288,60344.74291607328,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,13.133,21.4,0.467,67.533,0.467,11.533,11.733,0.533,121.733,16.8,6.867,,0,0,0,0.0030190779014308425,0.003087605363226436,0.09791672453928763,0.0034714778627905362,0.00308510940104259,0.0437746062992126,0.004062529819012916,0.002361568147113946,0.007620101137800253,0.0029233045588252936,0.004654689984101749,0.004757689653807585,0.2193750208340278,0.023487599173278275,0.004753196921876663,0.14768518518518522,0.009033353778050377,0.004479056144040728,0.009766750948166876,0.004594100350678869
