time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705369375,0.44450311250734303,2.30651430410817,0.37491853029264904,18.662459965508702,0.2488628558563762,6.897680955727379,0.5483669841606567,3.5457783512682832,2.487392763144651,0.26917237548602,0.24024454455039893,114077696,43765760,11915264,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,86364.9181421479,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.467,0.733,71.198,0.867,12.4,12.267,0.867,139.533,17.8,7.267,0,0,0,0,0.003003367003367003,0.0033225806451612906,0.2840909090909091,0.06242845364463388,0.0030571428571428572,0.18281637717121588,0.0038000000000000004,0.002184297132110954,0.007417127071823204,0.002818181818181818,0.004654545454545455,0.006514925373134327,0.7812500000000002,0.09794122485009865,0.004702857142857143,0.6983660130718952,0.008250000000000002,0.004442877291960508,0.009555248618784528,0.004597202797202798
1705369376,0.4357861402692702,2.30651430410817,0.3726665912433128,18.662459965508702,0.24396452714259015,6.897680955727379,0.5483669841606567,3.5457783512682832,2.0298538347969584,0.26917237548602,0.24024454455039893,114077696,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,84671.25037558957,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.467,0.733,71.198,0.867,12.4,12.267,0.867,139.533,17.8,7.267,0,0,0,0,0.003003367003367003,0.0033225806451612906,0.2840909090909091,0.06242845364463388,0.0030571428571428572,0.18281637717121588,0.0038000000000000004,0.002184297132110954,0.007417127071823204,0.002818181818181818,0.004654545454545455,0.006514925373134327,0.7812500000000002,0.09794122485009865,0.004702857142857143,0.6983660130718952,0.008250000000000002,0.004442877291960508,0.009555248618784528,0.004597202797202798
1705369377,0.5580773596437517,2.30651430410817,0.3726665912433128,18.662459965508702,0.23906619842880406,6.897680955727379,0.5483669841606567,3.5457783512682832,2.0723280598700007,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,71527.11080066359,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369378,0.5580773596437517,2.30651430410817,0.3726665912433128,18.930994669024876,0.23416786971501802,5.815750957484226,0.5483669841606567,3.5457783512682832,2.1148022849430426,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,71527.11080066359,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369379,0.5686357362777291,2.30651430410817,0.3726665912433128,18.930994669024876,0.2869069711590936,5.7007896082221015,0.47545093092513874,3.5457783512682832,2.157276510016085,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369380,0.5686357362777291,2.30651430410817,0.3726665912433128,16.517450607013114,0.2869069711590936,5.58582825895998,0.46631148118912774,3.5457783512682832,2.548453504382536,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369381,0.5686357362777291,2.30651430410817,0.3726665912433128,16.201934029196025,0.2869069711590936,5.470866909697857,0.4571720314531168,3.5457783512682832,2.548453504382536,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41717760,10665984,45277184,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369382,0.5686357362777291,2.30651430410817,0.3726665912433128,15.886417451378945,0.2869069711590936,5.355905560435733,0.5855473566052823,3.5457783512682832,2.160886819147293,0.27213166260072086,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41185280,10665984,45277184,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,138.933,17.8,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002183913452492944,0.007417127071823204,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.00444280338664158,0.009555248618784528,0.004597142857142858
1705369383,0.5686357362777291,2.557308450917906,0.3726665912433128,15.570900873561866,0.2869069711590936,5.240944211173611,0.5855473566052823,3.590234277791484,2.1184125940742513,0.23100799783605486,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41185280,10797056,45277184,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.667,12.4,12.267,0.667,139.6,18.467,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.0030625,0.18281637717121588,0.003666666666666667,0.002187250996015936,0.007404761904761905,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.0047125000000000005,0.6983660130718952,0.008,0.004444199671900634,0.00955170068027211,0.004597142857142858
1705369384,0.5686357362777291,2.557308450917906,0.3726665912433128,15.255384295744786,0.2869069711590936,5.1259828619114876,0.5855473566052823,3.590234277791484,2.5762046539127192,0.2356006934728678,0.24024454455039893,114073600,43765760,11919360,41205760,43057152,17199104,41185280,10797056,45289472,3018752,9244672,34789.255759634776,0,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.868,24.067,0.533,70.398,0.867,12.4,12.267,0.667,139.6,18.467,6.867,0,0,0,0,0.003003367003367003,0.00332474804031355,0.27272727272727276,0.06223267749817223,0.003057142857142857,0.18281637717121588,0.003666666666666667,0.002187250996015936,0.007404761904761905,0.002814285714285715,0.004654545454545455,0.006537313432835824,0.7333333333333333,0.09776738556052318,0.004702857142857143,0.6983660130718952,0.008,0.004444199671900634,0.00955170068027211,0.004597142857142858
