time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705701559,1.221330404769305,4.449527441164084,45.681175313498876,0.1920168281489055,3.8349860810392435,1.1286536138224703,0.4822173457883695,0.10225047007207913,0.3601833322574147,0.8019277330689212,0.005789059588388796,0.2826163855726078,0.2531137395404454,0.8131591384781595,1.0160172776608674,206934016,89587712,6426624,431992832,106635264,330289152,44015616,4591616,256831488,93106176,4067328,2854912,297635840,8187904,54108160,1284012.5391849529,0,0,931808.6648413591,44068.59897144579,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,23.8,1.733,1.667,1.933,16.067,0,0.0182620320855615,0.003692913385826772,0.031697530864197535,0.04054054054054054,0.0027297297297297295,0.0030439560439560437,0.003555555555555555,0.04170588235294118,0.1435000000000002,0.09530000000000007,0.16857142857142854,0.004675675675675675,0.004679120879120879,0.008810483870967742
1705701560,1.221330404769305,4.449527441164084,45.681175313498876,0.1920168281489055,3.8349860810392435,1.1286536138224703,0.4822173457883695,0.10225047007207913,0.3601833322574147,0.7952604299430683,0.005789059588388796,0.2826163855726078,0.25849504502702625,0.8370273702031649,1.0160172776608674,206934016,89587712,6426624,431992832,106635264,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297635840,8179712,54108160,1284012.5391849529,0,0,931808.6648413591,44068.59897144579,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,23.8,1.733,1.8,1.933,16.067,0,0.0182620320855615,0.003692913385826772,0.031697530864197535,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.003555555555555555,0.04170588235294118,0.1435000000000002,0.09530000000000007,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008810483870967742
1705701561,1.221330404769305,4.449527441164084,45.681175313498876,0.1920168281489055,3.8349860810392435,1.0799645339358834,0.4822173457883695,0.10225047007207913,0.3601833322574147,0.7952604299430683,0.005789059588388796,0.2826163855726078,0.26387635051360714,0.8370273702031649,1.0160172776608674,206934016,89587712,6426624,431992832,106635264,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297635840,8179712,54108160,1284012.5391849529,0,0,931808.6648413591,44068.59897144579,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,23.8,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.031697530864197535,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.09530000000000007,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701562,1.0251338529964893,4.449527441164084,45.681175313498876,0.19845251732908803,3.1589099931693667,1.0799645339358834,0.4822173457883695,0.10225047007207913,0.34859207173499984,0.6440472055730566,0.005789059588388796,0.2826163855726078,0.269257656000188,0.8370273702031649,1.0160172776608674,206934016,89587712,6426624,431992832,106635264,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297635840,8179712,54108160,1284012.5391849529,0,0,931808.6648413591,39634.87404444731,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,23.8,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.031697530864197535,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.09530000000000007,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701563,1.0047783462503341,4.449527441164084,39.45736896134195,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685288,0.10225047007207913,0.34859207173499984,0.6571722314150933,0.00803840956789242,0.2826163855726078,0.2746389614867688,0.8370273702031649,1.0160172776608674,206934016,89587712,6426624,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297635840,8179712,54108160,1284012.5391849529,0,0,1041426.1361994741,39634.87404444731,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,24,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.030720338983050842,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.08687919463087246,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701564,0.9844228395041791,4.449527441164084,38.696016039450306,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685288,0.10225047007207913,0.34859207173499984,0.6702972572571303,0.00803840956789242,0.2826163855726078,0.33463471812095885,0.8027281151820612,1.0160172776608674,206934016,89587712,6426624,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297631744,8179712,54108160,1284012.5391849529,0,0,1041426.1361994741,39634.87404444731,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,24,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.030720338983050842,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.08687919463087246,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701565,1.4276732241496068,4.902602442237192,37.93466311755866,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685288,0.08997608234124344,0.34859207173499984,0.7875015505222125,0.00803840956789242,0.2826163855726078,0.33463471812095885,0.8027281151820612,1.0160172776608674,206913536,89579520,6426624,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297631744,8179712,54108160,2077966.4637402543,0,0,1041426.1361994741,39634.87404444731,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,24,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.030720338983050842,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.08687919463087246,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701566,1.4276732241496068,4.902602442237192,32.36471440147595,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685288,0.08997608234124344,0.2908347228494071,0.7875015505222125,0.00803840956789242,0.2826163855726078,0.33463471812095885,0.8027281151820612,1.0160172776608674,206913536,89579520,6524928,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297631744,8179712,54108160,2077966.4637402543,153580.04999913793,0,1041426.1361994741,33067.870851207954,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.467,3.733,24,1.733,1.8,1.933,18.467,0,0.0182620320855615,0.003692913385826772,0.030720338983050842,0.04054054054054054,0.0027105263157894736,0.0030439560439560437,0.0035138461538461534,0.04170588235294118,0.1435000000000002,0.08687919463087246,0.16857142857142854,0.0046684210526315795,0.004679120879120879,0.008554166666666667
1705701567,1.4276732241496068,4.902602442237192,32.36471440147595,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685288,0.08997608234124344,0.2850248549871571,0.7875015505222125,0.005584739838210368,0.2826163855726078,0.33463471812095885,0.8027281151820612,1.0160172776608674,206913536,89579520,6524928,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297631744,8179712,54108160,2077966.4637402543,154874.7403205692,0,1041426.1361994741,32407.289617133825,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.4,3.733,24,1.667,1.733,1.867,18.267,0,0.018355978260869564,0.003692913385826772,0.030720338983050842,0.039612676056338024,0.0026338028169014083,0.0030476190476190477,0.00345679012345679,0.04181547619047619,0.1435000000000002,0.08687919463087246,0.16375,0.004571830985915493,0.004685714285714286,0.008000000000000002
1705701568,1.4276732241496068,4.902602442237192,22.798943301660508,0.19845251732908803,4.18977811309073,1.0799645339358834,0.4893126462685289,0.08997608234124344,0.27921498712490705,0.7875015505222125,0.005584739838210368,0.2826163855726078,0.33463471812095885,0.8027281151820612,1.0160172776608674,206913536,89579520,6524928,431992832,110845952,330289152,44015616,4591616,256831488,93102080,4067328,2854912,297631744,8179712,54108160,2077966.4637402543,173297.2535588737,0,1041426.1361994742,31746.708383059708,0,0,1605918.7063905194,12,7,9,4,9,13,5,5,3,11,1,3,6,17,8,8.4,3.733,24,1.667,1.733,1.867,18.267,0,0.018355978260869564,0.003692913385826772,0.030720338983050842,0.039612676056338024,0.0026338028169014083,0.0030476190476190477,0.00345679012345679,0.04181547619047619,0.1435000000000002,0.08687919463087246,0.16375,0.004571830985915493,0.004685714285714286,0.008000000000000002
