time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705349445,0.6798864811563414,2.2622403647558635,0.35419022599558164,15.919444711047179,0.19613083224504563,6.405954189719838,0.5590760857342076,3.3350496265625944,2.4979202664723705,0.2614829893670035,0.2003218438538203,109936640,43442176,11415552,40419328,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.6,11.333,12.6,0.6,127,17.133,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.0019633427326326584,0.007392361111111112,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.0043967700589592415,0.009572916666666667,0.004580882352941177
1705349446,0.6798864811563414,2.2622403647558635,0.263204233693886,15.607925846192499,0.2002425897344596,6.405954189719838,0.5590760857342076,3.3350496265625944,2.4979202664723705,0.2614829893670035,0.2003218438538203,109936640,43442176,11415552,40419328,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.6,11.333,12.6,0.6,127,17.133,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.0019633427326326584,0.007392361111111112,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.0043967700589592415,0.009572916666666667,0.004580882352941177
1705349447,0.6798864811563414,2.2622403647558635,0.2686709892175441,15.296406981337817,0.20435434722387355,6.405954189719838,0.5590760857342076,3.3350496265625944,2.4979202664723705,0.2614829893670035,0.2003218438538203,109936640,43442176,11415552,40419328,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.6,11.333,12.6,0.6,127,17.133,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.0019633427326326584,0.007392361111111112,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.0043967700589592415,0.009572916666666667,0.004580882352941177
1705349448,0.6798864811563414,2.2622403647558635,0.2741377447412023,14.984888116483136,0.24670544936483724,6.405954189719838,0.5590760857342076,3.3350496265625944,2.4979202664723705,0.25757200076292397,0.2003218438538203,109936640,43442176,11415552,40419328,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.6,11.333,12.6,0.6,128.733,18.867,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.001964139344262295,0.007421981004070557,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.004396926229508198,0.009560379918588876,0.004580882352941177
1705349449,0.6798864811563414,2.2251497180068704,0.2796045002648604,14.673369251628454,0.24670544936483724,6.405954189719838,0.5590760857342076,3.3350496265625944,2.4979202664723705,0.2612038010159387,0.2003218438538203,109936640,43442176,11415552,40419328,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.733,11.333,12.6,0.6,128.733,18.867,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.001964139344262295,0.007421981004070557,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.004396926229508198,0.009560379918588876,0.004580882352941177
1705349450,0.6798864811563414,2.2251497180068704,0.28507125578851855,18.730374888630013,0.24670544936483724,6.405954189719838,0.5590760857342076,3.3350496265625944,2.37262269722965,0.2612038010159387,0.2003218438538203,109936640,43442176,11415552,40038400,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.733,11.333,12.6,0.6,128.733,18.867,6.333,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.001964139344262295,0.007421981004070557,0.0029044117647058824,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.004396926229508198,0.009560379918588876,0.004580882352941177
1705349451,0.6798864811563414,2.2251497180068704,0.3280053314194884,18.600537599862978,0.24670544936483724,6.405954189719838,0.5590760857342076,3.3350496265625944,2.37262269722965,0.2612038010159387,0.2003218438538203,109936640,43442176,11415552,40038400,43724800,16666624,32538624,10551296,44642304,3010560,8499200,88660.14093653046,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.533,0.6,78.461,0.733,11.333,12.6,0.6,128.733,18.867,7.467,0,0,0,0,0.002962732919254658,0.0031031991744066047,0.3,0.06140033399408749,0.003,0.18355582524271846,0.0038235294117647057,0.001964139344262295,0.007421981004070557,0.00287360594795539,0.0045925465838509314,0.0047857585139318886,0.46,0.0982934312640193,0.0046,0.6004310344827586,0.008285714285714287,0.004396926229508198,0.009560379918588876,0.004574721189591078
1705349452,0.577629665816869,2.2251497180068704,0.3280053314194884,18.600537599862978,0.24670544936483724,6.405954189719838,0.5590760857342076,3.2804645562634933,2.37262269722965,0.2612038010159387,0.2003218438538203,109936640,43442176,11415552,40038400,43724800,16666624,32538624,10551296,44642304,3010560,8499200,75325.409461507,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.267,23.4,0.867,71.671,0.733,11.333,12.867,0.6,138.133,20.2,8.4,0,0,0,0,0.0029741518578352178,0.0031469045120671563,0.3046875,0.060294977903947236,0.003,0.18410194174757283,0.0038235294117647057,0.0019691405253761795,0.0074287652645861615,0.002884892086330935,0.004594830371567044,0.00486442812172088,0.4734375,0.09810712447696958,0.0046,0.6042016806722692,0.008285714285714287,0.004398724815098189,0.00957259158751696,0.004588489208633094
1705349453,0.5662982244642633,2.2251497180068704,0.3280053314194884,18.600537599862978,0.24670544936483724,6.405954189719838,0.5590760857342076,3.2804645562634933,2.502364112768183,0.2612038010159387,0.22768993770314228,109936640,43442176,11415552,40038400,43724800,16666624,32538624,10551296,44654592,3010560,8495104,73847.74044589818,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.267,23.4,0.867,71.671,0.733,11.333,12.867,0.867,138.133,20.2,8.4,0,0,0,0,0.0029741518578352178,0.0031469045120671563,0.3046875,0.060294977903947236,0.003,0.18410194174757283,0.0038421052631578945,0.0019691405253761795,0.0074287652645861615,0.002884892086330935,0.004594830371567044,0.00486442812172088,0.4734375,0.09810712447696958,0.0046,0.6042016806722692,0.0083125,0.004398724815098189,0.00957259158751696,0.004588489208633094
1705349454,0.5549667831116576,2.2251497180068704,0.3280053314194884,18.600537599862978,0.24670544936483724,6.405954189719838,0.5590760857342076,3.2804645562634933,2.502364112768183,0.2612038010159387,0.24047770544760494,109936640,43442176,11415552,40038400,43724800,16666624,32538624,10551296,44654592,3010560,8495104,72370.07143028933,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.267,23.4,0.867,71.671,0.733,14.2,12.867,0.867,156.267,20.2,8.4,0,0,0,0,0.0029741518578352178,0.0031469045120671563,0.3046875,0.060294977903947236,0.003,0.18389830508474575,0.0038421052631578945,0.002000984251968504,0.0074287652645861615,0.002884892086330935,0.004594830371567044,0.00486442812172088,0.4734375,0.09810712447696958,0.0046,0.6099173553719003,0.0083125,0.004405708661417323,0.00957259158751696,0.004588489208633094
