time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705511347,0.7830916946711511,3.047014629463457,0.5135124034828312,26.91510179567161,0.3354017334270333,8.82925317050256,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.30850557828839315,106758144,44445696,11509760,45101056,43253760,15572992,39534592,10211328,46096384,3100672,8347648,49159.865578492565,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511348,0.7830916946711511,3.047014629463457,0.5135124034828312,27.441234384798534,0.3354017334270333,8.82925317050256,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.30850557828839315,106758144,44445696,11509760,45101056,43253760,15572992,39534592,10211328,46096384,3100672,8347648,49159.865578492565,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511349,0.7830916946711511,3.047014629463457,0.4137539982553073,31.567955347615577,0.3354017334270333,8.82925317050256,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.30850557828839315,106758144,44445696,11509760,45101056,43253760,15572992,39534592,10211328,46096384,3100672,8347648,49159.865578492565,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511350,0.7830916946711511,3.047014629463457,0.4137539982553073,31.567955347615577,0.3111033238133635,8.673138822552174,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.22783614698647114,106758144,44445696,11509760,45101056,43257856,15572992,39534592,10211328,46096384,3100672,8347648,49159.865578492565,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511351,0.7830916946711511,3.0546763885138337,0.4137539982553073,31.567955347615577,0.3111033238133635,8.673138822552174,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.2326343810402403,106758144,44445696,11509760,45101056,43257856,15572992,39534592,10211328,46096384,3100672,8347648,49159.865578492565,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511352,0.7662681043379259,3.0546763885138337,0.4137539982553073,27.661683939642717,0.3111033238133635,8.673138822552174,0.8176151183193427,3.803671501837966,2.8225672729015114,0.29553272919232837,0.23743261509400942,106754048,44445696,11509760,45101056,43257856,15572992,39534592,10211328,46096384,3100672,8347648,65591.97181594961,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,16,25.733,0.933,76.872,0.933,12.733,13.733,0.667,149.333,18.533,7.267,0.003005763688760807,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.0030370370370370373,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610374639769452,0.005259842519685036,0.20875,0.03621495327102806,0.004666666666666667,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511353,0.7662681043379259,3.0546763885138337,0.4137539982553073,27.13555135051579,0.25361050711490823,8.673138822552174,0.8176151183193427,3.051351448221972,2.8225672729015114,0.29553272919232837,0.24223084914777857,106754048,44445696,11509760,45101056,43257856,15572992,39534592,10432512,46096384,3100672,8347648,65591.97181594961,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15.467,25.733,0.933,76.872,0.6,12.733,13.733,0.667,149.333,18.533,7.267,0.0030057061340941515,0.0032355072463768116,0.08369565217391305,0.0036872412495295446,0.003043476580465879,0.04809659090909091,0.0034761904761904765,0.0019520426287744231,0.007367424242424242,0.00296875,0.004610271041369472,0.005259842519685036,0.20875,0.03621495327102806,0.004678257844838582,0.17895061728395076,0.008000000000000005,0.0044301953818827716,0.009680555555555557,0.004610416666666667
1705511354,0.7662681043379259,3.0546763885138337,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.8176151183193427,3.112045469323965,2.8225672729015114,0.29553272919232837,0.24702908320154773,106754048,44445696,11509760,45248512,43257856,15572992,39534592,10432512,46096384,3100672,8347648,65591.97181594961,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,24.533,0.667,75.938,0.6,12.733,12.6,0.667,132.733,17.4,6.333,0.003,0.003161290322580645,0.07894736842105263,0.003560523446019629,0.003043476580465879,0.04628739316239316,0.0034761904761904765,0.0018976076555023928,0.007283989834815756,0.002964179104477612,0.0046,0.004890322580645161,0.204,0.02936170212765949,0.004678257844838582,0.16693925233644866,0.008000000000000005,0.004401722488038279,0.009538119440914865,0.004611940298507463
1705511355,0.7662681043379259,3.0546763885138337,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.8176151183193427,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44445696,11509760,45248512,43257856,15572992,39534592,10432512,46096384,3100672,8347648,65591.97181594961,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,75.938,0.6,12.733,12.6,0.667,132.733,17.4,6.333,0.003,0.0031318681318681318,0.07894736842105263,0.003560523446019629,0.003043476580465879,0.04628739316239316,0.0034761904761904765,0.0018976076555023928,0.007283989834815756,0.002964179104477612,0.0046,0.004837362637362637,0.204,0.02936170212765949,0.004678257844838582,0.16693925233644866,0.008000000000000005,0.004401722488038279,0.009538119440914865,0.004611940298507463
1705511356,0.6849092438342796,3.0546763885138337,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.8176151183193427,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44445696,11509760,45248512,43257856,15572992,39534592,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,75.938,0.6,12.733,12.6,0.667,132.733,17.4,6.333,0.003,0.0031318681318681318,0.07894736842105263,0.003560523446019629,0.003043476580465879,0.04628739316239316,0.0034761904761904765,0.0018976076555023928,0.007283989834815756,0.002964179104477612,0.0046,0.004837362637362637,0.204,0.02936170212765949,0.004678257844838582,0.16693925233644866,0.008000000000000005,0.004401722488038279,0.009538119440914865,0.004611940298507463
1705511357,0.6849092438342796,2.522946324001573,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.757960481489897,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44445696,11509760,45248512,43257856,15572992,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,75.938,0.6,12.733,12.6,0.667,132.733,17.4,6.333,0.003,0.0031318681318681318,0.07894736842105263,0.003560523446019629,0.003043476580465879,0.04628739316239316,0.0034761904761904765,0.0018976076555023928,0.007283989834815756,0.002964179104477612,0.0046,0.004837362637362637,0.204,0.02936170212765949,0.004678257844838582,0.16693925233644866,0.008000000000000005,0.004401722488038279,0.009538119440914865,0.004611940298507463
1705511358,0.6849092438342796,2.4720350508596756,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.757960481489897,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44445696,11509760,45248512,43257856,15572992,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,75.938,0.6,13.4,12.6,0.667,132.733,17.4,6.333,0.003,0.0031318681318681318,0.07894736842105263,0.003560523446019629,0.003043476580465879,0.04468937875751503,0.0034761904761904765,0.0018976076555023928,0.007283989834815756,0.002964179104477612,0.0046,0.004837362637362637,0.204,0.02936170212765949,0.004678257844838582,0.1547619047619049,0.008000000000000005,0.004401722488038279,0.009538119440914865,0.004611940298507463
1705511359,0.6849092438342796,2.9667185945682166,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.757960481489897,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44462080,11509760,45248512,43257856,15572992,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,76.138,0.6,13.4,12.6,0.667,133.933,18.4,6.333,0.003,0.0031199261992619926,0.075,0.003553082816490332,0.003,0.04468937875751503,0.0033157894736842108,0.0018874427572909132,0.007247081712062258,0.002962382445141066,0.0046,0.004815867158671587,0.20615384615384616,0.02877688172043006,0.0046,0.1547619047619049,0.0066,0.004396770306097855,0.009496108949416342,0.004612539184952978
1705511360,0.6849092438342796,2.9667185945682166,0.4137539982553073,31.382401379524172,0.29573749125051246,8.673138822552174,0.5918364515910582,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2878940432261482,106754048,44462080,11509760,45248512,43257856,15572992,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,76.138,0.6,13.4,12.6,0.667,133.933,18.4,6.333,0.003,0.0031199261992619926,0.075,0.003553082816490332,0.003,0.04468937875751503,0.0033157894736842108,0.0018874427572909132,0.007247081712062258,0.002962382445141066,0.0046,0.004815867158671587,0.20615384615384616,0.02877688172043006,0.0046,0.1547619047619049,0.0066,0.004396770306097855,0.009496108949416342,0.004612539184952978
1705511361,0.6849092438342796,2.9667185945682166,0.27722644525849416,31.382401379524172,0.29573749125051246,8.673138822552174,0.6930755351831113,3.64164126611959,2.8225672729015114,0.29553272919232837,0.2500039883148846,106754048,44462080,11509760,45248512,43257856,15572992,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,76.138,0.6,13.4,12.6,0.667,133.933,18.4,6.333,0.003,0.0031199261992619926,0.075,0.003553082816490332,0.003,0.04468937875751503,0.0033157894736842108,0.0018874427572909132,0.007247081712062258,0.002962382445141066,0.0046,0.004815867158671587,0.20615384615384616,0.02877688172043006,0.0046,0.1547619047619049,0.0066,0.004396770306097855,0.009496108949416342,0.004612539184952978
1705511362,0.6849092438342796,2.9667185945682166,0.2828738127252334,27.4899212730848,0.29573749125051246,8.830542239822142,0.6930755351831113,3.64164126611959,2.8225672729015114,0.28957131722525215,0.24520575426111546,106754048,44462080,11509760,45248512,43257856,14856192,39542784,10432512,46096384,3100672,8347648,100018.99232167566,0,0,0,0,0,0,4,4,9,4,3,28,3,4,4,4,2,15,23.933,0.667,85.133,0.6,13.4,12.6,1,133.933,18.4,6.333,0.003,0.0031199261992619926,0.075,0.003529055258467023,0.003,0.04468937875751503,0.0032941176470588232,0.0018874427572909132,0.007247081712062258,0.002962382445141066,0.0046,0.004815867158671587,0.20615384615384616,0.02463839285714276,0.0046,0.1547619047619049,0.006374999999999998,0.004396770306097855,0.009496108949416342,0.004612539184952978
