time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705739694,0.5142244228526907,2.205975237753423,0.28608350058540366,33.07246624833629,0.32184676378384336,7.006319243456821,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3059294028499894,110706688,44470272,11505664,44744704,43753472,15806464,38981632,11022336,45760512,2961408,8925184,55172.15532202597,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,13.667,26.333,1.333,78.8,1.267,13.467,12.867,1.4,148.4,18,8.8,0,0,0.0030094786729857824,0.0032819472616632864,0.15,0.004469203805708563,0.003,0.0534965034965035,0.0030465116279069764,0.002344625679631954,0.00762836970474968,0.002878048780487805,0.004627172195892575,0.00617256637168142,0.238,0.05310439560439565,0.0046,0.20620437956204377,0.004683720930232557,0.004495692179004601,0.009767008985879334,0.004595121951219513
1705739695,0.6097070942600387,2.205975237753423,0.49846844557392195,33.07246624833629,0.32184676378384336,6.866275017866698,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3059294028499894,110706688,44470272,11890688,44744704,43753472,15806464,38981632,11022336,45760512,2961408,8925184,65416.67997572428,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,13.667,26.333,1.4,78.667,1.333,13.467,12.867,1.467,148.333,18,8.8,0,0,0.0030094786729857824,0.0032791164658634536,0.14596774193548387,0.004481704260651629,0.003,0.0534965034965035,0.0030851063829787236,0.00234517342248224,0.00762836970474968,0.0028816568047337282,0.004627172195892575,0.006138392857142856,0.24080645161290323,0.053491847826087104,0.0046,0.20620437956204377,0.0047531914893617026,0.004495779356456331,0.009767008985879334,0.00459526627218935
1705739696,0.6097070942600387,2.205975237753423,0.5302121011065251,28.13364462191807,0.32184676378384336,6.726230792276574,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3059294028499894,110706688,44470272,11890688,44744704,43753472,15806464,38981632,11022336,45760512,2961408,8925184,65416.67997572428,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,13.667,26.333,1.4,78.667,1.333,13.467,12.867,1.467,148.333,18,8.8,0,0,0.0030094786729857824,0.0032791164658634536,0.14596774193548387,0.004481704260651629,0.003,0.0534965034965035,0.0030851063829787236,0.00234517342248224,0.00762836970474968,0.0028816568047337282,0.004627172195892575,0.006138392857142856,0.24080645161290323,0.053491847826087104,0.0046,0.20620437956204377,0.0047531914893617026,0.004495779356456331,0.009767008985879334,0.00459526627218935
1705739697,0.6097070942600387,2.205975237753423,0.5302121011065251,27.582436851112462,0.32184676378384336,8.345965115057274,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3059294028499894,110706688,44470272,11890688,44744704,43753472,16109568,38981632,11022336,45760512,2961408,8925184,65416.67997572428,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,13.467,13.733,1.467,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.053530534351145034,0.0030851063829787236,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.21663701067615654,0.0047531914893617026,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739698,0.6097070942600387,2.205975237753423,0.5302121011065251,19.378639999999905,0.32184676378384336,8.345965115057274,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3059294028499894,110706688,44470272,11890688,44744704,43753472,16109568,38981632,11022336,45760512,2961408,8925184,65416.67997572428,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,13.467,13.733,1.467,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.053530534351145034,0.0030851063829787236,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.21663701067615654,0.0047531914893617026,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739699,0.6097070942600387,2.205975237753423,0.5302121011065251,19.378639999999905,0.32184676378384336,8.345965115057274,0.7892309832839725,3.9506295198578747,2.885440680451669,0.2994980067916733,0.3016246434683441,110706688,44470272,11890688,44744704,43753472,16109568,38981632,11022336,45760512,2961408,8925184,65416.67997572428,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,13.467,13.733,1.467,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.053530534351145034,0.0030851063829787236,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.21663701067615654,0.0047531914893617026,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739700,0.5117144619813201,2.4009979816101845,0.5302121011065251,19.378639999999905,0.3268537721415617,8.316535651136524,0.7892309832839725,3.980310074577436,2.885440680451669,0.2994980067916733,0.3016246434683441,110706688,44515328,11890688,44744704,43757568,16109568,38981632,11034624,45760512,2961408,8925184,54902.85665612589,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,13.467,13.733,1.467,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.053530534351145034,0.0030851063829787236,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.21663701067615654,0.0047531914893617026,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739701,0.501552677076986,2.4009979816101845,0.5302121011065251,19.378639999999905,0.35381194700410784,8.316535651136524,1.0397148364593212,3.980310074577436,2.885440680451669,0.2994980067916733,0.3016246434683441,110706688,44515328,11890688,44744704,43757568,16109568,38981632,11034624,45760512,2961408,8925184,53812.57865653049,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,13.467,13.733,1.133,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.053530534351145034,0.0030740740740740746,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.21663701067615654,0.004733333333333334,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739702,0.7325745714400649,2.4009979816101845,0.5302121011065251,19.378639999999905,0.35381194700410784,8.316535651136524,1.0397148364593212,3.980310074577436,2.934569592651905,0.2994980067916733,0.3016246434683441,110788608,44515328,11890688,44744704,43757568,16109568,38981632,11034624,45891584,2961408,8925184,41109.63908627404,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,12.933,13.733,1.133,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.05224489795918367,0.0030740740740740746,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.22103092783505146,0.004733333333333334,0.004510166280782993,0.009859498680738786,0.004595180722891566
1705739703,0.7325745714400649,2.4009979816101845,0.5302121011065251,19.378639999999905,0.35381194700410784,8.316535651136524,1.0397148364593212,3.980310074577436,2.934569592651905,0.2994980067916733,0.3016246434683441,110788608,44515328,11890688,44744704,43757568,16109568,38981632,11034624,45891584,2961408,8925184,41109.63908627404,0,0,0,0,0,0,0,4,4,9,3,3,23,3,3,4,4,3,15.6,27.467,1.267,78.867,1.333,12.933,13.733,1.133,153.133,19.467,8.733,0,0,0.003003076923076923,0.003270812437311936,0.1411290322580645,0.004451564828614009,0.003,0.05224489795918367,0.0030740740740740746,0.0023487686802778364,0.007661609498680738,0.0028795180722891566,0.004625230769230769,0.0060686274509803954,0.24370967741935487,0.054893048128342246,0.0046,0.22103092783505146,0.004733333333333334,0.004510166280782993,0.009859498680738786,0.004595180722891566
