time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1708472252,4.386463631226286,8.832298082833917,0.13602970375665152,25.105744836419063,1.826678459563543,4.183234438289036,2.993814811984781,1.502074117217475,2.431666403177845,0.21114552916107646,0.13947007397444516,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,107467.5062565593,0,,0,,8,9,18,8,6,73,6,9,8,8,6,5.6,18.867,0.133,70.867,0.133,8.733,10.8,0.267,82.6,13.067,4.867,,0,0,0.004659771675158784,0.003997905518666397,0.175,0.0049725438863374265,0.0032494595044071178,0.061230179042801376,0.012965734421515218,0.0018008625019435578,0.007086335826891867,0.0029428391344335295,0.009221855311609583,0.05457201794653456,0.3594087809745551,0.07786546978790913,0.01147399999999999,0.2391163911632269,0.02441578403774884,0.004393219106240935,0.009610766066032162,0.004628089906143297
1708472253,4.386463631226286,9.013568034771255,0.13602970375665152,25.55900177002008,1.8346598202824134,4.2642795763546095,3.0483165734164737,1.527548298998663,2.4752735078230304,0.21114552916107646,0.13947007397444516,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,107467.5062565593,0,,0,,8,9,18,8,6,73,6,9,8,8,6,5.6,18.867,0.133,70.867,0.133,8.733,10.8,0.267,80.067,10.533,4.867,,0,0,0.004640695995892228,0.003997425588878434,0.175,0.004972815856000305,0.0032395018361807445,0.06161098327379361,0.012923276046633838,0.0017805045955627036,0.007222754486858068,0.0029424164398872393,0.009220858273416632,0.05445356873475594,0.36003113523870367,0.07787846741547966,0.010974000000000034,0.2393211938471739,0.024336343642344146,0.00439520761277603,0.009739649036345603,0.004626913694114784
1708472254,4.386463631226286,9.194837986708597,0.13602970375665152,26.01225870362109,0.15551550971593867,4.345324714420182,3.102818334848165,1.528450906871294,2.5188806124682146,0.21114552916107646,0.1394700739744452,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,107467.5062565593,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,15.067,0.267,57.667,0.133,8.733,6.6,0.267,64.067,8,3.867,,0,0,0.006372363780864804,0.004006289927948707,0.19006845202353792,0.005809985015076754,0.0032303086135421467,0.07060326996342783,0.012883999325577477,0.0018568055976698468,0.007258911877189451,0.0029398425223582363,0.009615800996618507,0.05816988916167628,0.40292678982900115,0.07987139837926176,0.010474000000000032,0.2810276342684241,0.024262856179396393,0.004414091200207333,0.009839483079116694,0.00462676804663705
1708472255,4.386463631226286,9.376107938645937,0.13602970375665152,26.465515637222097,0.15957580786916867,4.426369852485755,3.1573200962798564,1.528450906871294,2.5624877171133993,0.21114552916107646,0.1394700739744452,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,107467.5062565593,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,15.067,0.267,57.667,0.333,8.733,6.6,0.267,64.067,8,3.867,,0,0,0.006366259233230005,0.004005907712830508,0.19019058202988937,0.005811589406426715,0.0031459498905375824,0.07102059761683568,0.012847559544231571,0.0018582891995656764,0.007261002575315861,0.002939437206328811,0.00962013259691064,0.05807589972115028,0.40329875276838806,0.07988221914534194,0.004862709802967649,0.28375355554507814,0.024194676682496984,0.004414384158320194,0.009840175090494816,0.004625678907952584
1708472256,4.386463631226286,9.557377890583279,0.13602970375665152,26.918772570823112,0.16363610602239867,4.507414990551329,3.2118218577115485,1.528450906871294,2.6060948217585835,0.21114552916107646,0.1394700739744452,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,107467.5062565593,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,15.067,0.267,57.667,0.333,14.2,6.6,0.267,64.067,8,3.867,,0,0,0.006360567481594392,0.004005544572197838,0.1903048692385493,0.005813129760382209,0.003140482322641067,0.07405499984533544,0.012813660049844017,0.0018597102375980216,0.007262988973439501,0.002939052418488437,0.009624171289787247,0.05798681154842827,0.4036428918726857,0.07989259362614157,0.004852868180753921,0.3057466433368807,0.024131250108924866,0.00441466476231607,0.009840832579056014,0.00462464493127306
1708472257,6.182418279911141,9.738647842520619,0.13602970375665152,27.195416016060676,0.16769640417562864,4.588460128616902,3.2663236191432397,1.7603562256118106,1.612496554258936,0.21114552916107646,0.1394700739744452,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86097920,5918720,15753216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,15.067,0.267,57.667,0.333,14.2,6.6,0.267,64.067,8,3.867,,0,0,0.0063552480247684095,0.004005199112941037,0.19041204560655792,0.005814609835892189,0.0031354096140826,0.07448571528359874,0.012782044157025212,0.0018610725875462784,0.007264878686535813,0.0029386866378071563,0.009627945813653694,0.05790225100589821,0.4039622165338718,0.07990254887329916,0.00484373730534868,0.3078354401528831,0.024072096195624716,0.004414933777522251,0.00984145806532183,0.004623662029386406
1708472258,6.182418279911141,9.919917794457959,0.13602970375665152,27.195416016060676,0.17175670232885865,4.669505266682475,1.177777777777778,1.7947450277190728,1.5048665724131836,0.21114552916107648,0.11326306594933869,192942080,75931648,18518016,74752000,86786048,29085696,50573312,20946944,86134784,5918720,15753216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,14.933,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006350265492097256,0.004002841011913178,0.18562514285714285,0.00580110339307379,0.003177047554973266,0.07502043366806675,0.011448249227600411,0.001859667946221013,0.007266678605896743,0.002947803178053438,0.009631481266444808,0.05778438084543841,0.40576705616283454,0.07975739880685544,0.0049186855989518784,0.3098102449534136,0.02460684860968074,0.004414751360774173,0.009842053830277914,0.004630274462082705
1708472259,6.182418279911141,10.1011877463953,0.13602970375665152,27.195416016060676,0.17581700048208865,4.750550404748047,1.177777777777778,2.6851906237760312,1.5048665724131836,0.22436246595692005,0.11093856471643126,192942080,75931648,18518016,74752000,86786048,29085696,50573312,23216128,86134784,5918720,15753216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,14.933,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.0063455888560034176,0.0040025049125775175,0.18574666666666667,0.0058022646227538855,0.0031709927841045106,0.07553319929299299,0.011403093040658518,0.0018608915996934387,0.007268394983104054,0.0029473424824345107,0.009634799664380602,0.057706254176020565,0.4061390734504414,0.0797646267940628,0.00490778701138812,0.31168014121995824,0.024525567473185333,0.0044149942052704,0.00984262194316882,0.004629248798717748
1708472260,6.182418279911141,10.28245769833264,0.13602970375665152,27.195416016060676,0.17987729863531862,4.83159554281362,1.177777777777778,2.7369316939732453,1.5048665724131836,0.22436246595692005,0.10861406348352384,192942080,75931648,18518016,74752000,86786048,29085696,50573312,23216128,86134784,5918720,15753216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,14.933,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006341190785244677,0.004002184003536906,0.18586162162162162,0.005803382875272355,0.003165338447802652,0.07602533686501686,0.011360667634252539,0.0018620677352983804,0.007270033502575133,0.0029469024397752886,0.009637920400874616,0.057631796056205865,0.4064865340609049,0.07977158143189879,0.004897609206044773,0.3134532723126928,0.024449201741654568,0.004415227619439456,0.009843164285510327,0.004628269115786029
1708472261,6.182418279911141,8.56012125,0.1825999645620459,27.195416016060676,0.18393759678854862,4.862708283934385,1.177777777777778,2.7886727641704594,1.5048665724131836,0.22436246595692005,0.1725822605466937,192942080,75931648,18518016,74752000,86786048,29085696,50573312,23216128,86134784,5918720,16265216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,14.933,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006337047110399861,0.004001877277741151,0.18597052631578948,0.005804460493160563,0.003160046093274863,0.07649806660910426,0.011320732566330123,0.0018631990681936932,0.0072715993444553515,0.002946481691716752,0.009640860625808892,0.05756075402043767,0.40681179176961746,0.07977827793895995,0.004888082967894754,0.3151369600285846,0.024377318619394225,0.0044154521421276354,0.009843682571906515,0.0046273323891235915
1708472262,6.182418279911141,7.794328819241707,0.1825999645620459,27.195416016060676,0.18799789494177863,4.862708283934385,1.177777777777778,2.8404138343676735,1.5048665724131836,0.2244831111784308,0.1725822605466937,192942080,74362880,18518016,74752000,86786048,29085696,50573312,23216128,86134784,5922816,16265216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,13,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006333136379500562,0.0039053920078052887,0.18607384615384617,0.005805499651743816,0.003155082038398313,0.07695251437015566,0.011283074817518252,0.0018642881105456984,0.007273097239323093,0.002946078996464612,0.009643635560844094,0.04969110762584613,0.40711690885072666,0.0797847304247087,0.004879147669116964,0.31673780565934245,0.02430953467153285,0.004415668271895827,0.009844178368156872,0.0046264358540787755
1708472263,6.182418279911141,7.794328819241707,0.1825999645620459,27.36513575234712,0.17941885565171356,5.3046475866380325,1.177777777777778,2.892154904564888,1.5048665724131836,0.2244831111784308,0.1725822605466937,192942080,74362880,18518016,74952704,86794240,29085696,50573312,23216128,86134784,5922816,16265216,153625.11179712065,0,,0,,8,9,18,8,6,73,6,9,8,8,6,10.067,13,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006329439486556744,0.0039050710830148723,0.18617199999999998,0.005806502373798405,0.0031504166541319453,0.08243206814750914,0.009481515126489938,0.0018653371901512763,0.0072745315159245495,0.0029456932165484702,0.009646258763006385,0.04962574449045414,0.40740369984784175,0.07979095198870809,0.004870749977437501,0.3283670233253795,0.024046778464254195,0.004415876470715234,0.009844653107056307,0.004625576978259978
1708472264,5.277204973741118,7.794328819241707,0.1825999645620459,30.26608081685857,0.1832197670610534,5.401817041249484,0.9151441917506806,2.9438959747621025,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18518016,74952704,86794240,29085696,50761728,23216128,86134784,5922816,16265216,102811.24497991969,0,,0,,8,9,18,8,6,73,6,9,8,8,6,9.133,13,0.2,57.467,0.267,14.2,6.6,0.2,63.933,8,2.267,,0,0,0.006122396265975287,0.0039047634431359827,0.18626536585365852,0.005807470542693486,0.0031460237726701904,0.08262439838838631,0.009473080254686064,0.00186634846704686,0.007275906142952818,0.0029453233080917857,0.00958776934709137,0.04956281818671388,0.4076737676877623,0.07979695480938853,0.004862842790806344,0.3293139108303897,0.023970550157401984,0.004416077167263553,0.009845108102223814,0.004624753437647
1708472265,5.277204973741118,7.794328819241707,0.1825999645620459,30.26608081685857,0.18702067847039325,5.498986495860936,0.9151441917506806,2.995637044959316,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18518016,74952704,86794240,29085696,50761728,23216128,86134784,5922816,16265216,102811.24497991969,0,,0,,8,9,18,8,6,73,6,9,8,8,6,9.133,13,0.2,54.333,0.267,14.2,6.6,0.2,63.933,8,2.267,0,0,0,0.0061175134405583986,0.003904468279988577,0.18635428571428572,0.005136105110428287,0.0031418801963621914,0.0828096984201494,0.009465085535871142,0.0018640985891450934,0.00727722476572059,0.0029449683113794904,0.00958997108019661,0.04950219493548374,0.4079285336556621,0.0781735691480177,0.004855384353451944,0.33021741101899166,0.02389836691916847,0.004415752176641257,0.009845544560240982,0.004623963095591374
1708472266,5.277204973741118,7.794328819241707,0.17900136798905608,30.26608081685857,0.19082158987973308,5.596155950472389,0.9151441917506808,3.0473781151565302,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29085696,50761728,23216128,86134784,5922816,16265216,102811.24497991969,0,,0,,8,9,18,8,6,73,6,9,8,8,6,9.133,13,0.2,54.333,0.267,14.2,6.6,0.2,67.733,8,2.267,0,0,0,0.006112872608579894,0.0039041848496432913,0.18643906976744185,0.0051312889313237285,0.003137965287933556,0.08298834678516369,0.009457497393648128,0.001910451563033741,0.0072784907384400325,0.00294462734254378,0.009592063695133773,0.04944375057406542,0.40816926241551565,0.07818000269041239,0.004848337518280401,0.3310804391748437,0.02382991509324235,0.004445328150115296,0.00984596359133647,0.004623203984306153
1708472267,5.277204973741118,7.794328819241707,0.17900136798905608,30.26608081685857,0.19462250128907294,5.645783871776784,0.9151441917506808,3.0991191853537448,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23216128,86134784,5922816,16265216,102811.24497991969,0,,0,,8,9,18,8,6,74,6,9,8,8,6,9.133,13,0.2,54.333,0.267,14.2,6.6,0.2,67.733,8,2.267,0,0,0,0.006108456215211897,0.003903912466160926,0.18652,0.005126635469679921,0.0031342606267286055,0.0831606953281019,0.009450285582033542,0.001909541848402493,0.007279707152711731,0.0029442995862164274,0.00959405510761607,0.049387369707383624,0.40839708300564803,0.078186202632364,0.00484166912811149,0.3319056551245717,0.023764912634323933,0.00444521552160065,0.009846366218815728,0.00462247428850748
1708472268,5.277204973741118,7.794328819241707,0.17900136798905608,30.26608081685857,0.2280546845603914,5.742026915902499,0.512979024079359,3.104464211832851,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23216128,86134784,5922816,16265216,102811.24497991969,0,,0,,8,9,18,8,6,74,6,9,8,8,6,9.133,13,0.2,54.333,0.267,14.2,6.6,0.2,69.333,9.6,2.267,0,0,0,0.006104248363500993,0.0039036504960499444,0.18659733333333334,0.00509031280123175,0.003130749718888105,0.08332707150882006,0.00944342278252313,0.0019051364125736803,0.0072197576160142295,0.0029439842890190302,0.009595952485798339,0.04933294494751497,0.40861300654504945,0.07827212165284601,0.004835349493998589,0.33269549061904047,0.023703105223706358,0.004440058027595549,0.009781106010596397,0.004621772330921696
1708472269,5.277204973741118,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,2.9979934639416155,1.5048665724131836,0.2244831111784308,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86134784,5922816,16265216,102811.24497991969,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15,0.333,59.733,0.267,14.2,9,0.2,79.333,11.267,2.8,0,0,0,0.005691044718937611,0.0037695641982004725,0.13487297398316894,0.004809583149113683,0.003127417751841187,0.08119082655251232,0.00943688425827486,0.0019222800440831965,0.007214186473364496,0.002942493847001793,0.009423475687506727,0.03927912399765996,0.3647356368120393,0.07633159222400283,0.004829351953314137,0.29480809841676336,0.023644262943906744,0.004457280343759352,0.009778520106091659,0.004621541161412545
