time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,currencyservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705391513,3.5151978088861857,2.380036269430048,0.17646367321446055,20.280968713209543,0.28220787999040625,8.142498740930034,0.4284136553126588,3.48318101372327,2.171644819334581,0.31221447463332513,0.24167707741813357,99467264,41762816,10522624,42536960,43302912,14315520,25837568,10096640,43630592,2969600,8232960,74790.0182592818,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.6,25.4,0.6,83.333,0.6,11.8,12.733,0.533,138.533,18.733,7.733,0,0,0,0.003086687306501548,0.00312565445026178,0.085,0.003946629213483146,0.003,0.05612840466926071,0.006071428571428571,0.001944875261266599,0.007553908355795148,0.002822222222222222,0.004756037151702786,0.004826178010471204,0.20071428571428573,0.06456976744186044,0.0046,0.21581250000000024,0.009214285714285715,0.004406952382711932,0.009721024258760109,0.004578666666666667
1705391514,3.5151978088861857,2.052675502993664,0.20995395316939341,19.830333093738272,0.28220787999040625,8.142498740930034,0.4199156606224932,3.48318101372327,2.21568078831648,0.31221447463332513,0.24167707741813357,99467264,41762816,10522624,42536960,43302912,14315520,25837568,10096640,43630592,2969600,8232960,74790.0182592818,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.6,25.4,0.6,83.333,0.6,11.8,12.733,0.533,138.533,18.733,7.733,0,0,0,0.003086687306501548,0.00312565445026178,0.085,0.003946629213483146,0.003,0.05612840466926071,0.006071428571428571,0.0019448622586101657,0.007553908355795148,0.002822222222222222,0.004756037151702786,0.004826178010471204,0.20071428571428573,0.06456976744186044,0.0046,0.21581250000000024,0.009214285714285715,0.004406949858692432,0.009721024258760109,0.004578666666666667
1705391515,3.5151978088861857,2.0130082318364964,0.20995395316939347,19.379697474266997,0.28220787999040625,8.142498740930034,0.6677734969076348,2.84156455774122,2.642158138913923,0.31221447463332513,0.24167707741813357,99467264,41762816,10522624,42536960,43302912,14315520,26083328,10096640,43630592,2969600,8232960,74790.0182592818,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.6,25.4,0.6,83.333,0.6,11.8,12.733,0.533,138.533,18.733,7.733,0,0,0,0.003086687306501548,0.00312565445026178,0.085,0.003946629213483146,0.003,0.05612840466926071,0.006071428571428571,0.0019448492558430531,0.007553908355795148,0.002822222222222222,0.004756037151702786,0.004826178010471204,0.20071428571428573,0.06456976744186044,0.0046,0.21581250000000024,0.009214285714285715,0.004406947334651447,0.009721024258760109,0.004578666666666667
1705391516,3.5151978088861857,1.9733409606793288,0.20995395316939347,28.078981284705574,0.28220787999040625,8.142498740930034,0.7072704022320397,3.682031581863512,2.8271349924928324,0.31221447463332513,0.24167707741813357,99467264,41762816,10522624,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,74790.0182592818,0,0,0,4,5,10,4,3,26,3,5,5,4,4,15.149,26.252,1.129,84.406,0.6,11.8,13.975,0.533,146.63,19.867,7.581,0,0,0,0.003074289185040122,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.05877221654596034,0.006071428571428571,0.0019740756034032888,0.007563053343619307,0.0028276954504378215,0.0047337205330722195,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.22933715295097815,0.009214285714285715,0.00441790917989128,0.009735947434322868,0.0045655390900875645
1705391517,3.5151978088861857,1.9336736895221613,0.20995395316939347,28.178658146964864,0.28220787999040625,8.142498740930034,0.7072704022320397,3.682031581863512,2.8271349924928324,0.31221447463332513,0.2540893749156204,99467264,41762816,10522624,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,74790.0182592818,0,0,0,4,5,10,4,3,26,3,5,5,4,4,15.149,26.252,1.129,84.406,0.6,13.8,13.975,0.533,146.63,19.867,7.581,0,0,0,0.003074289185040122,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.06046109032419284,0.006071428571428571,0.0019740630651468014,0.007563053343619307,0.0028276954504378215,0.0047337205330722195,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23956076199731716,0.009214285714285715,0.004417906767932804,0.009735947434322868,0.0045655390900875645
1705391518,2.1894950217611657,1.8940064183649938,0.17671911719081665,28.178658146964864,0.26906169556731063,8.142498740930034,0.7072704022320397,3.682031581863512,2.8271349924928324,0.31221447463332513,0.2540893749156204,99467264,41762816,10522624,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,109890.8960829905,0,0,0,4,5,10,4,3,26,3,5,5,4,4,15.149,26.252,1.129,84.406,0.6,13.8,13.975,1.133,146.63,19.867,7.581,0,0,0,0.003074289185040122,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.06046037593909485,0.005166666666666667,0.001974050526786406,0.007563053343619307,0.0028276954504378215,0.0047337205330722195,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23955130267852603,0.009033333333333334,0.004417904355954337,0.009735947434322868,0.0045655390900875645
1705391519,2.139920749594987,2.868209775511259,0.17321988463799345,28.178658146964864,0.26906169556731063,8.03435085970596,0.7072704022320397,3.682031581863512,2.8271349924928324,0.31221447463332513,0.2540893749156204,99528704,40865792,10522624,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,15.149,26.252,1.129,84.406,0.6,13.8,13.975,1.133,146.63,19.867,7.581,0,0,0,0.003074289185040122,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.06045966165156053,0.005166666666666667,0.0019740379883221018,0.007563053343619307,0.0028276954504378215,0.0047337205330722195,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23954184335973483,0.009033333333333334,0.004417901943955882,0.009735947434322868,0.0045655390900875645
1705391520,2.139920749594987,2.868209775511259,0.3549211089140877,28.178658146964864,0.26906169556731063,8.03435085970596,0.7072704022320397,3.682031581863512,2.8271349924928324,0.30054103059016185,0.2540893749156204,99528704,40865792,10084352,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,15.149,26.252,1.129,84.406,0.6,13.8,13.975,1.133,146.63,19.867,7.581,0,0,0,0.003074289185040122,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.060458947461569906,0.005166666666666667,0.0019740254497538873,0.007563053343619307,0.0028276954504378215,0.0047337205330722195,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23953238404094365,0.009033333333333334,0.004417899531937438,0.009735947434322868,0.0045655390900875645
1705391521,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.26906169556731063,8.03435085970596,0.7072704022320397,3.7297933094071714,2.8271349924928324,0.30054103059016185,0.2540893749156204,99528704,40865792,10084352,43515904,43302912,14315520,26083328,9920512,43651072,2969600,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,26.252,1.129,84.406,1,13.8,13.975,1.133,148.496,19.867,7.581,0,0,0,0.0030528396548665927,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.060458233369103,0.005166666666666667,0.001954148475611685,0.007563053343619307,0.0028276954504378215,0.004695111378759866,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23952292472215253,0.009033333333333334,0.004411501371318302,0.009735947434322868,0.0045655390900875645
1705391522,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.8271349924928324,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,26.252,1.129,84.406,1,13.8,13.975,1.133,147.096,18.467,7.581,0,0,0,0.0030528396548665927,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.06045751937413982,0.005166666666666667,0.0019534242621698033,0.007552857904104475,0.0028276954504378215,0.004695111378759866,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23951346540336144,0.009033333333333334,0.004408954580925857,0.009717108549938246,0.0045655390900875645
1705391523,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.8271349924928324,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,26.252,1.129,84.406,1,13.8,13.975,1.133,147.096,18.467,7.581,0,0,0,0.0030528396548665927,0.0031619276653891545,0.09805825988669696,0.004071755954993539,0.003,0.06045680547666043,0.005166666666666667,0.001953411666274347,0.007552857904104475,0.0028276954504378215,0.004695111378759866,0.0048914697977004784,0.2287316349987229,0.06882854041938215,0.0046,0.23950400608457023,0.009033333333333334,0.004408952137281927,0.009717108549938246,0.0045655390900875645
1705391524,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.827134992492833,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,26.252,1.129,84.606,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031624865092924723,0.1394800112152153,0.004072587074634697,0.0030606060606060605,0.06045609167664483,0.00575,0.001959092183658547,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.00489247571672645,0.24052685810416127,0.06911035012955934,0.004709090909090909,0.23949454676577903,0.009150000000000002,0.004409988935056772,0.009717108549938246,0.004561302965738107
1705391525,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.827134992492833,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,26.252,1.129,84.606,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031624865092924723,0.1394800112152153,0.004072587074634697,0.0030606060606060605,0.06045537797407309,0.00575,0.001959079679483116,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.00489247571672645,0.24052685810416127,0.06911035012955934,0.004709090909090909,0.2394850874469879,0.009150000000000002,0.00440998650893855,0.009717108549938246,0.004561302965738107
1705391526,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.827134992492833,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,24.652,1.129,84.606,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031432069384517815,0.1394800112152153,0.004072587074634697,0.0030606060606060605,0.06045466436892523,0.00575,0.0019590671752048507,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.004857772489213206,0.24052685810416127,0.06911035012955934,0.004709090909090909,0.2394756281281968,0.009150000000000002,0.004409984082800376,0.009717108549938246,0.004561302965738107
1705391527,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,8.03435085970596,0.7072704022320397,3.7297933094071714,2.827134992492833,0.3085514730614746,0.2540893749156204,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9920512,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,24.652,1.129,84.606,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031432069384517815,0.1394800112152153,0.004072587074634697,0.0030606060606060605,0.060453950861181334,0.00575,0.00195905467082375,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.004857772489213206,0.24052685810416127,0.06911035012955934,0.004709090909090909,0.2394661688094056,0.009150000000000002,0.0044099816566422504,0.009717108549938246,0.004561302965738107
1705391528,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.28769851081230124,6.844508132666062,0.7072704022320397,3.5723450102799315,2.827134992492833,0.3085514730614746,0.24321447481331376,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9834496,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,24.652,1.129,78.806,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031432069384517815,0.1394800112152153,0.004042374221712318,0.0030606060606060605,0.06045323745082144,0.00575,0.001959042166339812,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.004857772489213206,0.24052685810416127,0.06885400058568968,0.004709090909090909,0.23945670949061448,0.009150000000000002,0.004409979230464171,0.009717108549938246,0.004561302965738107
1705391529,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.2887504791107705,6.7106022850042955,0.7072704022320397,3.5723450102799315,2.827134992492833,0.3085514730614746,0.24321447481331376,99528704,40865792,10084352,43515904,43307008,14315520,26083328,9834496,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,24.652,1.129,78.806,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031432069384517815,0.1394800112152153,0.004042374221712318,0.0030606060606060605,0.06045252413782562,0.00575,0.0019590296617530358,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.004857772489213206,0.24052685810416127,0.06885400058568968,0.004709090909090909,0.2394472501718234,0.009150000000000002,0.004409976804266139,0.009717108549938246,0.004561302965738107
1705391530,2.139920749594987,2.9958122125975857,0.3549211089140877,28.178658146964864,0.2887504791107705,8.010669503496626,0.7072704022320397,3.5723450102799315,2.827134992492833,0.3085514730614746,0.24321447481331376,99528704,40865792,10084352,43515904,43307008,14356480,26083328,9834496,43651072,2965504,8232960,80704.05884670958,0,0,0,4,5,10,4,3,26,3,5,5,4,4,14.949,24.652,1.129,78.806,1,13.8,13.975,1.133,147.296,18.467,7.114,0,0,0,0.0030528396548665927,0.0031432069384517815,0.1394800112152153,0.004042374221712318,0.0030606060606060605,0.06045181092217394,0.00575,0.00195901715706342,0.007552857904104475,0.0028065148286905393,0.004695111378759866,0.004857772489213206,0.24052685810416127,0.06885400058568968,0.004709090909090909,0.23943779085303218,0.009150000000000002,0.004409974378048155,0.009717108549938246,0.004561302965738107
1705391531,1.9345223438014818,2.9958122125975857,0.38010220994475125,28.178658146964864,0.2887504791107705,8.010669503496626,0.5960914242811755,3.5723450102799315,2.827134992492833,0.2597489043068254,0.24321447481331376,99540992,40865792,10084352,43515904,43307008,14356480,26083328,9834496,43651072,2965504,8232960,78131.34028127005,0,0,0,4,5,10,4,3,26,3,5,5,4,4,13.442,21.594,0.601,72.083,1,13.8,10.267,1.133,129.454,15.715,6.414,0,0,0,0.0030310077519379846,0.0031127596439169142,0.15357142857142858,0.00403019693654267,0.0030606060606060605,0.05837565593132289,0.00575,0.001959925633508218,0.007536184210526315,0.002814946619217082,0.004655813953488372,0.004802967359050445,0.24214285714285716,0.06843173431734322,0.004709090909090909,0.23446439365671642,0.009150000000000002,0.004409371092209443,0.009675657894736841,0.004562989323843416
