time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705356896,0.5464592565795663,2.1882140099282776,0.3799381329835696,18.875103101287007,0.30467510363192185,4.926776286948497,0.5679477687285498,3.380960830264402,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43573248,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,22.8,0.333,74.923,0.267,12.267,12.333,0.333,129.4,16.667,6.467,0,0,0,0,0.00300990099009901,0.003466744457409569,0.26785714285714285,0.06396803408034103,0.003,0.2054568527918782,0.00388,0.0022334761238362467,0.0076315789473684215,0.002903225806451613,0.004638943894389438,0.008683593750000006,0.6750000000000002,0.13736583751782586,0.0046,0.7481481481481487,0.008363636363636365,0.00449475852651066,0.009867709815078236,0.004611612903225806
1705356897,0.5464592565795663,2.1882140099282776,0.371963485305597,18.875103101287007,0.2948836955334721,5.0349815785735395,0.5679477687285498,3.380960830264402,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43573248,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356898,0.5464592565795663,2.128783291948734,0.3639888376276243,18.875103101287007,0.2948836955334721,5.14318687019858,0.5679477687285498,3.380960830264402,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43536384,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356899,0.5464592565795663,2.128783291948734,0.5361094510372699,18.875103101287007,0.2948836955334721,5.251392161823622,0.5679477687285498,2.8209328434046896,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43536384,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356900,0.5464592565795663,2.0860869756980134,0.5361094510372699,18.875103101287007,0.2948836955334721,5.359597453448664,0.5679477687285498,2.764583496233616,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43536384,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356901,0.5464592565795663,2.0860869756980134,0.4055310590796256,18.875103101287007,0.2948836955334721,5.467802745073707,0.5679477687285498,2.7082341490625423,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43536384,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,55566.6093877182,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356902,0.45553817667767615,2.0860869756980134,0.39659590156233776,18.875103101287007,0.28857441195867545,6.4923174975025075,0.5679477687285498,2.651884801891469,2.533026378461791,0.2633928925161508,0.2595451487013823,112304128,43536384,11755520,40472576,43384832,15945728,40132608,10293248,45309952,3018752,8675328,72624.16953196266,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.6,16.667,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.0022325756208165758,0.0076315789473684215,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004494634890094863,0.009867709815078236,0.004611538461538462
1705356903,0.6674521452145334,2.0860869756980134,0.38766074404504985,15.664635411404342,0.28857441195867545,5.519416669178852,0.5457458059810352,2.595535454720396,2.533026378461791,0.16334099528706175,0.2595451487013823,112308224,43536384,11755520,40472576,43384832,15945728,39845888,10293248,45309952,3018752,8675328,90121.01210121013,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.467,12.267,12.333,0.533,129.8,16.867,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.002230840666861242,0.00759475218658892,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004493614069490523,0.009862973760932944,0.004611538461538462
1705356904,0.6674521452145334,2.0860869756980134,0.37872558652776206,18.70283264633154,0.28857441195867545,5.41121137755381,0.5457458059810352,2.5391861075493223,2.5136662998391794,0.16748092673521947,0.2595451487013823,112308224,43536384,11755520,40472576,43384832,15945728,39845888,10293248,45309952,3018752,8675328,90121.01210121013,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.733,12.267,12.333,0.533,129.8,16.867,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.002230840666861242,0.00759475218658892,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004493614069490523,0.009862973760932944,0.004611538461538462
1705356905,0.6674521452145334,2.0860869756980134,0.40146457637922023,18.837825862030336,0.28857441195867545,5.303006085928769,0.5457458059810352,2.482836760378249,2.5125029681597364,0.1716208581833772,0.25954514870138223,112308224,43536384,11878400,40710144,43384832,15945728,39845888,10293248,45309952,3018752,8675328,90121.01210121013,0,0,0,4,4,9,4,3,31,3,4,4,4,3,13.467,23.2,0.533,75.323,0.733,12.267,12.333,0.533,129.8,16.867,6.867,0,0,0,0,0.00300990099009901,0.0034627906976744185,0.25833333333333336,0.06404708101417755,0.003,0.2054568527918782,0.0036428571428571434,0.002230840666861242,0.00759475218658892,0.002903846153846154,0.004638943894389438,0.008636718750000001,0.5375000000000008,0.13752008656408712,0.0046,0.7481481481481487,0.007944444444444445,0.004493614069490523,0.009862973760932944,0.004611538461538462
