time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705847763,1.201150330917239,3.2282519860910295,0.18752084007265965,0.14530481376400972,4.340796263435949,3.103797134925949,0.40439358114655766,0.06737839399869588,0.35768876225593105,0.7935322658903504,0.00011498658489842952,0.25748309242806156,0.39801309882992186,0.8168391958936375,0.8974536722395886,210702336,81858560,6168576,430690304,107741184,324431872,40833024,4501504,281862144,95309824,4816896,2883584,299012096,8036352,46850048,0,1278732.9627655526,0,0,952595.0618241017,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,7.867,4.267,25.333,1.667,1.6,1.667,14.533,0,0,0,0.013285398230088495,0.003,0.030009633911368013,0.024278846153846154,0.0016451612903225804,0.0030194174757281556,0.0030790123456790122,0.023081858407079648,0.0046,0.06077464788732394,0.04473404255319149,0.004329032258064517,0.004634951456310681,0.004742222222222223
1705847764,1.201150330917239,3.2282519860910295,0.18752084007265965,0.12219749999999863,4.340796263435949,3.2426740468065463,0.4068080612011904,0.06605142074364043,0.35768876225593105,0.7935322658903504,0.00011498658489842952,0.2575012637846146,0.39801309882992186,0.8168391958936375,0.8974536722395886,210702336,81858560,6168576,430690304,107741184,324431872,40833024,4501504,281862144,95309824,4816896,2883584,299012096,8036352,46850048,0,1278732.9627655526,0,0,1040602.8773692624,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,7.867,4.267,25.333,1.667,1.6,1.667,14.533,0,0,0,0.013285398230088495,0.003,0.030009633911368013,0.024278846153846154,0.0016451612903225804,0.0030194174757281556,0.0030790123456790122,0.023081858407079648,0.0046,0.06077464788732394,0.04473404255319149,0.004329032258064517,0.004634951456310681,0.004742222222222223
1705847765,1.201150330917239,3.2282519860910295,0.18752084007265965,0.14932172467418484,4.340796263435949,3.3432192753235466,0.4068080612011904,0.06472444748858497,0.35768876225593105,0.7935322658903504,0,0.2575012637846146,0.39801309882992186,0.779364106586923,0.8974536722395886,210702336,81858560,6168576,430690304,107741184,324808704,40833024,4501504,281862144,95309824,4816896,2883584,299012096,8036352,46850048,0,1278732.9627655526,0,0,1040602.8773692624,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,7.867,4.267,25.333,1.667,1.6,1.667,14.533,0,0,0,0.013285398230088495,0.003,0.030009633911368013,0.024278846153846154,0.0016451612903225804,0.0030194174757281556,0.0030790123456790122,0.023081858407079648,0.0046,0.06077464788732394,0.04473404255319149,0.004329032258064517,0.004634951456310681,0.004742222222222223
1705847766,1.201150330917239,3.2282519860910295,0.18752084007265965,0.15249300237385674,4.340796263435949,3.3432192753235466,0.4068080612011904,0.07761629067678173,0.35768876225593105,0.7935322658903504,0,0.2575012637846146,0.39801309882992186,0.7793641065869229,0.8974536722395886,210702336,81858560,6168576,430690304,107741184,324808704,40833024,4509696,281862144,95309824,4816896,2883584,299012096,8036352,46850048,0,1278732.9627655526,0,0,1040602.8773692624,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,4.267,25.333,1.467,1.4,1.467,13.933,0,0,0,0.013254716981132075,0.003,0.030009633911368013,0.0246875,0.0015357142857142857,0.003,0.0030857503152585124,0.023047169811320756,0.0046,0.06077464788732394,0.04489130434782609,0.004364285714285714,0.0046,0.004754350567465321
1705847767,1.201150330917239,3.2282519860910295,0.18752084007265965,0.15566428007352867,4.340796263435949,3.3432192753235466,0.4068080612011904,0.07761629067678173,0.35768876225593105,0.576468058987289,0,0.2575012637846146,0.4139639639639578,0.7793641065869229,0.8974536722395886,210702336,81858560,6168576,430690304,107741184,324808704,40833024,4509696,281862144,95309824,4816896,2883584,299012096,8036352,46850048,0,1278732.9627655526,0,0,1040602.8773692624,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,4.267,25.333,1.467,1.4,1.467,13.933,0,0,0,0.013254716981132075,0.003,0.030009633911368013,0.0246875,0.0015357142857142857,0.003,0.0030857503152585124,0.023047169811320756,0.0046,0.06077464788732394,0.04489130434782609,0.004364285714285714,0.0046,0.004754350567465321
1705847768,1.201150330917239,3.3098929063726192,0.18752084007265965,0.15883555777320058,4.340796263435949,3.3432192753235466,0.4068080612011904,0.07761629067678173,0.35768876225593105,0.5762619635811701,0,0.2575012637846146,0.4139639639639578,0.7793641065869229,0.8974536722395886,210702336,81903616,6168576,430690304,107741184,324808704,40833024,4509696,281862144,95313920,4816896,2883584,299012096,8036352,46850048,0,1360845.438801117,0,0,1040602.8773692624,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,3.8,25.333,1.467,1.4,1.667,13.933,0,0,0,0.013254716981132075,0.003,0.030009633911368013,0.0246875,0.0015357142857142857,0.003,0.0030857503152585124,0.023047169811320756,0.0046,0.06077464788732394,0.04489130434782609,0.004364285714285714,0.0046,0.004754350567465321
1705847769,1.201150330917239,3.3098929063726192,0.16094861614314138,0.16200683547287248,4.340796263435949,3.3432192753235466,0.4073004988811106,0.07761629067678173,0.35768876225593105,0.7207516468519536,0,0.2575012637846146,0.4139639639639578,0.7793641065869229,0.8974536722395886,210702336,81903616,6168576,430690304,107741184,324808704,40726528,4509696,281862144,95313920,4816896,2883584,299012096,8036352,46850048,0,1360845.438801117,0,0,950230.9634769756,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,3.8,25.333,1.467,1.8,1.667,13.933,0,0,0,0.013254716981132075,0.003,0.030009633911368013,0.0246875,0.0016037735849056605,0.003,0.0030857503152585124,0.023047169811320756,0.0046,0.06077464788732394,0.04489130434782609,0.004381132075471698,0.0046,0.004754350567465321
1705847770,1.201150330917239,3.3098929063726192,0.15782326880859704,0.1902766619803144,4.340796263435949,3.3432192753235466,0.4073004988811106,0.07761629067678173,0.35768876225593105,0.7207516468519536,0,0.2575012637846146,0.4139639639639578,0.7793641065869229,0.8974536722395886,210702336,81903616,6168576,430690304,107741184,324808704,40726528,4509696,281862144,95313920,4816896,2883584,299012096,8036352,46850048,0,1360845.438801117,0,0,950230.9634769756,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,3.8,24.6,1.467,1.8,1.667,13.933,0,0,0,0.013254716981132075,0.003,0.029352226720647773,0.0246875,0.0016037735849056605,0.003,0.0030857503152585124,0.023047169811320756,0.0046,0.06126760563380284,0.04489130434782609,0.004381132075471698,0.0046,0.004754350567465321
1705847771,1.1453071153457293,3.261803793150512,0.1546979214740527,0.1902766619803144,4.340796263435949,3.3432192753235466,0.4073004988811106,0.07761629067678173,0.35768876225593105,0.7207516468519536,0,0.2509339578996082,0.4139639639639578,0.7793641065869229,0.8974536722395886,210702336,81903616,6168576,430690304,107741184,324808704,40726528,4509696,281862144,95313920,4816896,2883584,299012096,8036352,46850048,0,1419544.2761631876,0,0,950230.9634769756,25743.73585854354,0,0,1048543.3374110823,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,3.8,24.6,1.467,1.8,1.667,17.533,0,0,0,0.013254716981132075,0.003,0.029352226720647773,0.0246875,0.0016037735849056605,0.003,0.0030894736842105265,0.023047169811320756,0.0046,0.06126760563380284,0.04489130434782609,0.004381132075471698,0.0046,0.004761052631578948
1705847772,1.1065138841755282,3.261803793150512,0.15157257413950836,0.1902766619803144,4.340796263435949,3.3432192753235466,0.4073004988811106,0.07761629067678173,0.35768876225593105,0.7207516468519536,0,0.2509339578996082,0.4139639639639578,0.7793641065869229,0.919701528463116,210731008,81903616,6168576,430690304,107741184,324808704,40726528,4509696,281862144,95313920,4816896,2883584,299012096,8036352,46915584,0,1419544.2761631876,0,0,950230.9634769756,25743.73585854354,0,0,1366201.8809208602,14,10,6,4,7,13,5,5,3,11,1,3,6,18,8,8,3.8,24.6,1.467,1.8,1.667,17.533,0,0,0,0.013254716981132075,0.003,0.029352226720647773,0.0246875,0.0016037735849056605,0.003,0.0030894736842105265,0.023047169811320756,0.0046,0.06126760563380284,0.04489130434782609,0.004381132075471698,0.0046,0.004761052631578948
