time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705527537,0.7643929867423236,2.661673411304352,0.47388342832942726,27.470483806103402,0.3545679127435462,7.11464379836729,0.8195772688578415,2.8200511594573006,2.939599322675002,0.3010761112519225,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2990080,8835072,66223.54758739626,0,0,0,0,0,18876.880890384127,4,4,9,4,3,26,3,3,4,4,2,14.867,28.667,1.2,92.267,1.2,14.467,14.333,1.333,147.8,19.2,9.2,0,0,0,0.003003048780487805,0.003252326783867632,0.08958333333333335,0.003707680550248376,0.0031142857142857144,0.04899749373433583,0.0032564102564102563,0.001980966325036603,0.007417328042328043,0.0029561128526645773,0.004610365853658536,0.00557964601769912,0.23178571428571434,0.03771249999999999,0.004805714285714286,0.17955223880597015,0.005600000000000003,0.004423523670082967,0.009626322751322752,0.004591222570532915
1705527538,0.7643929867423236,2.661673411304352,0.47388342832942726,26.935163753759035,0.3545679127435462,7.266251448349545,0.8195772688578415,2.8825574883179064,2.939599322675002,0.3010761112519225,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2990080,8835072,66223.54758739626,0,0,0,0,0,18876.880890384127,4,4,9,4,3,26,3,3,4,4,2,15.467,28.667,1.2,92.267,1.6,14.467,14.333,1.333,147.8,19.2,9.2,0,0,0,0.003003003003003003,0.003252326783867632,0.08958333333333335,0.003707680550248376,0.003093029264788718,0.04899749373433583,0.0032564102564102563,0.001980966325036603,0.007417328042328043,0.0029561128526645773,0.00461021021021021,0.00557964601769912,0.23178571428571434,0.03771249999999999,0.004767452676619693,0.17955223880597015,0.005600000000000003,0.004423523670082967,0.009626322751322752,0.004591222570532915
1705527539,0.7643929867423236,2.661673411304352,0.5484434320425361,26.39984370141467,0.3545679127435462,7.417859098331801,0.8195772688578415,2.9450638171785117,2.939599322675002,0.2556278359359136,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2990080,8835072,66223.54758739626,0,0,0,0,0,16027.36328420039,4,4,9,4,3,26,3,3,4,4,2,15.4,27.533,1.533,91.467,1.6,14.467,13.867,1.333,145.467,18.867,9.133,0,0,0,0.003,0.003267748478701826,0.08541666666666665,0.0037253234750462107,0.003093029264788718,0.04912280701754385,0.0032564102564102563,0.00197332709405709,0.007409326424870466,0.0029596541786743517,0.004604726735598227,0.005878260869565229,0.22794117647058826,0.040507246376811565,0.004767452676619693,0.19055555555555548,0.005600000000000003,0.004422367805334583,0.009611398963730571,0.00459193083573487
1705527540,0.7643929867423236,2.661673411304352,0.5484434320425361,25.86452364907031,0.3545679127435462,7.569466748314056,0.8195772688578415,3.0075701460391175,2.4442794748829897,0.24739256872067847,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2990080,8835072,66223.54758739626,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25.6,1.533,91.467,1.6,14.467,13.867,1.333,145.467,18.867,9.133,0,0,0,0.003,0.003272108843537415,0.08541666666666665,0.0037253234750462107,0.003093029264788718,0.04912280701754385,0.0032564102564102563,0.00197332709405709,0.007409326424870466,0.0029596541786743517,0.004604726735598227,0.006004347826086962,0.22794117647058826,0.040507246376811565,0.004767452676619693,0.19055555555555548,0.005600000000000003,0.004422367805334583,0.009611398963730571,0.00459193083573487
1705527541,0.7643929867423236,2.661673411304352,0.5484434320425361,25.32920359672594,0.3545679127435462,7.721074398296313,0.8195772688578415,3.070076474899724,2.055095000000051,0.24248262213391472,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2990080,8835072,66223.54758739626,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25.6,1.533,91.467,1.6,14.467,13.867,1.333,145.467,18.867,9.133,0,0,0,0.003,0.003272108843537415,0.08541666666666665,0.0037253234750462107,0.003093029264788718,0.04912280701754385,0.0032564102564102563,0.00197332709405709,0.007409326424870466,0.0029596541786743517,0.004604726735598227,0.006004347826086962,0.22794117647058826,0.040507246376811565,0.004767452676619693,0.19055555555555548,0.005600000000000003,0.004422367805334583,0.009611398963730571,0.00459193083573487
1705527542,0.7734012119027632,2.661673411304352,0.5484434320425361,24.793883544381575,0.3545679127435462,9.096458998935335,0.8195772688578415,3.7503797316363405,2.055095000000051,0.29882949197538233,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2985984,8835072,46133.39940981686,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25.6,1.533,91.467,1.6,14.467,13.867,1.333,145.467,18.867,9.133,0,0,0,0.003,0.003272108843537415,0.08541666666666665,0.0037253234750462107,0.003093029264788718,0.04912280701754385,0.0032564102564102563,0.00197332709405709,0.007409326424870466,0.0029596541786743517,0.004604726735598227,0.006004347826086962,0.22794117647058826,0.040507246376811565,0.004767452676619693,0.19055555555555548,0.005600000000000003,0.004422367805334583,0.009611398963730571,0.00459193083573487
1705527543,0.7734012119027632,2.661673411304352,0.5484434320425361,24.25856349203721,0.3545679127435462,9.096458998935335,0.8195772688578415,3.7503797316363405,2.4604272747978477,0.29882949197538233,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46800896,2985984,8835072,46133.39940981686,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25.6,1.533,91.467,1.6,13.133,13.867,1.333,145.467,18.867,9.133,0,0,0,0.003,0.003272108843537415,0.08541666666666665,0.0037253234750462107,0.003093029264788718,0.048818407960199005,0.0032564102564102563,0.00197332709405709,0.007409326424870466,0.0029596541786743517,0.004604726735598227,0.006004347826086962,0.22794117647058826,0.040507246376811565,0.004767452676619693,0.19801724137931032,0.005600000000000003,0.004422367805334583,0.009611398963730571,0.00459193083573487
1705527544,0.7734012119027632,2.661673411304352,0.5484434320425361,23.72324343969285,0.30008461330702535,9.096458998935335,0.8195772688578415,3.7503797316363405,2.935485781990628,0.29882949197538233,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46809088,2985984,8835072,46133.39940981686,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25,1.2,90.2,1.266,13.133,13.867,1,145,19.333,8.533,0,0,0,0.003,0.0032708933717579248,0.08636363636363638,0.0037258005152741996,0.003,0.048818407960199005,0.003266666666666667,0.001976190476190476,0.007395287958115183,0.002961218836565097,0.004604726735598227,0.005982758620689651,0.22714285714285723,0.040983009708737826,0.0046,0.19801724137931032,0.005750000000000004,0.004423622782446312,0.00962565445026178,0.004592243767313018
1705527545,0.7734012119027632,2.661673411304352,0.5484434320425361,23.187923387348487,0.23226499999999817,7.602214000710224,0.8195772688578415,3.7503797316363405,2.935485781990628,0.29882949197538233,0.31241333848567976,112123904,44535808,12066816,44318720,43577344,16351232,44388352,10354688,46809088,2985984,8835072,46133.39940981686,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25,1.2,90.2,1.266,13.133,13.867,1,145,19.333,8.533,0,0,0,0.003,0.0032708933717579248,0.08636363636363638,0.0037258005152741996,0.003,0.048818407960199005,0.003266666666666667,0.001976190476190476,0.007395287958115183,0.002961218836565097,0.004604726735598227,0.005982758620689651,0.22714285714285723,0.040983009708737826,0.0046,0.19801724137931032,0.005750000000000004,0.004423622782446312,0.00962565445026178,0.004592243767313018
1705527546,0.7734012119027632,2.6337515880335944,0.5484434320425361,22.65260333500412,0.23226499999999817,9.122040344610236,0.8195772688578415,3.7503797316363405,2.935485781990628,0.29882949197538233,0.3139878586398782,112123904,44560384,12066816,44318720,43577344,16777216,44388352,10354688,46809088,2985984,9068544,46133.39940981686,0,0,0,0,0,0,4,4,9,4,3,26,3,3,4,4,2,15.4,25,1.2,90.2,1.266,13.133,13.867,1,145,19.333,8.533,0,0,0,0.003,0.0032708933717579248,0.08636363636363638,0.0037258005152741996,0.003,0.048818407960199005,0.003266666666666667,0.001976190476190476,0.007395287958115183,0.002961218836565097,0.004604726735598227,0.005982758620689651,0.22714285714285723,0.040983009708737826,0.0046,0.19801724137931032,0.005750000000000004,0.004423622782446312,0.00962565445026178,0.004592243767313018
