time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705756234,0.6263833333333461,5.547011672761849,0.180471572168996,0.21840938116800282,4.7603262433324005,1.4134797753035218,0.4315061128123627,0.07841743216262688,0.2590158975165391,0.54970567357168,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213172224,87654400,6230016,430505984,109223936,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1559521.0660788536,0,574487.482175834,0,23514.021060478983,0,0,1178342.7587902632,9,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.133,4.133,24.667,1.933,1.8,1.867,17.933,0,0,0.0189480198019802,0.0030444444444444442,0.031284791874562665,0.0375,0.0027105263157894736,0.003186046511627907,0.0032334739803094236,0.04140109890109891,0.00468,0.08084854764543706,0.0475,0.004542105263157895,0.004934883720930232,0.005243243243243248
1705756235,1.0339672535386042,5.547011672761849,0.180471572168996,0.21840938116800282,4.7603262433324005,1.4134797753035218,0.4315061128123627,0.07674578402255884,0.26427158198210604,0.5629885614541404,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,109223936,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1559521.0660788536,0,574487.482175834,0,23991.143416270614,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.133,4.133,24.667,1.933,1.8,1.867,17.933,0,0,0.0189480198019802,0.0030444444444444442,0.031284791874562665,0.0375,0.0027105263157894736,0.003186046511627907,0.0032334739803094236,0.04140109890109891,0.00468,0.08084854764543706,0.0475,0.004542105263157895,0.004934883720930232,0.005243243243243248
1705756236,1.059934097137125,4.7630956564745395,0.180471572168996,0.21840938116800282,2.916434135462247,1.4134797753035218,0.4315061128123627,0.0750741358824908,0.2695272664476731,0.5762714493366007,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,109223936,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1339126.0834182212,0,574487.482175834,0,24468.26577206225,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.133,4.133,24.667,1.933,1.8,1.867,17.933,0,0,0.0189480198019802,0.0030444444444444442,0.031284791874562665,0.0375,0.0027105263157894736,0.003186046511627907,0.0032334739803094236,0.04140109890109891,0.00468,0.08084854764543706,0.0475,0.004542105263157895,0.004934883720930232,0.005243243243243248
1705756237,1.085900940735646,4.670645461928507,0.180471572168996,0.21840938116800282,2.271343333333391,1.0452727960065875,0.4315061128123627,0.07340248774242275,0.2661531170207791,0.589554337219061,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,109223936,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1313134.06565024,0,574487.482175834,0,24161.953219644023,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.133,4.133,24.667,1.933,1.8,1.933,17.933,0,0,0.0189480198019802,0.0030444444444444442,0.031284791874562665,0.0375,0.0027105263157894736,0.0031999999999999997,0.0032334739803094236,0.04140109890109891,0.00468,0.08084854764543706,0.0475,0.004542105263157895,0.004959999999999999,0.005243243243243248
1705756238,1.1118677843341667,4.578195267382477,0.180471572168996,0.21840938116800282,2.271343333333391,1.0664569291988637,0.4315061128123627,0.07173083960235473,0.2608974325552121,0.6028372251015215,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,109223936,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1287142.0478822594,0,574487.482175834,0,23684.830863852396,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.533,4.067,25.067,2,1.867,2,18.467,0,0,0.019067164179104482,0.0030677966101694916,0.030987480095268805,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.041692708333333335,0.004722033898305085,0.08080952658838428,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
1705756239,1.1378346279326874,4.485745072836447,0.180471572168996,0.21840938116800282,3.386312933106851,1.2710479915365687,0.4315061128123627,0.07005919146228667,0.25564174808964507,0.6161201129839817,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,100892672,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1261150.0301142784,0,574487.482175834,0,23207.70850806076,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.533,4.067,25.067,2,1.867,2,18.467,0,0,0.019067164179104482,0.0030677966101694916,0.030987480095268805,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.041692708333333335,0.004722033898305085,0.08080952658838428,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
1705756240,1.1638014715312084,4.393294878290415,0.180471572168996,0.21840938116800282,3.4692975785213527,1.2710479915365687,0.4315061128123627,0.06838754332221864,0.3167433340965189,0.6294030008664421,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0047209245143818,213209088,87654400,6230016,430505984,100892672,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53485568,1235158.0123462975,0,574487.482175834,0,34102.78292363091,0,0,1178342.7587902632,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,8.533,4.067,25.067,2,1.867,2,18.467,0,0,0.019067164179104482,0.0030677966101694916,0.030987480095268805,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.041692708333333335,0.004722033898305085,0.08080952658838428,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
1705756241,1.1897683151297296,4.241064821221766,0.180471572168996,0.21840938116800282,3.5522822239358534,1.2710479915365687,0.36813104974922917,0.0667158951821506,0.3167433340965189,0.6426858887489024,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0274058577405758,213209088,87654400,6230016,430505984,100892672,330178560,43712512,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53506048,1123568.138969311,0,490112.8248283816,0,34102.78292363091,0,0,1187086.868066485,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,9.067,4.067,24.8,2,1.867,2,18.467,0,0,0.019247572815533978,0.0030677966101694916,0.02984203296703297,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.04184999999999999,0.004722033898305085,0.07921455938697318,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
1705756242,1.2157351587282503,4.149550634771273,0.18351074232391582,0.21840938116800282,3.635266869350355,1.2710479915365687,0.44089960974297343,0.06504424704208256,0.3167433340965189,0.6559687766313628,0,0.3238426429037119,0.4173794912634089,0.7580530438622952,1.0274058577405758,213209088,87654400,6230016,430505984,100892672,330178560,43606016,4792320,274792448,94285824,4546560,2842624,305188864,8220672,53506048,1099323.6559222802,0,833696.6760866641,0,34102.78292363091,0,0,1187086.868066485,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,9.067,3.933,24.8,2,1.867,2,18.467,0,0,0.019247572815533978,0.003080459770114942,0.02984203296703297,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.04184999999999999,0.004744827586206897,0.07921455938697318,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
1705756243,1.241702002326771,4.058036448320781,0.18351074232391582,0.18463419044854762,3.7182515147648565,1.2710479915365687,0.4422012381123309,0.28552432450834025,0.3167433340965189,0.6692516645138231,0,0.3238426429037119,0.4173794912634089,0.6439428980291241,1.0274058577405758,213209088,87654400,6230016,430505984,100892672,330178560,43606016,4788224,274792448,94285824,4546560,2842624,305188864,8220672,53506048,1075079.1728752495,0,863592.3201148392,76614.12368855107,34102.78292363091,0,0,1187086.868066485,10,6,5,4,7,16,5,6,3,11,1,3,5,17,9,9.067,3.933,24.8,2,1.867,2,18.467,0,0,0.019247572815533978,0.003080459770114942,0.02984203296703297,0.03735294117647059,0.0026986301369863012,0.003125,0.003208157524613221,0.04184999999999999,0.004744827586206897,0.07921455938697318,0.04747058823529412,0.004539726027397261,0.004825,0.004974683544303798
