time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705787932,1.7414801551775851,3.979815000000003,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1988777040825067,0.4676056338028194,0.09433482506102442,0.3852693070142169,0.9518797326404939,0.00011217406027767841,0.30986006332329685,0.3337749202810364,1.23772823741945,1.3324284730924678,208048128,94183424,6299648,420413440,99454976,336302080,47067136,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,1136640.0000000002,0,691874.7050202449,60466.48951874815,0,24015.948090528862,783091.5756055636,1720613.51642339,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,8.6,4,26.933,1.733,2,2,18.867,0.019929149797570846,0.0030994475138121542,0.03369728915662651,0.03763297872340426,0.0026144578313253013,0.0030192307692307693,0.006230502599653379,0.041627358490566035,0.004779005524861878,0.08525352112676055,0.047952127659574476,0.004522891566265061,0.004634615384615384,0.009294627383015598
1705787933,1.7414801551775851,4.720224692360069,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1988777040825067,0.4676056338028194,0.09433482506102442,0.3954512838112044,0.9518797326404939,0.00011217406027767841,0.30986006332329696,0.3337749202810364,1.1735641912316928,1.2627670342549369,208048128,94183424,6299648,420413440,99454976,336302080,47067136,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,1348101.907833441,0,691874.7050202449,51115.34021776433,0,24015.948090528873,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.2,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.033579192546583855,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08555710306406683,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787934,1.7414801551775851,4.625148006342725,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1988777040825067,0.4676056338028194,0.09433482506102442,0.3954512838112044,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.3337749202810364,1.1735641912316928,1.2627670342549369,208048128,94183424,6299648,420413440,99454976,336302080,47067136,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,1320947.8907761774,0,691874.7050202449,51115.34021776433,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787935,1.7414801551775851,4.530071320325381,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1988777040825067,0.4681348599559948,0.09433482506102442,0.3954512838112044,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.3337749202810364,1.1735641912316928,1.2627670342549369,208048128,94183424,6299648,420413440,99454976,336302080,47091712,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,1293793.8737189136,0,710341.9982844143,51115.34021776433,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787936,1.7414801551775851,6.272679289544201,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1988777040825067,0.4681348599559948,0.09433482506102442,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.3337749202810364,1.1735641912316928,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,2530831.09919571,0,710341.9982844143,34614.328269917394,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787937,1.7414801551775851,6.272679289544201,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1512929491767743,0.4681348599559948,0.09433482506102442,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.32682478255872505,1.1735641912316928,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,2530831.09919571,0,710341.9982844143,34614.328269917394,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787938,1.4599418729057494,6.272679289544201,0.19010253917551875,0.24131159538136188,5.3555852369822,1.1512929491767743,0.4681348599559948,0.09433482506102442,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.32682478255872505,1.1735641912316928,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,2530831.09919571,0,710341.9982844143,34614.328269917394,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787939,1.467382898003532,6.272679289544201,0.19010253917551875,0.24747294716741192,5.3555852369822,1.1512929491767743,0.4681348599559948,0.09433482506102442,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.32682478255872505,1.1735641912316928,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4648960,281513984,92717056,4718592,2891776,301953024,9465856,61513728,2530831.09919571,0,710341.9982844143,34614.328269917394,0,0,515058.1578120088,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787940,1.497826631861606,6.272679289544203,0.19010253917551875,0.24747294716741192,5.3555852369822,1.1512929491767743,0.4681348599559948,0.0955841584158403,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.30251379038612974,0.32682478255872505,1.173564191231693,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4644864,281513984,92717056,4718592,2891776,301953024,9465856,61513728,2530831.099195711,0,710341.9982844143,34614.328269917394,0,0,515058.1578120089,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,3.8,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030879120879120877,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047582417582417574,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787941,1.5282703657196801,6.272679289544203,0.19010253917551875,0.24747294716741192,5.577323853371512,1.1512929491767743,0.3854560930372428,0.0955841584158403,0.37874210381763773,0.9518797326404939,0.00011217406027767841,0.3005674152111681,0.32682478255872505,1.173564191231693,1.2627670342549369,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4644864,281513984,92717056,4718592,2887680,301953024,9465856,61513728,2530831.099195711,0,549839.7398792297,34614.328269917394,0,0,515058.1578120089,1134686.484470726,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,4.467,26.333,2.2,2,2,20.533,0.020134297520661155,0.0030869565217391303,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006258620689655173,0.0430940594059406,0.0047565217391304345,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.0093
1705787942,1.5587140995777546,6.272679289544203,0.19010253917551875,0.24747294716741192,5.577323853371512,1.1512929491767743,0.3931510049606359,0.0955841584158403,0.37874210381763773,0.9518797326404939,0,0.3005674152111681,0.32682478255872505,1.173564191231693,1.2720408862724482,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4644864,281513984,92717056,4718592,2887680,301953024,9465856,61546496,2530831.099195711,0,560816.2646943224,34614.328269917394,0,0,515058.1578120089,1147847.8256486766,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,4.467,26.333,2.2,2,2,19.4,0.020134297520661155,0.0030869565217391303,0.0334384858044164,0.037631578947368426,0.0026144578313253013,0.0030192307692307693,0.006209386281588447,0.0430940594059406,0.0047565217391304345,0.08583333333333334,0.04794736842105263,0.004522891566265061,0.004634615384615384,0.009292418772563177
1705787943,1.82662403148445,6.272679289544203,0.19010253917551875,0.24747294716741192,5.577323853371512,1.1512929491767743,0.4008459168840288,0.0955841584158403,0.37874210381763773,0.9518797326404939,0,0.3005674152111681,0.32682478255872505,1.173564191231693,1.2720408862724482,208048128,94523392,6299648,420413440,99454976,336302080,47091712,4644864,281513984,92717056,4718592,2887680,301953024,9465856,61546496,2530831.099195711,0,571792.789509415,34614.328269917394,0,0,515058.1578120089,1147847.8256486766,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,4.467,26.333,2.2,2,2,19.4,0.020134297520661155,0.00308695652173913,0.0334384858044164,0.037631578947368426,0.002575,0.0030192307692307693,0.006209386281588447,0.0430940594059406,0.0047565217391304345,0.08583333333333334,0.04794736842105263,0.004515000000000001,0.004634615384615384,0.009292418772563177
1705787944,1.82662403148445,6.272679289544203,0.19010253917551875,0.24747294716741192,5.577323853371512,1.100225379888378,0.46169471540357954,0.0955841584158403,0.37874210381763773,0.9008347396335313,0,0.3005674152111681,0.32682478255872505,1.173564191231693,1.2720408862724482,208048128,94523392,6299648,420413440,99454976,336293888,47091712,4644864,281513984,92717056,4718592,2887680,301953024,9465856,61546496,2530831.099195711,0,658591.4889055634,34614.328269917394,0,0,515058.1578120089,1147847.8256486766,14,7,7,4,7,14,5,6,3,11,1,3,6,34,18,9.733,4.467,26.333,2.2,2,2,19.4,0.020134297520661155,0.00308695652173913,0.0334384858044164,0.037631578947368426,0.002575,0.003020408163265306,0.006209386281588447,0.0430940594059406,0.0047565217391304345,0.08583333333333334,0.04794736842105263,0.004515000000000001,0.004636734693877552,0.009292418772563177
