time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705732626,0.791846231364301,2.178656420426368,0.3983511595671941,33.36093330988732,0.27621535110140705,8.341059962015224,0.5972210214977526,4.080036425449255,3.0095732715845043,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15503360,36347904,11206656,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.065,0.8,73.195,1,12.467,11.998,1.067,138.726,17.932,6.6,0,0,0.0030576620890600623,0.003270597925015149,0.12205889273193571,0.004139648820557301,0.003,0.05144932676257644,0.0035185185185185185,0.002362450149854748,0.007667320535526032,0.0029207906269553946,0.004708647708269771,0.005955319593879779,0.22441177854638716,0.04859013210559154,0.004600000000000001,0.2110448029621881,0.007571428571428573,0.004545153966873784,0.009853671556515061,0.004584158125391079
1705732627,0.791846231364301,2.1297646777757375,0.3983511595671941,33.36093330988732,0.2765208235844735,8.341059962015224,0.7050460666194152,4.080036425449255,3.158189004209338,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15503360,36347904,11206656,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.065,0.8,73.195,1,12.467,11.998,1.067,138.726,17.932,6.6,0,0,0.0030576620890600623,0.003270597925015149,0.12205889273193571,0.004139648820557301,0.003,0.05144932676257644,0.0035185185185185185,0.002362450149854748,0.007667320535526032,0.0029207906269553946,0.004708647708269771,0.005955319593879779,0.22441177854638716,0.04859013210559154,0.004600000000000001,0.2110448029621881,0.007571428571428573,0.004545153966873784,0.009853671556515061,0.004584158125391079
1705732628,0.791846231364301,2.1297646777757375,0.3983511595671941,33.36093330988732,0.2765208235844735,8.341059962015224,0.7050460666194152,4.080036425449255,3.158189004209338,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15503360,36347904,11206656,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.065,0.8,73.195,1,12.467,11.998,1.067,138.726,17.932,8,0,0,0.0030576620890600623,0.003270597925015149,0.12205889273193571,0.004139648820557301,0.003,0.05144932676257644,0.0035185185185185185,0.002362450149854748,0.007667320535526032,0.002901313986081359,0.004708647708269771,0.005955319593879779,0.22441177854638716,0.04859013210559154,0.004600000000000001,0.2110448029621881,0.007571428571428573,0.004545153966873784,0.009853671556515061,0.004580262797216272
1705732629,0.791846231364301,2.1297646777757375,0.3983511595671941,33.36093330988732,0.2765208235844735,8.341059962015224,0.7050460666194152,4.080036425449255,3.158189004209338,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15503360,36347904,11206656,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.065,0.8,73.195,1,12.467,11.998,1.067,138.726,17.932,8,0,0,0.0030576620890600623,0.003270597925015149,0.12205889273193571,0.004139648820557301,0.003,0.05144932676257644,0.0035185185185185185,0.002362450149854748,0.007667320535526032,0.002901313986081359,0.004708647708269771,0.005955319593879779,0.22441177854638716,0.04859013210559154,0.004600000000000001,0.2110448029621881,0.007571428571428573,0.004545153966873784,0.009853671556515061,0.004580262797216272
1705732630,0.791846231364301,2.1138457396130734,0.3983511595671941,33.36093330988732,0.2765208235844735,8.272482660650159,0.7050460666194152,4.080036425449255,2.6229944000835133,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,11206656,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.399,0.933,73.129,1.133,12.467,11.998,1.2,138.526,17.932,8.266,0,0,0.0030576620890600623,0.0032647920223081517,0.10416637860793562,0.004144884385480355,0.003,0.05144932676257644,0.0033529411764705885,0.002364492320723075,0.007667320535526032,0.0029050616221139485,0.004708647708269771,0.005868141120951581,0.22083327572158715,0.048750019156657554,0.0046,0.2110448029621881,0.006666666666666665,0.004545329647208537,0.009853671556515061,0.0045810123244227905
1705732631,0.791846231364301,2.1138457396130734,0.3983511595671941,33.36093330988732,0.294375304569477,8.272482660650159,0.7050460666194152,4.0758028681074485,2.5703579166800243,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,10735616,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,14.199,24.399,0.933,73.129,1.133,12.467,11.998,1.2,138.526,17.932,8.266,0,0,0.0030576620890600623,0.0032647920223081517,0.10416637860793562,0.004144884385480355,0.003,0.05144932676257644,0.0033529411764705885,0.002364492320723075,0.007667320535526032,0.0029050616221139485,0.004708647708269771,0.005868141120951581,0.22083327572158715,0.048750019156657554,0.0046,0.2110448029621881,0.006666666666666665,0.004545329647208537,0.009853671556515061,0.0045810123244227905
1705732632,0.791846231364301,2.1138457396130734,0.3983511595671941,22.08814000000075,0.294375304569477,8.272482660650159,0.7050460666194152,3.2528346621730395,2.517721433276536,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,10735616,45350912,2961408,8847360,60701.26559767628,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,13.801,24.601,1.067,74.205,1.133,12.467,12.668,1.2,140.341,18.401,8.734,0,0,0.003046013827257344,0.003232145161413001,0.09642857142857142,0.004019075085100045,0.003,0.04971441364915822,0.0033529411764705885,0.0023676017783481663,0.0076258102205905886,0.0029044610938575217,0.0046877327034278975,0.005239415302561769,0.2185,0.045950788821847215,0.0046,0.20863448921154407,0.006666666666666665,0.004539808033861961,0.009814197411492101,0.004580892218771505
1705732633,0.6514881874956815,2.1138457396130734,0.46879040863722754,22.08814000000075,0.294375304569477,8.272482660650159,0.7050460666194152,4.019918945235292,2.4650849498730465,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,10735616,45350912,2961408,8847360,49941.713348548175,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,13.801,24.601,1.067,74.205,1.133,12.467,12.668,1.2,140.341,18.401,8.734,0,0,0.003046013827257344,0.003232145161413001,0.09642857142857142,0.004019075085100045,0.003,0.04971441364915822,0.0033529411764705885,0.0023676017783481663,0.0076258102205905886,0.0029044610938575217,0.0046877327034278975,0.005239415302561769,0.2185,0.045950788821847215,0.0046,0.20863448921154407,0.006666666666666665,0.004539808033861961,0.009814197411492101,0.004580892218771505
1705732634,0.6382907503062764,2.1138457396130734,0.46879040863722754,22.08814000000075,0.294375304569477,8.272482660650159,0.7050460666194152,4.019918945235292,2.4124484664695576,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,10735616,45350912,2961408,8847360,48930.0255885869,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,13.801,24.601,1.067,74.205,1.133,12.467,12.668,1.2,140.341,18.401,8.734,0,0,0.003046013827257344,0.003232145161413001,0.09642857142857142,0.004019075085100045,0.003,0.04971441364915822,0.0033529411764705885,0.0023676017783481663,0.0076258102205905886,0.0029044610938575217,0.0046877327034278975,0.005239415302561769,0.2185,0.045950788821847215,0.0046,0.20863448921154407,0.006666666666666665,0.004539808033861961,0.009814197411492101,0.004580892218771505
1705732635,0.6250933131168714,2.1138457396130734,0.46879040863722754,22.08814000000075,0.294375304569477,8.272482660650159,0.7050460666194152,4.019918945235292,2.359811983066068,0.3141358859640055,0.28426388091346927,108572672,44367872,11350016,45121536,43683840,15433728,36347904,10735616,45350912,2961408,8847360,47918.33782862563,0,0,0,0,0,0,17047.133492872752,4,4,9,3,3,24,3,3,4,4,3,13.801,24.601,1.067,74.205,1.133,12.467,12.668,1.2,140.341,18.401,8.734,0,0,0.003046013827257344,0.003232145161413001,0.09642857142857142,0.004019075085100045,0.003,0.04971441364915822,0.0033529411764705885,0.0023676017783481663,0.0076258102205905886,0.0029044610938575217,0.0046877327034278975,0.005239415302561769,0.2185,0.045950788821847215,0.0046,0.20863448921154407,0.006666666666666665,0.004539808033861961,0.009814197411492101,0.004580892218771505
