time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705653916,1.295445226130493,46.97471578947443,0.14042138046186667,0.18210038537011358,3.740027159670276,0.8502136946440935,0.3896020702528346,0.07853779163527748,0.2535746201965991,0.8644876639253358,0.00009203206806280573,0.25087108867708025,0.23008251614443473,0.6632171287399947,0.9353509025969955,223272960,155213824,6504448,432439296,110321664,330092544,138506240,4464640,268169216,97116160,4575232,2891776,306507776,7655424,254754816,3932160,0,0,799321.228576277,0,32297.744835199494,0,0,0,1097248.7691862148,60,32,7,4,37,26,6,6,3,11,1,3,7,19,9,6.667,3.267,19.867,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.003085714285714286,0.04211229946524064,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.004754285714285714,3.923913043478262,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653917,1.295445226130493,46.97471578947443,0.14042138046186667,0.18210038537011358,3.740027159670276,0.8502136946440935,0.3896020702528346,0.07853779163527748,0.2535746201965991,0.8644876639253358,0.00009203206806280573,0.25087108867708025,0.23008251614443473,0.6632171287399947,0.923806540764624,223272960,155213824,6504448,432439296,110321664,330092544,138506240,4464640,268169216,97116160,4575232,2891776,306507776,7655424,254791680,3932160,0,0,799321.228576277,0,32297.744835199494,0,0,0,988624.5969599262,60,32,7,4,37,26,6,6,3,11,1,3,7,19,9,6.667,3,19.867,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04211229946524064,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,3.923913043478262,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653918,1.295445226130493,46.97471578947443,0.14042138046186667,0.18210038537011358,3.740027159670276,0.5583050000001322,0.3896020702528346,0.07853779163527748,0.26625721986902867,0.8650601162650375,0.00009203206806280573,0.25087108867708025,0.23008251614443473,0.6632171287399947,0.923806540764624,223272960,155213824,6504448,432439296,110321664,330092544,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3932160,0,0,799321.228576277,0,47316.134000770115,0,0,0,988624.5969599262,60,32,7,4,37,26,6,6,3,11,1,3,7,19,9,6.667,3,19.8,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04219613259668509,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,4.315420560747665,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653919,1.295445226130493,46.97471578947443,0.14042138046186664,0.18353925444788183,3.740027159670276,0.5583050000001322,0.3896020702528346,0.07853779163527748,0.26625721986902867,0.8650601162650375,0.00009203206806280573,0.24720099741739718,0.23008251614443473,0.6632171287399947,0.923806540764624,223272960,155213824,6504448,432435200,110321664,330092544,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3932160,0,0,799321.228576277,0,47316.134000770115,0,0,0,988624.5969599262,60,32,7,4,37,26,6,6,3,11,1,3,7,19,9,6.667,3,19.8,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04219613259668509,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,4.315420560747665,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653920,1.295445226130493,46.97471578947443,0.14042138046186664,0.18353925444788183,3.740027159670276,0.8971847892557123,0.38960207025283455,0.07853779163527748,0.26625721986902867,0.7332258914252958,0.00013461365879921473,0.24720099741739718,0.23008251614443473,0.6632171287399947,0.923806540764624,223272960,155213824,6504448,432435200,110321664,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3932160,0,0,799321.2285762769,0,47316.134000770115,0,0,0,988624.5969599262,60,32,7,4,37,27,6,6,3,11,1,3,7,19,9,6.667,3,19.8,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04219613259668509,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,4.315420560747665,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653921,1.295445226130493,41.259027321776834,0.12151659039062329,0.18353925444788183,3.1705249128958175,0.8971847892557123,0.38960207025283455,0.07853779163527748,0.26625721986902867,0.8551099363209546,0.00013461365879921473,0.24720099741739718,0.23008251614443473,0.6632171287399947,0.923806540764624,223272960,155213824,6504448,432435200,110321664,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3761241.4890547437,0,0,799321.2285762769,0,47316.134000770115,0,0,0,988624.5969599262,60,32,7,4,37,27,6,6,3,11,1,3,7,19,9,6.667,3,19.8,1.8,1.667,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04219613259668509,1.025,0.002833333333333333,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,4.315420560747665,2.6562500000000027,0.0047799999999999995,0.004697297297297297,0.00690990990990991
1705653922,1.2992277004910642,42.091000932745935,0.1472482161655538,0.18353925444788183,3.1081911269013123,0.8971847892557123,0.38960207025283455,0.0789472780648581,0.26625721986902867,0.8551099363209546,0.00013461365879921473,0.24720099741739718,0.23008251614443473,0.6632171287399947,0.8952918758131109,223272960,155213824,6504448,432435200,110321664,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3837085.58588647,0,0,799321.2285762769,0,47316.134000770115,0,0,0,894738.7990332777,60,32,7,4,37,27,6,6,3,11,1,3,7,19,9,6.667,3,19.8,1.8,1.867,1.733,13.667,0,0,0,0,0,0,2.539893617021276,0.0031,0.04219613259668509,1.025,0.00290625,0.003054054054054054,0.0033835616438356165,7.528846153846152,0.0047799999999999995,4.315420560747665,2.6562500000000027,0.004781250000000001,0.004697297297297297,0.00690990990990991
1705653923,1.2992277004910642,49.918416658145965,0.1472482161655538,0.18347784637733427,2.287317499999997,0.8971847892557123,0.38960207025283455,0.0789472780648581,0.26625721986902867,0.8551099363209546,0.00013461365879921473,0.24185619062383695,0.23008251614443473,0.6632171287399947,0.8952918758131109,223272960,155213824,6504448,432435200,110321664,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,4550645.809903555,0,0,799321.2285762769,0,47316.134000770115,0,0,0,894738.7990332777,60,32,7,4,37,27,6,6,3,11,1,3,7,19,9,6.733,3,19.8,1.867,1.933,1.8,13.267,0,0,0,0,0,0,2.5265957446808507,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.519230769230768,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
1705653924,1.2992277004910642,49.918416658145965,0.1472482161655538,0.18347784637733427,2.287317499999997,0.8971847892557123,0.39636597110755245,0.06414301701873806,0.26625721986902867,0.8551099363209546,0.00013461365879921473,0.24185619062383695,0.23008251614443473,0.6632171287399947,0.8952918758131109,223272960,155213824,6504448,432435200,110321664,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,4550645.809903555,0,0,920449.4382022473,0,47316.134000770115,0,0,0,894738.7990332777,60,32,7,4,37,27,6,6,3,11,1,3,7,19,9,6.733,3,19.8,1.867,1.933,1.8,13.267,0,0,0,0,0,0,2.5265957446808507,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.519230769230768,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
1705653925,1.2992277004910642,41.95039739249216,0.1472482161655538,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39636597110755245,0.06541611271512157,0.26625721986902867,0.8551099363209546,0.00013461365879921473,0.24185619062383695,0.18999063770626698,0.6632171287399947,0.8952918758131109,223272960,155213824,6504448,432435200,111132672,330088448,138506240,4464640,268173312,97120256,4575232,2891776,306507776,7655424,254791680,3824267.933521908,0,0,920449.4382022473,0,47316.134000770115,0,0,0,894738.7990332777,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,6.733,3,19.8,1.867,1.933,1.8,13.267,0,0,0,0,0,0,2.5265957446808507,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.519230769230768,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
