time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705385949,0.6894417696221464,2.4634780092592363,0.3423394898856684,14.623313032064814,0.25353577026173063,6.704470716451935,0.6729028527370622,3.468896297178021,2.596587622903227,0.26688700370338514,0.21434856276566555,116424704,43745280,11894784,40599552,43618304,16584704,41066496,10502144,45879296,3035136,9211904,158139.53488372095,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,23.333,0.733,76.736,0.533,14.267,13.467,0.867,156.867,19.467,8.267,0,0,0,0,0.002987240829346092,0.0031583166332665325,0.27205882352941174,0.05700896079084782,0.003,0.1637008733624454,0.0033529411764705885,0.0020601503759398497,0.007447229551451188,0.002856655290102389,0.004617862838915471,0.004884969939879759,0.5125000000000001,0.09399832865740246,0.0046,0.47546948356807517,0.006666666666666665,0.004420300751879699,0.009584432717678101,0.004593174061433447
1705385950,0.7169626735825787,2.4634780092592363,0.3423394898856684,14.31367420190273,0.2884384217262877,6.704470716451935,0.6729028527370622,3.468896297178021,2.596587622903227,0.27015913611820175,0.21434856276566555,116424704,43745280,11894784,40599552,43618304,16584704,41066496,10502144,45879296,3035136,9211904,174807.13042907327,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,26.8,0.733,76.736,0.533,14.267,13.467,0.867,156.867,19.467,8.267,0,0,0,0,0.002987240829346092,0.003135004821600771,0.27205882352941174,0.05700896079084782,0.003,0.1637008733624454,0.0033529411764705885,0.0020601503759398497,0.007447229551451188,0.002856655290102389,0.004617862838915471,0.004843008678881388,0.5125000000000001,0.09399832865740246,0.0046,0.47546948356807517,0.006666666666666665,0.004420300751879699,0.009584432717678101,0.004593174061433447
1705385951,0.6030402920947803,2.4634780092592363,0.3423394898856684,18.65997692186652,0.2884384217262877,6.704470716451935,0.6729028527370622,3.468896297178021,2.596587622903227,0.27015913611820175,0.21434856276566555,116424704,43745280,11894784,41578496,43618304,16584704,41066496,10502144,45879296,3035136,9211904,147031.00576693696,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,26.8,0.733,76.736,0.533,14.267,13.467,0.867,156.867,19.467,8.267,0,0,0,0,0.002987240829346092,0.003135004821600771,0.27205882352941174,0.05700896079084782,0.003,0.1637008733624454,0.0033529411764705885,0.0020601503759398497,0.007447229551451188,0.002856655290102389,0.004617862838915471,0.004843008678881388,0.5125000000000001,0.09399832865740246,0.0046,0.47546948356807517,0.006666666666666665,0.004420300751879699,0.009584432717678101,0.004593174061433447
1705385952,0.5910909142017373,2.4634780092592363,0.3423394898856684,18.65997692186652,0.2508340637115611,6.704470716451935,0.6729028527370622,3.468896297178021,2.596587622903227,0.2718461959068876,0.21434856276566555,116424704,43745280,11894784,41578496,43618304,16584704,41066496,10502144,45879296,3035136,9211904,144117.55359311908,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.002987240829346092,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385953,0.5791415363086945,2.4634780092592363,0.3423394898856684,18.65997692186652,0.24602675668278967,6.678537459897631,0.672902852737062,3.468896297178021,2.596587622903227,0.2718461959068876,0.21434856276566555,116424704,43745280,11894784,41578496,43618304,16838656,41066496,10502144,45879296,3035136,9211904,141204.1014193012,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.002987240829346092,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385954,0.5671921584156514,2.4634780092592363,0.29562441366168657,18.637739987613553,0.24121944965401818,6.678537459897631,0.672902852737062,3.468896297178021,2.596587622903227,0.2718461959068876,0.21434856276566555,116424704,43745280,11894784,41578496,43618304,16838656,41066496,10502144,45879296,3035136,9211904,138290.6492454833,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385955,0.5552427805226084,2.4634780092592363,0.28991875549692536,18.637739987613553,0.2364121426252467,6.678537459897631,0.672902852737062,3.468896297178021,2.580148286498546,0.2718461959068876,0.21434856276566555,116424704,43745280,11894784,41578496,43618304,16838656,41066496,10502144,45879296,3035136,9211904,135377.19707166543,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385956,0.5432934026295654,2.4634780092592363,0.4112455427628615,18.637739987613553,0.23160483559647524,6.678537459897631,0.672902852737062,2.9701364604051554,2.580148286498546,0.2718461959068876,0.21434856276566555,116424704,43745280,11804672,41578496,43618304,16838656,41066496,10502144,45879296,3035136,9211904,132463.74489784753,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385957,0.6223992625756903,2.4652570626426282,0.4112455427628615,18.637739987613553,0.22679752856770377,6.678537459897631,0.5787771675625131,2.9123215221188548,2.580148286498546,0.2718461959068876,0.2413444606079086,116314112,43745280,11804672,41578496,43618304,16838656,41066496,10502144,45879296,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.667,19.467,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020608123972763563,0.007447229551451188,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.0044204273303592384,0.009584432717678101,0.004581208053691275
1705385958,0.6223992625756903,2.4652570626426282,0.4112455427628615,18.637739987613553,0.30950969048309407,6.678537459897631,0.5787771675625131,2.854506583832555,2.580148286498546,0.2718461959068876,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16838656,41066496,10502144,45879296,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,0.867,14.267,13.467,1.2,157.333,19.133,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020610042233693104,0.0074578469520103765,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.004419709056780855,0.009564202334630352,0.004581208053691275
