time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705594749,0.7403700941549048,2.3370708934968283,0.3455172235707155,31.852295616717907,0.31497530412511515,7.869339257687237,0.5534123549461796,4.1805981771525085,2.9961017129481826,0.29440184049079815,0.28182421227196275,109125632,43466752,11780096,46018560,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.533,24.667,0.733,79.867,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.0030215716486902927,0.0032779456193353478,0.1,0.003954083705810646,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.0046437596302003085,0.006324468085106395,0.22,0.04008964143426303,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594750,0.7403700941549048,2.3370708934968283,0.3455172235707155,31.852295616717907,0.31497530412511515,7.869339257687237,0.5534123549461796,4.1805981771525085,2.9961017129481826,0.29618555766965626,0.28182421227196275,109125632,43466752,11780096,46018560,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.533,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.0030215716486902927,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.0046437596302003085,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594751,0.7403700941549048,2.3370708934968283,0.3455172235707155,31.852295616717907,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,2.9961017129481826,0.29618555766965626,0.28182421227196275,109125632,43466752,11780096,46018560,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.533,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.0030215716486902927,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.0046437596302003085,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594752,0.7403700941549048,2.3370708934968283,0.3455172235707155,31.852295616717907,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,2.9961017129481826,0.29618555766965626,0.28182421227196275,109125632,43466752,11780096,46018560,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.533,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.0030215716486902927,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.0046437596302003085,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594753,0.7403700941549048,2.503508954783111,0.3455172235707155,31.454476045370054,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,2.555040367868189,0.29618555766965626,0.28182421227196275,109125632,43495424,11780096,46030848,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594754,0.7403700941549048,2.503508954783111,0.3455172235707155,31.847137591564245,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,3.037992579965842,0.29618555766965626,0.28182421227196275,109125632,43495424,11780096,46030848,43970560,15781888,39936000,24625152,45445120,3006464,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594755,0.7403700941549048,2.2307973674535404,0.3455172235707155,31.847137591564245,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,3.037992579965842,0.2992605280748663,0.28182421227196275,109125632,43495424,11780096,46030848,43970560,15781888,39936000,24625152,45445120,3002368,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594756,0.7403700941549048,2.275150301901336,0.3455172235707155,31.847137591564245,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,3.037992579965842,0.2992605280748663,0.28182421227196275,109125632,43495424,11780096,46030848,43970560,15781888,39936000,24625152,45445120,3002368,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,14,13.133,0.8,141.933,18.733,7.267,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.004894736842105263,0.0022254160363086237,0.00761553273427471,0.00290990990990991,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009766666666666667,0.00445199913550897,0.009784980744544288,0.004601201201201201
1705594757,0.7403700941549048,2.6611760668677227,0.3455172235707155,31.847137591564245,0.31497530412511515,7.869339257687237,0.5963003328522218,4.138789394428442,2.5527618734332145,0.2992605280748663,0.27292473630890624,109125632,43495424,11780096,46030848,43970560,15781888,39936000,24625152,45445120,3002368,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,14,13.133,1.133,141.933,18.733,8.2,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05134730538922154,0.00480952380952381,0.0022254160363086237,0.00761553273427471,0.0028925373134328363,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.20287553648068662,0.009411764705882354,0.00445199913550897,0.009784980744544288,0.004597611940298508
1705594758,0.7403700941549048,2.6611760668677227,0.3455172235707155,31.847137591564245,0.31497530412511515,7.869339257687237,0.7151857502164661,4.138789394428442,2.502128663767117,0.2992605280748663,0.27292473630890624,109125632,43495424,11780096,46030848,43970560,15781888,39927808,24625152,45445120,3002368,9224192,38184.0216276685,0,0,0,0,0,0,4,5,9,4,3,25,3,4,4,4,2,15.333,25.067,0.733,75.2,0.667,13.933,13.133,1.133,141.933,18.733,8.2,0,0,0,0.003021244309559939,0.003270541082164329,0.1,0.003971381847914963,0.0030571428571428572,0.05051928783382789,0.00480952380952381,0.0022254160363086237,0.00761553273427471,0.0028925373134328363,0.00464309559939302,0.0061923076923077035,0.22,0.04093155893536124,0.004702857142857143,0.19931250000000011,0.009411764705882354,0.00445199913550897,0.009784980744544288,0.004597611940298508
