time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705703288,13.155259472013903,1.4133363043562663,0.17010225737989582,0.21315622849277224,5.998791057965291,17.30112560203473,0.4137836474124125,0.07427241740590051,10.069163719679247,0.9803675321496487,0.00014520574916322972,0.2317873691920018,5.565702577302138,0.7938119290980227,1.0448147625100037,396828672,164343808,329383936,862642176,191897600,641363968,82817024,7376896,532078592,183615488,8765440,5898240,589815808,13987840,95051776,1318228.6441994098,,0,646978.0400587938,91806.54480251033,0,,1262947.7945676222,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,6.2,4.134,25.135,2.133,2.067,1.867,17.001,0.017850729723457533,0.0030909090909090903,0.030107700759300655,0.04579538906018965,0.002652853409767803,0.007393507012508169,0.003765202657320909,0.04535073946991487,0.004763636363636364,0.08678970313814251,0.21837860615417815,0.0046798357936495664,0.009653722405021938,0.008597584459895523
1705703289,11.99134095562355,1.382645462092975,0.19029449754585379,0.21315622849277224,5.998791057965291,22.080036314984717,0.4137836474124125,0.07582258526201115,10.069163719679247,0.9803675321496487,0.00014520574916322972,0.23671552893414172,7.1887911784341325,0.81068090703136,1.0448147625100037,396828672,164343808,329383936,862642176,191897600,641363968,82817024,7376896,532078592,183615488,8765440,5898240,589815808,13987840,95051776,1289603.0812237924,,0,646978.0400587938,91806.54480251033,0,,1262947.7945676222,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,6.2,4.134,25.135,2.133,2.067,1.867,17.001,0.017834035257148436,0.0030909090909090903,0.030174086553232955,0.045650071885591996,0.002652933482293979,0.007390130639340585,0.0037653785897806724,0.04527000828468718,0.004763636363636364,0.08689254331846596,0.21325652332791292,0.004679869132694688,0.009648388232521558,0.008597680013334736
1705703290,11.99134095562355,1.3519546198296835,0.19029449754585379,0.21315622849277224,5.998791057965291,22.080036314984717,0.4137836474124125,0.06764846623779981,10.069163719679247,0.9803675321496487,0.00014520574916322972,0.29568958452839444,7.1887911784341325,0.8275498849646974,1.0448147625100037,396828672,164343808,329383936,862642176,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95051776,1260977.518248175,,0,646978.0400587938,91806.54480251033,0,,1262947.7945676222,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,6.333,3.267,24,1.733,2.067,1.867,15.933,0.017334307431899572,0.0031016949152542373,0.030067059635863147,0.04638085747142973,0.0026530098664500753,0.007386929357295763,0.0037510839604785145,0.040905131733802585,0.004783050847457627,0.0860669632014497,0.23343741797454662,0.004679900936047828,0.009643330678216426,0.008566843374346106
1705703291,11.99134095562355,1.3212637775663922,0.19029449754585379,0.20424366482818748,5.998791057965291,22.080036314984717,0.4137836474124125,0.06902007573563133,10.069163719679247,0.9803675321496487,0.00014520574916322972,0.29568958452839444,7.1887911784341325,1.0121386760002413,1.0448147625100037,396828672,164343808,329383936,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95051776,1232351.955272558,,0,646978.0400587938,91806.54480251033,0,,1262947.7945676222,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,6.333,3.267,24,1.733,2.067,1.867,15.933,0.01726190093660208,0.0031016949152542373,0.030128023726433643,0.046234674856409246,0.002653082811344124,0.007383889890845176,0.003752355633708567,0.04001978335423583,0.004783050847457627,0.08616430025773907,0.22955520173762106,0.004679931307427753,0.009638528768726024,0.008568652937089175
1705703292,11.99134095562355,1.2905729353031006,0.4883558302162953,0.20424366482818748,5.998791057965291,22.080036314984717,0.4137836474124125,0.07039168523346286,10.069163719679247,0.5411047597568773,0.00014520574916322972,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235432,396828672,164343808,329572352,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,1203726.3922969406,,0,646978.0400587938,91806.54480251033,0,,1200836.5700627426,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,5.933,3.267,24,1.4,1.533,1.533,14.933,0.017256195918073806,0.0031016949152542373,0.030188350349027594,0.04629653292729674,0.0026840628973227227,0.007393985611170065,0.0037336480004578607,0.03944602121499809,0.004783050847457627,0.08626069618206315,0.16391274423053712,0.004651958704035241,0.009701120973029454,0.008508260150812828
1705703293,11.99134095562355,1.2598820930398094,0.4883558302162953,0.20424366482818748,5.998791057965291,22.080036314984717,0.4137836474124125,0.0822965698698916,10.069163719679247,0.5546562632757513,0.00014520574916322972,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235435,396828672,164343808,329572352,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,1175100.8293213232,,0,646978.0400587938,91806.54480251033,0,,1200836.5700627428,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,5.933,3.267,24,1.4,1.533,1.533,14.933,0.01722436559710642,0.0031016949152542373,0.030248049450120787,0.04618623967860488,0.0026841207206360733,0.007391016289724909,0.0037347846015180655,0.03927522377573446,0.004783050847457627,0.08635616455816972,0.16240258998118104,0.004651981396208382,0.009696829959098579,0.00850990353551149
1705703294,11.99134095562355,1.0724207954588068,0.4883558302162953,0.20424366482818748,5.697602615328728,22.080036314984717,0.4137836474124125,0.0822965698698916,10.069163719679247,0.5682077667946253,0.00014520574916322972,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235435,396828672,164343808,329572352,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,863607.1249109383,,0,646978.0400587938,91806.54480251033,0,,1200836.5700627428,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,5.933,3.267,22,1.4,1.533,1.533,14.933,0.017203733859914635,0.0031016949152542373,0.03044920333791246,0.0460817125879462,0.002684176105116086,0.007388181238809998,0.0037358797704494253,0.039345760761319334,0.004783050847457627,0.08593941383387033,0.16094914995559959,0.004652003131286107,0.009692732981659348,0.008511481582176298
1705703295,11.99134095562355,1.4418786352982038,0.4883558302162953,0.20424366482818748,5.697602615328728,22.080036314984717,0.33984204535605933,0.0822965698698916,10.069163719679247,0.5817592703134993,0.00010571582153736515,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235435,396828672,164380672,329572352,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,1537911.2770205748,,0,653466.7167412972,91806.54480251033,0,,1200836.5700627428,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,5.933,3.267,22,1.4,1.533,1.533,14.933,0.017156218946357688,0.0031016949152542373,0.030556232067248744,0.04598251099013297,0.0026842292018713224,0.007385471552366227,0.00374777073753485,0.039015786323244914,0.004783050847457627,0.08605452924564899,0.15954928816475264,0.004652023968569432,0.009688817170423249,0.008532093546371204
1705703296,11.99134095562355,1.4418786352982038,0.4883558302162953,0.20424366482818748,5.697602615328728,22.080036314984717,0.2875724999999999,0.0822965698698916,10.069163719679247,0.5953107738323731,0.00010571582153736515,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235435,396828672,164380672,329572352,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,1537911.2770205748,,0,552960.0000000001,91806.54480251033,0,,1200836.5700627428,21,12,16,7,9,22,11,8,5,22,2,6,9,28,14,6.867,3.267,22,1.4,1.533,1.533,14.933,0.01647566572972649,0.0031016949152542373,0.03066114877767918,0.045888238006951465,0.0026842801497794972,0.007382879094939182,0.003766041862968717,0.032364269414654076,0.004783050847457627,0.08619857355135496,0.15820009563952792,0.004652043962559514,0.009685070768714941,0.008562034129178511
1705703297,11.99134095562355,1.4418786352982038,0.4883558302162953,0.20424366482818748,5.697602615328728,22.080036314984717,0.2875724999999999,0.0822965698698916,10.069163719679247,0.6088622773512472,0.00010571582153736515,0.29568958452839444,7.1887911784341325,1.0121386760002413,0.9949805796235435,396828672,164380672,5058560,862646272,191897600,641363968,82817024,7446528,532078592,183615488,8765440,5898240,589815808,13987840,95072256,1537911.2770205748,,0,552960.0000000001,91806.54480251033,0,,1200836.5700627428,21,12,3,7,9,22,11,8,5,22,2,6,9,28,14,6.867,3.267,22,1.4,1.533,1.533,14,0.016396718329875503,0.0031016949152542373,0.030775877493052547,0.045798535240340554,0.0026843290767004013,0.007380396420097319,0.0037699006171395305,0.03162890989498082,0.004783050847457627,0.08653075076897668,0.15689887025293814,0.004652063163433627,0.009681483015577051,0.008574591373516434
