time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705741110,1.5367594852451787,5.78871363152784,0.16220982756589078,0.20889197288762829,4.746614737007746,1.548716109596858,0.4087794804912567,0.08457652711050173,0.28372915714771857,0.78942261926555,0.00022050716648292445,0.32259273673214145,0.3678033287962129,0.7478212841667115,1.1676992804410844,213716992,87867392,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8425472,54079488,2633535.316157084,0,0,917048.1469405498,51321.717312245244,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.733,4.067,24.667,2.133,1.933,2,20,,0,0,0.019216417910447762,0.003046242774566474,0.031173780487804878,0.03735955056179775,0.002679012345679012,0.003091954022988506,0.00460655737704918,0.04240291262135922,0.004683236994219653,0.08208904109589041,0.04747191011235955,0.0045358024691358025,0.00476551724137931,0.008923303834808261
1705741111,1.5367594852451787,5.78871363152784,0.16220982756589078,0.20889197288762829,4.746614737007746,1.548716109596858,0.4087794804912567,0.08457652711050173,0.2782021990554098,0.78942261926555,0.00022050716648292445,0.32259273673214145,0.3678033287962129,0.7309711252949794,1.1676992804410844,213716992,87867392,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8425472,54079488,2633535.316157084,0,0,917048.1469405498,50321.98579483049,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.733,4.067,24.667,2.133,1.933,2,20,,0,0,0.019216417910447762,0.003046242774566474,0.031173780487804878,0.03735955056179775,0.002679012345679012,0.003091954022988506,0.00460655737704918,0.04240291262135922,0.004683236994219653,0.08208904109589041,0.04747191011235955,0.0045358024691358025,0.00476551724137931,0.008923303834808261
1705741112,1.5824960789741236,5.78871363152784,0.16220982756589078,0.20889197288762829,4.746614737007746,1.548716109596858,0.4087794804912567,0.08457652711050173,0.272675240963101,0.7894226192655501,0.00022050716648292445,0.32259273673214145,0.3678033287962129,0.7141209664232474,1.1676992804410844,213716992,87867392,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8425472,54079488,2633535.316157084,0,0,917048.1469405498,49322.254277415734,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.733,4.067,24.667,2.133,1.933,2,20,,0,0,0.019216417910447762,0.003046242774566474,0.031173780487804878,0.03735955056179775,0.002679012345679012,0.003091954022988506,0.00460655737704918,0.04240291262135922,0.004683236994219653,0.08208904109589041,0.04747191011235955,0.0045358024691358025,0.00476551724137931,0.008923303834808261
1705741113,1.5824960789741236,5.78871363152784,0.16220982756589078,0.20889197288762829,4.746614737007746,1.548716109596858,0.4087794804912567,0.08457652711050173,0.3368309146135721,0.7910963623002084,0.00022050716648292445,0.32259273673214145,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,87867392,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2633535.316157084,0,0,917048.1469405498,41471.481606479916,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.733,4.067,24.667,2.133,1.933,2,20,,0,0,0.019216417910447762,0.003046242774566474,0.031173780487804878,0.03735955056179775,0.002679012345679012,0.003091954022988506,0.00460655737704918,0.04240291262135922,0.004683236994219653,0.08208904109589041,0.04747191011235955,0.0045358024691358025,0.00476551724137931,0.008923303834808261
1705741114,1.5824960789741236,5.663925510567716,0.16220982756589078,0.1826469609006016,4.746614737007746,1.548716109596858,0.4087794804912567,0.08457652711050173,0.34685659205314845,0.7910963623002084,0.00022050716648292445,0.32259273673214145,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.784191924606,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.733,4.067,24.667,2.133,1.933,2,19.4,,0,0,0.019216417910447762,0.003046242774566474,0.031173780487804878,0.03735955056179775,0.002679012345679012,0.003091954022988506,0.004504424778761062,0.04240291262135922,0.004683236994219653,0.08208904109589041,0.04747191011235955,0.0045358024691358025,0.00476551724137931,0.008904191616766468
1705741115,1.5824960789741236,5.663925510567716,0.16220982756589078,0.18633957728162773,4.746614737007746,1.548716109596858,0.4087794804912567,0.08471599200129806,0.34685659205314845,0.7910963623002084,0.00022050716648292445,0.32259273673214145,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.784191924606,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.8,4.133,24.8,2.067,1.933,2,19.267,,0,0,0.018819444444444444,0.0030685714285714288,0.032074780058651026,0.03736413043478261,0.002679012345679012,0.003091954022988506,0.004477321814254859,0.04161458333333333,0.004723428571428572,0.08217465753424659,0.04747282608695652,0.0045358024691358025,0.00476551724137931,0.008868343195266273
1705741116,1.5824960789741236,5.663925510567716,0.16220982756589078,0.2215569828615695,4.746614737007746,1.548716109596858,0.4087794804912567,0.08471599200129806,0.34685659205314845,0.7910963623002084,0.00022050716648292445,0.23086440906806993,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.784191924606,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.8,4.133,24.8,2.067,1.933,2,19.267,,0,0,0.018819444444444444,0.0030685714285714288,0.032074780058651026,0.03736413043478261,0.002679012345679012,0.003091954022988506,0.004477321814254859,0.04161458333333333,0.004723428571428572,0.08217465753424659,0.04747282608695652,0.0045358024691358025,0.00476551724137931,0.008868343195266273
1705741117,1.5824960789741236,5.663925510567716,0.12057732357254186,0.2215569828615695,4.1537332890359515,1.548716109596858,0.4087794804912567,0.08471599200129806,0.34685659205314845,0.7910963623002084,0.00022050716648292445,0.23639442665159158,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6066176,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.784191924606,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.8,4.133,24.8,2.067,1.933,2,19.267,,0,0,0.018819444444444444,0.0030685714285714288,0.032074780058651026,0.03736413043478261,0.002679012345679012,0.003091954022988506,0.004477321814254859,0.04161458333333333,0.004723428571428572,0.08217465753424659,0.04747282608695652,0.0045358024691358025,0.00476551724137931,0.008868343195266273
1705741118,1.5824960789741236,5.663925510567716,0.18022268666654315,0.2215569828615695,4.234948664162116,1.548716109596858,0.4087794804912567,0.08471599200129806,0.34685659205314845,0.7910963623002084,0.00022050716648292445,0.19813499999999706,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6070272,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2846720,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.784191924606,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.8,4.133,24.8,2.067,1.933,2,19.267,,0,0,0.018819444444444444,0.0030685714285714288,0.032074780058651026,0.03736413043478261,0.002679012345679012,0.003091954022988506,0.004477321814254859,0.04161458333333333,0.004723428571428572,0.08217465753424659,0.04747282608695652,0.0045358024691358025,0.00476551724137931,0.008868343195266273
1705741119,1.5824960789741236,5.663925510567716,0.18022268666654315,0.2188303173354309,4.872922507569843,1.548716109596858,0.4087794804912567,0.08471599200129806,0.3468565920531484,0.7910963623002084,0.00018304943035649804,0.24399032817271618,0.3678033287962129,1.037011978251101,1.1676992804410844,213716992,88027136,6070272,430489600,104140800,328847360,44007424,4587520,274669568,95834112,4730880,2842624,294141952,8458240,54079488,2458076.2522738785,0,0,917048.1469405498,35094.78419192459,0,0,1703317.4469675731,11,7,7,4,8,21,9,6,3,11,1,3,6,23,11,8.8,4.133,24.8,2.067,1.933,2,19.267,,0,0,0.018819444444444444,0.0030685714285714288,0.032074780058651026,0.03736413043478261,0.002679012345679012,0.003091954022988506,0.004477321814254859,0.04161458333333333,0.004723428571428572,0.08217465753424659,0.04747282608695652,0.0045358024691358025,0.00476551724137931,0.008868343195266273
