time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705734305,1.4103977781759804,6.3113201057632695,0.18219186652763578,0.21917568382077746,4.853741744574927,1.4199864283139332,0.4099971605180999,0.0991815727303424,0.288473882628304,0.8199995862725282,0.00014101057579318573,0.3317670904735563,0.43686550112244094,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430665728,104357888,331952128,47235072,4603904,248602624,97308672,4644864,2838528,303624192,8278016,59400192,0,1690560.8461058924,0,0,670991.4160277833,26691.920135363795,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.667,3.6,22,2.2,2.933,2.333,15.6,0,0,0.019623893805309735,0.0030209424083769633,0.03288517441860465,0.0375,0.002558139534883721,0.0031,0.0032364779874213836,0.04270408163265306,0.004637696335078534,0.082890625,0.0475,0.004511627906976744,0.0047799999999999995,0.00527127659574468
1705734306,1.4103977781759804,6.3113201057632695,0.18219186652763578,0.21917568382077746,4.853741744574927,1.4199864283139332,0.4099971605180999,0.0991815727303424,0.33706345177663855,0.8199995862725282,0.00009350579958590372,0.3317670904735563,0.4283530613831062,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430665728,104357888,331952128,47235072,4603904,248602624,97308672,4644864,2838528,303624192,8278016,59400192,0,1690560.8461058924,0,0,670991.4160277833,31187.817258883253,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.667,3.6,22,2.2,2.067,2.333,15.6,0,0,0.019623893805309735,0.0030209424083769633,0.03288517441860465,0.0375,0.0025764705882352942,0.0031,0.0032364779874213836,0.04270408163265306,0.004637696335078534,0.082890625,0.0475,0.004515294117647059,0.0047799999999999995,0.00527127659574468
1705734307,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21917568382077746,4.853741744574927,1.4199864283139332,0.4099971605180999,0.0991815727303424,0.33706345177663855,0.8199995862725282,0.00009350579958590372,0.3317670904735563,0.4198406216437714,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430665728,104357888,331952128,47235072,4603904,248602624,97308672,4644864,2838528,303624192,8278016,59400192,0,1690560.8461058924,0,0,670991.4160277833,31187.817258883253,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.667,3.6,22,2.2,2.067,2.333,15.6,0,0,0.019623893805309735,0.0030209424083769633,0.03288517441860465,0.0375,0.0025764705882352942,0.0031,0.0032364779874213836,0.04270408163265306,0.004637696335078534,0.082890625,0.0475,0.004515294117647059,0.0047799999999999995,0.00527127659574468
1705734308,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21917568382077746,4.853741744574927,1.4199864283139332,0.4099971605180999,0.0991815727303424,0.33706345177663855,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.4531258489540951,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430665728,104357888,331952128,47235072,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59400192,0,1690560.8461058924,0,0,670991.4160277833,31187.817258883253,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.667,3.6,22,2.2,2.067,2.333,15.6,0,0,0.019623893805309735,0.0030209424083769633,0.03288517441860465,0.0375,0.0025764705882352942,0.0031,0.0032364779874213836,0.04270408163265306,0.004637696335078534,0.082890625,0.0475,0.004515294117647059,0.0047799999999999995,0.00527127659574468
1705734309,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21917568382077746,4.853741744574927,1.4199864283139332,0.4099971605180999,0.0991815727303424,0.33706345177663855,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430665728,104357888,331952128,47235072,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59400192,0,1690560.8461058924,0,0,670991.4160277833,31187.817258883253,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.667,3.6,22,2.2,2.067,2.333,15.6,0,0,0.019623893805309735,0.0030209424083769633,0.03288517441860465,0.0375,0.0025764705882352942,0.0031,0.0032364779874213836,0.04270408163265306,0.004637696335078534,0.082890625,0.0475,0.004515294117647059,0.0047799999999999995,0.00527127659574468
1705734310,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21054299829492643,4.853741744574927,1.4199864283139332,0.41500804252045603,0.0991815727303424,0.33706345177663855,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.8700399579390172,1.0489367256370448,220848128,95424512,6279168,430669824,104357888,331952128,47255552,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59400192,0,1690560.8461058924,0,0,837876.7745996224,31187.817258883253,0,0,1686138.2758689933,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5,3.6,22,1.533,1.4,1.667,13.6,0,0,0.019705882352941174,0.0030209424083769633,0.03288517441860465,0.0375,0.0025443037974683547,0.0030842105263157896,0.003230473751600512,0.042857142857142844,0.004637696335078534,0.082890625,0.0475,0.004508860759493671,0.004751578947368421,0.005161111111111109
1705734311,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21054299829492643,3.470351463896139,1.4199864283139332,0.41500804252045603,0.0991815727303424,0.32275493923218457,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.8967877094972081,1.0224498177524446,220848128,95424512,6279168,430669824,104357888,331952128,47255552,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59400192,0,1690560.8461058924,0,0,837876.7745996224,48409.39980696121,0,0,1082930.335232815,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5,3.6,22,1.533,1.4,1.667,13.6,0,0,0.019705882352941174,0.0030209424083769633,0.03288517441860465,0.0375,0.0025443037974683547,0.0030842105263157896,0.003230473751600512,0.042857142857142844,0.004637696335078534,0.082890625,0.0475,0.004508860759493671,0.004751578947368421,0.005161111111111109
1705734312,1.2808788959871829,6.3113201057632695,0.18219186652763578,0.21054299829492643,3.542674937236512,1.4199864283139332,0.41500804252045603,0.0991815727303424,0.32275493923218457,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.8967877094972081,1.0461043333597415,220848128,95424512,6279168,430669824,104357888,331952128,47255552,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59539456,0,1690560.8461058924,0,0,837876.7745996224,48409.39980696121,0,0,1671108.2943832683,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.867,3.6,22,1.533,1.4,1.667,13.6,0,0,0.019464285714285715,0.0030209424083769633,0.03288517441860465,0.0375,0.0025443037974683547,0.0030842105263157896,0.003230473751600512,0.042338709677419345,0.004637696335078534,0.082890625,0.0475,0.004508860759493671,0.004751578947368421,0.005161111111111109
1705734313,1.2808788959871829,5.707343167803301,0.18219186652763578,0.21054299829492643,2.9780274999998824,1.4199864283139332,0.4159922649262746,0.0758738415585574,0.32275493923218457,0.8199995862725282,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.8967877094972081,1.0461043333597415,220848128,95465472,6279168,430669824,104357888,331952128,47255552,4603904,248602624,97308672,4644864,2977792,303624192,8278016,59539456,0,2258052.426295949,0,0,910882.2818467488,48409.39980696121,0,0,1671108.2943832683,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.867,3.6,22,1.533,1.4,1.667,13.6,0,0,0.019464285714285715,0.0030209424083769633,0.03288517441860465,0.0375,0.0025443037974683547,0.0030842105263157896,0.003230473751600512,0.042338709677419345,0.004637696335078534,0.082890625,0.0475,0.004508860759493671,0.004751578947368421,0.005161111111111109
1705734314,1.2808788959871829,5.707343167803301,0.18219186652763578,0.21054299829492643,2.9780274999998824,1.4199864283139332,0.4159922649262746,0.08265982905982816,0.32275493923218457,0.8287498369636215,0.00009350579958590372,0.3261545754141959,0.38573734206401933,0.815629042690805,1.0461043333597415,220848128,95465472,6279168,430669824,104357888,331952128,47255552,4603904,248602624,97308672,4644864,2977792,303624192,8290304,59539456,0,2258052.426295949,0,0,910882.2818467488,48409.39980696121,0,0,1671108.2943832683,17,12,6,4,8,17,5,4,3,11,1,3,6,17,8,5.867,3.6,22,1.533,1.4,1.667,13.6,0,0,0.019464285714285715,0.0030209424083769633,0.03288517441860465,0.0375,0.0025443037974683547,0.0030842105263157896,0.003230473751600512,0.042338709677419345,0.004637696335078534,0.082890625,0.0475,0.004508860759493671,0.004751578947368421,0.005161111111111109
