time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705673042,0.7536556410675995,1.3119541037039522,0.4167700337733908,31.449986546118147,0.2535452793639595,6.282127519959575,0.8077529510961069,3.8153828456696064,2.3128758633544715,0.296633630342584,0.19016195489119414,108101632,44670976,12263424,45400064,43511808,16146432,44539904,10358784,45088768,2940928,8880128,75454.39659407236,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.4,1.067,79.067,1.267,13,12.667,1.2,137.333,17.533,7.8,0,0,0.003003072196620584,0.003203796203796204,0.14722222222222223,0.0040048522276135866,0.003054054054054054,0.057971014492753624,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029213114754098363,0.0046251920122887865,0.004966833166833167,0.22944444444444445,0.04491176470588232,0.004697297297297297,0.1948175182481752,0.0075625,0.004421015348288077,0.009551980198019804,0.004584262295081967
1705673043,0.7954587143214503,1.3448687747954542,0.4167700337733908,31.449986546118147,0.30826546490713436,6.143657066777606,0.7569067760403293,3.8153828456696064,2.8204946022185045,0.296633630342584,0.19466544105219152,108101632,44670976,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,91070.2870959673,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.4,1.067,78.933,1.267,12.2,12.667,1.2,137.333,17.533,7.8,0,0,0.003003072196620584,0.003203796203796204,0.14722222222222223,0.0039819780219780216,0.003054054054054054,0.054334365325077405,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029213114754098363,0.0046251920122887865,0.004966833166833167,0.22944444444444445,0.04459302325581393,0.004697297297297297,0.192390438247012,0.0075625,0.004421015348288077,0.009551980198019804,0.004584262295081967
1705673044,0.7954587143214503,1.3777834458869562,0.4167700337733908,31.449986546118147,0.30826546490713436,6.0051866135956375,0.7569067760403293,3.8153828456696064,2.8204946022185045,0.296633630342584,0.19916892721318888,108101632,44670976,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,91070.2870959673,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.4,1.067,78.933,1.267,12.2,12.667,1.2,137.333,17.533,7.8,0,0,0.003003072196620584,0.003203796203796204,0.14722222222222223,0.0039819780219780216,0.003054054054054054,0.054334365325077405,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029213114754098363,0.0046251920122887865,0.004966833166833167,0.22944444444444445,0.04459302325581393,0.004697297297297297,0.192390438247012,0.0075625,0.004421015348288077,0.009551980198019804,0.004584262295081967
1705673045,0.7954587143214503,1.4106981169784585,0.4167700337733908,31.449986546118147,0.30826546490713436,5.866716160413668,0.7221202550844071,3.8153828456696064,2.8204946022185045,0.296633630342584,0.20367241337418623,108101632,44670976,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,91070.2870959673,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,25.2,1.067,78.933,1.267,12.2,12.667,1.2,137.333,17.533,7.8,0,0,0.003003072196620584,0.0032057026476578414,0.14722222222222223,0.0039819780219780216,0.003054054054054054,0.054334365325077405,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029213114754098363,0.0046251920122887865,0.0049702647657841135,0.22944444444444445,0.04459302325581393,0.004697297297297297,0.192390438247012,0.0075625,0.004421015348288077,0.009551980198019804,0.004584262295081967
1705673046,0.7954587143214503,1.4436127880699605,0.4167700337733908,31.449986546118147,0.30826546490713436,5.728245707231698,0.7365465988566955,3.8153828456696064,2.8204946022185045,0.296633630342584,0.20034027417906494,108101632,44670976,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,91070.2870959673,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,25.2,1.067,78.933,1.267,12.2,12.667,1.2,137.333,17.533,7,0,0,0.003003072196620584,0.0032057026476578414,0.14722222222222223,0.0039819780219780216,0.003054054054054054,0.054334365325077405,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.0049702647657841135,0.22944444444444445,0.04459302325581393,0.004697297297297297,0.192390438247012,0.0075625,0.004421015348288077,0.009551980198019804,0.004586440677966102
1705673047,0.7954587143214503,1.491217614591078,0.418701520085403,31.449986546118147,0.30826546490713436,5.589775254049729,0.8655806263372997,3.8153828456696064,2.8204946022185045,0.296633630342584,0.20473771937780058,108101632,44658688,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,91070.2870959673,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,25.2,1.067,78.933,0.933,12.2,12.667,1.2,137.333,17.533,7,0,0,0.003003072196620584,0.0032057026476578414,0.14722222222222223,0.0039819780219780216,0.003054054054054054,0.0543343653250774,0.0035161290322580645,0.0020106257378984657,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.0049702647657841135,0.22944444444444445,0.04459302325581393,0.004697297297297297,0.19239043824701196,0.0075625,0.004421015348288077,0.009551980198019804,0.004586440677966102
1705673048,0.8285398104534569,1.5247291268743917,0.42717743093552957,31.449986546118147,0.30826546490713436,5.45130480086776,0.8655806263372997,3.7514723425627916,2.8204946022185045,0.296633630342584,0.20913516457653622,108101632,44658688,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2940928,8880128,69734.97531354634,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.733,0.8,78,0.667,12.2,12.667,0.933,136.733,17.533,6.467,0,0,0.003003072196620584,0.0032079510703363918,0.1543103448275862,0.0039877085162423175,0.003054054054054054,0.0543343653250774,0.0036896551724137933,0.0020131888836552045,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.004974311926605505,0.23086206896551725,0.044869186046511696,0.004697297297297297,0.19239043824701196,0.00805,0.004421479039095619,0.009551980198019804,0.004586440677966102
1705673049,0.8285398104534569,1.5582406391577055,0.5085546510075949,31.449986546118147,0.30826546490713436,5.312834347685792,0.8655806263372997,3.7514723425627916,2.8204946022185045,0.2966811487083336,0.2135326097752719,108101632,44658688,12263424,45400064,43515904,16146432,44367872,10358784,45264896,2936832,8880128,69734.97531354634,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.733,0.8,78,0.667,12.2,12.667,0.933,136.733,17.533,6.467,0,0,0.003003072196620584,0.0032079510703363918,0.1543103448275862,0.0039877085162423175,0.003054054054054054,0.0543343653250774,0.0036896551724137933,0.0020131888836552045,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.004974311926605505,0.23086206896551725,0.044869186046511696,0.004697297297297297,0.19239043824701196,0.00805,0.004421479039095619,0.009551980198019804,0.004586440677966102
1705673050,0.8285398104534569,1.591752151441019,0.4498329174835117,31.449986546118147,0.30826546490713436,5.1743638945038235,0.8655806263372997,3.7514723425627916,2.8204946022185045,0.2966811487083336,0.21793005497400755,108101632,44658688,12382208,45400064,43515904,16146432,44367872,10358784,45264896,2936832,8880128,69734.97531354634,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.733,0.8,78,0.667,12.2,12.667,0.667,136.733,17.533,6.467,0,0,0.003003072196620584,0.0032079510703363918,0.1543103448275862,0.0039877085162423175,0.003054054054054054,0.0543343653250774,0.0036666666666666666,0.0020131888836552045,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.004974311926605505,0.23086206896551725,0.04486918604651161,0.004697297297297297,0.19239043824701196,0.007999999999999998,0.004421479039095619,0.009551980198019804,0.004586440677966102
1705673051,0.8285398104534569,1.6252636637243325,0.4498329174835117,32.58337121143137,0.30826546490713436,5.035893441321854,0.8655806263372997,3.7514723425627916,2.8204946022185045,0.2966811487083336,0.2223275001727432,108101632,44658688,12382208,44982272,43515904,16146432,44367872,10358784,45264896,2936832,8880128,69734.97531354634,0,0,0,0,0,0,0,0,4,4,9,3,3,24,3,3,4,4,2,14.667,24.733,0.8,78,0.667,12.2,12.667,0.667,136.733,17.533,6.467,0,0,0.003003072196620584,0.0032079510703363918,0.1543103448275862,0.0039877085162423175,0.003054054054054054,0.0543343653250774,0.0036666666666666666,0.0020131888836552045,0.007487623762376238,0.0029322033898305086,0.0046251920122887865,0.004974311926605505,0.23086206896551725,0.04486918604651161,0.004697297297297297,0.19239043824701196,0.007999999999999998,0.004421479039095619,0.009551980198019804,0.004586440677966102
