time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705622819,0.7457098597782231,1.691388558929157,0.4445906432748955,30.375522356432626,0.3227602142632054,7.997115716091027,0.673018299966483,4.418812110007178,3.031259017024061,0.28374226673960895,0.3015152523571838,112439296,43589632,14438400,46989312,43417600,16105472,40644608,24829952,45801472,3014656,8978432,74162.5927937715,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.133,24.8,0.733,67.4,0.8,11.933,12,0.8,137.933,18.467,7.2,0,0,0,0.0030093167701863354,0.003112676056338028,0.06999999999999998,0.003489655172413793,0.003,0.04391480730223124,0.003529411764705882,0.0023088960342979637,0.007585227272727272,0.00294392523364486,0.004631677018633541,0.00480281690140845,0.20875,0.025308823529411766,0.0046,0.14815286624203813,0.007611111111111112,0.004467952840300108,0.00970391414141414,0.004598753894080996
1705622820,0.7457098597782231,2.663872858349929,0.4445906432748955,30.375522356432626,0.3227602142632054,7.997115716091027,0.673018299966483,4.395763734672346,2.5737073087321516,0.28374226673960895,0.3015152523571838,112439296,43638784,14438400,46989312,43417600,16105472,40644608,24829952,45801472,3014656,8978432,74162.5927937715,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.133,24.8,0.733,67.4,0.8,11.933,12,0.8,137.933,18.467,7.2,0,0,0,0.0030093167701863354,0.003112676056338028,0.06999999999999998,0.003489655172413793,0.003,0.04391480730223124,0.003529411764705882,0.0023088960342979637,0.007585227272727272,0.00294392523364486,0.004631677018633541,0.00480281690140845,0.20875,0.025308823529411766,0.0046,0.14815286624203813,0.007611111111111112,0.004467952840300108,0.00970391414141414,0.004598753894080996
1705622821,0.7118953234516188,2.663872858349929,0.4445906432748955,30.375522356432626,0.3227602142632054,7.997115716091027,0.673018299966483,4.395763734672346,2.523186325115084,0.2006429554589588,0.3015152523571838,112439296,43638784,14438400,46989312,43417600,16105472,40644608,24829952,45801472,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.133,24.8,0.733,67.4,0.8,11.933,12,0.8,137.933,18.467,7.2,0,0,0,0.0030093167701863354,0.003112676056338028,0.06999999999999998,0.003489655172413793,0.003,0.04391480730223124,0.003529411764705882,0.0023088960342979637,0.007585227272727272,0.00294392523364486,0.004631677018633541,0.00480281690140845,0.20875,0.025308823529411766,0.0046,0.14815286624203813,0.007611111111111112,0.004467952840300108,0.00970391414141414,0.004598753894080996
1705622822,0.7118953234516188,2.663872858349929,0.4445906432748955,30.375522356432626,0.31778892469188885,7.997115716091027,0.673018299966483,4.395763734672346,2.4726653414980166,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43417600,16105472,40644608,24829952,45801472,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.133,24.8,0.733,67.4,0.8,11.933,12,0.933,137.933,18.467,8.067,0,0,0,0.0030093167701863354,0.003112676056338028,0.06999999999999998,0.003489655172413793,0.003,0.04391480730223124,0.0035714285714285718,0.0023088960342979637,0.007585227272727272,0.0029214501510574017,0.004631677018633541,0.00480281690140845,0.20875,0.025308823529411766,0.0046,0.14815286624203813,0.00775,0.004467952840300108,0.00970391414141414,0.004593957703927493
1705622823,0.7118953234516188,2.663872858349929,0.4445906432748955,30.375522356432626,0.31778892469188885,7.997115716091027,0.673018299966483,4.395763734672346,2.372241556873913,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43417600,16105472,40644608,24829952,45801472,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.133,24.8,0.733,67.4,0.8,14.267,12,0.933,137.933,18.467,8.067,0,0,0,0.0030093167701863354,0.003112676056338028,0.06999999999999998,0.003489655172413793,0.003,0.043825301204819284,0.0035714285714285718,0.0023088960342979637,0.007585227272727272,0.0029214501510574017,0.004631677018633541,0.00480281690140845,0.20875,0.025308823529411766,0.0046,0.14856250000000013,0.00775,0.004467952840300108,0.00970391414141414,0.004593957703927493
1705622824,0.7118953234516188,2.705014122528732,0.4445906432748955,30.375522356432626,0.31778892469188885,5.787046145318304,0.673018299966483,4.395763734672346,3.074709403280766,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43417600,16105472,40644608,24829952,45756416,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,26.667,1.067,72.8,0.8,14.267,14.267,0.933,148.6,19.933,8.333,0,0,0,0.0030153374233128838,0.003128731343283582,0.06923076923076922,0.003483308042488619,0.003,0.043875000000000004,0.0035714285714285718,0.00231798013944644,0.007600376411543287,0.0029156626506024095,0.004642331288343559,0.004831716417910447,0.20285714285714287,0.02696524064171124,0.0046,0.14613207547169826,0.00775,0.004468328755546166,0.009730865746549562,0.0045831325301204815
1705622825,0.7118953234516188,2.705014122528732,0.45518130481358104,30.375522356432622,0.327339257710402,8.000186676622349,0.673018299966483,4.395763734672346,3.074709403280766,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43421696,15753216,40644608,24829952,45756416,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,26.667,1.067,72.8,0.8,14.267,14.267,0.933,148.6,19.933,8.333,0,0,0,0.0030153374233128838,0.003128731343283582,0.06923076923076922,0.003483308042488619,0.003,0.043875000000000004,0.0035714285714285718,0.00231798013944644,0.007600376411543287,0.0029156626506024095,0.004642331288343559,0.004831716417910447,0.20285714285714287,0.02696524064171124,0.0046,0.14613207547169826,0.00775,0.004468328755546166,0.009730865746549562,0.0045831325301204815
1705622826,0.7118953234516188,2.705014122528732,0.455181304813581,30.375522356432622,0.327339257710402,8.000186676622349,0.673018299966483,4.395763734672346,3.074709403280766,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43421696,15753216,40644608,24829952,45756416,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,26.667,1.067,72.8,0.8,14.267,14.267,0.933,148.6,19.933,8.333,0,0,0,0.0030153374233128838,0.003128731343283582,0.06923076923076922,0.003483308042488619,0.003,0.043875000000000004,0.0035714285714285718,0.00231798013944644,0.007600376411543287,0.0029156626506024095,0.004642331288343559,0.004831716417910447,0.20285714285714287,0.02696524064171124,0.0046,0.14613207547169826,0.00775,0.004468328755546166,0.009730865746549562,0.0045831325301204815
1705622827,0.7118953234516188,2.705014122528732,0.455181304813581,30.375522356432622,0.327339257710402,8.000186676622349,0.673018299966483,4.395763734672346,3.074709403280766,0.16974000000001155,0.30151525235718374,112439296,43638784,14438400,46989312,43421696,15753216,40644608,24829952,45756416,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,26.667,1.067,72.8,1,14.267,14.267,0.933,154.6,19.933,8.333,0,0,0,0.0030153374233128838,0.003128731343283582,0.06923076923076922,0.003483308042488619,0.003,0.043875000000000004,0.0035714285714285718,0.0022434055329187217,0.007600376411543287,0.0029156626506024095,0.004642331288343559,0.004831716417910447,0.20285714285714287,0.02696524064171124,0.0046,0.14613207547169826,0.00775,0.004453484880977912,0.009730865746549562,0.0045831325301204815
1705622828,0.7118953234516188,2.705014122528732,0.455181304813581,30.375522356432622,0.327339257710402,8.000186676622349,0.673018299966483,4.401352626018758,3.074709403280766,0.2494531395977165,0.30151525235718374,112439296,43638784,14438400,46989312,43421696,15753216,40644608,24899584,45756416,3014656,8978432,58830.28840629668,0,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,27.067,1.267,73.867,1.2,14.267,14.267,1.133,156.133,20.6,8.733,0,0,0,0.0030153374233128838,0.0031217228464419477,0.06666666666666665,0.0034790874524714827,0.003,0.043875000000000004,0.0034848484848484847,0.002243080883930487,0.007584375,0.00291358024691358,0.004642331288343559,0.004819101123595506,0.19999999999999998,0.026728723404255257,0.0046,0.14613207547169826,0.0074375000000000005,0.004453422012443683,0.009721875,0.004582716049382716
