time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705744668,2.135854038081582,2.823491460512935,0.17587841090007061,0.19966808588563725,4.863641133263368,1.3847864887778611,0.4256539292619127,0.08916433832867672,0.4577253218884036,0.8147960903269365,0.00012417031652142387,0.34056099179036337,1.0838463692566076,1.0343385597933366,1.1861695524688016,214777856,75239424,6037504,430551040,110043136,324714496,39174144,4349952,253976576,94785536,4689920,2846720,302219264,7876608,40771584,2061618.4661009968,0,0,966587.0578869556,45660.77699124909,0,25474.749150012438,1455249.0208248615,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,24.733,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028289473684210528,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08011235955056183,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744669,2.226158780521472,3.072936400541269,0.1716428297177964,0.19966808588563725,4.863641133263368,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.4577253218884036,0.8147960903269365,0.00012417031652142387,0.34056099179036337,1.0838463692566076,1.0343385597933366,0.9973661272678722,214777856,75255808,6037504,430551040,110043136,324714496,39174144,4349952,253976576,94785536,4689920,2846720,302219264,7876608,40771584,1967241.6093312236,0,0,966587.0578869556,45660.77699124909,0,25474.749150012438,1388855.8263963002,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,24.733,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028289473684210528,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08011235955056183,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744670,2.226158780521472,3.072936400541269,0.1716428297177964,0.19966808588563725,4.863641133263368,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.554809444576502,0.8147960903269365,0.00012417031652142387,0.34056099179036337,1.0838463692566076,1.0343385597933366,1.0175964723408,214777856,75255808,6037504,430551040,110043136,324714496,39174144,4349952,254087168,94785536,4689920,2846720,302219264,7876608,40771584,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1417027.0584608086,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,24.733,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028289473684210528,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08011235955056183,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744671,2.226158780521472,3.072936400541269,0.17164282971779643,0.2006959500081976,5.055282482048495,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.554809444576502,0.8147960903269365,0.00012417031652142387,0.34056099179036337,1.0838463692566076,1.1396769813478203,0.8530124999999968,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94785536,4689920,2846720,302219264,7876608,40771584,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1187840.0000000002,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,24.733,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028289473684210528,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08011235955056183,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744672,2.226158780521472,3.072936400541269,0.17164282971779643,0.2006959500081976,5.055282482048495,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.554809444576502,0.8147960903269365,0,0.34056099179036337,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94785536,4689920,2846720,302219264,7876608,40955904,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1505373.0468309622,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,24.733,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028289473684210528,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08011235955056183,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744673,2.226158780521472,3.072936400541269,0.17164282971779643,0.2006959500081976,5.055282482048495,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.554809444576502,0.8147960903269365,0,0.34056099179036337,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94785536,4689920,2846720,302219264,7876608,40955904,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1505373.0468309622,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,25.333,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028349673202614376,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08054347826086956,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744674,2.226158780521472,3.072936400541269,0.17164282971779643,0.2006959500081976,5.055282482048495,1.3847864887778611,0.4256539292619126,0.08916433832867672,0.554809444576502,0.8147960903269365,0,0.34056099179036337,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94785536,4689920,2846720,302219264,7876608,40955904,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1505373.0468309622,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.467,4.333,25.333,1.933,2,2.133,16.533,0.01514008620689655,0.0030930232558139532,0.028349673202614376,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.024010775862068966,0.004767441860465116,0.08054347826086956,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744675,2.226158780521472,3.072936400541269,0.17164282971779643,0.2006959500081976,5.055282482048495,1.3847864887778611,0.4256539292619126,0.10840016038492371,0.554809444576502,0.8023608607264776,0,0.34056099179036337,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94945280,4689920,2846720,302219264,7876608,40955904,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1505373.0468309622,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.733,4.333,25.333,1.933,2,2.133,16.533,0.014513274336283185,0.0030930232558139532,0.028349673202614376,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.02385840707964602,0.004767441860465116,0.08054347826086956,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744676,2.226158780521472,3.072936400541269,0.17164282971779643,0.20033028215532644,5.055282482048495,1.3847864887778611,0.4256539292619127,0.0856090266639935,0.554809444576502,0.8023608607264776,0,0.34056099179036337,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,110043136,324714496,39174144,4349952,254087168,94945280,4689920,2846720,302219264,7876608,40955904,1967241.6093312236,0,0,966587.0578869556,64907.69352666191,0,25474.749150012438,1505373.0468309622,12,7,6,4,9,16,6,4,3,11,1,3,6,17,8,7.733,4.333,25.333,1.933,2,2.133,16.533,0.014513274336283185,0.0030930232558139532,0.028349673202614376,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.02385840707964602,0.004767441860465116,0.08054347826086956,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
1705744677,2.226158780521472,3.0922699858230986,0.17164282971779643,0.20033028215532644,4.824069036675744,1.3847864887778611,0.4256539292619127,0.08380235732424478,0.554809444576502,0.8023608607264776,0,0.20487345213733424,1.0838463692566076,1.1396769813478203,1.177294762237602,214777856,75255808,6037504,430546944,99561472,324714496,39174144,4349952,254087168,94945280,4689920,2846720,302219264,7876608,40955904,2076689.8142585964,0,0,966587.0578869556,64907.69352666191,0,0,1505373.0468309622,12,7,6,4,8,16,6,4,3,11,1,3,6,17,8,7.733,4.333,25.333,1.933,2,2.133,16.533,0.014513274336283185,0.0030930232558139532,0.028349673202614376,0.037664473684210525,0.0027058823529411765,0.0036440677966101697,0.004809278350515464,0.02385840707964602,0.004767441860465116,0.08054347826086956,0.04779605263157895,0.004541176470588235,0.008733333333333334,0.00898132183908046
