time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705729543,1.9390751519577143,2.8051389640859066,0.17602788112843248,0.15460246817285303,4.452647797073632,1.4338326778691508,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8494656890145595,0.00014677103718199993,0.3252930517016805,0.4949210074173317,0.7722645048619039,1.0282895902656102,216944640,76578816,5877760,430559232,107700224,329580544,39264256,4370432,246288384,97021952,4644864,2838528,300466176,7553024,40452096,0,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,7.533,3.933,23.933,1.333,1.333,1.467,13.133,0,0,0.01356986899563319,0.003,0.029936708860759494,0.0375,0.002777777777777778,0.0034324324324324323,0.0032100840336134456,0.023080786026200874,0.0046,0.0758482142857143,0.0475,0.004595061728395061,0.0071875,0.004978151260504202
1705729544,1.9390751519577143,2.8051389640859066,0.17582787722817253,0.15119346691769792,3.505444389856468,1.4338326778691508,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8008944367996809,0.00014677103718199993,0.3252930517016805,0.4949210074173317,0.7722645048619039,1.0282895902656102,216944640,76578816,5873664,430559232,107700224,329580544,39264256,4370432,246288384,97017856,4644864,2838528,300466176,7553024,40452096,0,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,7.533,3.933,23.933,1.333,1.333,1.467,13.133,0,0,0.01356986899563319,0.003,0.029936708860759494,0.0375,0.002777777777777778,0.0034324324324324323,0.0032100840336134456,0.023080786026200874,0.0046,0.0758482142857143,0.0475,0.004595061728395061,0.0071875,0.004978151260504202
1705729545,1.408014217002779,2.8051389640859066,0.17582787722817253,0.1477844656625428,3.737155167882663,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8008944367996809,0.00014677103718199993,0.3252930517016805,0.4949210074173317,0.7722645048619039,1.0282895902656102,216944640,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246288384,97017856,4644864,2838528,300466176,7553024,40452096,0,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,3.933,24.2,1.333,1.333,1.467,14.667,0,0,0.013668831168831169,0.003022598870056497,0.03001269035532995,0.0375,0.002777777777777778,0.0034324324324324323,0.0032237960339943344,0.023149350649350645,0.0046406779661016945,0.0756818181818182,0.0475,0.004595061728395061,0.0071875,0.005031645569620258
1705729546,2.403241585800222,2.8051389640859066,0.17582787722817253,0.14437546440738772,3.813916059203503,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8008944367996809,0.0000985988583290114,0.3252930517016805,0.4949210074173317,0.616302466434783,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246288384,97017856,4644864,2838528,300466176,7553024,40452096,144833.32704301196,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,3.933,24.2,1.333,1.333,1.467,14.667,0,0,0.013668831168831169,0.003022598870056497,0.03001269035532995,0.0375,0.002777777777777778,0.0034324324324324323,0.0032237960339943344,0.023149350649350645,0.0046406779661016945,0.0756818181818182,0.0475,0.004595061728395061,0.0071875,0.005031645569620258
1705729547,2.8154097530665125,2.8051389640859066,0.17582787722817253,0.1409664631522326,3.8906769505243437,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8008944367996809,0.0000985988583290114,0.3252930517016805,0.4949210074173317,0.6370362658140817,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246288384,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,3.933,24.2,1.333,1.333,1.467,14.667,0,0,0.013668831168831169,0.003022598870056497,0.03001269035532995,0.0375,0.002777777777777778,0.0034324324324324323,0.0032237960339943344,0.023149350649350645,0.0046406779661016945,0.0756818181818182,0.0475,0.004595061728395061,0.0071875,0.005031645569620258
1705729548,2.8154097530665125,2.8051389640859066,0.17582787722817253,0.1375574618970775,3.967437841845184,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.4413120664226722,0.8008944367996809,0.0000985988583290114,0.3252930517016805,0.4949210074173317,0.746381096442978,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246288384,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,2005125.428622992,0,817753.8668459987,33560.932976457094,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,4.333,24.2,1.333,1.333,1.467,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.03001269035532995,0.0375,0.002777777777777778,0.0034324324324324323,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.0756818181818182,0.0475,0.004595061728395061,0.0071875,0.005283950617283945
1705729549,2.8154097530665125,2.8051389640859066,0.17582787722817253,0.20932504602373084,4.605653479250425,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.1388095475881286,0.8008944367996809,0.00012797368253564492,0.3252930517016805,0.4949210074173317,0.746381096442978,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246284288,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,2005125.428622992,0,817753.8668459987,24544.09267951663,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.333,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002777777777777778,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004595061728395061,0.007166666666666666,0.005283950617283945
1705729550,2.8154097530665125,1.716067500000005,0.17582787722817253,0.20932504602373084,4.605653479250425,1.4947038375025965,0.4381430733019497,0.08956728184913142,1.1388095475881286,0.8008944367996809,0.00013099684954175495,0.3252930517016805,0.3087554299035464,0.746381096442978,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329580544,39264256,4370432,246284288,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,870400,0,817753.8668459987,24544.09267951663,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,21,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.333,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002777777777777778,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004595061728395061,0.007166666666666666,0.005283950617283945
1705729551,2.8154097530665125,2.045903963206066,0.14149254183854879,0.20932504602373084,4.605653479250425,1.500047502466512,0.4381430733019497,0.08956728184913142,1.1388095475881286,0.8008944367996809,0.00013402001654786501,0.3252930517016805,0.31522951159408646,0.746381096442978,1.0282895902656102,216981504,76578816,5873664,430559232,98598912,329625600,39264256,4370432,246284288,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,1037695.0845899448,0,817753.8668459987,24544.09267951663,0,34792.457104026274,1411329.2248321485,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.533,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002818181818181818,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004605194805194805,0.007166666666666666,0.005283950617283945
1705729552,2.8154097530665125,2.004926671755799,0.1443009458301704,0.20932504602373084,4.605653479250425,1.500047502466512,0.4381430733019497,0.09379097776510832,1.1388095475881286,0.8008944367996809,0.0001370431835539751,0.3252930517016805,0.3217035932846265,0.746381096442978,0.6480149062349733,216981504,76578816,5873664,430559232,98598912,329625600,39264256,4378624,246284288,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,1016911.1501128265,0,817753.8668459987,24544.09267951663,0,34792.457104026274,805544.4782817758,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.533,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002818181818181818,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004605194805194805,0.007166666666666666,0.005283950617283945
1705729553,2.8154097530665125,1.9639493803055323,0.14710934982179205,0.20932504602373084,4.605653479250425,1.500047502466512,0.4381430733019497,0.09379097776510832,1.1388095475881286,0.8008944367996809,0.00014006635056008516,0.3252930517016805,0.3281776749751666,0.746381096442978,0.6638587914729922,216981504,76578816,5873664,430559232,98598912,329625600,39264256,4378624,246284288,97017856,4644864,2838528,300466176,7557120,40452096,169672.9800013808,996127.2156357081,0,817753.8668459987,24544.09267951663,0,34792.457104026274,825239.9422984452,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.533,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002818181818181818,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004605194805194805,0.007166666666666666,0.005283950617283945
1705729554,2.8154097530665125,2.748437630895543,0.1685042394972975,0.20660199265862592,4.605653479250425,1.500047502466512,0.4381430733019497,0.09379097776510832,1.1388095475881286,0.8008944367996809,0.00014308951756619522,0.3331856625050333,0.32768564476668555,0.746381096442978,0.6797026767110111,216981504,76783616,5873664,430559232,98598912,329625600,39264256,4378624,246284288,97017856,4644864,2842624,300466176,7557120,40452096,169672.9800013808,1218128.508000335,0,817753.8668459987,24544.09267951663,0,22494.78270420679,844935.4063151146,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.867,4.333,25.667,1.333,1.533,1.4,16.4,0,0,0.013668831168831169,0.0030228571428571427,0.029488778054862847,0.0375,0.002818181818181818,0.0034285714285714284,0.0032371888726207905,0.023149350649350645,0.004641142857142857,0.07490825688073395,0.0475,0.004605194805194805,0.007166666666666666,0.005283950617283945
1705729555,2.8154097530665125,2.748437630895543,0.1685042394972975,0.20660199265862592,4.605653479250425,1.500047502466512,0.3423643733619731,0.09379097776510832,1.1388095475881286,0.8008944367996809,0.00014611268457230526,0.3331856625050333,0.32121156307614546,0.746381096442978,0.69554656194903,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300466176,7557120,40452096,169672.9800013808,1218128.508000335,0,465248.938627488,24544.09267951663,0,22494.78270420679,864630.870331784,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,9.533,4.333,25.667,2,2.2,2.067,18.4,0,0,0.013766375545851528,0.0030228571428571427,0.029488778054862847,0.03734567901234568,0.0028028169014084506,0.0033582089552238806,0.0032235469448584197,0.02317248908296943,0.004641142857142857,0.07490825688073395,0.04746913580246914,0.004605633802816901,0.006708333333333338,0.00502666666666666
1705729556,2.8154097530665125,2.748437630895543,0.1685042394972975,0.20660199265862592,4.605653479250425,1.500047502466512,0.34953083096255033,0.07216249796447262,1.1388095475881286,0.8008944367996809,0.00014913585157841534,0.3331856625050333,0.31473748138560537,0.746381096442978,0.7113904471870489,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300466176,7557120,40452096,169672.9800013808,1218128.508000335,0,474987.64700898854,24544.09267951663,0,22494.78270420679,884326.3343484532,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,9.533,4.333,25.667,2,2.2,2.067,18.4,0,0,0.013766375545851528,0.0030228571428571427,0.029488778054862847,0.03734567901234568,0.0028028169014084506,0.0033582089552238806,0.0032235469448584197,0.02317248908296943,0.004641142857142857,0.07490825688073395,0.04746913580246914,0.004605633802816901,0.006708333333333338,0.00502666666666666
1705729557,2.8154097530665125,2.748437630895543,0.14662349593124147,0.20660199265862592,4.605653479250425,1.4718500576701272,0.35669728856312755,0.07362158386945077,1.1388095475881286,0.8008944367996809,0.0001521590185845254,0.3331856625050333,0.30826339969506533,0.746381096442978,0.5930999999999997,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300466176,7557120,40452096,169672.9800013808,1218128.508000335,0,484726.35539048904,24544.09267951663,0,22494.78270420679,737280,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,9.4,4.333,25.667,2,2.2,2.067,18.4,0,0,0.013561643835616439,0.0030228571428571427,0.029488778054862847,0.03734567901234568,0.0028028169014084506,0.0033582089552238806,0.0032235469448584197,0.0230958904109589,0.004641142857142857,0.07490825688073395,0.04746913580246914,0.004605633802816901,0.006708333333333338,0.00502666666666666
1705729558,2.8154097530665125,2.748437630895543,0.1623482100615051,0.20660199265862592,4.605653479250425,1.4718500576701272,0.36386374616370465,0.07508066977442893,1.1388095475881286,0.8008944367996809,0.00018139002036660353,0.3331856625050333,0.6592891861575972,0.746381096442978,0.5930999999999997,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40452096,169672.9800013808,1218128.508000335,0,494465.06377198955,24544.09267951663,0,22494.78270420679,737280,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,9.4,4.333,25.667,2,2.2,2.067,18.4,0,0,0.013561643835616439,0.0030228571428571427,0.029488778054862847,0.03734567901234568,0.0028028169014084506,0.0033582089552238806,0.0032235469448584197,0.0230958904109589,0.004641142857142857,0.07490825688073395,0.04746913580246914,0.004605633802816901,0.006708333333333338,0.00502666666666666
1705729559,2.8154097530665125,2.748437630895543,0.1623482100615051,0.20660199265862592,4.605653479250425,1.4718500576701272,0.3710302037642818,0.08754515429868892,1.495230534351148,0.8008944367996809,0.00018139002036660353,0.32845214979195425,0.6592891861575972,0.746381096442978,0.5930999999999997,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40452096,169672.9800013808,1218128.508000335,0,504203.7721534901,37520.6106870229,0,0,737280,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,9.4,4.333,25.667,2,2.2,2.067,18.4,0,0,0.013561643835616439,0.0030228571428571427,0.029488778054862847,0.03734567901234568,0.0028028169014084506,0.0033582089552238806,0.0032235469448584197,0.0230958904109589,0.004641142857142857,0.07490825688073395,0.04746913580246914,0.004605633802816901,0.006708333333333338,0.00502666666666666
1705729560,2.8154097530665125,2.748437630895543,0.1623482100615051,0.20660199265862592,3.944256052666291,1.4718500576701272,0.42998745603463,0.08754515429868892,1.495230534351148,0.8008944367996809,0.00018139002036660353,0.32845214979195425,0.6592891861575972,0.746381096442978,0.5930999999999997,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40452096,169672.9800013808,1218128.508000335,0,584322.5028900312,37520.6106870229,0,0,737280,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8,4.067,24.867,2.867,2.2,2.067,19.6,0,0,0.013479729729729729,0.003023121387283237,0.028932225063938617,0.0375,0.0028028169014084506,0.0033582089552238806,0.0032732732732732727,0.023020270270270267,0.0046416184971098265,0.0747897196261682,0.04774691358024691,0.004605633802816901,0.006708333333333338,0.0058595505617977444
1705729561,2.815409753066513,2.748437630895543,0.1623482100615051,0.20660199265862592,3.8674951613454507,1.4718500576701272,0.42998745603463,0.08754515429868892,1.495230534351148,0.8008944367996809,0.00018139002036660353,0.32845214979195425,0.6592891861575972,0.746381096442978,0.5930999999999997,216981504,76783616,5873664,430559232,98598912,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40452096,169672.9800013808,1218128.508000335,0,584322.5028900312,37520.6106870229,0,0,737280,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8,4.067,24.867,2.867,2.2,2.067,19.6,0,0,0.013479729729729729,0.003023121387283237,0.028932225063938617,0.0375,0.0028028169014084506,0.0033582089552238806,0.0032732732732732727,0.023020270270270267,0.0046416184971098265,0.0747897196261682,0.04774691358024691,0.004605633802816901,0.006708333333333338,0.0058595505617977444
1705729562,2.380014455337424,2.748437630895543,0.1623482100615051,0.20660199265862592,4.571110846204958,1.4718500576701272,0.42998745603463,0.08754515429868892,1.495230534351148,0.8008944367996809,0.00018139002036660353,0.32845214979195425,0.6592891861575972,0.746381096442978,1.0130583112627352,216981504,76783616,5873664,430559232,99250176,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40480768,143433.5249580006,1218128.508000335,0,584322.5028900312,37520.6106870229,0,0,1020460.5647079948,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8,4.067,24.867,2.867,2.2,2.067,19.6,0,0,0.013479729729729729,0.003023121387283237,0.028932225063938617,0.0375,0.0028028169014084506,0.0033582089552238806,0.0032732732732732727,0.023020270270270267,0.0046416184971098265,0.0747897196261682,0.04774691358024691,0.004605633802816901,0.006708333333333338,0.0058595505617977444
1705729563,2.8397755561606317,2.748437630895543,0.1623482100615051,0.20660199265862592,4.571110846204958,1.4718500576701272,0.42998745603463,0.08754515429868892,1.495230534351148,0.8008944367996809,0.0001196925790601014,0.32845214979195425,0.6592891861575972,0.6340009826885471,1.0130583112627352,216981504,76783616,5873664,430559232,99250176,329625600,39280640,4378624,246284288,97017856,4644864,2842624,300507136,7557120,40480768,214109.6469100235,1218128.508000335,0,584322.5028900312,37520.6106870229,0,0,1020460.5647079948,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8,3.2,24.867,2.867,2.2,2.067,22.2,0,0,0.013479729729729729,0.003023391812865497,0.028932225063938617,0.0375,0.0028028169014084506,0.0033582089552238806,0.0032814814814814807,0.023020270270270267,0.0046421052631578945,0.0747897196261682,0.04774691358024691,0.004605633802816901,0.006708333333333338,0.0059782608695652115
1705729564,2.7825159559779387,2.748437630895543,0.1623482100615051,0.20660199265862592,3.9594148987911444,1.4718500576701272,0.42998745603463,0.08754515429868892,1.2967278177711288,0.5071853913415039,0.0001196925790601014,0.32845214979195425,0.6592891861575972,0.6334096889026459,1.0130583112627352,216981504,76783616,5873664,430559232,99250176,329625600,39280640,4378624,246075392,97021952,4644864,2842624,300507136,7557120,40480768,209792.46319783578,1218128.508000335,0,584322.5028900312,60529.037978424705,0,0,1020460.5647079948,17,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8,3.2,22,2.867,2.2,2.667,22.2,0,0,0.013479729729729729,0.003023391812865497,0.028548177083333334,0.0375,0.0028028169014084506,0.0033823529411764705,0.0032814814814814807,0.023020270270270267,0.0046421052631578945,0.07439320388349513,0.04774691358024691,0.004605633802816901,0.007041666666666667,0.0059782608695652115
