time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705705884,0.6365008357092719,1.7525539646450063,0.41803858698658425,9.38022558598069,0.3246778173841408,7.485398453183985,0.7351064095831216,3.7650885511085725,3.0851199097151127,0.30635242351797454,0.16393999999998243,112349184,44687360,11931648,104820736,43978752,16736256,44335104,10465280,46022656,2949120,8888320,40271.359748304,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.133,149.733,20.067,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.003269531228523604,0.003,0.04173109405350984,0.003342857142857143,0.0018913531122097468,0.007505883397485509,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.00585126365800762,0.0046,0.09103499763259848,0.006583333333333336,0.0043957736165936715,0.009562353660177304,0.004583387387551135
1705705885,0.6365008357092719,1.716229971554228,0.41803858698658425,9.38022558598069,0.3246778173841408,7.336240132531908,0.7351064095831216,3.7650885511085725,3.0851199097151127,0.199669903592822,0.16393999999998243,112349184,44687360,11931648,104820736,43978752,16736256,44335104,10465280,46022656,2949120,8888320,40271.359748304,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.067,149.733,20.067,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018913531122097468,0.007505883397485509,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.0043957736165936715,0.009562353660177304,0.004583387387551135
1705705886,0.6365008357092719,2.157416738136009,0.41803858698658425,9.38022558598069,0.3246778173841408,7.187081811879832,0.7351064095831216,3.7650885511085725,3.104020528226106,0.20489621455135,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16736256,44335104,10465280,46022656,2949120,8978432,40271.359748304,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.067,149.733,20.067,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018913531122097468,0.007505883397485509,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.0043957736165936715,0.009562353660177304,0.004583387387551135
1705705887,0.6365008357092719,2.157416738136009,0.41803858698658425,9.38022558598069,0.3246778173841408,7.037923491227755,0.7351064095831216,3.7445432177155307,3.104020528226106,0.21012252550987798,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16736256,44335104,10465280,46022656,2949120,8978432,40271.359748304,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.067,149.733,20.067,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018913531122097468,0.007505883397485509,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.0043957736165936715,0.009562353660177304,0.004583387387551135
1705705888,0.5430271518696115,2.157416738136009,0.41803858698658425,9.38022558598069,0.3246778173841408,6.888765170575678,0.7351064095831216,3.7445432177155307,3.104020528226106,0.21534883646840597,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16736256,44335104,10465280,46022656,2949120,8978432,34357.286839489185,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.067,150.2,19.267,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018754497913389177,0.007497049653247018,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.004393349586404313,0.009565526033838758,0.004583387387551135
1705705889,0.5324188046077902,2.157416738136009,0.40435363029561805,9.38022558598069,0.3246778173841408,8.785106765834923,0.4860800000000154,3.7445432177155307,3.104020528226106,0.22057514742693393,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16637952,44335104,10465280,46022656,2949120,8978432,33686.09751035079,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.8,26.8,1.133,73.733,0.933,13.2,13.667,1.067,150.2,19.267,7.667,0,0,0,0.0029971015140624366,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018754497913389177,0.007497049653247018,0.0028658173622526243,0.004599420302812488,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.004393349586404313,0.009565526033838758,0.004583387387551135
1705705890,0.5218104573459689,2.2343031817572223,0.40435363029561805,9.38022558598069,0.3246778173841408,8.785106765834923,0.4860800000000154,3.7445432177155307,3.0468657248012674,0.22580145838546192,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16637952,44335104,10465280,46043136,2949120,8978432,33014.90818121238,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.933,26.8,1.133,73.733,0.933,13.2,13.667,1.067,150.2,19.267,7.667,0,0,0,0.0029941861768402003,0.003166513068280421,0.04479168017007817,0.0032695312285236046,0.003,0.04173109405350984,0.00327027027027027,0.0018754497913389177,0.007497049653247018,0.0028658173622526243,0.00459883723536804,0.004899723522904758,0.08642858730194004,0.005851263658007627,0.0046,0.09103499763259848,0.0058000000000000005,0.004393349586404313,0.009565526033838758,0.004583387387551135
1705705891,0.5112021100841478,2.2343031817572223,0.40435363029561805,9.38022558598069,0.32519702730726696,8.785106765834923,0.4860800000000154,3.7445432177155307,3.0468657248012674,0.2310277693439899,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16637952,44335104,10465280,46043136,2949120,8978432,32343.718852073984,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.867,25.467,1,77.6,0.933,13.2,12.667,1.067,140.4,17.6,6.933,0,0,0,0.0029941690962099125,0.003147465437788019,0.04471153846153846,0.0032301972195279667,0.003,0.04172443674176776,0.00327027027027027,0.001867193108399139,0.0074970238095238085,0.0028598726114649684,0.0045988338192419825,0.004865437788018433,0.08633333333333335,0.0051646884272997145,0.0046,0.09036723163841807,0.0058000000000000005,0.004390284757118927,0.009566071428571427,0.004571974522292994
1705705892,0.3985399999999118,2.2343031817572223,0.40435363029561805,9.38022558598069,0.32519702730726696,8.785106765834923,0.4860800000000154,3.7445432177155307,3.0468657248012674,0.2362540803025179,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16637952,44335104,10465280,46043136,2949120,8978432,40960.00000000001,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.867,25.467,1,77.6,0.933,13.2,12.667,1.067,140.4,17.6,6.933,0,0,0,0.0029941690962099125,0.003147465437788019,0.04471153846153846,0.0032301972195279667,0.003,0.04172443674176776,0.00327027027027027,0.001867193108399139,0.0074970238095238085,0.0028598726114649684,0.0045988338192419825,0.004865437788018433,0.08633333333333335,0.0051646884272997145,0.0046,0.09036723163841807,0.0058000000000000005,0.004390284757118927,0.009566071428571427,0.004571974522292994
1705705893,0.474882523471326,2.2343031817572223,0.40435363029561805,9.38022558598069,0.27587218051449924,8.785106765834923,0.4860800000000154,3.7445432177155307,3.0468657248012674,0.2414803912610459,0.2925282687451805,112349184,44695552,11931648,104820736,43978752,16637952,44335104,10465280,46043136,2949120,8978432,48806.11271488388,0,0,0,0,0,0,0,0,4,4,9,4,3,31,3,3,4,4,2,14.867,25.467,1,78.6,0.933,12.667,12.667,1.067,140.4,17.6,6.933,0,0,0,0.0029941690962099125,0.003147465437788019,0.04471153846153846,0.003212244897959184,0.003,0.04183628318584071,0.00327027027027027,0.001867193108399139,0.0074970238095238085,0.0028598726114649684,0.0045988338192419825,0.004865437788018433,0.08633333333333335,0.004982040816326532,0.0046,0.09065459610027858,0.0058000000000000005,0.004390284757118927,0.009566071428571427,0.004571974522292994
