time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705724404,1.895778394971562,5.524891048548765,0.21607925696594385,0.20674780608174245,5.038818752479432,1.214632710142812,0.4542882249560634,0.09865254857328704,0.3524116470326722,0.790634996109624,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93585408,6193152,431038464,100757504,319401984,46567424,4620288,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2356279.961649089,0,0,899824.2530755711,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724405,1.895778394971562,5.524891048548765,0.21607925696594385,0.20674780608174245,5.038818752479432,1.214632710142812,0.4542882249560634,0.09865254857328704,0.3524116470326722,0.829182490505707,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93585408,6193152,431038464,100757504,319401984,46567424,4620288,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2356279.961649089,0,0,899824.2530755711,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724406,1.895778394971562,5.524891048548765,0.21607925696594385,0.20674780608174245,5.038818752479432,1.214632710142812,0.4542882249560634,0.09865254857328704,0.3524116470326722,0.829182490505707,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93585408,6193152,431038464,100757504,319401984,46567424,4620288,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2356279.961649089,0,0,899824.2530755711,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724407,1.5474370139721834,5.524891048548765,0.21607925696594385,0.20597751654872842,5.038818752479432,1.214632710142812,0.44295270690728333,0.10316636629171597,0.3524116470326722,0.829182490505707,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93585408,6193152,431038464,100757504,319401984,46616576,4620288,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2356279.961649089,0,0,870856.6687409251,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724408,1.5158407073893239,5.472258900795061,0.21607925696594385,0.20597751654872842,5.038818752479432,1.214632710142812,0.44295270690728333,0.10568107877672935,0.3524116470326722,0.6926645032980299,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2123746.975458002,0,0,870856.6687409251,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724409,1.4842444008064646,5.472258900795061,0.21607925696594385,0.20597751654872842,5.038818752479432,1.214632710142812,0.3499496088261743,0.10568107877672935,0.3524116470326722,0.6788447951229348,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,1.1639943783266542,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2123746.975458002,0,0,820641.993408441,26012.129679611342,0,0,1959691.4060163866,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.933,4,25,2.6,2.533,2.533,22.067,0.019520408163265304,0.003125,0.03171965317919075,0.0375,0.0028,0.003,0.00439381443298969,0.040655339805825245,0.004825,0.08173202614379087,0.0475,0.004560000000000001,0.0046,0.008886018237082068
1705724410,1.4526480942236055,5.570149000297177,0.21607925696594385,0.20597751654872842,5.038818752479432,1.214632710142812,0.3574185199972087,0.10568107877672935,0.3524116470326722,0.7814819358400338,0.00008601269711243163,0.29407172636773227,0.33412195225737895,1.0827005128647114,0.9582098721916544,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58560512,0,2251695.8865729934,0,0,838156.8069627341,26012.129679611342,0,0,1613234.2961944062,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.733,4,25,2.4,2.333,2.333,21.467,0.01943452380952381,0.003125,0.03171965317919075,0.0375,0.002818181818181818,0.003,0.004436105476673428,0.04046116504854369,0.004825,0.08173202614379087,0.0475,0.0045636363636363635,0.0046,0.008902898550724639
1705724411,1.4210517876407458,5.570149000297177,0.21607925696594385,0.20597751654872842,5.038818752479432,1.214632710142812,0.3648874311682431,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.29407172636773227,0.312982008264637,1.0827005128647114,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58617856,0,2251695.8865729934,0,0,855671.6205170271,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.733,4,25,2.4,2.333,2.333,21.467,0.01943452380952381,0.003125,0.03171965317919075,0.0375,0.002818181818181818,0.003,0.004436105476673428,0.04046116504854369,0.004825,0.08173202614379087,0.0475,0.0045636363636363635,0.0046,0.008902898550724639
1705724412,1.3894554810578865,5.570149000297177,0.18506167984864083,0.20597751654872842,5.038818752479432,1.214632710142812,0.37235634233927756,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.29407172636773227,0.31009615946950814,1.0827005128647114,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58617856,0,2251695.8865729934,0,0,873186.4340713203,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.733,4,25,2.4,2.333,2.333,21.467,0.01943452380952381,0.003125,0.03171965317919075,0.0375,0.002818181818181818,0.003,0.004436105476673428,0.04046116504854369,0.004825,0.08173202614379087,0.0475,0.0045636363636363635,0.0046,0.008902898550724639
1705724413,1.357859174475027,5.570149000297177,0.21697157733319042,0.20597751654872842,5.038818752479432,1.214632710142812,0.37982525351031193,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.2921485313135058,0.3163135432198241,1.0476329908772353,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2846720,305537024,8507392,58617856,0,2251695.8865729934,0,0,890701.2476256134,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.733,4,25,2.4,2.333,2.333,21.467,0.01943452380952381,0.003125,0.03171965317919075,0.0375,0.002818181818181818,0.003,0.004436105476673428,0.04046116504854369,0.004825,0.08173202614379087,0.0475,0.0045636363636363635,0.0046,0.008902898550724639
1705724414,1.0504066666665797,5.570149000297177,0.21697157733319042,0.20597751654872842,4.259495448814704,1.291355789342308,0.38729416468134636,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.2897937118885981,0.37304302501895686,0.8610580429407741,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,0,2251695.8865729934,0,0,908216.0611799065,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.733,4,25,2.4,2.067,2.067,21.467,0.01943452380952381,0.003125,0.03171965317919075,0.0375,0.00278494623655914,0.003,0.004436105476673428,0.04046116504854369,0.004825,0.08173202614379087,0.0475,0.004556989247311827,0.0046,0.008902898550724639
1705724415,2.9539634503952885,5.570149000297177,0.21697157733319042,0.20597751654872842,3.244700000000052,1.291355789342308,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.2897937118885981,0.37304302501895686,0.8790501036264347,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2251695.8865729934,0,0,1050888.8132575855,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.133,4.133,24.533,2,2.067,2.067,19.667,0.019427710843373493,0.003111731843575419,0.03248607242339833,0.0375,0.00278494623655914,0.003,0.004512195121951219,0.040465686274509804,0.004801117318435754,0.08183441558441559,0.0475,0.004556989247311827,0.0046,0.00894475138121547
1705724416,2.9539634503952885,5.570149000297177,0.21697157733319042,0.20857238950658516,3.244700000000052,1.291355789342308,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.2897937118885981,0.37304302501895686,0.8970421643120949,1.141373027798633,219328512,93745152,6193152,431038464,100757504,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2251695.8865729934,0,0,1050888.8132575855,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,8.133,4.133,24.533,2,2.067,2.067,19.667,0.019427710843373493,0.003111731843575419,0.03248607242339833,0.0375,0.00278494623655914,0.003,0.004512195121951219,0.040465686274509804,0.004801117318435754,0.08183441558441559,0.0475,0.004556989247311827,0.0046,0.00894475138121547
1705724417,2.9539634503952885,5.570149000297177,0.2168591440417908,0.20857238950658516,4.861298489917699,1.291355789342308,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.7814819358400338,0.0001267733172351354,0.2897937118885981,0.37304302501895686,0.9150342249977554,1.141373027798633,219328512,93745152,6193152,431038464,100433920,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2251695.8865729934,0,0,1050888.8132575855,19619.6771566796,0,0,1615627.3478587528,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,7.733,4.133,24.533,2,2.067,2.067,17.267,0.019216867469879516,0.003111731843575419,0.03248607242339833,0.0375,0.00278494623655914,0.003,0.004532416502946955,0.040102040816326526,0.004801117318435754,0.08183441558441559,0.0475,0.004556989247311827,0.0046,0.008969576719576718
1705724418,2.9539634503952885,5.570149000297177,0.2168591440417908,0.20857238950658516,4.861298489917699,1.2913557893423078,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.781481935840034,0.00010559055236945458,0.2897937118885981,0.37304302501895686,0.933026285683416,1.1675080586461504,219328512,93745152,6193152,431038464,100433920,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2251695.8865729934,0,0,1050888.8132575855,19619.6771566796,0,0,1820775.7096807738,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,7.733,4.133,24.8,2,2.067,2.067,17.267,0.019216867469879516,0.003111731843575419,0.032763157894736834,0.0375,0.00278494623655914,0.003,0.004532416502946955,0.040102040816326526,0.004801117318435754,0.08120805369127516,0.0475,0.004556989247311827,0.0046,0.008969576719576718
1705724419,2.9539634503952885,5.358825142230445,0.2168591440417908,0.20857238950658516,4.861298489917699,1.0819032609601078,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.781481935840034,0.000103477663748869,0.2897937118885981,0.37304302501895686,1.0795236411396247,1.1675080586461504,219328512,93634560,6193152,431038464,100433920,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2070601.1378435811,0,0,1050888.8132575855,19619.6771566796,0,0,1820775.7096807738,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,7.733,4.4,24.8,2,2.067,2.067,17.267,0.019216867469879516,0.003110497237569061,0.032763157894736834,0.0375,0.00278494623655914,0.003,0.004532416502946955,0.040102040816326526,0.00479889502762431,0.08120805369127516,0.0475,0.004556989247311827,0.0046,0.008969576719576718
1705724420,2.9539634503952885,5.358825142230445,0.2168591440417908,0.2085723895065852,4.861298489917699,1.0603806644710694,0.44813467026206405,0.10568107877672935,0.34744695119029667,0.781481935840034,0.0001013647751282834,0.2897937118885981,0.37304302501895686,1.0795236411396247,1.1675080586461504,219328512,93634560,6193152,431038464,100433920,319401984,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,2070601.1378435811,0,0,1050888.8132575855,19619.6771566796,0,0,1820775.7096807738,12,8,7,4,7,19,5,6,3,11,1,3,5,20,9,7.733,4.4,24.8,2,2.067,2.067,17.267,0.019216867469879516,0.003110497237569061,0.032763157894736834,0.0375,0.00278494623655914,0.003,0.004532416502946955,0.040102040816326526,0.00479889502762431,0.08120805369127516,0.0475,0.004556989247311827,0.0046,0.008969576719576718
1705724421,2.9539634503952885,3.75072639263428,0.2168591440417908,0.2085723895065852,4.861298489917699,1.1314391042610872,0.3889447940501449,0.10568107877672935,0.34744695119029667,0.6646722052462181,0.00009925188650769783,0.2897937118885981,0.37304302501895686,1.0795236411396247,1.1675080586461504,219328512,93634560,6193152,431038464,100433920,319410176,46616576,4624384,272449536,93487104,4616192,2842624,305537024,8507392,58617856,172960.7994932789,1062458.574436825,0,0,912086.8349754054,19619.6771566796,0,0,1820775.7096807738,12,8,7,4,7,15,5,6,3,11,1,3,5,20,9,7.733,4.4,24.8,2,2.067,2.067,17.267,0.019216867469879516,0.003110497237569061,0.032763157894736834,0.0375,0.00278494623655914,0.003,0.004532416502946955,0.040102040816326526,0.00479889502762431,0.08120805369127516,0.0475,0.004556989247311827,0.0046,0.008969576719576718
