time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705525112,0.8225961324738528,1.9303732900532828,0.42799320690630405,32.99807699537592,0.3289554050350383,8.773980745962723,0.6808471619626976,3.6547875201721203,3.0758103770590557,0.2915116631323948,0.26281436190391566,111919104,44457984,11935744,45662208,43565056,16572416,43565056,10203136,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.4,0.8,79.2,0.667,13.467,13.667,0.8,149.667,19.667,7.733,0,0,0,0.002997179125528914,0.00315609756097561,0.10441176470588236,0.003745745228144426,0.0031142857142857144,0.04853855721393035,0.004304236914728323,0.001974536464771323,0.007546296296296296,0.0029290780141843975,0.004603949224259521,0.004880975609756097,0.23500000000000004,0.039913361168183684,0.004805714285714286,0.19136363636363649,0.00873326813655761,0.0044281334981458595,0.009694444444444443,0.004585815602836879
1705525113,0.8225961324738528,1.9303732900532828,0.42799320690630405,32.99807699537592,0.3289554050350383,8.754757881801824,0.6808471619626976,3.6547875201721203,3.0758103770590557,0.2915116631323948,0.26281436190391566,111919104,44457984,11935744,45662208,43565056,16691200,43565056,10203136,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.4,0.8,79.2,0.667,13.267,13.667,0.8,149.667,19.667,7.733,0,0,0,0.002997179125528914,0.00315609756097561,0.10441176470588236,0.003745745228144426,0.0031142857142857144,0.04714033018867924,0.004304236914728323,0.001974536464771323,0.007546296296296296,0.0029290780141843975,0.004603949224259521,0.004880975609756097,0.23500000000000004,0.039913361168183684,0.004805714285714286,0.17963043478260873,0.00873326813655761,0.0044281334981458595,0.009694444444444443,0.004585815602836879
1705525114,0.8225961324738528,1.9303732900532828,0.42799320690630405,32.99807699537592,0.3289554050350383,8.754757881801824,0.6808471619626976,3.7179051985092118,3.0758103770590557,0.2915116631323948,0.26281436190391566,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,79.067,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.0037412280846391105,0.0031111111111111114,0.04714033018867924,0.004119927458928952,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.039566834444395085,0.0048000000000000004,0.17963043478260873,0.008607085024099369,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525115,0.8225961324738528,1.9303732900532828,0.3868413344182442,32.99807699537592,0.3114417845484206,8.754757881801824,0.6808471619626976,3.7179051985092118,3.0758103770590557,0.2915116631323948,0.26281436190391566,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,79.067,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.0037412280846391105,0.0031111111111111114,0.04714033018867924,0.004119927458928952,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.039566834444395085,0.0048000000000000004,0.17963043478260873,0.008607085024099369,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525116,0.8225961324738528,1.9303732900532828,0.3868413344182442,32.99807699537592,0.3114417845484206,8.754757881801824,0.6808471619626976,3.7179051985092118,3.0758103770590557,0.2915116631323948,0.24594898845324503,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,79.067,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.0037412280846391105,0.0031111111111111114,0.04714033018867924,0.004119927458928952,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.039566834444395085,0.0048000000000000004,0.17963043478260873,0.008607085024099369,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525117,0.8225961324738528,1.9303732900532828,0.3868413344182442,32.99807699537592,0.3114417845484206,8.754757881801824,0.6808471619626976,3.7188980645161,3.0758103770590557,0.2915116631323948,0.24594898845324503,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,81.267,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.003687592319054653,0.0031111111111111114,0.04714033018867924,0.0037999999999999996,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.03550518134715036,0.0048000000000000004,0.17963043478260873,0.00825,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525118,0.8225961324738528,1.9303732900532828,0.3868413344182442,31.875801358186507,0.3114417845484206,8.754757881801824,0.6808471619626976,3.7188980645161,3.0758103770590557,0.2915116631323948,0.2073175758794035,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2985984,8884224,54625.47232718382,0,0,0,0,0,24816.722205392303,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,81.267,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.003687592319054653,0.0031111111111111114,0.04714033018867924,0.0037999999999999996,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.03550518134715036,0.0048000000000000004,0.17963043478260873,0.00825,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525119,0.8225961324738528,1.9303732900532828,0.3868413344182442,31.875801358186507,0.3114417845484206,8.754757881801824,0.5510064438982277,3.7188980645161,3.0758103770590557,0.2876647211023599,0.2518105340160994,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45912064,2981888,8892416,54625.47232718382,0,0,0,0,0,16430.99263894739,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,81.267,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.003687592319054653,0.0031111111111111114,0.04714033018867924,0.0037999999999999996,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.03550518134715036,0.0048000000000000004,0.17963043478260873,0.00825,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525120,0.791184610653629,1.9303732900532828,0.3868413344182442,31.875801358186507,0.3114417845484206,8.754757881801824,0.5510064438982277,3.7188980645161,2.965163072752906,0.2876647211023599,0.2518105340160994,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45895680,2981888,8892416,69976.42395872483,0,0,0,0,0,16430.99263894739,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,81.267,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.003687592319054653,0.0031111111111111114,0.04714033018867924,0.0037999999999999996,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.03550518134715036,0.0048000000000000004,0.17963043478260873,0.00825,0.004427456790123457,0.009664021164021165,0.004585915492957747
1705525121,0.791184610653629,1.9303732900532828,0.3868413344182442,31.875801358186507,0.3114417845484206,8.446682225002302,0.5510064438982277,3.7188980645161,2.965163072752906,0.2876647211023599,0.2518105340160994,111919104,44457984,11935744,45662208,43565056,16691200,43565056,9793536,45895680,2981888,8892416,69976.42395872483,0,0,0,0,0,16430.99263894739,4,4,9,4,3,26,3,3,4,4,2,15.333,26.533,0.867,81.267,0.733,13.267,13.667,0.867,149.4,19.6,7.867,0,0,0,0.002997179125528914,0.003158048780487805,0.1,0.003687592319054653,0.0031111111111111114,0.04714033018867924,0.0037999999999999996,0.001975308641975309,0.0075,0.002929577464788732,0.004603949224259521,0.004884487804878049,0.22666666666666663,0.03550518134715036,0.0048000000000000004,0.17963043478260873,0.00825,0.004427456790123457,0.009664021164021165,0.004585915492957747
