time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705670622,0.778191523433315,1.8294963660303503,0.4149491428298536,33.44805565541099,0.33623194635487963,8.178548585028276,0.5862515318627546,2.6353808678307025,2.939778837153613,0.2928186346989385,0.2758303539043475,108040192,44703744,12206080,44908544,43511808,15958016,43905024,10330112,45252608,2940928,8720384,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,14.733,27.133,0.867,79.133,1.333,14,12.867,1.333,148.869,19.402,9.2,0,0,0.003027734976887519,0.003242424242424243,0.15089285714285713,0.004274674115456238,0.003,0.05635888501742159,0.003342857142857143,0.0019688385269121815,0.0075343749999999985,0.0029380804953560375,0.004654853620955315,0.005451456310679613,0.23017857142857145,0.05046478873239448,0.0046,0.21095818815331008,0.006583333333333336,0.004413408876298395,0.009661874999999999,0.004647058823529413
1705670623,0.778191523433315,1.7932589083811443,0.4149491428298536,33.44805565541099,0.33623194635487963,8.178548585028276,0.5862515318627546,3.639000786192751,2.939778837153613,0.2928186346989385,0.2758303539043475,108040192,44703744,12206080,44908544,43511808,15958016,43905024,10199040,45252608,2940928,8720384,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,14.733,27.133,0.867,79.133,1.333,14,12.867,1.333,145.8,19.067,9.2,0,0,0.003027734976887519,0.003242424242424243,0.15089285714285713,0.004274674115456238,0.003,0.05635888501742159,0.003342857142857143,0.0019229287090558765,0.007503184713375796,0.0029380804953560375,0.004654853620955315,0.005451456310679613,0.23017857142857145,0.05046478873239448,0.0046,0.21095818815331008,0.006583333333333336,0.004408477842003854,0.00965859872611465,0.004647058823529413
1705670624,0.778191523433315,1.7570214507319386,0.4149491428298536,33.44805565541099,0.33623194635487963,8.23399866762329,0.6753109531095305,3.639000786192751,2.939778837153613,0.2928186346989385,0.2846888388642823,108040192,44703744,12206080,44908544,43511808,15958016,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,14.733,27.133,0.867,79.133,1.333,14,12.867,1.333,145.8,19.067,9.2,0,0,0.003027734976887519,0.003242424242424243,0.15089285714285713,0.004274674115456238,0.003,0.05635888501742159,0.003342857142857143,0.0019229287090558765,0.007503184713375796,0.0029380804953560375,0.004654853620955315,0.005451456310679613,0.23017857142857145,0.05046478873239448,0.0046,0.21095818815331008,0.006583333333333336,0.004408477842003854,0.00965859872611465,0.004647058823529413
1705670625,0.778191523433315,1.749111015547437,0.4149491428298536,21.485959542246714,0.33623194635487963,8.23399866762329,0.6753109531095305,3.639000786192751,2.939778837153613,0.22485948622809693,0.2846888388642822,108040192,44703744,12206080,44908544,43511808,15958016,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,14.933,27.133,0.867,79.133,1.333,14,12.867,1.333,145.8,19.067,9.2,0,0,0.0030247295208655333,0.003242424242424243,0.15089285714285713,0.004274674115456238,0.003,0.05635888501742159,0.003342857142857143,0.0019229287090558765,0.007503184713375796,0.0029380804953560375,0.004654404945904173,0.005451456310679613,0.23017857142857145,0.05046478873239448,0.0046,0.21095818815331008,0.006583333333333336,0.004408477842003854,0.00965859872611465,0.004647058823529413
1705670626,0.778191523433315,2.290374199394564,0.4149491428298536,22.025997735134837,0.33623194635487963,8.23399866762329,0.6753109531095305,3.639000786192751,2.939778837153613,0.22973279816819567,0.2846888388642822,108040192,44699648,12206080,44908544,43511808,15958016,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,27.4,1.333,83.2,1.333,14,13.667,1.333,145.8,19.067,8.933,0,0,0.0030216049382716047,0.003223506743737958,0.14285714285714285,0.004246443322625058,0.003,0.05738831615120274,0.003342857142857143,0.0019343832020997374,0.0075,0.0029447852760736194,0.004648765432098765,0.005031914893617026,0.22857142857142856,0.05297333333333333,0.0046,0.21145762711864405,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.0046576687116564415
1705670627,0.778191523433315,2.290374199394564,0.4149491428298536,22.566035928022956,0.33623194635487963,8.23399866762329,0.6753109531095305,3.639000786192751,2.939778837153613,0.23588097028613295,0.2846888388642822,108040192,44699648,12206080,44908544,43511808,15958016,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,27.4,1.333,83.2,1.333,14,13.667,1.333,145.8,19.067,8.933,0,0,0.0030216049382716047,0.003223506743737958,0.14285714285714285,0.004246443322625058,0.003,0.05738831615120274,0.003342857142857143,0.0019343832020997374,0.0075,0.0029447852760736194,0.004648765432098765,0.005031914893617026,0.22857142857142856,0.05297333333333333,0.0046,0.21145762711864405,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.0046576687116564415
1705670628,0.778191523433315,2.290374199394564,0.41494914282985373,23.106074120911067,0.33623194635487963,8.23399866762329,0.6753109531095305,3.639000786192751,2.939778837153613,0.2966434336023471,0.2846888388642822,108040192,44699648,12206080,44908544,43511808,15958016,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,27.4,1.333,83.533,1.333,12.667,13.667,1.333,145.8,19.067,8.933,0,0,0.0030216049382716047,0.003223506743737958,0.14285714285714285,0.004251028806584362,0.003,0.057142857142857134,0.003342857142857143,0.0019343832020997374,0.0075,0.0029447852760736194,0.004648765432098765,0.005031914893617026,0.22857142857142856,0.055464824120603114,0.0046,0.21296551724137924,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.0046576687116564415
1705670629,0.778191523433315,2.290374199394564,0.41494914282985373,23.64611231379919,0.33623194635487963,8.316047058823482,0.6058521987308946,3.639000786192751,2.939778837153613,0.2966434336023471,0.28105837986090604,108040192,44699648,12206080,44908544,43511808,15831040,44449792,10199040,45252608,2940928,8716288,43727.98121063307,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,27.4,1.333,83.533,1.333,12.667,13.667,1.333,145.8,19.067,8.933,0,0,0.0030216049382716047,0.003223506743737958,0.14285714285714285,0.004251028806584362,0.003,0.057142857142857134,0.003342857142857143,0.0019343832020997374,0.0075,0.0029447852760736194,0.004648765432098765,0.005031914893617026,0.22857142857142856,0.055464824120603114,0.0046,0.21296551724137924,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.0046576687116564415
1705670630,0.5836456586964166,2.290374199394564,0.41494914282985373,24.186150506687305,0.33623194635487963,8.316047058823482,0.6058521987308946,3.7273421177255903,2.942005409032721,0.2966434336023471,0.28105837986090604,108171264,44699648,12206080,44908544,43511808,15831040,44449792,10199040,45256704,2940928,8716288,72833.70534852288,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,25.933,1.333,83.533,1.333,12.667,13.667,1.333,145.8,19.067,8.933,0,0,0.0030216049382716047,0.0032181467181467186,0.14285714285714285,0.004251028806584362,0.003,0.057142857142857134,0.003342857142857143,0.0019343832020997374,0.0075,0.0029447852760736194,0.004648765432098765,0.0049926640926640925,0.22857142857142856,0.055464824120603114,0.0046,0.21296551724137924,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.0046576687116564415
1705670631,0.5955288246872765,2.290374199394564,0.41494914282985373,24.726188699575427,0.33623194635487963,8.316047058823482,0.6058521987308946,3.7273421177255903,2.942005409032721,0.2966434336023471,0.28105837986090604,108171264,44699648,12206080,44908544,43511808,15831040,44449792,10199040,45256704,2940928,8716288,74316.61710754973,0,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,2,15.2,25.933,1.333,83.533,1.333,12.667,13.667,1.333,145.8,19.067,7.933,0,0,0.0030216049382716047,0.0032181467181467186,0.14285714285714285,0.004251028806584362,0.003,0.057142857142857134,0.003342857142857143,0.0019343832020997374,0.0075,0.0029266055045871564,0.004648765432098765,0.0049926640926640925,0.22857142857142856,0.055464824120603114,0.0046,0.21296551724137924,0.006583333333333336,0.00441283703173467,0.009651515151515152,0.004663608562691132
