time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705698899,0.8051847307699738,2.382019731985126,0.26398558920868265,32.36477196252167,0.2874790638721711,8.125002075895281,0.40707853731119975,3.6498909220425695,2.9082806018951417,0.29531344486996686,0.23180549549905544,111742976,44752896,11919360,44429312,43978752,16375808,45256704,10674176,45932544,2949120,8945664,72950.34927671027,0,0,0,0,0,0,0,16512.799838742187,4,4,9,4,3,29,3,3,4,4,2,14.4,23.067,0.533,67.2,0.533,12.267,12.133,0.467,137.2,18.267,5.933,0,0,0,0.003,0.0032322175732217577,0.13461538461538458,0.004155838255338482,0.003,0.056797618801440644,0.00308695652173913,0.0019365829395672715,0.007487046632124353,0.002969230769230769,0.004609538002980626,0.005199074074074083,0.24538461538461537,0.046495215311004735,0.0046,0.20190080326831908,0.0047565217391304345,0.004413578711763243,0.009590673575129533,0.004655384615384616
1705698900,0.8051847307699738,2.2111246100805126,0.26398558920868265,32.36477196252167,0.2874790638721711,8.007710618296125,0.40707853731119975,3.6498909220425695,2.873265204836553,0.29531344486996686,0.23180549549905544,111742976,44752896,11919360,44429312,43978752,16375808,45256704,10674176,45932544,2949120,8945664,72950.34927671027,0,0,0,0,0,0,0,16512.799838742187,4,4,9,4,3,29,3,3,4,4,2,14.667,23.067,0.533,67.2,0.533,12.267,12.133,0.467,137.2,18.267,5.933,0,0,0,0.002997019374068555,0.0032322175732217577,0.13461538461538458,0.004155838255338482,0.003,0.056797618801440644,0.00308695652173913,0.0019365829395672715,0.007487046632124353,0.002969230769230769,0.004608941877794336,0.005199074074074083,0.24538461538461537,0.046495215311004735,0.0046,0.20190080326831908,0.0047565217391304345,0.004413578711763243,0.009590673575129533,0.004655384615384616
1705698901,0.8374387052134045,2.2111246100805126,0.26398558920868265,30.876362493717334,0.2896653073221047,8.007710618296125,0.40707853731119975,3.6498909220425695,2.873265204836553,0.29531344486996686,0.23180549549905544,111742976,44752896,11919360,44429312,43974656,16375808,45256704,10674176,45932544,2949120,8945664,61610.66153244487,0,0,0,0,0,0,0,16512.799838742187,4,4,9,4,3,29,3,3,4,4,2,14.4,22.267,0.6,66.533,0.533,12.267,11.467,0.467,134.333,17.933,5.8,0,0,0,0.002996996996996997,0.003198537095088819,0.13214285714285712,0.004061318579990779,0.003,0.05273335215987392,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002968379446640316,0.004609009009009009,0.004957366771159874,0.23499999999999993,0.04381578947368417,0.0046,0.19573939181955563,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.004656916996047431
1705698902,0.8374387052134045,1.843184261943907,0.26398558920868265,30.876362493717334,0.2896653073221047,8.007710618296125,0.40707853731119975,3.6498909220425695,2.873265204836553,0.29531344486996686,0.23180549549905544,111742976,44752896,11919360,44429312,43974656,16375808,45256704,10674176,45932544,2949120,8945664,61610.66153244487,0,0,0,0,0,0,0,16512.799838742187,4,4,9,4,3,29,3,3,4,4,2,14.4,22.267,0.6,66.533,0.533,12.267,11.467,0.467,134.333,17.933,5.8,0,0,0,0.002996996996996997,0.003198537095088819,0.13214285714285712,0.004061318579990779,0.003,0.05273335215987392,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002968379446640316,0.004609009009009009,0.004957366771159874,0.23499999999999993,0.04381578947368417,0.0046,0.19573939181955563,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.004656916996047431
1705698903,0.8374387052134045,1.8063321851092315,0.26398558920868265,30.876362493717334,0.2896653073221047,8.117381861122281,0.40707853731119975,3.6498909220425695,2.873265204836553,0.28580317237751107,0.23180549549905544,111742976,44752896,11919360,44429312,43974656,17731584,45256704,10674176,45932544,2949120,8945664,61610.66153244487,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,22.267,0.6,70.8,0.533,12.867,11.467,0.467,134.333,17.933,5.8,0,0,0,0.002996996996996997,0.003198537095088819,0.13214285714285712,0.004055407761926005,0.003,0.04953333333333333,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002968379446640316,0.004609009009009009,0.004957366771159874,0.23499999999999993,0.04026942819639457,0.0046,0.18794520547945207,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.004656916996047431
1705698904,0.8374387052134045,1.7694801082745564,0.26398558920868265,30.876362493717334,0.2896653073221047,8.117381861122281,0.40707853731119975,3.6498909220425695,2.873265204836553,0.28580317237751107,0.228443587603951,111742976,44752896,11919360,44429312,43974656,17731584,45256704,10674176,45932544,2949120,8945664,61610.66153244487,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,22.267,0.6,70.8,0.533,12.867,11.467,0.467,134.333,17.933,5.8,0,0,0,0.002996996996996997,0.003198537095088819,0.13214285714285712,0.004055407761926005,0.003,0.04953333333333333,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002968379446640316,0.004609009009009009,0.004957366771159874,0.23499999999999993,0.04026942819639457,0.0046,0.18794520547945207,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.004656916996047431
1705698905,0.7977021643156779,2.091005112087933,0.26398558920868265,30.876362493717334,0.2896653073221047,8.117381861122281,0.40707853731119975,3.6498909220425695,2.873265204836553,0.28580317237751107,0.228443587603951,111689728,44761088,11919360,44429312,43974656,17731584,45256704,10674176,45932544,2949120,8945664,79388.39237644018,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,23.4,0.6,70.8,0.533,12.867,11.467,0.467,134.333,17.933,5.8,0,0,0,0.002996996996996997,0.003189386056191467,0.13214285714285712,0.004055407761926005,0.003,0.04953333333333333,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002968379446640316,0.004609009009009009,0.00494089490114464,0.23499999999999993,0.04026942819639457,0.0046,0.18794520547945207,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.004656916996047431
1705698906,0.7977021643156779,2.091005112087933,0.26398558920868265,30.876362493717334,0.2896653073221047,8.117381861122281,0.4316396743412492,3.6498909220425695,2.873265204836553,0.28580317237751107,0.228443587603951,111689728,44761088,11919360,44429312,43974656,17731584,45490176,10674176,45932544,2949120,8945664,79388.39237644018,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,23.4,0.6,70.8,0.533,12.867,11.467,0.467,134.333,17.933,6.667,0,0,0,0.002996996996996997,0.003189386056191467,0.13214285714285712,0.004055407761926005,0.003,0.04953333333333333,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002945525291828794,0.004609009009009009,0.00494089490114464,0.23499999999999993,0.04026942819639457,0.0046,0.18794520547945207,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.00465136186770428
1705698907,0.7977021643156779,2.091005112087933,0.29582531318039823,30.876362493717334,0.2949222023418287,8.117381861122281,0.4316396743412492,3.6862247721115398,2.873265204836553,0.28580317237751107,0.228443587603951,111689728,44761088,11919360,44429312,43974656,17731584,45490176,10674176,45932544,2949120,8945664,79388.39237644018,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,23.4,0.6,70.8,0.6,12.867,11.467,0.467,134.333,17.933,6.667,0,0,0,0.002996996996996997,0.003189386056191467,0.13214285714285712,0.004055407761926005,0.003,0.04953333333333333,0.00308695652173913,0.0019354518371400202,0.0074775064267352176,0.002945525291828794,0.004609009009009009,0.00494089490114464,0.23499999999999993,0.04026942819639457,0.004600000000000001,0.187945205479452,0.0047565217391304345,0.004408540218470706,0.009572622107969149,0.00465136186770428
1705698908,0.7977021643156779,2.091005112087933,0.29582531318039823,30.876362493717334,0.2949222023418287,8.117381861122281,0.4316396743412492,3.674842044801945,2.873265204836553,0.28580317237751107,0.228443587603951,111689728,44761088,11919360,44429312,43974656,17731584,45490176,10911744,45932544,2949120,8945664,79388.39237644018,0,0,0,0,0,0,0,0,4,4,9,4,3,29,3,3,4,4,2,14.4,23.533,0.667,71,0.667,12.867,11.467,0.533,134.467,17.933,6.8,0,0,0,0.002996996996996997,0.0031816305469556244,0.128125,0.0040562631258794345,0.003,0.04953333333333333,0.003166666666666667,0.0019370352007932574,0.0074775064267352176,0.002953846153846154,0.004609009009009009,0.004926934984520124,0.225625,0.040255991464775744,0.0046,0.187945205479452,0.004900000000000001,0.004408824987605355,0.009572622107969149,0.004664615384615384
