time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705773208,1.4905062545642707,4.7116154901792395,0.16522170361726987,0.20366800706367758,4.302499010292951,1.3548161813150839,0.42004243781680856,0.09379897785349205,0.44000666460381416,0.8542236051875698,0.0001250888415067587,0.33571069106427653,0.24196749999997993,0.8910810603173938,1.1934953016212966,211922944,88518656,5939200,430612480,109273088,337461248,43577344,4538368,283791360,91897856,4485120,2846720,295870464,8302592,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1804800.6232046352,11,6,6,4,8,22,5,5,3,11,1,3,5,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17.8,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.0049559902200489,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009008793969849247
1705773209,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.20366800706367758,4.302499010292951,1.3548161813150839,0.42004243781680856,0.09379897785349205,0.44000666460381416,0.8542236051875698,0.0001250888415067587,0.33571069106427653,0.29830980528616485,0.8735609600368738,1.1934953016212966,211922944,88518656,5939200,430612480,109273088,337461248,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8302592,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1804800.6232046352,11,6,6,4,8,22,5,5,3,11,1,3,6,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17.8,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.0049559902200489,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009008793969849247
1705773210,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.20366800706367758,4.302499010292951,1.3548161813150839,0.42004243781680856,0.09379897785349205,0.44000666460381416,0.8542236051875698,0.0001250888415067587,0.33571069106427653,0.35005697806925207,0.8560408597563537,1.1934953016212966,211922944,88518656,5939200,430612480,109273088,337461248,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8302592,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1804800.6232046352,11,6,6,4,8,22,5,5,3,11,1,3,6,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17.8,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.0049559902200489,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009008793969849247
1705773211,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.20366800706367758,4.302499010292951,1.1428100292089618,0.42004243781680856,0.09379897785349205,0.44000666460381416,0.8542236051875698,0.0001250888415067587,0.33571069106427653,0.35005697806925207,0.9814002771211949,1.1934953016212966,211922944,88518656,5939200,430612480,109273088,337461248,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1804800.6232046352,11,6,6,4,8,22,5,5,3,11,1,3,6,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17.8,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.0049559902200489,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009008793969849247
1705773212,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.17245342638258362,4.302499010292951,1.1202297595203772,0.42004243781680856,0.08933014667365115,0.44000666460381416,0.8542236051875698,0.0001250888415067587,0.33571069106427653,0.35005697806925207,0.9814002771211949,1.0157705901509786,211922944,88518656,5939200,430612480,109273088,337461248,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1536045.757069207,11,6,6,4,8,22,5,5,3,11,1,3,6,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.004934673366834171,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009003916449086163
1705773213,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.17590707098933922,3.7224504353886223,1.290680470315991,0.42004243781680856,0.08933014667365115,0.44000666460381416,0.8542236051875698,0.00010126932006634044,0.33571069106427653,0.35005697806925207,0.9814002771211949,0.9958790017906237,211922944,88518656,5939200,430612480,109273088,337620992,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1505965.7466824632,11,6,6,4,8,17,5,5,3,11,1,3,6,19,10,7.333,3.8,23.4,1.867,1.467,1.8,17,,0,0.018210526315789472,0.0030571428571428572,0.029639889196675907,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.004934673366834171,0.040326086956521734,0.004702857142857143,0.0781818181818182,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009003916449086163
1705773214,1.4905062545642707,4.7116154901792395,0.15869049076000524,0.20829351535836174,4.340356639237459,1.290680470315991,0.42004243781680856,0.08933014667365115,0.44000666460381416,0.7017091984135622,0.00009918450604122779,0.33571069106427653,0.35005697806925207,0.9814002771211949,0.9759874134302687,211922944,88518656,5939200,430612480,98795520,337620992,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,2582176.859078823,0,589074.6198278912,0,87744.26963082855,0,0,1475885.7362957192,11,6,6,4,7,17,5,5,3,11,1,3,6,19,10,7.333,3.8,24.067,1.867,1.467,1.8,17,,0,0.018210526315789472,0.0030571428571428572,0.029708672086720875,0.037356321839080456,0.002555555555555556,0.003119047619047619,0.004934673366834171,0.040326086956521734,0.004702857142857143,0.07764830508474578,0.04747126436781609,0.004555555555555556,0.004814285714285714,0.009003916449086163
1705773215,1.4905062545642707,3.1493860469707724,0.15869049076000524,0.20829351535836174,4.3403566392374575,1.290680470315991,0.42004243781680856,0.08933014667365115,0.44000666460381416,0.5955800000000089,0.00009709969201611516,0.33571069106427653,0.35005697806925207,0.9814002771211949,0.9560958250699139,211922944,88518656,5939200,430612480,98795520,337620992,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,1053377.2960255442,0,589074.6198278912,0,87744.26963082855,0,0,1445805.7259089753,11,6,6,4,7,17,5,5,3,11,1,3,6,19,10,7.333,4,24.533,1.4,1.467,1.8,15.6,,0,0.0181640625,0.0030225988700564974,0.029913101604278076,0.03735465116279069,0.002555555555555556,0.003119047619047619,0.00485679012345679,0.040192307692307694,0.0046406779661016945,0.07739224137931035,0.04747093023255814,0.004555555555555556,0.004814285714285714,0.008982620320855617
1705773216,1.4905062545642707,3.2329928867321343,0.13536078458369058,0.20829351535836174,4.3403566392374575,1.290680470315991,0.42004243781680856,0.30367463432037134,0.44000666460381416,0.5955800000000089,0.0000950148779910025,0.28478306707138995,0.35005697806925207,0.9814002771211949,0.7415599999999858,211922944,88518656,5939200,430612480,98795520,337620992,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,1081341.3326611207,0,589074.6198278912,94554.15416255692,87744.26963082855,0,0,849920.0000000002,11,6,6,4,7,17,5,5,3,11,1,3,6,19,10,7.333,4,24.533,1.4,1.467,1.8,15.6,,0,0.0181640625,0.0030225988700564974,0.029913101604278076,0.03735465116279069,0.002555555555555556,0.003119047619047619,0.00485679012345679,0.040192307692307694,0.0046406779661016945,0.07739224137931035,0.04747093023255814,0.004555555555555556,0.004814285714285714,0.008982620320855617
1705773217,1.4905062545642707,3.3165997264934974,0.13271594307102383,0.20829351535836174,4.3403566392374575,1.290680470315991,0.3589974369719819,0.30367463432037134,0.44000666460381416,0.704967816244381,0.00009293006396588986,0.2905234170373024,0.35005697806925207,0.9814002771211949,0.877699659808366,211922944,88518656,5939200,430612480,98795520,337620992,43577344,4538368,283791360,91897856,4485120,2846720,295874560,8298496,53682176,1109305.3692966977,0,503464.078064626,94554.15416255692,87744.26963082855,0,0,1005952.9840664825,11,6,6,4,7,17,5,5,3,11,1,3,6,19,10,7.333,3.933,24.533,1.4,1.467,1.8,15.6,,0,0.0181640625,0.003022727272727273,0.029913101604278076,0.03735465116279069,0.002555555555555556,0.003119047619047619,0.00485679012345679,0.040192307692307694,0.0046409090909090905,0.07739224137931035,0.04747093023255814,0.004555555555555556,0.004814285714285714,0.008982620320855617
