time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705781513,5.794056877140837,1.561931722630192,0.17747915158872699,0.24399771232485054,4.45766092113003,13.472832474693858,0.4787530942627437,0.08156447068294645,8.26778854510691,0.9414104366607581,0.00013501583839641817,0.28054073283528985,2.6911397671013653,1.143767510704657,1.359140051912877,191004672,68579328,4939776,430587904,101933056,321732608,36466688,3002368,278024192,89481216,4718592,2912256,296177664,5636096,35348480,1458018.9472504065,0,807553.2870380512,80097.34051799063,0,,,1229585.8255275928,10,6,5,4,10,15,5,4,3,11,1,3,6,12,7,10.267,4.133,25.267,2,1.733,1.667,18.933,0.01783733845544887,0.0030972972972972967,0.03244760479041916,0.048538354526846204,0.002873395878076827,0.008004478488669083,0.006339298520715637,0.037932167579589976,0.004775135135135134,0.0896236559139785,0.2894686063888603,0.004636904151868945,0.018198751146158102,0.009538740183255349
1705781514,5.931056507740608,1.561931722630192,0.19378346344055258,0.24399771232485054,4.546766022797731,13.545948882154491,0.4787530942627437,0.08156447068294645,0.9960607351360584,0.9414104366607581,0.00013501583839641817,0.2863932765942325,2.748268608494833,1.143767510704657,1.359140051912877,191004672,68579328,5017600,430587904,101933056,319975424,36466688,3002368,278024192,89481216,4718592,2912256,296177664,5636096,35348480,1458018.9472504065,0,807553.2870380512,48751.18471835458,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.01778219262801568,0.0030972972972972967,0.03159420289855073,0.0481745910630579,0.0028705094712040452,0.008000578372592267,0.006334619106870859,0.03763666613573305,0.004775135135135134,0.08651851851851851,0.2527602297282714,0.004634320154789086,0.018109183010076947,0.00953835528040586
1705781515,6.068056138340379,1.561931722630192,0.19378346344055258,0.24399771232485054,5.346306100062003,13.545948882154491,0.4787530942627437,0.08156447068294645,1.1351924027189564,0.9414104366607581,0.00013501583839641817,0.2863932765942325,2.8053974498883,1.143767510704657,1.359140051912877,191004672,68579328,5017600,430587904,101933056,319975424,36466688,3002368,278466560,89481216,4718592,2912256,296177664,5636096,35348480,1458018.9472504065,0,807553.2870380512,64232.1334379085,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.0177491042413765,0.0030972972972972967,0.03159420289855073,0.047723218522854764,0.002852911277035791,0.007981018751740843,0.0063299546370912015,0.037444542313834865,0.004775135135135134,0.08651851851851851,0.2406623634446713,0.004605636765169839,0.01754623700525125,0.009537971606772985
1705781516,6.205055768940151,1.636036529680365,0.19378346344055258,0.24399771232485054,5.346306100062003,13.545948882154491,0.4787530942627437,0.08156447068294645,1.1579029125228784,0.9414104366607581,0.00013501583839641817,0.2863932765942325,3.427730483608036,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3002368,278466560,89481216,4718592,2912256,296177664,5820416,35348480,1817950.6849315069,0,807553.2870380512,65517.15304575165,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.017716095328927067,0.0030972972972972967,0.03159420289855073,0.04728909287031052,0.0028497706422018353,0.007954214384776372,0.006330570902394107,0.037246353102741644,0.004775135135135134,0.08651851851851851,0.23372640418693214,0.004605059913873807,0.016762798706529223,0.009538674033149171
1705781517,6.342055399539922,1.636036529680365,0.19378346344055258,0.23995318802114882,5.346306100062003,13.545948882154491,0.4787530942627437,0.08156447068294645,1.362630588235297,0.8041790255792766,0.00013501583839641817,0.2863932765942325,3.427730483608036,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3002368,278466560,89481216,4718592,2912256,296177664,5820416,35348480,1817950.6849315069,0,807553.2870380512,77101.17647058825,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.017683165604680164,0.0030972972972972967,0.03159420289855073,0.0468712441345638,0.0028466208060376657,0.007928329935476907,0.006330570902394107,0.03704180666740053,0.004775135135135134,0.08651851851851851,0.22634914543849455,0.004604481372537531,0.016216713410386035,0.009538674033149171
1705781518,6.479055030139694,1.636036529680365,0.19378346344055258,0.23995318802114882,5.346306100062003,13.545948882154491,0.4787530942627437,0.08415684323331292,1.362630588235297,0.8041790255792766,0.00013501583839641817,0.18281142158713393,3.427730483608036,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3174400,278466560,89481216,4718592,2912256,296177664,5820416,35348480,1817950.6849315069,0,807553.2870380512,77101.17647058825,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.01765031478401906,0.0030972972972972967,0.03159420289855073,0.046468773741615864,0.0028461538461538463,0.007903318845831996,0.006330570902394107,0.036830592145476196,0.004775135135135134,0.08651851851851851,0.2184870869168782,0.004604395604395604,0.015753580913351117,0.009538674033149171
1705781519,6.616054660739465,1.636036529680365,0.19378346344055258,0.23995318802114882,5.346306100062003,13.545948882154491,0.4787530942627437,0.08415684323331292,1.362630588235297,0.8041790255792766,0.00013501583839641817,0.1876782166138127,3.427730483608036,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3174400,278466560,89481216,4718592,2912256,296177664,5820416,35348480,1817950.6849315069,0,807553.2870380512,77101.17647058825,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.017617542583689385,0.0030972972972972967,0.03159420289855073,0.046080848063874684,0.0028461538461538463,0.007879137647507743,0.006330570902394107,0.03661237807096229,0.004775135135135134,0.08651851851851851,0.21326112317836407,0.004604395604395604,0.015252236410398563,0.009538674033149171
1705781520,6.753054291339236,1.636036529680365,0.19378346344055258,0.23995318802114882,5.346306100062003,13.545948882154491,0.4787530942627437,0.08415684323331292,1.362630588235297,0.8041790255792766,0.00013501583839641817,0.19254501164049143,3.427730483608036,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3174400,278466560,89481216,4718592,2912256,296177664,5820416,35348480,1817950.6849315069,0,807553.2870380512,77101.17647058825,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,6,12,7,10.267,4.133,24.467,2,1.733,1.667,18.933,0.017584848721790926,0.0030972972972972967,0.03159420289855073,0.04570669265661796,0.0028461538461538463,0.0078667966242607,0.006330570902394107,0.03638681063842985,0.004775135135135134,0.08651851851851851,0.21169758112385126,0.004604395604395604,0.014972102346421424,0.009538674033149171
1705781521,6.890053921939009,1.668372007559849,0.19378346344055258,0.23995318802114882,5.346306100062003,5.750309705326509,0.4787530942627437,0.08415684323331292,1.362630588235297,0.8568838146406978,0.00013501583839641817,0.1974118066671702,2.911721039265482,1.4487575161999648,1.359140051912877,191004672,68857856,5017600,430587904,101933056,319975424,36466688,3174400,278466560,89501696,4718592,2912256,296464384,5820416,35348480,1999832.0033599327,0,807553.2870380512,77101.17647058825,0,,,1229585.8255275928,10,6,5,4,10,16,5,4,3,11,1,3,5,12,7,10.267,4.267,24.467,2,1.733,1.667,18.933,0.017552232917769566,0.0030883977900552483,0.03159420289855073,0.04534558709752069,0.0028461538461538463,0.00786447424117828,0.006330570902394107,0.0361535117887949,0.004759116022099446,0.08651851851851851,0.20999504032078836,0.004604395604395604,0.01491631545380001,0.009538674033149171
1705781522,8.219977835986292,1.668372007559849,0.19378346344055258,0.23995318802114882,5.346306100062003,5.900816748161818,0.48272685561006595,0.08415684323331292,1.362630588235297,0.8568838146406978,0.00013501583839641817,0.20227860169384895,2.911721039265482,1.4487575161999648,1.262492501026175,191004672,68857856,5017600,430587904,101933056,319975424,36556800,3174400,278466560,89501696,4718592,2912256,296464384,5820416,35348480,1999832.0033599327,0,816800.1976493842,77101.17647058825,0,,,1357961.5421047646,10,6,5,4,10,16,5,4,3,11,1,3,5,12,7,10.267,4.267,24.467,2,1.733,1.667,22.4,0.017519694892409267,0.0030883977900552483,0.03159420289855073,0.045080337743084786,0.0028461538461538463,0.007852395416445985,0.0062757009345794385,0.03591207709482062,0.004759116022099446,0.08651851851851851,0.20928571428571432,0.004604395604395604,0.01450832158698548,0.009449532710280373
