time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705592278,0.6847779485957909,2.0826533183661255,0.4210352692025692,26.804486268540415,0.3386030558154023,7.747561189321642,0.7044237792251643,4.3122568457279336,3.084123345172734,0.3114540499187087,0.282081896914156,108298240,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,44345.32187168439,0,0,0,0,0,19584.967007746007,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,14.867,14.867,1.2,162.4,21.133,8.6,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046203904555314534,0.004384615384615385,0.0022113872955173137,0.007496966019417476,0.0028765432098765433,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17572687224669611,0.00925,0.00444975568302528,0.00961104368932039,0.004575308641975308
1705592279,0.6847779485957909,2.0826533183661255,0.4210352692025692,31.724414165350122,0.3386030558154023,7.747561189321642,0.7044237792251643,4.3122568457279336,2.5891472493003866,0.3114540499187087,0.282081896914156,108298240,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,44345.32187168439,0,0,0,0,0,19584.967007746007,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,14.867,14.867,1.2,162.4,21.133,8.6,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046203904555314534,0.004384615384615385,0.0022113872955173137,0.007496966019417476,0.0028765432098765433,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17572687224669611,0.00925,0.00444975568302528,0.00961104368932039,0.004575308641975308
1705592280,0.6847779485957909,2.0826533183661255,0.4210352692025692,31.724414165350122,0.3386030558154023,7.747561189321642,0.7044237792251643,4.3122568457279336,2.537745193547508,0.3114540499187087,0.282081896914156,108298240,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,44345.32187168439,0,0,0,0,0,19584.967007746007,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,14.867,14.867,1.2,162.4,21.133,8.6,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046203904555314534,0.004384615384615385,0.0022113872955173137,0.007496966019417476,0.0028765432098765433,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17572687224669611,0.00925,0.00444975568302528,0.00961104368932039,0.004575308641975308
1705592281,0.6847779485957909,2.0826533183661255,0.4210352692025692,31.724414165350122,0.3386030558154023,7.729541827541827,0.7044237792251643,4.3122568457279336,2.486343137794629,0.3114540499187087,0.282081896914156,108298240,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,44345.32187168439,0,0,0,0,0,19584.967007746007,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,14.867,14.867,1.2,162.4,21.133,8.6,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046203904555314534,0.004384615384615385,0.0022113872955173137,0.007496966019417476,0.0028765432098765433,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17572687224669611,0.00925,0.00444975568302528,0.00961104368932039,0.004575308641975308
1705592282,0.6847779485957909,2.0826533183661255,0.4210352692025692,26.902831952452992,0.3386030558154023,7.729541827541827,0.7044237792251643,4.408013531799722,3.0392963437468765,0.30789388976198806,0.282081896914156,108298240,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,44345.32187168439,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,14.867,14.867,1.133,162.4,21.133,8.533,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046203904555314534,0.004172413793103448,0.0022113872955173137,0.007496966019417476,0.002873493975903615,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17572687224669611,0.009133333333333335,0.00444975568302528,0.00961104368932039,0.004574698795180723
1705592283,0.7100648099491851,2.0826533183661255,0.4210352692025692,26.37409171636383,0.3386030558154023,7.729541827541827,0.7044237792251643,4.408013531799722,3.0392963437468765,0.30789388976198806,0.282081896914156,108404736,43307008,11763712,46325760,43786240,15568896,39251968,24584192,45248512,3006464,9101312,64571.7288491855,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,15.4,28.467,1.2,86.133,1.333,12.667,14.867,1.133,162.4,21.133,8.533,0,0,0,0.002991071428571429,0.003141935483870968,0.09285714285714286,0.0038183980967486124,0.003,0.046628289473684206,0.004172413793103448,0.0022113872955173137,0.007496966019417476,0.002873493975903615,0.00462202380952381,0.004855483870967742,0.2155,0.035775401069518736,0.0046,0.17579295154185018,0.009133333333333335,0.00444975568302528,0.00961104368932039,0.004574698795180723
1705592284,0.7100648099491851,1.4799278278999548,0.4210352692025692,25.84535148027466,0.3415553700612272,7.6988196022443125,0.7590144976589158,4.408013531799721,3.0392963437468765,0.30789388976198806,0.282081896914156,108404736,43307008,11763712,46325760,43786240,16506880,39251968,24584192,45248512,3006464,9101312,64571.7288491855,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,13.933,26.467,1.267,79.667,1.333,12.667,13,1.133,152.467,19.667,8.267,0,0,0,0.0029910179640718565,0.00314760147601476,0.09021739130434782,0.003746969104419241,0.003,0.04697893569844789,0.004172413793103448,0.0022207301720520356,0.007515133171912833,0.0028742514970059884,0.0046221556886227545,0.004865682656826568,0.21325,0.035499999999999976,0.0046,0.1840401785714285,0.009133333333333335,0.004450860260176249,0.009643462469733657,0.0045748502994011975
1705592285,0.7100648099491851,1.3890521455306892,0.4210352692025692,25.316611244185488,0.3415553700612272,7.6988196022443125,0.7590144976589158,4.408013531799721,3.0392963437468765,0.30789388976198806,0.282081896914156,108404736,43540480,11763712,46325760,43786240,16506880,39251968,24584192,45248512,3006464,9101312,64571.7288491855,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,13.933,26.467,1.267,79.667,1.333,12.667,13,1.133,152.467,19.667,8.267,0,0,0,0.0029910179640718565,0.00314760147601476,0.09021739130434782,0.003746969104419241,0.003,0.04697893569844789,0.004172413793103448,0.0022207301720520356,0.007515133171912833,0.0028742514970059884,0.0046221556886227545,0.004865682656826568,0.21325,0.035499999999999976,0.0046,0.1840401785714285,0.009133333333333335,0.004450860260176249,0.009643462469733657,0.0045748502994011975
1705592286,0.6820404305140727,1.422424371115839,0.3719949251087054,31.400958974971754,0.3415553700612272,7.6988196022443125,0.7590144976589158,4.408013531799721,3.0392963437468765,0.30789388976198806,0.21759732089994482,108404736,43540480,11763712,45617152,43786240,16506880,39251968,24584192,45248512,3006464,9101312,79193.96764699563,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,13.933,26.467,1.267,79.667,1.333,12.667,13,1.133,152.467,19.667,8.267,0,0,0,0.0029910179640718565,0.00314760147601476,0.09021739130434782,0.003746969104419241,0.003,0.04697893569844789,0.004172413793103448,0.0022207301720520356,0.007515133171912833,0.0028742514970059884,0.0046221556886227545,0.004865682656826568,0.21325,0.035499999999999976,0.0046,0.1840401785714285,0.009133333333333335,0.004450860260176249,0.009643462469733657,0.0045748502994011975
1705592287,0.6820404305140727,1.4557965967009887,0.44907714607826416,31.400958974971754,0.3415553700612272,7.6988196022443125,0.7590144976589158,4.408013531799721,3.0392963437468765,0.30789388976198806,0.21097432395993926,108404736,43540480,11763712,45617152,43786240,16506880,39251968,24584192,45248512,3006464,8810496,79193.96764699563,0,0,0,0,0,15511.332437089353,4,5,9,4,3,25,3,4,4,4,2,13.933,26.467,1.267,79.667,1.2,12.667,13,1.133,144.2,19.667,8.267,0,0,0,0.0029910179640718565,0.00314760147601476,0.09021739130434782,0.003746969104419241,0.003,0.04697893569844789,0.004172413793103448,0.002204269568857262,0.007515133171912833,0.0028742514970059884,0.0046221556886227545,0.004865682656826568,0.21325,0.035499999999999976,0.0046,0.1840401785714285,0.009133333333333335,0.004447551276684805,0.009643462469733657,0.0045748502994011975
