time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705753042,2.822973946679824,2.8695858847950246,0.18203722786170057,0.17457028399668229,4.690479452054806,1.8372843968427004,0.4337195664482722,0.09068269949126619,0.981404745529583,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8771050884288024,1.0866028393655218,206237696,75268096,6000640,430510080,102993920,328118272,37998592,4251648,275202048,94781440,4546560,2842624,302841856,7614464,40890368,1913025.4281266222,0,869691.8223732103,0,46950.939935809256,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,16,7,4,3,11,1,3,7,14,7,7.267,3.467,23,2.133,2,1.8,18.333,0,0,0.01415289256198347,0.003054644808743169,0.030776515151515155,0.0375,0.0026385542168674697,0.003732394366197183,0.0034136947218259624,0.02327685950413223,0.004698360655737705,0.07892045454545457,0.0475,0.004527710843373494,0.008395833333333335,0.007082758620689655
1705753043,2.822973946679824,2.8695858847950246,0.1755072463768119,0.1710858124151958,4.690479452054806,1.6054632678017222,0.4337195664482722,0.09068269949126619,0.981404745529583,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8541508598887191,1.0866028393655218,206237696,75268096,6000640,430510080,102993920,328110080,37998592,4251648,275202048,94781440,4546560,2842624,302841856,7614464,40890368,1913025.4281266222,0,869691.8223732103,0,46950.939935809256,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,8.867,4,25,1.667,1.867,1.667,18.8,0,0,0.01404564315352697,0.0030555555555555553,0.030667098445595856,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.02320746887966805,0.004699999999999999,0.07895437262357413,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753044,3.1484111102217516,2.8695858847950246,0.18080050524986166,0.21222500752030568,4.690479452054806,1.6054632678017222,0.4337195664482722,0.09068269949126619,0.981404745529583,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8541508598887191,1.0866028393655218,206237696,75268096,6000640,430505984,102993920,328110080,37998592,4251648,275202048,94781440,4546560,2842624,302841856,7614464,40890368,1913025.4281266222,0,869691.8223732103,0,46950.939935809256,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,8.867,4,25,1.667,1.867,1.667,18.8,0,0,0.01404564315352697,0.0030555555555555553,0.030667098445595856,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.02320746887966805,0.004699999999999999,0.07895437262357413,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753045,3.1484111102217516,3.023744801704037,0.18080050524986166,0.21222500752030568,4.690479452054806,1.6054632678017222,0.4337195664482722,0.06799547512247466,0.981404745529583,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8541508598887191,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275202048,94781440,4546560,2842624,302841856,7614464,40890368,1904182.303817155,0,869691.8223732103,0,46950.939935809256,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,8.867,4,25,1.667,1.867,1.667,18.8,0,0,0.01404564315352697,0.0030555555555555553,0.030667098445595856,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.02320746887966805,0.004699999999999999,0.07895437262357413,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753046,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.6054632678017222,0.4337195664482722,0.06939454457901265,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8541508598887191,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7614464,40890368,1472347.1232585346,0,869691.8223732103,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,9.733,4,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.0030555555555555553,0.03030205655526992,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.023214876033057847,0.004699999999999999,0.07832046332046332,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753047,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.6054632678017222,0.4337195664482722,0.07079361403555064,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,1.1598916528468577,0.8541508598887191,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7614464,40890368,1472347.1232585346,0,869691.8223732103,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,9.733,4.533,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.003054054054054054,0.03030205655526992,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.023214876033057847,0.004697297297297297,0.07832046332046332,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753048,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.6054632678017222,0.33772675588100015,0.07219268349208864,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,0.9336388572957606,0.8541508598887191,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7614464,40890368,1472347.1232585346,0,420959.6477970891,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,9.733,4.533,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.003054054054054054,0.03030205655526992,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.023214876033057847,0.004697297297297297,0.07832046332046332,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753049,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.6054632678017222,0.3445645410328438,0.08394416739227949,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,0.7932117928346673,0.8512357295195074,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7610368,40890368,1472347.1232585346,0,429482.60779095616,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,7,14,7,9.733,4.533,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.003054054054054054,0.03030205655526992,0.0375,0.0026296296296296298,0.003533333333333333,0.003387464387464387,0.023214876033057847,0.004697297297297297,0.07832046332046332,0.0475,0.004525925925925926,0.0077631578947368425,0.006919117647058822
1705753050,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.3095273047562879,0.4102671091106219,0.08394416739227949,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,0.7421594867873204,0.8512357295195074,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7610368,40890368,1472347.1232585346,0,511377.5996320267,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,6,14,7,9.733,4.533,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.003054054054054054,0.03030205655526992,0.0375,0.0026296296296296298,0.0035333333333333328,0.003387464387464387,0.023214876033057847,0.004697297297297297,0.07832046332046332,0.0475,0.004525925925925926,0.007763157894736841,0.006919117647058822
1705753051,3.1484111102217516,3.026882909709677,0.18080050524986166,0.21222500752030568,2.0408366666666686,1.3095273047562879,0.4102671091106219,0.08394416739227949,0.8298887849495994,0.9135052612985466,0,0.3353366048477901,0.7421594867873204,0.8512357295195074,1.0866028393655218,206237696,75313152,6000640,430505984,102993920,328110080,37998592,4251648,275369984,94781440,4546560,2842624,302841856,7610368,40890368,1472347.1232585346,0,511377.5996320267,0,68117.65928697641,0,26104.136128991137,1525545.5262466043,10,6,5,4,8,15,7,4,3,11,1,3,6,14,7,9.733,4.533,26.467,1.667,1.867,1.667,18.8,0,0,0.01384297520661157,0.003054054054054054,0.03030205655526992,0.0375,0.0026296296296296298,0.0035333333333333328,0.003387464387464387,0.023214876033057847,0.004697297297297297,0.07832046332046332,0.0475,0.004525925925925926,0.007763157894736841,0.006919117647058822
