time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705739516,1.0086598305985675,4.63710341044161,0.1838487547418767,0.20761806273698827,6.211038304133881,58.89177843347638,0.4330996270644643,0.07059706514143718,0.2218595608417241,0.6512187481403481,0.00012701258918898465,0.3209748753175881,0.38194042436813147,1.3546386681801,1.3582553485162117,214945792,82227200,6086656,430489600,99639296,639299584,41345024,4513792,274255872,95776768,4730880,2846720,294031360,8228864,47681536,1535485.0507451768,0,,759407.5652637187,37474.83989021042,0,0,1187246.376811594,12,7,7,4,13,35,9,7,3,11,1,3,9,23,11,6.6,4,22.067,2.533,2.267,2.2,20.133,0,0,0.020515873015873015,0.0030930232558139532,0.03358870967741935,0.00034999999999999994,0.00288235294117647,0.00388,0.005895979020979021,0.04211734693877551,0.004767441860465116,0.0916275167785235,0.07348484848484849,0.006499999999999996,0.011500000000000008,0.009179195804195803
1705739517,1.0317130681818139,4.438396497961129,0.1838487547418767,0.2085230078563427,5.921923918097453,38.97803454866861,0.4330996270644643,0.07928289961374911,0.1826149999999949,0.6655351025025741,0.00012701258918898465,0.2512596936619717,0.38194042436813147,1.3546386681801,1.3582553485162117,214945792,82300928,6086656,430489600,103821312,639299584,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47681536,2251539.1380826733,0,,759407.5652637187,30720.000000000004,0,0,1187246.376811594,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.6,4,23.533,2.533,2.267,2.2,20.133,0,0,0.020515873015873015,0.0030930232558139532,0.033762057877813514,0.00034999999999999994,0.00288235294117647,0.00388,0.005895979020979021,0.04211734693877551,0.004767441860465116,0.0908666666666667,0.07348484848484849,0.006499999999999996,0.011500000000000008,0.009179195804195803
1705739518,0.8619374999999962,4.438396497961129,0.1838487547418767,0.2085230078563427,5.921923918097453,46.78416789617897,0.4330996270644643,0.07928289961374911,0.21647340734985304,0.6798514568648002,0.00016763219524220044,0.2564167359154929,0.38194042436813147,1.3546386681801,1.3006496091488056,214945792,82300928,6086656,430489600,103821312,639299584,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,36415.754860157555,0,0,1511986.1030689056,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.0036666666666666666,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.00933333333333334,0.009189883913764511
1705739519,0.8619374999999962,4.438396497961129,0.1838487547418767,0.2085230078563427,3.3834533251859646,46.78416789617897,0.4330996270644643,0.07928289961374911,0.21207421195586118,0.6941678112270263,0.00016763219524220044,0.261573778169014,0.38194042436813147,1.3546386681801,1.3006496091488053,214945792,82300928,6086656,430489600,103821312,639299584,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,35675.7100527571,0,0,1511986.1030689054,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009189883913764511
1705739520,1.6012672240365942,4.438396497961129,0.1838487547418767,0.2085230078563427,3.4607880754516387,46.78416789617897,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.7084841655892523,0.00016763219524220044,0.2667308204225351,0.38194042436813147,1.2706812332580406,1.3006496091488053,213508096,82300928,6086656,430489600,103821312,639299584,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1511986.1030689054,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009189883913764511
1705739521,1.6344308548730702,4.438396497961129,0.1838487547418767,0.2085230078563427,3.5381228257173136,46.78416789617897,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.7228005199514785,0.00016763219524220044,0.27188786267605625,0.38194042436813147,1.2706812332580406,1.3006496091488053,213508096,82300928,6086656,430489600,103821312,639299584,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1511986.1030689054,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009189883913764511
1705739522,1.6675944857095462,4.438396497961129,0.1838487547418767,0.2085230078563427,3.6154575759829886,34.923432923257195,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.6062475000000056,0.00016763219524220044,0.30942253521126756,0.38194042436813147,1.2706812332580406,1.3006496091488053,213508096,82300928,6086656,430489600,103821312,639045632,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1511986.1030689054,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009189883913764511
1705739523,1.7007581165460222,4.438396497961129,0.1838487547418767,0.2085230078563427,3.692792326248663,34.923432923257195,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.7137955330576383,0.00016763219524220044,0.27132058802816894,0.38194042436813147,1.2706812332580406,1.2481732033303983,213508096,82300928,6086656,430489600,103821312,639045632,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1705170.902716915,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,19.333,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005916252072968491,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009189883913764511
1705739524,1.9898178501885515,4.438396497961129,0.1838487547418767,0.2085230078563427,3.7701270765143375,34.923432923257195,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.6994791786954121,0.00016763219524220044,0.2661635457746478,0.38194042436813147,1.2706812332580406,1.2481732033303983,213508096,82300928,6086656,430489600,103821312,639045632,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8228864,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1705170.902716915,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,6.533,4,23.533,2.267,2,1.933,15.533,0,0,0.020090206185567012,0.0030930232558139532,0.033762057877813514,0.00043601190476190476,0.00292,0.003490566037735849,0.005678294573643411,0.04196428571428571,0.004767441860465116,0.0908666666666667,0.0895714285714286,0.004968,0.008555555555555558,0.009143410852713179
1705739525,1.9898178501885515,4.438396497961129,0.18771307249014216,0.2085230078563427,3.8474618267800125,34.923432923257195,0.4330996270644643,0.07928289961374911,0.3237629274350672,0.7947320636797459,0.00016763219524220044,0.26100650352112664,0.38194042436813147,1.1227756093675245,1.2481732033303983,213508096,82300928,6086656,430489600,103821312,639045632,41345024,4517888,274255872,95776768,4730880,2846720,294031360,8208384,47661056,2251539.1380826733,0,,759407.5652637187,26310.943622465362,0,0,1705170.902716915,12,7,7,4,12,35,9,7,3,11,1,3,9,23,11,8.333,4.667,26.4,1.467,2,1.933,14.467,0,0,0.01920634920634921,0.0030689655172413794,0.03250798722044728,0.0003854166666666666,0.00292,0.003490566037735849,0.005203703703703704,0.04152439024390244,0.004724137931034482,0.09049618320610688,0.09275000000000005,0.004968,0.008555555555555558,0.009050617283950619
