time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705339822,0.33933609474118065,1.161911554921557,0.23092487556430127,14.675868713329777,0.22721825305369536,3.8311100020333284,0.22074969400244326,0.7277130858069993,2.0665483210975886,0.24683937823834382,0.20353527179874498,106070016,43388928,11276288,41713664,43282432,16084992,33779712,9924608,46305280,2940928,8638464,16884.156461411676,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.4,12.867,0.933,37.933,0.333,11.933,11.133,0.333,20.067,10.133,4.133,6,5.933,0.00298051948051948,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.005,0.00209479305740988,0.0064130434782608695,0.0028961038961038965,0.004596103896103897,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.009,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339823,0.40909534568571115,1.161911554921557,0.23092487556430127,14.784304399524324,0.22721825305369536,3.7515248466580395,0.20834851462137866,0.8913881661203558,2.0665483210975886,0.24683937823834382,0.20353527179874498,106188800,43388928,11276288,42192896,43282432,16084992,33406976,10002432,46305280,2940928,8638464,77315.69817569302,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.4,12.867,0.933,37.933,0.333,11.933,11.133,0.333,20.067,10.133,4.133,6,5.933,0.00298051948051948,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.005,0.00209479305740988,0.0064130434782608695,0.0028961038961038965,0.004596103896103897,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.009,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339824,0.4183765668389168,1.161911554921557,0.23092487556430127,14.784304399524324,0.22987017982498104,3.6719396912827516,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.20353527179874498,106188800,43388928,11276288,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,79069.77360322035,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.4,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,6,5.933,0.00298051948051948,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.004596103896103897,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339825,0.42765778799212245,1.161911554921557,0.23092487556430127,14.784304399524324,0.22987017982498104,3.5923545359074627,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.20353527179874498,106188800,43388928,11276288,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,80823.84903074769,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,6,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339826,0.4369390091453281,1.161911554921557,0.23092487556430127,12.224895596980533,0.22987017982498104,3.5127693805321742,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43388928,11276288,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,82577.92445827504,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,6,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339827,0.44622023029853386,1.161911554921557,0.23092487556430127,12.475168984458513,0.22987017982498104,3.433184225156886,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43388928,11276288,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,84331.99988580236,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,6,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339828,0.45550145145173954,1.161911554921557,0.24399231975197805,12.725442371936488,0.22987017982498104,3.3535990697815974,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43388928,11292672,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,86086.0753133297,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,6,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.023846153846153847,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.22658227848101262,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339829,0.5568732691923403,1.161911554921557,0.24399231975197805,12.975715759414467,0.22987017982498104,3.274013914406308,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43388928,11292672,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,105244.52565164016,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,2.067,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.028125,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.24903225806451607,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339830,0.5568732691923403,1.161911554921557,0.24399231975197805,15.01640324867865,0.22987017982498104,3.1944287590310196,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43388928,11292672,42192896,43286528,16084992,33406976,10002432,46358528,2940928,8638464,105244.52565164016,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,2.067,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.028125,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.24903225806451607,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
1705339831,0.5568732691923403,1.3825513196480765,0.1911748141583848,15.01640324867865,0.22987017982498104,5.244893849482687,0.24552832294670235,0.9828986521967154,2.075932587699218,0.24683937823834382,0.2014986828415201,106188800,43520000,11292672,42192896,43286528,17141760,33406976,10002432,46358528,2940928,8638464,105244.52565164016,0,0,0,0,4,5,9,3,3,31,3,4,4,4,3,7.267,12.867,0.933,37.933,0.333,11.933,11.133,0.267,20.067,10.133,4.133,2.067,5.933,0.003,0.0030396341463414635,0.01625,0.007068965517241369,0.003,0.028125,0.004666666666666667,0.0020947930574098795,0.0064130434782608695,0.0028961038961038965,0.0046,0.004671341463414634,0.18249999999999988,0.08692541856925419,0.0046,0.24903225806451607,0.0089,0.00443177570093458,0.009294202898550723,0.004606926406926407
