time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705721209,2.2257610508756147,3.591856081008286,0.18787676193659827,0.20004736770875725,4.815602622724544,1.8332178659528675,0.4503237958181675,0.08092484986461719,0.5317544992026748,0.8335635070098244,0,0.2974519948910004,1.534111832753853,1.114023954030415,1.1566714856705567,220733440,80863232,6144000,431034368,99991552,317853696,40488960,4481024,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2250307.012819132,0,0,806162.7021078472,54430.86035386134,0,0,1079819.7125605918,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721210,2.2257610508756147,3.591856081008286,0.18787676193659827,0.20004736770875725,4.815602622724544,1.5805393367623637,0.4503237958181675,0.07935106922133596,0.5317544992026748,0.8335635070098244,0,0.2974519948910004,1.534111832753853,1.114023954030415,1.0189601063724296,220733440,80863232,6144000,431034368,99991552,317853696,40488960,4481024,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2250307.012819132,0,0,806162.7021078472,54430.86035386134,0,0,951258.1772826489,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721211,2.2257610508756147,3.591856081008286,0.1878767619365983,0.20004736770875725,4.815602622724544,1.8888546740571068,0.4503237958181675,0.0777772885780547,0.5317544992026748,0.8335635070098244,0,0.2974519948910004,1.534111832753853,1.114023954030415,0.9996822482779204,220733440,80863232,6144000,431034368,99991552,317423616,40488960,4481024,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2250307.012819132,0,0,806162.7021078472,54430.86035386134,0,0,933261.1820733056,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721212,2.2257610508756147,3.591856081008286,0.2072222327038096,0.20004736770875725,4.815602622724544,1.8888546740571068,0.4503237958181675,0.07620350793477347,0.5317544992026748,0.8335635070098244,0,0.2974519948910004,1.534111832753853,1.114023954030415,0.9804043901834111,220733440,80863232,6144000,431034368,99991552,317423616,40488960,4481024,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2250307.012819132,0,0,806162.7021078472,54430.86035386134,0,0,915264.1868639624,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721213,2.2257610508756147,3.591856081008286,0.2072222327038096,0.20411943257139697,4.9258923698286985,1.8888546740571068,0.4503237958181675,0.09648262204538428,0.5317544992026748,0.8335635070098244,0,0.2974519948910004,1.534111832753853,1.114023954030415,0.9611265320889018,220733440,80863232,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2250307.012819132,0,0,806162.7021078472,54430.86035386134,0,0,897267.1916546191,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721214,2.2257610508756147,3.1252853966368748,0.2072222327038096,0.20411943257139697,4.9258923698286985,1.8888546740571068,0.4503237958181675,0.09648262204538428,0.5869661934728437,0.8335635070098244,0,0.24970297002987288,1.534111832753853,1.114023954030415,0.9418486739943924,220733440,80863232,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2252705.3176821317,0,0,806162.7021078472,83922.1425435387,0,0,879270.1964452759,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.867,5,26.6,2.333,2.267,2.267,19.933,0.01635714285714286,0.0031775147928994082,0.033605341246290804,0.0375,0.002711111111111111,0.003102040816326531,0.00524103139013453,0.035241935483870966,0.004919526627218934,0.08319488817891374,0.047908163265306114,0.004542222222222223,0.0047836734693877565,0.009102017937219731
1705721215,2.5753739894327436,3.188482480668922,0.2072222327038096,0.16838662490450254,4.9258923698286985,1.8888546740571068,0.4503237958181675,0.09648262204538428,0.5869661934728437,0.8335635070098244,0,0.2552278675468386,1.534111832753853,1.114023954030415,0.9225708158998832,220733440,80863232,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45830144,0,2298257.767840507,0,0,806162.7021078472,83922.1425435387,0,0,861273.2012359328,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.733,5,26.6,2.2,2.133,2.133,19.533,0.01637135922330097,0.0031775147928994082,0.033605341246290804,0.03763297872340426,0.002694117647058824,0.003085106382978724,0.005240274599542334,0.03544354838709678,0.004919526627218934,0.08319488817891374,0.047952127659574476,0.004538823529411764,0.0047531914893617026,0.009112128146453088
1705721216,3.3473769258012647,3.7918250419228854,0.2072222327038096,0.20979856872648067,4.9258923698286985,1.8888546740571068,0.4503237958181675,0.09648262204538428,0.5869661934728437,0.8335635070098244,0,0.30255503961928537,1.534111832753853,1.114023954030415,0.9032929578053741,220762112,80863232,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45830144,163201.70001770853,2733147.0095025157,0,0,806162.7021078472,83922.1425435387,0,0,843276.2060265897,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.733,5,26.6,2.2,2.133,2.133,19.533,0.01637135922330097,0.0031775147928994082,0.033605341246290804,0.03763297872340426,0.002694117647058824,0.003085106382978724,0.005240274599542334,0.03544354838709678,0.004919526627218934,0.08319488817891374,0.047952127659574476,0.004538823529411764,0.0047531914893617026,0.009112128146453088
1705721217,3.3473769258012647,3.190378393189884,0.2072222327038096,0.20979856872648073,4.9258923698286985,1.8888546740571068,0.4503237958181675,0.09648262204538428,0.5869661934728437,0.8335635070098244,0,0.30255503961928537,1.534111832753853,1.114023954030415,1.1903135313531372,220762112,80863232,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45887488,163201.70001770853,2299624.341345258,0,0,806162.7021078472,83922.1425435387,0,0,1592137.8804547123,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.733,5,26.6,2.2,2.133,2.133,19.533,0.01637135922330097,0.0031775147928994082,0.033605341246290804,0.03763297872340426,0.002694117647058824,0.003085106382978724,0.005240274599542334,0.03544354838709678,0.004919526627218934,0.08319488817891374,0.047952127659574476,0.004538823529411764,0.0047531914893617026,0.009112128146453088
1705721218,3.3473769258012647,3.7822037987454773,0.2072222327038096,0.20979856872648073,4.9258923698286985,2.0638339370298406,0.4530009536297522,0.09644520891564523,0.5869661934728437,0.8186824312729456,0,0.30255503961928537,1.534111832753853,1.114023954030415,1.1903135313531372,220762112,80896000,6144000,431034368,99991552,317423616,40488960,4476928,270176256,93306880,4616192,2846720,305180672,8097792,45887488,163201.70001770853,2335745.9314822126,0,0,830039.3372273216,83922.1425435387,0,0,1592137.8804547123,12,7,7,4,8,15,6,6,3,11,1,3,6,19,10,8.733,5,26.6,2.2,2.133,2.133,19.533,0.01637135922330097,0.0031775147928994082,0.033605341246290804,0.03763297872340426,0.002694117647058824,0.003085106382978724,0.005240274599542334,0.03544354838709678,0.004919526627218934,0.08319488817891374,0.047952127659574476,0.004538823529411764,0.0047531914893617026,0.009112128146453088
