time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705747852,1.473679355651559,3.19450848695516,0.1720203951561529,0.2083625438157243,4.930924483428265,3.343727864261612,0.4368898186889776,0.08917961345639498,0.3227634041616355,0.8767618797756794,0.00011077775213477829,0.30714529278650676,0.3449689355556242,1.002292586902251,1.1894046131121419,214409216,87273472,6266880,430542848,101318656,325419008,43749376,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53813248,1077873.1823152634,0,0,874214.9528760408,45095.23285258174,0,0,1791796.3867742303,11,7,6,4,7,15,6,5,3,11,1,3,6,19,9,7.4,4.067,23.667,1.533,1.4,1.533,14.467,0,0,0.018795811518324608,0.003021857923497268,0.0338302752293578,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04201086956521739,0.004639344262295082,0.08435384615384618,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747853,1.473679355651559,3.437863847457391,0.1720203951561529,0.20169998071855721,4.930924483428265,3.343727864261612,0.4368898186889776,0.08917961345639498,0.3227634041616355,0.8767618797756794,0.00011077775213477829,0.30714529278650676,0.3449689355556242,1.002292586902251,1.1894046131121419,214409216,87302144,6266880,430542848,101318656,325419008,43749376,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53813248,1178236.5985162416,0,0,874214.9528760408,45095.23285258174,0,0,1791796.3867742303,11,7,6,4,7,15,6,5,3,11,1,3,6,19,9,7.4,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018795811518324608,0.003021857923497268,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04201086956521739,0.004639344262295082,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747854,1.473679355651559,3.518219373130434,0.1720203951561529,0.20169998071855721,4.8597538698202225,3.343727864261612,0.4368898186889776,0.08917961345639498,0.3227634041616355,0.8767618797756794,0.00011077775213477829,0.30714529278650676,0.3449689355556242,1.002292586902251,1.1894046131121419,214409216,87302144,6266880,430542848,101318656,325419008,43749376,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53813248,1205776.3224384128,0,0,874214.9528760408,45095.23285258174,0,0,1791796.3867742303,11,7,6,4,7,15,6,5,3,11,1,3,6,19,9,7.4,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018795811518324608,0.003021857923497268,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04201086956521739,0.004639344262295082,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747855,1.473679355651559,3.5985748988034763,0.1720203951561529,0.20169998071855721,4.8597538698202225,3.343727864261612,0.4368898186889776,0.07360843414934953,0.3227634041616355,0.8767618797756794,0.00011077775213477829,0.30714529278650676,0.3449689355556242,1.002292586902251,1.1894046131121419,214409216,87302144,6266880,430542848,101318656,325419008,43749376,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53813248,1233316.0463605842,0,0,874214.9528760408,45095.23285258174,0,0,1791796.3867742303,11,7,6,4,7,15,6,5,3,11,1,3,6,19,9,8.2,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018704663212435236,0.003021857923497268,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04198863636363636,0.004639344262295082,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747856,1.473679355651559,3.678930424476519,0.1720203951561529,0.16757738648049528,4.8597538698202225,4.385682901169682,0.4175347804223992,0.07510525547964651,0.3227634041616355,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,1.002292586902251,1.1628139650112401,214409216,87302144,6266880,430542848,101318656,325419008,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53837824,1260855.7702827554,0,0,789540.7308079115,45095.23285258174,0,0,1662629.1115600106,11,7,6,4,7,15,6,5,3,11,1,3,6,19,9,8.2,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018704663212435236,0.003021857923497268,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04198863636363636,0.004639344262295082,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747857,1.5129872514023792,3.7592859501495615,0.1720203951561529,0.20485171957141338,4.064515895947515,4.044535209992769,0.4175347804223992,0.07660207680994349,0.3227634041616355,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,0.8597610127526013,1.1628139650112401,214417408,87302144,6266880,430546944,101318656,325689344,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53837824,1288395.4942049268,0,259522.0854453295,789540.7308079115,45095.23285258174,0,0,1662629.1115600106,11,7,6,4,7,16,6,5,3,11,1,3,6,19,9,8.2,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018704663212435236,0.003021857923497268,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04198863636363636,0.004639344262295082,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747858,1.5129872514023792,3.8396414758226034,0.1720203951561529,0.20485171957141338,3.9835199981171785,4.044535209992769,0.4175347804223992,0.07809889814024049,0.3227634041616355,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,0.8430561363042306,1.1628139650112401,214417408,87302144,6266880,430546944,101318656,325689344,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8445952,53837824,1315935.218127098,0,259522.0854453295,789540.7308079115,45095.23285258174,0,0,1662629.1115600106,11,7,6,4,7,16,6,5,3,11,1,3,6,19,9,8.2,4.067,24.2,1.533,1.4,1.533,14.467,0,0,0.018704663212435236,0.003021978021978022,0.032739938080495364,0.038109756097560975,0.0025294117647058825,0.003207792207792208,0.004864661654135339,0.04198863636363636,0.004639560439560439,0.08375816993464054,0.04859756097560976,0.004552941176470588,0.0049740259740259736,0.008995934959349595
1705747859,1.5129872514023792,3.9199970014956467,0.1720203951561529,0.20485171957141338,3.9025241002868416,4.044535209992769,0.4175347804223992,0.08980927981781892,0.3227634041616355,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,1.0141319414734415,1.1628139650112401,214417408,87302144,6266880,430546944,101318656,325689344,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8450048,53837824,1343474.9420492696,0,259522.0854453295,789540.7308079115,45095.23285258174,0,0,1662629.1115600106,11,7,6,4,7,16,6,5,3,11,1,3,6,19,9,9.067,4,24.667,2,1.6,1.733,16.533,0,0,0.0185875,0.0030444444444444447,0.032398753894081006,0.03765243902439025,0.0025294117647058825,0.0031518987341772153,0.004712918660287082,0.041925287356321846,0.00468,0.08355481727574753,0.04801829268292684,0.004552941176470588,0.004873417721518987,0.008927170868347338
1705747860,1.5129872514023792,4.0003525271686895,0.1720203951561529,0.20485171957141338,3.8215282024565043,4.044535209992769,0.4175347804223992,0.08980927981781892,0.2155249999999853,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,0.9858946997865813,1.1628139650112401,214417408,87302144,6266880,430546944,101318656,325689344,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8450048,53837824,1371014.6659714407,0,259522.0854453295,789540.7308079115,20480,0,0,1662629.1115600106,11,7,6,4,7,16,6,5,3,11,1,3,6,19,9,9.067,4,24.667,2,1.933,1.733,19.333,0,0,0.0185875,0.0030444444444444447,0.032398753894081006,0.03765243902439025,0.0026,0.0031518987341772153,0.004682464454976303,0.041925287356321846,0.00468,0.08355481727574753,0.04801829268292684,0.004565714285714286,0.004873417721518987,0.008905633802816901
1705747861,1.5129872514023792,4.080708052841732,0.1720203951561529,0.20485171957141338,3.7405323046261674,4.044535209992769,0.4175347804223992,0.08980927981781892,0.2155249999999853,0.8932928913191982,0,0.30714529278650676,0.3449689355556242,0.9858946997865813,1.1628139650112401,214417408,87302144,6266880,430546944,101318656,325689344,43905024,4476928,255905792,93024256,4689920,2846720,302645248,8450048,53837824,1398554.3898936121,0,259522.0854453295,789540.7308079115,20480,0,0,1662629.1115600106,11,7,6,4,7,16,6,5,3,11,1,3,6,19,9,9.067,4,24.667,2,1.933,1.733,19.333,0,0,0.0185875,0.0030444444444444447,0.032398753894081006,0.03765243902439025,0.0026,0.0031518987341772153,0.004682464454976303,0.041925287356321846,0.00468,0.08355481727574753,0.04801829268292684,0.004565714285714286,0.004873417721518987,0.008905633802816901
