time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705493188,0.6976722849878049,2.3470324663946314,0.6201943231013353,34.37586399913292,0.24142558356952754,8.829671581922158,0.8943257865666265,4.484285999943054,3.5450894298445226,0.2688915426207536,0.3564805830049408,108711936,43343872,11665408,45117440,43479040,16642048,39591936,10326016,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,77.6,1.533,14.267,14.333,1.4,165.8,21.667,9.4,0,0,0,0.002994020926756353,0.0030909090909090908,0.096875,0.0036893886156008433,0.0030416666666666665,0.046231808731808724,0.003461538461538461,0.0020004142502071253,0.007551855895196507,0.002990654205607477,0.004613153961136025,0.004763636363636364,0.21884615384615386,0.03537259615384618,0.0046749999999999995,0.1801744186046511,0.007333333333333334,0.004416652858326429,0.009658842794759826,0.004613084112149533
1705493189,0.6976722849878049,2.3470324663946314,0.6201943231013353,34.37586399913292,0.345273217034388,8.829671581922158,0.8943257865666265,4.484285999943054,3.5450894298445226,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10326016,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,78.533,1.533,14.267,14.333,1.4,166.733,21.667,9.4,0,0,0,0.002994020926756353,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.0030769230769230765,0.046231808731808724,0.0034090909090909094,0.002004332576851661,0.007551855895196507,0.0029863636363636364,0.004613153961136025,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004738461538461539,0.1801744186046511,0.007055555555555555,0.004417371570043327,0.009658842794759826,0.004604545454545455
1705493190,0.6976722849878049,2.3470324663946314,0.6201943231013353,34.37586399913292,0.345273217034388,8.829671581922158,0.8943257865666265,4.484285999943054,3.5450894298445226,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10326016,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,78.533,1.533,14.267,14.333,1.4,166.733,21.667,9.4,0,0,0,0.002994020926756353,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.0030769230769230765,0.046231808731808724,0.0034166666666666664,0.002004332576851661,0.007551855895196507,0.0029863636363636364,0.004613153961136025,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004738461538461539,0.1801744186046511,0.0070999999999999995,0.004417371570043327,0.009658842794759826,0.004604545454545455
1705493191,0.6976722849878049,2.3470324663946314,0.6201943231013353,34.69490162221117,0.345273217034388,8.829671581922158,0.9744992449497255,4.319159155711228,3.5450894298445226,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10551296,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,78.533,1.533,14.267,14.333,1.4,166.733,21.667,9.4,0,0,0,0.002994020926756353,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.0030769230769230765,0.046231808731808724,0.0034166666666666664,0.002004332576851661,0.007551855895196507,0.0029863636363636364,0.004613153961136025,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004738461538461539,0.1801744186046511,0.0070999999999999995,0.004417371570043327,0.009658842794759826,0.004604545454545455
1705493192,0.6976722849878049,2.0319107601080075,0.5234121996209046,34.69490162221117,0.345273217034388,8.829671581922158,0.9744992449497255,4.319159155711228,2.9428082781258533,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10551296,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,78.533,1.267,14.267,14.333,1.4,155.867,21.667,9.4,0,0,0,0.002994020926756353,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.003068965517241379,0.046231808731808724,0.0034166666666666664,0.0019531542785758906,0.007551855895196507,0.0029863636363636364,0.004613153961136025,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004724137931034482,0.1801744186046511,0.0070999999999999995,0.004407287112221529,0.009658842794759826,0.004604545454545455
1705493193,0.6976722849878049,1.9927935523347644,0.5340242367159606,34.69490162221117,0.345273217034388,8.829671581922158,0.9744992449497255,4.319159155711228,2.883723454295111,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10551296,47792128,2973696,8716288,42947.390495163694,0,0,0,4,4,9,4,3,42,3,4,4,4,2,15.133,27.467,1.6,78.533,1.267,14.267,14.333,1.4,155.867,21.667,9.4,0,0,0,0.002994020926756353,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.003068965517241379,0.046231808731808724,0.0034166666666666664,0.0019531542785758906,0.007551855895196507,0.0029863636363636364,0.004613153961136025,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004724137931034482,0.1801744186046511,0.0070999999999999995,0.004407287112221529,0.009658842794759826,0.004604545454545455
1705493194,0.6080814737025237,2.3634828543289355,0.6367222257033659,34.69490162221117,0.345273217034388,8.829671581922158,0.9744992449497255,4.319159155711228,3.289206836194958,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10551296,47804416,2973696,8716288,37432.349064050024,0,0,0,4,4,9,4,3,42,3,4,4,4,2,14.133,27.467,1.6,78.533,1.267,14.267,14.333,1.4,155.867,21.667,9.4,0,0,0,0.0029939577039274925,0.0030900900900900897,0.09583333333333331,0.0036883071553228623,0.003068965517241379,0.046231808731808724,0.0034166666666666664,0.0019531542785758906,0.007551855895196507,0.0029863636363636364,0.0046132930513595165,0.004762162162162161,0.21839285714285717,0.03539473684210532,0.004724137931034482,0.1801744186046511,0.0070999999999999995,0.004407287112221529,0.009658842794759826,0.004604545454545455
1705493195,0.5964536022860604,2.3634828543289355,0.6367222257033659,34.69490162221117,0.345273217034388,8.829671581922158,0.9744992449497255,4.319159155711228,3.289206836194958,0.3140502194549312,0.3564805830049408,108711936,43343872,11665408,45117440,43483136,16642048,39591936,10551296,47804416,2973696,8716288,36716.55922246397,0,0,0,4,4,9,4,3,42,3,4,4,4,2,13.333,26.267,1.267,79,1.267,13.667,13.467,1.4,143.4,19.533,9.067,0,0,0,0.003003105590062112,0.0030711920529801324,0.09166666666666667,0.003634419908867858,0.003068965517241379,0.044739478957915836,0.0034166666666666664,0.0019083820662768032,0.007522172949002217,0.002981524249422633,0.004630434782608695,0.004728145695364239,0.21653846153846154,0.03427499999999994,0.004724137931034482,0.17055793991416313,0.0070999999999999995,0.004394845137535197,0.009606430155210644,0.004596304849884527
1705493196,0.5848257308695968,2.3634828543289355,0.6367222257033659,34.69490162221117,0.345273217034388,8.550621330969648,0.9744992449497255,4.319159155711228,3.289206836194958,0.3140502194549312,0.3019989132357611,108711936,43343872,11665408,45117440,43483136,16908288,39591936,10551296,47804416,2973696,8716288,36000.7693808779,0,0,0,4,4,9,4,3,42,3,4,4,4,2,13.333,26.267,1.267,79,1.267,13.667,13.467,1.4,143.4,19.533,9.067,0,0,0,0.003003105590062112,0.0030711920529801324,0.09166666666666667,0.003634419908867858,0.003068965517241379,0.044739478957915836,0.0034166666666666664,0.0019083820662768032,0.007522172949002217,0.002981524249422633,0.004630434782608695,0.004728145695364239,0.21653846153846154,0.03427499999999994,0.004724137931034482,0.17055793991416313,0.0070999999999999995,0.004394845137535197,0.009606430155210644,0.004596304849884527
1705493197,0.5731978594531334,2.3634828543289355,0.6367222257033659,34.69490162221117,0.345273217034388,8.448533521139582,0.9744992449497255,4.319159155711228,3.289206836194958,0.2715400328048235,0.3081309019917601,108711936,43343872,11665408,45117440,43483136,16908288,39591936,10551296,47804416,2973696,8716288,35284.97953929184,0,0,0,4,4,9,4,3,42,3,4,4,4,2,13.333,26.267,1.267,79,1.267,13.667,13.467,1.4,142.333,18.467,9.067,0,0,0,0.003003105590062112,0.0030711920529801324,0.09166666666666667,0.003634419908867858,0.003068965517241379,0.044739478957915836,0.0034166666666666664,0.0019029590948650996,0.007488558352402746,0.002981524249422633,0.004630434782608695,0.004728145695364239,0.21653846153846154,0.03427499999999994,0.004724137931034482,0.17055793991416313,0.0070999999999999995,0.004393124456048737,0.009589244851258581,0.004596304849884527
