time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705600031,0.14710738471445498,0.4334135128319725,0.028807726465358115,0.06378457999555694,,0.1367577935627659,0.33145694736642917,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00013243153762474693,0.15073780289035782,0.1178123967572546,0.06489569564967361,0.4957158563628713,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,217372.6805784576,22448.75589170229,0,0,114492.29450459349,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600032,0.14710738471445498,0.4334135128319725,0.028807726465358115,0.06378457999555694,,0.1367577935627659,0.33145694736642917,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00009562678232953756,0.15073780289035782,0.1178123967572546,0.06489569564967361,0.4957158563628713,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,217372.6805784576,22448.75589170229,0,0,114492.29450459349,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600033,0.14710738471445498,0.4334135128319725,0.028807726465358115,0.06378457999555694,,0.1367577935627659,0.2023717281446117,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.0001226198935263594,0.15073780289035782,0.1178123967572546,0.06250126561771985,0.4957158563628713,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,165833.77538718353,22448.75589170229,0,0,114492.29450459349,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600034,0.14032823702169397,0.4334135128319725,0.029104401541250626,0.06378457999555694,,0.1367577935627659,0.2081661112785572,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00012571891844030613,0.15073780289035782,0.1178123967572546,0.06250126561771985,0.4957158563628713,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,170581.9901697116,22448.75589170229,0,0,114492.29450459349,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600035,0.14032823702169397,0.4334135128319725,0.029104401541250626,0.06378457999555694,,0.1367577935627659,0.21396049441250262,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00012881794335425288,0.15101232911179766,0.1178123967572546,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,175330.20495223964,22448.75589170229,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600036,0.10750717969449615,0.4334135128319725,0.029104401541250626,0.06378457999555694,,0.1367577935627659,0.2197548775464481,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.0001319169682681996,0.15164273329479863,0.1178123967572546,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,180078.4197347677,22448.75589170229,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600037,0.10974397680858591,0.4334135128319725,0.029104401541250626,0.06378457999555694,,0.1367577935627659,0.1874425000000013,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.0001350159931821464,0.15164273329479863,0.1178123967572546,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,365494.36480378656,0,153600,22448.75589170229,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600038,0.11198077392267569,0.360260085245096,0.029104401541250626,0.05286990288777784,,0.1367577935627659,0.1874425000000013,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00013811501809609313,0.15164273329479863,0.1178123967572546,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,374439.7141782626,0,153600,22448.75589170229,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600039,0.11421757103676543,0.3676705570181104,0.029104401541250626,0.05394452171219469,,0.1367577935627659,0.1874425000000013,0.03180954449210086,0.12661953304833382,0.7059982390490844,0.00014121404301003989,0.15164273329479863,0.1178123967572546,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305827840,7528448,60596224,382141.8578412938,0,153600,22448.75589170229,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600040,0.11645436815085519,0.362431798305997,0.029104401541250626,0.06447712946501022,,0.13788220048741748,0.1874425000000013,0.03317961642268634,0.12635592001152487,0.7059982390490844,0.00014431306792398664,0.15164273329479863,0.12096973279325572,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305831936,7528448,60596224,337970.80016140896,0,153600,14731.693281542224,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600041,0.13420782684538562,0.3697301359514827,0.029104401541250626,0.06447712946501022,,0.13788220048741748,0.1874425000000013,0.03317961642268634,0.12635592001152487,0.7059982390490844,0.00014741209283793336,0.15164273329479863,0.12096973279325572,0.06250126561771985,0.49355338104281193,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305831936,7528448,60596224,344776.5634123763,0,153600,14731.693281542224,0,0,107679.27559515116,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600042,0.13420782684538562,0.43790025872914184,0.029104401541250626,0.06447712946501022,,0.13788220048741748,0.1874425000000013,0.03317961642268634,0.12635592001152487,0.5867672305300415,0.00015051111775188011,0.15164273329479863,0.12096973279325572,0.06250126561771985,0.5137417740680669,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98828288,4575232,2916352,305831936,7528448,60596224,408345.79505803605,0,153600,14731.693281542224,0,0,129176.0401993146,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600043,0.13420782684538562,0.43790025872914184,0.029104401541250626,0.06447712946501022,,0.14251366120216485,0.1874425000000013,0.03317961642268634,0.12635592001152487,0.576468688160269,0.00015361014266582687,0.15164273329479863,0.12302648229528983,0.050215465645191325,0.5137417740680669,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98832384,4575232,2916352,305831936,7528448,60596224,408345.79505803605,0,153600,14731.693281542224,0,0,129176.0401993146,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705600044,0.13420782684538562,0.43790025872914184,0.029104401541250626,0.06447712946501022,,0.14251366120216485,0.1874425000000013,0.03373177556330037,0.12635592001152487,0.6767741346241792,0.0001567091675797736,0.15164273329479863,0.12302648229528983,0.050215465645191325,0.5137417740680669,213602304,97046528,5382144,430956544,71909376,331108352,47271936,3747840,266866688,98832384,4575232,2916352,305831936,7528448,60596224,408345.79505803605,0,153600,14731.693281542224,0,0,129176.0401993146,8,7,6,4,2,10,5,5,3,11,1,2,4,17,8,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
