time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705697153,0.12774795547067733,0.5213189607837506,0.03890968063872188,0.053768776085548725,,0.1256061855749923,0.4147422800770532,0.038108995676754215,0.18461246320853264,0.7512984680401468,0,0.17188628330356237,0.11931899936465178,0.05771507498026966,0.5954705659607923,203837440,71503872,4485120,430678016,73437184,326434816,38248448,3510272,255406080,90406912,4038656,3006464,295976960,6524928,38121472,532670.5776955755,0,0,191278.96795283403,25926.512010633924,0,0,131239.98718359502,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697154,0.12774795547067733,0.5213189607837506,0.03890968063872188,0.05485507982285703,,0.12840481942710189,0.4147422800770532,0.038108995676754215,0.15247835633129742,0.7512984680401468,0,0.171704916156356,0.12163541585261989,0.05499649800291558,0.6034477160656676,203837440,71503872,4485120,430678016,73437184,326434816,38248448,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,532670.5776955755,0,0,191278.96795283403,21413.678513782954,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697155,0.12774795547067733,0.5213189607837506,0.03890968063872188,0.06517822423849776,,0.13120345327921143,0.4147422800770532,0.038108995676754215,0.17457508498300467,0.7512984680401468,0,0.171704916156356,0.13898498927808633,0.05499649800291558,0.6034477160656676,203837440,71503872,4485120,430678016,73437184,326434816,38248448,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,532670.5776955755,0,0,191278.96795283403,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697156,0.12774795547067733,0.5141378376689679,0.32299197638716903,0.06517822423849776,,0.134002087131321,0.4147422800770532,0.038108995676754215,0.17457508498300467,0.7512984680401467,0,0.171704916156356,0.12073896267177625,0.05499649800291558,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38248448,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,76429.5771064104,0,191278.96795283403,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697157,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06517822423849776,,0.13680072098343057,0.4147422800770532,0.038108995676754215,0.17457508498300467,0.7512984680401467,0,0.171704916156356,0.11842254618380814,0.05499649800291558,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38248448,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,191278.96795283403,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697158,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06517822423849776,,0.13959935483554015,0.40130880579010847,0.038108995676754215,0.17457508498300467,0.7512984680401467,0,0.171704916156356,0.11610612969584003,0.05499649800291559,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38252544,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,181166.06353035785,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697159,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06517822423849776,,0.1423979886876497,0.40130880579010847,0.038108995676754215,0.17457508498300467,0.7512984680401467,0,0.17160743564082406,0.11378971320787191,0.05499649800291559,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38252544,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,181166.06353035785,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697160,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06419485791610256,,0.16791803112657377,0.40130880579010847,0.038108995676754215,0.17457508498300467,0.7411402814156026,0,0.17160743564082406,0.1114732967199038,0.05499649800291559,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38252544,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,181166.06353035785,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697161,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06419485791610256,,0.16791803112657377,0.40130880579010847,0.038108995676754215,0.17457508498300467,0.7411402814156026,0,0.17160743564082406,0.10915688023193572,0.0436237178772977,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38252544,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,181166.06353035785,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705697162,0.1295004945598481,0.5141378376689679,0.4032874268433308,0.06419485791610256,,0.14147164088260145,0.40130880579010847,0.038108995676754215,0.17457508498300467,0.7411402814156026,0,0.17160743564082406,0.13962094525172328,0.04452014783131484,0.6034477160656676,203837440,71372800,4485120,430678016,73437184,326434816,38252544,3510272,255406080,90406912,4038656,3006464,295976960,6529024,38121472,443613.188094891,98026.67362878838,0,181166.06353035785,16380.723855228956,0,0,157925.28257472758,7,6,6,4,5,6,5,4,3,11,1,2,4,15,8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
