time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705716377,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.3484805374431962,9.04234520974647,0.7000000000000307,4.266776329149906,3.077650290055902,0.30545054865853555,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.133,0.267,13.467,13.333,0.2,131.8,17,6,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.004411764705882353,0.003,0.06419491525423729,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.002915343915343915,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.0563657407407407,0.004600000000000001,0.2094144144144144,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.004608465608465609
1705716378,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.33448655685173573,9.04234520974647,0.6319294940796576,4.266776329149906,3.077650290055902,0.30545054865853555,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.333,0.267,14.267,13.333,0.2,131.8,17,6,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.0043731343283582086,0.003,0.06334269662921348,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.002915343915343915,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.055429234338747066,0.004600000000000001,0.21020958083832333,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.004608465608465609
1705716379,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.33448655685173573,9.04234520974647,0.6319294940796576,4.266776329149906,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.333,0.267,14.267,13.333,0.2,131.8,17,6,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.0043731343283582086,0.003,0.06334269662921348,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.002915343915343915,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.055429234338747066,0.004600000000000001,0.21020958083832333,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.004608465608465609
1705716380,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.33448655685173573,9.04234520974647,0.6319294940796576,4.266776329149906,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.333,0.267,14.267,13.333,0.2,131.8,17,6,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.0043731343283582086,0.003,0.06334269662921348,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.002915343915343915,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.055429234338747066,0.004600000000000001,0.21020958083832333,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.004608465608465609
1705716381,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.33448655685173573,9.04234520974647,0.6319294940796576,4.266776329149906,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.333,0.267,14.267,13.333,0.2,131.8,17,6.8,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.0043731343283582086,0.003,0.06334269662921348,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.0029329608938547485,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.055429234338747066,0.004600000000000001,0.21020958083832333,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.00461340782122905
1705716382,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.41512682316315,0.33448655685173573,9.04234520974647,0.6319294940796576,4.205687323057582,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44679168,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,24.2,0.133,82.333,0.467,14.267,13.333,0.2,131.8,17,6.8,0,0,0,,0.0029970588235294117,0.0031537102473498235,0.11730769230769231,0.0043731343283582086,0.003,0.06334269662921348,0.0035641025641025637,0.0022825726141078835,0.0075822168087697935,0.0029329608938547485,0.004608823529411765,0.004876678445229683,0.22346153846153846,0.055429234338747066,0.0046,0.2102095808383233,0.008333333333333335,0.004504979253112034,0.009711327649208283,0.00461340782122905
1705716383,0.7547328873820062,3.1423073248103437,0.41946310364203265,36.355604999419754,0.33448655685173573,9.04234520974647,0.6319294940796575,4.205687323057582,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44621824,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,26.267,0.333,83.067,0.667,14.267,13.333,0.4,142.8,17,7.2,0,0,0,,0.0029970588235294117,0.003151943367372631,0.12812544272186097,0.004375775014233181,0.003,0.06334269662921348,0.0035294168398760733,0.002278929164703028,0.0075822168087697935,0.002930435679952414,0.004608823529411765,0.004873498061270735,0.22562508854437222,0.0555012310034458,0.0046,0.2102095808383233,0.008357162585597683,0.004506005601234717,0.009711327649208283,0.004613913637002233
1705716384,0.7547328873820062,3.1106878337256854,0.41946310364203265,36.355604999419754,0.33448655685173573,9.04234520974647,0.6319294940796576,4.205687323057582,3.077650290055902,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44621824,43974656,16830464,44576768,11231232,47521792,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,26.267,0.333,83.067,0.667,14.267,13.333,0.4,142.8,17,7.2,0,0,0,,0.0029970588235294117,0.003151943367372631,0.12812544272186097,0.004375775014233181,0.003,0.06334269662921348,0.0035294168398760733,0.002278929164703028,0.0075822168087697935,0.002930435679952414,0.004608823529411765,0.004873498061270735,0.22562508854437222,0.0555012310034458,0.0046,0.2102095808383233,0.008357162585597683,0.004506005601234717,0.009711327649208283,0.004613913637002233
1705716385,0.7547328873820062,3.110687833725686,0.41946310364203265,36.355604999419754,0.33448655685173573,9.04234520974647,0.6319294940796576,4.205687323057582,3.0600456904029305,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44621824,43974656,16830464,44576768,11231232,47484928,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,26.267,0.333,83.067,0.667,14.267,13.333,0.667,142.8,17,7.2,0,0,0,,0.0029970588235294117,0.003151943367372631,0.12812544272186097,0.004375775014233181,0.003,0.06334269662921348,0.003437508073219413,0.002278929164703028,0.0075822168087697935,0.002930435679952414,0.004608823529411765,0.004873498061270735,0.22562508854437222,0.05550123100344572,0.0046,0.2102095808383233,0.008100041333884455,0.004506005601234717,0.009711327649208283,0.004613913637002233
1705716386,0.7547328873820062,3.110687833725686,0.41946310364203265,36.355604999419754,0.33448655685173573,9.04234520974647,0.6319294940796576,4.205687323057582,3.0600456904029305,0.3028206331244421,0.17991333333336948,113123328,43466752,12201984,44621824,43974656,16830464,44576768,11231232,47484928,2965504,9027584,93833.0431595345,0,0,0,0,0,0,4,5,9,4,3,29,3,4,4,4,2,15.667,26.267,0.333,83.067,0.667,14.267,13.333,0.667,142.8,17,7.2,0,0,0,,0.0029970588235294117,0.003151943367372631,0.12812544272186097,0.004375775014233181,0.003,0.06334269662921348,0.003437508073219413,0.002278929164703028,0.0075822168087697935,0.002930435679952414,0.004608823529411765,0.004873498061270735,0.22562508854437222,0.05550123100344572,0.0046,0.2102095808383233,0.008100041333884455,0.004506005601234717,0.009711327649208283,0.004613913637002233
