time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705709163,0.9950648505008104,5.613604097403186,39.08806418771495,0.23135090165040165,4.825997117746096,1.2678964386238065,0.35104969254319185,0.0904801462036869,0.3177458966067823,0.823672546359123,0,0.2129148456256899,0.3756828717005692,0.8368840208386648,0.9903504100543175,207785984,92508160,6668288,430960640,100458496,324624384,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,558931.8742162945,50296.754123859035,0,0,1177889.0190648632,11,7,7,4,8,20,5,6,3,11,1,3,6,17,8,8.533,3.733,25.333,1.6,1.533,1.867,15.333,0,0.019517937219730937,0.007058800076341669,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.00325,0.0035774193548387097,0.04096534653465347,0.07829267116107795,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005624999999999998,0.00781534090909091
1705709164,0.9718164865299025,5.613604097403186,39.08806418771495,0.23135090165040165,4.825997117746096,1.2678964386238065,0.40846646147832893,0.0904801462036869,0.3177458966067823,0.823672546359123,0,0.2180782639540786,0.3756828717005692,0.8368840208386648,0.9903504100543175,207785984,92508160,6668288,430960640,100458496,324624384,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,650349.3087107333,50296.754123859035,0,0,1177889.0190648632,11,7,7,4,8,20,5,6,3,11,1,3,6,17,8,8.533,3.733,25.333,1.6,1.533,1.867,15.333,0,0.019517937219730937,0.007058800076341669,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.00325,0.0035774193548387097,0.04096534653465347,0.07829267116107795,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005624999999999998,0.00781534090909091
1705709165,0.9485681225589947,5.613604097403186,39.08806418771495,0.23646615883022676,3.7972483010156064,1.2678964386238065,0.40846646147832893,0.0904801462036869,0.2692723996518904,0.823672546359123,0,0.22324168228246727,0.3756828717005692,0.8368840208386648,0.9903504100543175,207785984,92508160,6668288,430956544,100458496,324624384,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,650349.3087107333,22033.456504502155,0,0,1177889.0190648632,11,7,7,4,8,20,5,6,3,11,1,3,6,17,8,8.533,3.733,25.333,1.6,1.533,1.333,15.333,0,0.019517937219730937,0.007058800076341669,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.0032278481012658227,0.0035774193548387097,0.04096534653465347,0.07829267116107795,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005142857142857144,0.00781534090909091
1705709166,0.9253197585880868,5.613604097403186,39.08806418771495,0.23646615883022676,3.875683587377922,1.2678964386238065,0.40846646147832893,0.0904801462036869,0.27470947265307444,0.823672546359123,0,0.22840510061085595,0.256488510537163,0.8368840208386648,0.9903504100543175,207785984,92508160,6668288,430956544,100458496,324624384,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,650349.3087107333,22478.34989735736,0,0,1177889.0190648632,11,7,7,4,8,20,5,6,3,11,1,3,6,17,8,8.533,3.733,25.333,1.6,1.533,1.333,15.333,0,0.019517937219730937,0.007058800076341669,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.0032278481012658227,0.0035774193548387097,0.04096534653465347,0.07829267116107795,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005142857142857144,0.00781534090909091
1705709167,0.9020713946171788,5.613604097403186,39.08806418771495,0.24047459815972078,3.9541188737402373,1.1388606393436744,0.40846646147832893,0.0904801462036869,0.326224380071043,0.823672546359123,0.00011984217707141785,0.23356851893924463,0.26152460931071814,0.8368840208386648,0.9903504100543175,207785984,92508160,6668288,430956544,100458496,324612096,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,650349.3087107333,26693.603571312196,0,0,1177889.0190648632,11,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.533,3.733,25.333,1.6,1.533,1.333,15.333,0,0.019517937219730937,0.007058800076341669,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.0032278481012658227,0.0035774193548387097,0.04096534653465347,0.07829267116107795,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005142857142857144,0.00781534090909091
1705709168,1.3670545483428946,5.613604097403186,39.08806418771495,0.24047459815972078,4.7061171817389384,1.173954299431574,0.40846646147832893,0.0904801462036869,0.326224380071043,0.823672546359123,0.00011984217707141785,0.23873193726763337,0.3021659264133081,0.8368840208386648,0.9903504100543175,207777792,92508160,6668288,430956544,100458496,324612096,46366720,4612096,279977984,92905472,4669440,2891776,299835392,8417280,57970688,1398580.2857399585,0,0,650349.3087107333,26693.603571312196,0,0,1177889.0190648632,10,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.533,3.867,25.333,1.6,1.533,1.333,15.333,0,0.019517937219730937,0.004428524563447592,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.0032278481012658227,0.0035774193548387097,0.04096534653465347,0.07187449432076644,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005142857142857144,0.00781534090909091
1705709169,1.3670545483428946,5.534441535501354,39.08806418771495,0.24047459815972078,4.7061171817389384,1.173954299431574,0.40846646147832893,0.0904801462036869,0.326224380071043,0.823672546359123,0.00011984217707141785,0.24521437012967104,0.3021659264133081,0.8368840208386648,0.9903504100543175,207777792,92508160,6668288,430956544,100458496,324612096,46366720,4612096,279977984,92905472,4669440,3022848,299835392,8417280,57970688,1447030.2495032016,0,0,650349.3087107333,26693.603571312196,0,0,1177889.0190648632,10,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.533,3.867,25.333,1.6,1.533,1.333,15.333,0,0.019517937219730937,0.004428524563447592,0.03184713375796178,0.037642045454545456,0.002391304347826087,0.0032278481012658227,0.0035774193548387097,0.04096534653465347,0.07187449432076644,0.08799283154121866,0.047982954545454544,0.004478260869565217,0.005142857142857144,0.00781534090909091
1705709170,1.3670545483428946,5.534441535501354,39.08806418771495,0.24047459815972078,4.672091749550943,1.173954299431574,0.40846646147832893,0.09082679290726993,0.326224380071043,0.823672546359123,0.00011984217707141785,0.2504073710748111,0.3021659264133081,0.8368840208386648,1.0222385562934033,207777792,92508160,6668288,430956544,106901504,324612096,46366720,4612096,279977984,92905472,4669440,3022848,299835392,8417280,58036224,1447030.2495032016,0,0,650349.3087107333,26693.603571312196,0,0,1578019.97262635,10,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.4,3.867,25.4,1.733,1.533,1.333,15.6,0,0.019623893805309735,0.003793891096625344,0.031381381381381385,0.0375,0.002391304347826087,0.0032278481012658227,0.00355663430420712,0.04114285714285715,0.060217307283514016,0.08578181818181818,0.04773809523809524,0.004478260869565217,0.005142857142857144,0.00773529411764706
1705709171,1.3670545483428946,4.569673074998145,39.08806418771495,0.24047459815972078,4.672091749550943,1.173954299431574,0.40846646147832893,0.09082679290726993,0.2746170424120543,0.823672546359123,0.00011984217707141785,0.2556003720199511,0.26541247756390274,0.8368840208386648,1.0371513736607318,207777792,92508160,6668288,430956544,106901504,324612096,46366720,4612096,279977984,92905472,4669440,3022848,299835392,8417280,58036224,1194782.7305512624,0,0,650349.3087107333,22470.786709678818,0,0,1656363.8637595363,10,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.4,3.867,25.4,1.733,1.533,1.333,15.6,0,0.019623893805309735,0.003793891096625344,0.031381381381381385,0.0375,0.002391304347826087,0.0032278481012658227,0.00355663430420712,0.04114285714285715,0.060217307283514016,0.08578181818181818,0.04773809523809524,0.004478260869565217,0.005142857142857144,0.00773529411764706
1705709172,1.3670545483428946,4.4774323827397895,28.684575365579125,0.24047459815972078,4.672091749550943,1.173954299431574,0.40947252872040724,0.09082679290726993,0.26917996941087025,0.8292152741285699,0.00011984217707141785,0.26079337296509114,0.2603763787903476,0.8368840208386648,1.0371513736607318,207777792,92508160,6635520,430956544,106901504,324612096,46383104,4612096,279977984,92921856,4669440,3022848,299835392,8417280,58036224,1170665.559726209,79190.10123734534,0,682188.6178246305,22025.893316823614,0,0,1656363.8637595363,10,7,7,4,8,17,5,6,3,11,1,3,6,17,8,8.8,3.867,25.4,2.133,2.267,1.733,16.8,0,0.019604072398190044,0.003793891096625344,0.031381381381381385,0.03719135802469136,0.002375,0.0031518987341772157,0.003539837398373984,0.041214285714285724,0.060217307283514016,0.08578181818181818,0.04743827160493826,0.004475,0.0048734177215189875,0.007679878048780489
