time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705791512,19.729925423390622,2.8213748170140813,0.1935772566107059,0.20282395396776834,5.088547678882101,1.5812187703671494,0.4502820198417118,0.09569226214392966,0.6476731067550445,0.8355641622399459,0.003995018985016128,0.28076759632819587,0.7195646507106958,0.8675696479117798,1.0782324058919839,204992512,75161600,5955584,430833664,99532800,323870720,39448576,4313088,257236992,93585408,4186112,3940352,302583808,8364032,41750528,0,2161967.7944784644,0,949691.2272879275,67390.58900954261,0,50853.01903898458,0,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,5,23,12,8.533,4.467,25.667,2.333,2.333,2.333,19.467,0.014748908296943228,0.003090395480225989,0.03166445623342175,0.035692771084337355,0.0024871794871794872,0.0032093023255813954,0.0033204272363150872,0.02483624454148471,0.004762711864406779,0.08060439560439563,0.04713855421686747,0.0044974358974358974,0.0049767441860465115,0.006451754385964914
1705791513,15.548419358546958,2.8213748170140813,0.1935772566107059,0.2068110574465922,5.088547678882101,1.5812187703671494,0.4502820198417118,0.09569226214392966,0.6476731067550445,0.8355641622399459,0.003995018985016128,0.274360449153823,0.7025762570093955,0.8675696479117798,1.0782324058919839,203943936,75161600,5955584,430833664,99532800,323870720,39448576,4313088,257236992,93585408,4186112,3940352,302583808,8364032,41750528,0,2161967.7944784644,0,949691.2272879275,67390.58900954261,0,49692.547597461475,0,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,5,23,12,8.533,4.533,25.667,2.333,2.333,2.2,19.467,0.014748908296943228,0.0030994475138121542,0.03166445623342175,0.035692771084337355,0.0024871794871794872,0.0032045454545454543,0.0033204272363150872,0.02483624454148471,0.004779005524861878,0.08060439560439563,0.04713855421686747,0.0044974358974358974,0.004968181818181818,0.006451754385964914
1705791514,15.548419358546958,2.8213748170140813,0.1935772566107059,0.23922620872942998,4.1058431106799915,1.0618151195288041,0.4502820198417118,0.09569226214392966,0.6476731067550445,0.8448501972491711,0.003995018985016128,0.26795330197945,0.9643205816167443,0.7489632373794849,1.0782324058919839,203943936,75161600,5955584,430833664,99532800,323870720,39448576,4313088,257236992,93585408,4186112,3940352,302587904,8364032,41750528,0,2161967.7944784644,0,949691.2272879275,67390.58900954261,0,48532.076155938346,0,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,8.533,4.533,25.667,2.333,2.333,2.2,19.467,0.014748908296943228,0.0030994475138121542,0.03166445623342175,0.035692771084337355,0.0024871794871794872,0.0032045454545454543,0.0033204272363150872,0.02483624454148471,0.004779005524861878,0.08060439560439563,0.04713855421686747,0.0044974358974358974,0.004968181818181818,0.006451754385964914
1705791515,15.548419358546958,2.8213748170140813,0.1935772566107059,0.23922620872942998,4.021033982698623,0.8939625000000007,0.4502820198417118,0.09569226214392966,0.6476731067550445,0.8448501972491711,0.003995018985016128,0.34374790629117496,0.9643205816167443,0.7345037432476218,1.0782324058919839,203943936,75161600,5955584,430833664,99532800,323870720,39448576,4313088,257236992,93585408,4186112,3940352,302587904,8364032,41750528,0,2161967.7944784644,0,949691.2272879275,67390.58900954261,0,27442.66029434755,0,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,8,4,24.2,2.267,2.333,2.2,18.733,0.014751131221719458,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.025657894736842102,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791516,15.548419358546958,2.8213748170140813,0.16254916389792565,0.23922620872942998,3.9362248547172545,0.8939625000000007,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.8448501972491711,0,0.34374790629117496,0.9643205816167443,0.7200442491157588,1.0782324058919839,203943936,75161600,5955584,430833664,99532800,323870720,39448576,4313088,257232896,93585408,4186112,3940352,302587904,8364032,41750528,0,2161967.7944784644,0,949691.2272879275,54044.06913840877,0,27442.66029434755,0,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,8,4,24.2,2.267,2.333,2.2,18.733,0.014751131221719458,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.025657894736842102,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791517,15.548419358546958,2.2915756176488586,0.16578316865093087,0.23922620872942998,3.851415726735886,1.069150330001457,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.8448501972491711,0,0.34374790629117496,1.2110122952811326,1.0308973316962644,1.0782324058919839,203943936,75202560,5955584,430833664,99532800,323870720,39448576,4313088,257232896,93585408,4186112,3940352,302587904,8364032,41750528,0,1215175.2873887403,0,949691.2272879275,54044.06913840877,0,27442.66029434755,77915.16073806355,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791518,15.548419358546958,2.684907041094018,0.19390056038043277,0.23922620872942998,2.9299100000000067,1.4003953173459296,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.8448501972491711,0,0.34374790629117496,1.2110122952811326,1.0308973316962644,1.0782324058919839,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93585408,4186112,3940352,302587904,8364032,41750528,0,1423750.828969334,0,949691.2272879275,54044.06913840877,0,27442.66029434755,77915.16073806355,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791519,15.548419358546958,2.684907041094018,0.19390056038043277,0.23922620872942998,3.805109278781598,1.4003953173459296,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.8448501972491711,0,0.34374790629117496,1.2110122952811326,1.1005763416477445,1.0782324058919839,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93585408,4186112,3940352,302587904,8364032,41750528,0,1423750.828969334,0,949691.2272879275,54044.06913840877,0,27442.66029434755,106424.79213907784,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791520,15.548419358546958,2.684907041094018,0.19390056038043277,0.23922620872942998,3.715684605359549,1.4003953173459294,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.8448501972491711,0,0.34374790629117496,1.2110122952811326,1.1005763416477445,1.0782324058919839,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93585408,4186112,3940352,302587904,8364032,41750528,0,1423750.828969334,0,949691.2272879275,54044.06913840877,0,27442.66029434755,106424.79213907784,1641562.801628268,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791521,22.2190948631208,2.684907041094018,0.19390056038043277,0.23922620872942998,3.6262599319375006,1.4003953173459294,0.4502820198417118,0.09569226214392966,0.6027086121425758,0.876976433227477,0,0.34374790629117496,1.2110122952811326,1.1005763416477445,1.0616082389851318,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93589504,4186112,3940352,302587904,8364032,41758720,0,1423750.828969334,0,949691.2272879275,54044.06913840877,0,27442.66029434755,106424.79213907784,1508552.72132042,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791522,22.2190948631208,2.684907041094018,0.19390056038043277,0.20456233108453553,3.536835258515451,1.4003953173459294,0.4502820198417118,0.09401976983505833,0.6027086121425758,0.876976433227477,0,0.34374790629117496,1.2110122952811326,1.1005763416477445,1.0616082389851318,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93589504,4186112,3940352,302587904,8364032,41758720,0,1423750.828969334,0,949691.2272879275,54044.06913840877,0,27442.66029434755,106424.79213907784,1508552.72132042,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2.333,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.0024871794871794872,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.0044974358974358974,0.004968181818181818,0.0065256410256410305
1705791523,22.2190948631208,2.684907041094018,0.19390056038043277,0.20057522760571173,3.447410585093403,1.4003953173459294,0.3005099999999983,0.09401976983505833,0.5838851185714813,0.876976433227477,0,0.34374790629117496,1.2110122952811326,1.1005763416477445,1.034475527698402,203943936,75202560,5955584,430833664,99532800,323919872,39448576,4313088,257232896,93589504,4186112,3940352,302587904,8364032,41758720,0,1423750.828969334,0,481280,31708.5128893247,0,27442.66029434755,106424.79213907784,1132638.9528988847,11,6,7,4,7,15,6,4,3,11,1,3,6,23,12,7.667,4,24.2,2.267,2,2.2,18.733,0.014581447963800905,0.0031318681318681318,0.031697612732095495,0.035919540229885055,0.002351351351351352,0.0032045454545454543,0.0033280000000000002,0.02583333333333336,0.004837362637362638,0.0807692307692308,0.04718390804597701,0.004470270270270272,0.004968181818181818,0.0065256410256410305
