time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705663489,1.1179282602978344,3.5045736897805444,0.18079036124132988,0.18521869995562093,4.343143886641407,1.025108428085848,0.38047922326638056,0.07367278582643429,0.3125070790677471,0.7930228225430882,0,0.3144130314272305,0.24191090019317277,0.9650162162162162,1.0727281706835183,214605824,83943424,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,0,2101431.0035429993,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,7.867,3.533,22.267,2.133,2.133,1.867,17.8,0,0,0,0,0,0.01573913043478261,0.0030470588235294123,0.02961387434554974,0.033712121212121214,0.0026756756756756753,0.0030481927710843374,0.004910891089108912,0.024713043478260876,0.004684705882352941,0.0758409090909091,0.046742424242424245,0.004535135135135136,0.004686746987951807,0.009007832898172327
1705663490,1.0935269384318684,3.5045736897805435,0.18079036124132988,0.18521869995562093,4.343143886641407,1.025108428085848,0.38047922326638056,0.07516119258889187,0.3125070790677471,0.7930228225430882,0,0.3144130314272305,0.247708054472082,0.828061392863403,1.0727281706835183,214605824,83943424,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,0,2101431.003542999,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,7.867,3.533,22.267,2.133,2.133,1.867,17.8,0,0,0,0,0,0.01573913043478261,0.0030470588235294123,0.02961387434554974,0.033712121212121214,0.0026756756756756753,0.0030481927710843374,0.004910891089108912,0.024713043478260876,0.004684705882352941,0.0758409090909091,0.046742424242424245,0.004535135135135136,0.004686746987951807,0.009007832898172327
1705663491,1.0691256165659024,3.5045736897805435,0.18079036124132988,0.18521869995562093,4.343143886641407,1.025108428085848,0.38047922326638056,0.08930440574745434,0.3125070790677471,0.7930228225430882,0,0.3144130314272305,0.25350520875099125,0.8444673113589136,1.0727281706835183,214605824,83943424,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,0,2101431.003542999,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,7.867,3.533,22.267,2.133,2.133,1.867,17.8,0,0,0,0,0,0.01573913043478261,0.0030470588235294123,0.02961387434554974,0.033712121212121214,0.0026756756756756753,0.0030481927710843374,0.004910891089108912,0.024713043478260876,0.004684705882352941,0.0758409090909091,0.046742424242424245,0.004535135135135136,0.004686746987951807,0.009007832898172327
1705663492,1.0447242946999364,3.593275328895656,0.18079036124132988,0.18521869995562093,4.343143886641407,1.025108428085848,0.38047922326638056,0.08930440574745434,0.3125070790677471,0.7930228225430882,0,0.3144130314272305,0.25930236302990045,0.9843551097306338,1.0727281706835183,214605824,83980288,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,0,2025207.4706920346,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,7.867,3.533,22.267,2.133,2.133,1.867,17.8,0,0,0,0,0,0.01573913043478261,0.0030470588235294123,0.02961387434554974,0.033712121212121214,0.0026756756756756753,0.0030481927710843374,0.004910891089108912,0.024713043478260876,0.004684705882352941,0.0758409090909091,0.046742424242424245,0.004535135135135136,0.004686746987951807,0.009007832898172327
1705663493,1.0203229728339702,3.593275328895656,0.18079036124132988,0.18521869995562093,4.343143886641407,1.025108428085848,0.38047922326638056,0.08930440574745434,0.3125070790677471,0.7930228225430882,0,0.3144130314272305,0.2650995173088097,0.9843551097306338,1.0727281706835183,214605824,83980288,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,0,2025207.4706920346,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,7.867,3.533,22.267,2.133,2.133,1.867,17.8,0,0,0,0,0,0.01573913043478261,0.0030470588235294123,0.02961387434554974,0.033712121212121214,0.0026756756756756753,0.0030481927710843374,0.004910891089108912,0.024713043478260876,0.004684705882352941,0.0758409090909091,0.046742424242424245,0.004535135135135136,0.004686746987951807,0.009007832898172327
1705663494,2.4735958211637796,3.8221818435949455,0.18079036124132988,0.18191717375772726,4.343143886641407,1.025108428085848,0.38047922326638056,0.08930440574745434,0.3125070790677471,0.7930228225430882,0,0.2728430233941417,0.2708966715877189,0.9843551097306338,1.0727281706835183,214638592,83980288,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,138036.39631543474,1517143.0568173877,0,857399.9020175479,17843.607057285994,0,0,1359399.4468589493,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,8.933,4.2,23.933,1.733,1.8,1.867,17.667,0,0,0,0,0,0.01578125,0.003035087719298245,0.029782321899736147,0.033522727272727273,0.0027662337662337664,0.0030481927710843374,0.004879518072289157,0.02465625,0.004663157894736842,0.07655555555555554,0.04670454545454545,0.0045532467532467535,0.004686746987951807,0.008998708010335917
1705663495,2.4735958211637796,3.8221818435949455,0.18079036124132988,0.18191717375772726,4.343143886641407,0.9731942857143038,0.38047922326638056,0.08930440574745434,0.3125070790677471,0.7930228225430882,0,0.32419721270896074,0.27669382586662816,0.9843551097306338,1.1171085876114084,214638592,83980288,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,138036.39631543474,1517143.0568173877,0,857399.9020175479,17843.607057285994,0,0,1580764.6389205097,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,8.933,4.2,23.933,1.733,1.8,1.867,17.667,0,0,0,0,0,0.01578125,0.003035087719298245,0.029782321899736147,0.033522727272727273,0.0027662337662337664,0.0030481927710843374,0.004879518072289157,0.02465625,0.004663157894736842,0.07655555555555554,0.04670454545454545,0.0045532467532467535,0.004686746987951807,0.008998708010335917
1705663496,2.4735958211637796,3.8221818435949455,0.18079036124132988,0.18191717375772726,3.1903149999999414,0.9731942857143038,0.38047922326638056,0.09490748389228518,0.3125070790677471,0.7930228225430882,0,0.32419721270896074,0.28249098014553736,0.9843551097306338,1.1171085876114084,214638592,83980288,6184960,430702592,99475456,329457664,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,138036.39631543474,1517143.0568173877,0,857399.9020175479,17843.607057285994,0,0,1580764.6389205097,19,15,6,4,7,14,5,4,3,11,1,3,6,15,8,8.933,4.2,23.933,1.733,1.8,1.867,17.667,0,0,0,0,0,0.01578125,0.003035087719298245,0.029782321899736147,0.033522727272727273,0.0027662337662337664,0.0030481927710843374,0.004879518072289157,0.02465625,0.004663157894736842,0.07655555555555554,0.04670454545454545,0.0045532467532467535,0.004686746987951807,0.008998708010335917
1705663497,2.4735958211637796,3.8221818435949455,0.18079036124132988,0.18191717375772726,3.1903149999999414,1.0490045637939018,0.38047922326638056,0.09490748389228518,0.3125070790677471,0.7930228225430882,0,0.27416682867937003,0.23854999999997514,0.9843551097306338,1.1171085876114084,214638592,83980288,6184960,430702592,99475456,329519104,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,138036.39631543474,1517143.0568173877,0,857399.9020175479,17843.607057285994,0,0,1580764.6389205097,19,15,6,4,7,13,5,4,3,11,1,3,6,15,8,8.933,4.2,25.467,1.733,1.8,1.867,19.6,0,0,0,0,0,0.01578125,0.003035087719298245,0.02977099236641222,0.033522727272727273,0.0027662337662337664,0.0030481927710843374,0.00483372921615202,0.02465625,0.004663157894736842,0.076283185840708,0.04670454545454545,0.0045532467532467535,0.004686746987951807,0.008985639686684074
1705663498,2.4735958211637796,3.8221818435949455,0.18079036124132988,0.18191717375772726,4.736831083188504,1.0490045637939018,0.38047922326638056,0.09490748389228518,0.3190190293808147,0.6717520102468602,0,0.26876354180088735,0.23854999999997514,0.9843551097306338,1.1171085876114084,214638592,83980288,6184960,430702592,99446784,329519104,41627648,4489216,265969664,97058816,4718592,2875392,303927296,8118272,46395392,138036.39631543474,1517143.0568173877,0,857399.9020175479,28266.307817055706,0,0,1580764.6389205097,19,15,6,4,7,13,5,4,3,11,1,3,6,15,8,9.067,4.2,25.467,1.867,1.933,2,20,0,0,0,0,0,0.015993852459016394,0.003035087719298245,0.02977099236641222,0.033134920634920635,0.00276,0.0030493827160493823,0.004869565217391305,0.024674180327868854,0.004663157894736842,0.076283185840708,0.04662698412698413,0.0045520000000000005,0.004688888888888888,0.009006527415143606
1705663499,2.4735958211637796,3.8221818435949455,0.1796699369761544,0.18423248002067164,4.736831083188504,1.0490045637939018,0.2589225000000006,0.09490748389228518,0.3190190293808147,0.5500900000000009,0,0.26336025492240467,0.3459264453089624,0.9843551097306338,1.1171085876114084,214638592,83980288,6184960,430698496,99446784,329519104,41627648,4489216,265969664,97058816,4718592,2875392,303923200,8118272,46395392,138036.39631543474,1517143.0568173877,0,430080,28266.307817055706,0,0,1580764.6389205097,19,15,6,4,7,13,5,4,3,11,1,3,6,15,8,9.067,4.2,25.467,1.867,1.933,2,20,0,0,0,0,0,0.015993852459016394,0.003035087719298245,0.02977099236641222,0.033134920634920635,0.00276,0.0030493827160493823,0.004869565217391305,0.024674180327868854,0.004663157894736842,0.076283185840708,0.04662698412698413,0.0045520000000000005,0.004688888888888888,0.009006527415143606
1705663500,2.4735958211637796,3.8221818435949455,0.1796699369761544,0.18423248002067164,4.736831083188504,1.0490045637939018,0.2589225000000006,0.09490748389228518,0.32194575817185783,0.8214709398046894,0,0.3287327761463749,0.3459264453089624,0.8514234208010101,1.1171085876114084,214638592,83980288,6184960,430698496,99446784,329519104,41627648,4489216,265969664,97062912,4718592,2879488,303923200,8118272,46395392,138036.39631543474,1517143.0568173877,0,430080,34286.19260871384,0,0,1580764.6389205097,19,15,6,4,7,13,5,4,3,11,1,3,6,15,8,9.067,4.2,25.467,1.867,1.933,2.133,20,0,0,0,0,0,0.015993852459016394,0.003035087719298245,0.02977099236641222,0.033134920634920635,0.00276,0.0030493827160493823,0.004869565217391305,0.024674180327868854,0.004663157894736842,0.076283185840708,0.04662698412698413,0.0045520000000000005,0.004688888888888888,0.009006527415143606
