time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705769719,2.0119110207868394,3.099012859615863,0.1740225598385952,0.21151304427916678,5.134151694800189,1.653741599908896,0.4129340196537201,0.0929147852819675,0.9829385122919442,0.8476165188054404,0,0.34124525544003703,1.227204757858946,1.121230828965246,1.1784194404737618,211128320,75407360,5971968,430505984,98422784,330752000,39284736,4460544,264777728,92229632,4485120,2838528,294703104,7655424,40947712,2084972.3847992746,0,939185.7744501638,0,30536.969041805678,0,28969.516938963152,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,7,3.6,23.267,2.133,2.333,2,18.8,,1.133,0.014099576271186439,0.0030662983425414365,0.031962864721485414,0.0375,0.0027176470588235295,0.0033614457831325295,0.004731019522776572,0.023887711864406774,0.004719337016574586,0.08117437722419932,0.047710526315789474,0.004581176470588234,0.0067333333333333325,0.00897208121827411
1705769720,2.0119110207868394,3.099012859615863,0.1740225598385952,0.21151304427916678,5.134151694800189,1.653741599908896,0.4129340196537201,0.0929147852819675,0.9829385122919442,0.7060363062809717,0,0.34124525544003703,1.227204757858946,1.121230828965246,1.1784194404737618,211128320,75407360,5971968,430505984,98422784,330752000,39284736,4460544,264777728,92229632,4485120,2838528,294703104,7655424,40947712,2084972.3847992746,0,939185.7744501638,0,30536.969041805678,0,28969.516938963152,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4,24.533,2,2.333,2,18.333,,1.133,0.014312499999999999,0.0030641711229946523,0.03221784776902887,0.03763020833333334,0.0027176470588235295,0.0033614457831325295,0.004765217391304347,0.023912499999999993,0.004715508021390374,0.08139372822299652,0.047942708333333334,0.004581176470588234,0.0067333333333333325,0.008972636815920398
1705769721,2.0119110207868394,3.099012859615863,0.1740225598385952,0.21151304427916678,3.368369999999992,1.653741599908896,0.4129340196537201,0.0929147852819675,0.9829385122919442,0.691909364300881,0,0.34124525544003703,1.227204757858946,1.121230828965246,1.1784194404737618,211128320,75407360,5971968,430505984,98422784,330752000,39284736,4460544,264777728,92229632,4485120,2838528,294703104,7655424,40947712,2084972.3847992746,0,939185.7744501638,0,30536.969041805678,0,28969.516938963152,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4,24.533,2,2.333,2,18.333,,1.133,0.014312499999999999,0.0030641711229946523,0.03221784776902887,0.03763020833333334,0.0027176470588235295,0.0033614457831325295,0.004765217391304347,0.023912499999999993,0.004715508021390374,0.08139372822299652,0.047942708333333334,0.004581176470588234,0.0067333333333333325,0.008972636815920398
1705769722,2.0119110207868394,3.1256696154318657,0.1740225598385952,0.21151304427916678,4.156852472689149,1.653741599908896,0.4129340196537201,0.0929147852819675,0.9829385122919442,0.6777824223207903,0,0.2925808383038257,1.227204757858946,1.121230828965246,1.1784194404737618,211128320,75407360,5971968,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2838528,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,0,30536.969041805678,0,24838.222410825845,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,24.533,2,2.333,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.03221784776902887,0.03763020833333334,0.0027176470588235295,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08139372822299652,0.047942708333333334,0.004581176470588234,0.0067333333333333325,0.008964824120603015
1705769723,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.21151304427916678,4.239943268266726,1.653741599908896,0.4129340196537201,0.28273502157459146,0.9829385122919442,0.6636554803406997,0,0.28689341737982504,1.227204757858946,1.1728828881371711,1.1784194404737618,211128320,75407360,5976064,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2838528,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,79677.44217302115,30536.969041805678,0,24355.397128509794,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,24.533,2,2.333,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.03221784776902887,0.03763020833333334,0.0027176470588235295,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08139372822299652,0.047942708333333334,0.004581176470588234,0.0067333333333333325,0.008964824120603015
1705769724,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.21151304427916678,4.985447734654686,1.653741599908896,0.4129340196537201,0.28273502157459146,1.032733041848076,0.649528538360609,0,0.3429147122943775,1.227204757858946,1.1728828881371711,1.1784194404737618,211128320,75407360,5976064,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,79677.44217302115,37049.611353007575,0,27059.523023056085,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,24.533,2,2.333,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.03221784776902887,0.03763020833333334,0.0027176470588235295,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08139372822299652,0.047942708333333334,0.004581176470588234,0.0067333333333333325,0.008964824120603015
1705769725,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.21151304427916678,4.985447734654686,1.653741599908896,0.4129340196537201,0.28273502157459146,1.0528189370849144,0.6354015963805183,0,0.3429147122943775,1.227204757858946,1.1728828881371711,1.1784194404737618,211128320,75407360,5976064,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,79677.44217302115,37770.198941519695,0,27059.523023056085,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,24.533,2,1.733,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.03221784776902887,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08139372822299652,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
1705769726,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.17969149430360018,4.985447734654686,1.3061663682145972,0.4129340196537201,0.3384690295549768,1.2051537142103026,0.6212746544004276,0,0.3429147122943775,1.227204757858946,1.1728828881371711,1.1784194404737618,211128320,75407360,5976064,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,102040.53901030461,43235.25531072701,0,27059.523023056085,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,24.533,2,1.733,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.03221784776902887,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08139372822299652,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
1705769727,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.14441999999999844,4.985447734654686,1.519971465560478,0.4129340196537201,0.3384690295549768,1.2051537142103026,0.6071477124203369,0,0.3429147122943775,1.0435706103558808,1.1728828881371711,1.1784194404737618,211128320,75407360,5976064,430505984,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,102040.53901030461,43235.25531072701,0,27059.523023056085,1480481.9277108435,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,25.2,2,1.733,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.0317774936061381,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08085409252669036,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
1705769728,2.0119110207868394,3.1256696154318657,0.18080085134796697,0.20898529678707564,4.985447734654686,1.519971465560478,0.4129340196537201,0.3384690295549768,1.2051537142103026,0.5930207704402463,0,0.3429147122943775,1.0231171977248983,1.1728828881371711,0.916196436669073,211128320,75407360,5976064,430501888,99516416,330752000,39284736,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,2226907.482491707,0,939185.7744501638,102040.53901030461,43235.25531072701,0,27059.523023056085,814662.0220550346,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,25.2,2,1.733,2,16.733,1.2,2.333,0.014312499999999999,0.003052631578947368,0.0317774936061381,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08085409252669036,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
1705769729,2.0119110207868394,2.98114272044018,0.18080085134796697,0.20898529678707564,4.985447734654686,1.519971465560478,0.40970895782502564,0.3384690295549768,1.0187978607025634,0.5788938284601556,0,0.3429147122943775,0.9828371753770035,1.1728828881371711,0.9351864397609001,211128320,75464704,5976064,430501888,99516416,330752000,39301120,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,1812786.8264189311,0,856605.0888811433,102040.53901030461,66383.04768850532,0,27059.523023056085,831547.5213851386,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,25.2,2,1.733,2,16.733,2.333,2.333,0.014312499999999999,0.003052631578947368,0.0317774936061381,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08085409252669036,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
1705769730,2.0119110207868394,2.98114272044018,0.18080085134796697,0.20898529678707564,4.985447734654686,1.519971465560478,0.40970895782502564,0.3384690295549768,1.0187978607025634,0.3746599999999963,0,0.3429147122943775,1.0371550173314112,1.1728828881371711,0.9541764428527275,211128320,75464704,5976064,430501888,99516416,330752000,39301120,4460544,264777728,92229632,4485120,2842624,294703104,7655424,40947712,1812786.8264189311,0,856605.0888811433,102040.53901030461,66383.04768850532,0,27059.523023056085,848433.0207152427,9,6,5,4,7,16,7,5,3,11,1,3,6,15,8,6.8,4.533,25.2,2,1.733,2,16.733,2.333,2.333,0.014312499999999999,0.003052631578947368,0.0317774936061381,0.03763020833333334,0.002694117647058824,0.0033614457831325295,0.00474025974025974,0.023912499999999993,0.004694736842105263,0.08085409252669036,0.047942708333333334,0.004576470588235294,0.0067333333333333325,0.008964824120603015
