time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,catalogue_error,front-end_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705710904,6.676028636363641,1.2105108769624295,0.21588737359680854,0.19474731723331387,4.386515914532238,18.93656215742162,0.49286234351880087,0.08408519051042417,9.478751399776028,1.0931604299540607,0.00009031146955663657,0.31690872668085646,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11759616,863023104,198774784,639447040,85348352,7536640,528941056,182906880,9424896,5890048,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,166792.22233533545,63940.05619731502,,1054385.4722456238,24,14,17,8,12,30,15,11,5,22,2,6,9,28,14,6.333,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.016287460693094582,0.00316969696969697,0.0307847313839136,0.043748816107851266,0.0028734643424737014,0.008035191949775438,0.004883758683853909,0.030902912757858326,0.004905454545454546,0.08535427680226144,0.9646533333333308,0.004726051310511844,0.019570403875040082,0.009088006742826988
1705710905,7.858542875564158,1.2105108769624295,0.21588737359680854,0.19474731723331387,4.296144956858361,18.93656215742162,0.49286234351880087,0.08408519051042417,9.478751399776028,1.0931604299540607,0.00009031146955663657,0.31690872668085646,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11759616,863023104,198774784,639447040,85348352,7536640,528941056,182906880,9424896,5890048,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,166792.22233533545,63940.05619731502,,1054385.4722456238,24,14,17,8,12,30,15,11,5,22,2,6,9,28,14,6.333,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.016213400596253112,0.00316969696969697,0.030773598478474752,0.0436983909686314,0.0028715816077903417,0.008026198720450673,0.004877814292988037,0.030268461895007544,0.004905454545454546,0.08531974942902171,0.9113200000000042,0.0047229869582813685,0.01934469594426611,0.009086282200578107
1705710906,7.858542875564158,1.2105108769624295,0.21588737359680854,0.19474731723331387,4.205773999184487,8.985991734148739,0.49286234351880087,0.08408519051042417,9.478751399776028,1.0931604299540607,0.00009031146955663657,0.31690872668085646,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11759616,863023104,198774784,639447040,85348352,7536640,528941056,182906880,9424896,5890048,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,166792.22233533545,63940.05619731502,,1054385.4722456238,24,14,17,8,12,30,15,11,5,22,2,6,9,28,14,6.333,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.016127935005278073,0.00316969696969697,0.030763239875389408,0.04364993460217599,0.0028697645731722158,0.008017567538246817,0.004871959029365744,0.029375481791242778,0.004905454545454546,0.08528735632183908,0.8579866666666697,0.004720029539939784,0.019126950443140688,0.009084572802610432
1705710907,7.858542875564158,1.2105108769624295,0.18443525541935601,0.19474731723331387,4.115403041510611,8.985991734148739,0.49286234351880087,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.24024341263529939,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11759616,863023104,198774784,639447040,85348352,7536640,528941056,182906880,9424896,5890048,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,0,63940.05619731502,,1054385.4722456238,24,14,17,8,12,30,15,11,5,22,2,6,9,28,14,6.333,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.01601336846697669,0.00316969696969697,0.030763239875389408,0.0435312962687915,0.002853700557536311,0.008009276971753694,0.004860844927575773,0.0278616307781199,0.004905454545454546,0.08528735632183908,0.6932933333333327,0.004691416812232298,0.018916753331946694,0.009069601352251511
1705710908,7.858542875564158,1.2105108769624295,0.18851500447469763,0.19474731723331387,4.025032083836736,8.985991734148739,0.49286234351880087,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.28752153744201464,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11759616,863023104,198774784,639447040,85348352,7536640,528941056,182906880,9424896,5890048,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,0,63940.05619731502,,1054385.4722456238,24,14,17,8,12,30,15,11,5,22,2,6,9,28,14,6.333,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.01591251248871828,0.00316969696969697,0.030763239875389408,0.04328039382061754,0.0028146059926444636,0.008001307248342759,0.004843765092178589,0.026694221706178762,0.004905454545454546,0.08528735632183908,0.406599999999999,0.004621338895728613,0.01871371878817109,0.009039489765766079
1705710909,7.858542875564158,1.2105108769624295,0.5521947960818465,0.19474731723331384,5.073885956563122,8.006153943590611,0.49286234351880087,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.3022426462326689,3.7920334507042264,1.0318996040309236,1.1707596180848074,399425536,166440960,11968512,863023104,212246528,640282624,85348352,7536640,528941056,182906880,9424896,5758976,591536128,14118912,98209792,1124614.55424401,,0,885060.0089250064,0,63940.05619731502,,1054385.4722456238,24,14,17,8,12,29,15,11,5,22,2,6,9,28,14,8.467,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.015041119974534915,0.00316969696969697,0.030763239875389408,0.04294327234448291,0.002783550132060924,0.007993640096727329,0.004822025731977451,0.024083838291915155,0.004905454545454546,0.08528735632183908,0.24065586296020275,0.004567069300247402,0.018517486842986965,0.009003123633624002
1705710910,7.858542875564158,1.2105108769624295,0.5638467491756856,0.19474731723331384,5.073885956563122,8.006153943590611,0.47686773280594674,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.3022426462326689,3.7920334507042255,1.0318996040309236,1.1707596180848074,399425536,166440960,11968512,863023104,212246528,640282624,85417984,7536640,528941056,182906880,9424896,5758976,591536128,14118912,98209792,1124614.55424401,,0,761182.5280458281,0,63940.05619731502,,1054385.4722456238,24,14,17,8,12,29,15,11,5,22,2,6,9,28,14,8.467,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.014951750617959884,0.00316969696969697,0.030763239875389408,0.042618359897089196,0.002773500011596354,0.007986258607120468,0.004798373586260512,0.02403383678612549,0.004905454545454546,0.08528735632183908,0.2186093340616406,0.004554700002319271,0.018327721251387805,0.008996172078354202
1705710911,7.858542875564158,1.2105108769624295,0.699117185630335,0.19474731723331384,5.073885956563122,8.006153943590611,0.3720413530046341,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.3022426462326689,3.7920334507042255,1.0318996040309236,1.0033409926986803,399425536,166440960,11968512,863023104,212246528,640282624,85417984,7536640,528941056,182906880,9424896,5758976,591536128,14118912,98209792,1124614.55424401,,0,615321.8100538572,0,63940.05619731502,,903608.3497144999,24,14,17,8,12,29,15,11,5,22,2,6,9,28,14,8.467,2.4,21.867,1.267,1.133,1.4,13.467,,0,0.014876580304787546,0.00316969696969697,0.030763239875389408,0.042305005040082715,0.0027691884648453537,0.007979147106737658,0.004793427230046949,0.02402641947623257,0.004905454545454546,0.08528735632183908,0.19736440238880837,0.004553837692969071,0.01814410756946281,0.008994694960212204
1705710912,7.858542875564158,1.2105108769624295,0.699117185630335,0.18671221416620218,4.479315216879386,8.006153943590611,0.37963127136097297,0.08408519051042417,1.5871624648719127,1.0931604299540607,0.00009031146955663657,0.3022426462326689,3.7920334507042255,1.0318996040309236,0.9838283323972666,399425536,166440960,11968512,863023104,212246528,640282624,85417984,7536640,528941056,182906880,9424896,5758976,591536128,14118912,98209792,1124614.55424401,,0,627874.8293982559,0,63940.05619731502,,886035.2585104059,24,14,17,8,12,29,15,11,5,22,2,6,9,28,14,8.467,2.4,21.867,1.267,1.533,1.4,13.467,,0,0.01482185842446734,0.00316969696969697,0.030763239875389408,0.04200260187038066,0.002753086419753086,0.007972291048715162,0.004793427230046949,0.024020966352025386,0.004905454545454546,0.08528735632183908,0.17687813021702822,0.004550617283950618,0.01802434243538056,0.008994694960212204
1705710913,7.858542875564158,1.2105108769624295,0.699117185630335,0.18671221416620218,4.479315216879386,8.006153943590611,0.3872211897173121,0.08408519051042417,1.1898295681451032,1.0931604299540607,0.00012216028604273297,0.3022426462326689,3.7920334507042255,1.0318996040309236,0.9353358256053136,399425536,166440960,5128192,863023104,212246528,640282624,85417984,7536640,528941056,89911296,9424896,5758976,591536128,14118912,98209792,1124614.55424401,,0,640427.848742655,0,63940.05619731502,,755311.7097187564,24,14,6,8,12,29,15,11,5,11,2,6,9,28,14,8.467,2.4,22.467,1.267,1.533,1.4,13.467,,0,0.014769144280702213,0.00316969696969697,0.030171130952380963,0.04171058610988231,0.002753086419753086,0.007965676912787262,0.004793427230046949,0.024015704410224815,0.004905454545454546,0.08280241935483872,0.1571105926517151,0.004550617283950618,0.017946677962178085,0.008994694960212204
