time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705675969,2.244749610912734,3.527199910001126,0.15356820685053907,0.19002501729919774,4.99240195499727,1.2333683178197277,0.30844404032393674,0.09564622124863088,1.610218010409499,0.8768572241805841,0.00020263424518745187,0.15143249999999944,0.3809912070343927,0.9196932597275418,0.9683282661475572,219537408,78802944,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2863104,302301184,8028160,46657536,0,2174948.813139836,0,761076.3790161728,80447.80516547186,0,30720.000000000004,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,3.867,23.2,2.733,2.867,2.733,22.133,,0,0,0,0.013733766233766233,0.0030833333333333333,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.00475,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675970,2.244749610912734,3.4056606464725845,0.15022367834809083,0.1902500061336181,4.99240195499727,1.2333683178197277,0.3146272042390594,0.09564622124863088,1.610218010409499,0.8768572241805841,0.00020263424518745187,0.15143249999999944,0.3809912070343927,0.9196932597275418,0.9683282661475572,219537408,78848000,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2863104,302301184,8028160,46657536,0,1913302.0734903456,0,776333.149736861,80447.80516547186,0,30720.000000000004,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,4.133,23.2,2.733,2.867,2.733,22.133,,0,0,0,0.013733766233766233,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675971,2.244749610912734,3.4056606464725845,0.14687914984564257,0.1902500061336181,4.99240195499727,1.0829732769749343,0.3709898349073601,0.09564622124863088,1.610218010409499,0.8768572241805841,0.00020263424518745187,0.15143249999999944,0.3809912070343927,0.9196932597275418,0.9683282661475572,219537408,78848000,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2863104,302301184,8028160,46657536,0,1913302.0734903456,0,915406.2432412948,80447.80516547186,0,30720.000000000004,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,4.133,23.2,2.733,2.867,2.733,22.133,,0,0,0,0.013733766233766233,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675972,2.244749610912734,3.4056606464725845,0.14353462134319434,0.1902500061336181,4.99240195499727,1.2662774969744623,0.3709898349073601,0.08209345825179386,1.610218010409499,0.8768572241805841,0.00020263424518745187,0.15143249999999944,0.3809912070343927,0.6702525000000037,0.9683282661475572,219537408,78848000,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2863104,302301184,8028160,46657536,0,1913302.0734903456,0,915406.2432412948,80447.80516547186,0,30720.000000000004,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,4.133,23.2,2.733,2.867,2.733,22.133,,0,0,0,0.013733766233766233,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675973,2.244749610912734,3.4056606464725845,0.1401900928407461,0.1902500061336181,4.99240195499727,1.2662774969744623,0.3709898349073601,0.08392006087291702,1.610218010409499,0.8768572241805841,0.00020263424518745187,0.20353181358627226,0.3231982865818309,0.6702525000000037,0.9683282661475572,219537408,78848000,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2859008,302301184,8028160,46657536,0,1913302.0734903456,0,915406.2432412948,80447.80516547186,0,24037.896710508176,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,4.133,23.2,2.733,2.267,2.733,22.133,,0,0,0,0.013733766233766233,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675974,2.8660681399631662,3.487248541540936,0.13684556433829786,0.1902500061336181,4.99240195499727,1.2662774969744623,0.3709898349073601,0.08574666349404018,1.610218010409499,0.8791569044765962,0.00020263424518745187,0.20831320346320348,0.3295560355211874,0.6702525000000037,0.9683282661475572,219561984,78848000,6176768,430620672,110354432,327491584,40640512,4382720,267517952,97525760,4141056,2859008,302301184,8028160,46657536,135779.00552486186,2018748.7427077044,0,915406.2432412948,80447.80516547186,0,24602.5974025974,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,7.333,4.133,23.2,2.733,2.267,2.733,22.133,,0,0,0,0.013733766233766233,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.023266233766233768,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675975,2.8660681399631662,3.487248541540936,0.13350103583584963,0.1902500061336181,4.99240195499727,1.2662774969744623,0.3709898349073601,0.08456502873235014,1.610218010409499,0.8791569044765962,0.0003576711886305178,0.2130945933401348,0.3814649363613862,0.9597963386727757,0.9683282661475572,219561984,78848000,6176768,430620672,110354432,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46657536,135779.00552486186,2018748.7427077044,0,915406.2432412948,80447.80516547186,0,25167.29809468663,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.133,4.133,23.2,2.733,2.267,2.733,22.133,,0,0,0,0.013623949579831932,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.003395864106351551,0.02317857142857143,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007050387596899226
1705675976,2.8660681399631662,3.487248541540936,0.13015650733340137,0.1902500061336181,4.235789570934225,1.2662774969744623,0.3709898349073601,0.08633690230457129,1.3809945309720937,0.8791569044765962,0.0003657461240310351,0.21787598321706605,0.3814649363613862,0.9597963386727757,0.9683282661475572,219561984,78848000,6176768,430620672,110354432,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46657536,135779.00552486186,2018748.7427077044,0,915406.2432412948,68995.61316791603,0,25731.998786775857,1433452.1752444278,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.133,4.133,23.2,2.733,2.267,2.733,19.467,,0,0,0,0.013623949579831932,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.0033888111888111887,0.02317857142857143,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007000000000000002
1705675977,2.8660681399631662,3.487248541540936,0.12681197883095313,0.1902500061336181,4.15258287168427,1.2662774969744623,0.3709898349073601,0.08810877587679244,1.3541575641319354,0.8791569044765962,0.0003738210594315525,0.22265737309399738,0.3814649363613862,0.9597963386727757,0.9631999728413098,219561984,78848000,6176768,430620672,110354432,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46706688,135779.00552486186,2018748.7427077044,0,915406.2432412948,67654.81641515816,0,26296.69947886508,1446146.0119158756,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.133,4.133,23.2,2.733,2.267,2.733,19.467,,0,0,0,0.013623949579831932,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.0033888111888111887,0.02317857142857143,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007000000000000002
1705675978,2.8660681399631662,3.487248541540936,0.12346745032850491,0.1902500061336181,4.182633278182221,1.2662774969744623,0.3709898349073601,0.08988064944901357,1.327320597291777,0.7362664064240471,0.00018893441534294567,0.22743876297092866,0.3814649363613862,0.9597963386727757,0.8336939195249832,219561984,78848000,6176768,430620672,110354432,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46706688,135779.00552486186,2018748.7427077044,0,915406.2432412948,66314.0196624003,0,26861.40017095431,920886.5441222917,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.133,4.133,23.2,2.733,2.267,2.733,19.467,,0,0,0,0.013623949579831932,0.0030795454545454546,0.02908097686375321,0.025284090909090905,0.00238235294117647,0.003,0.0033888111888111887,0.02317857142857143,0.004743181818181819,0.07558962264150944,0.04505681818181818,0.004476470588235294,0.0046,0.007000000000000002
1705675979,2.8660681399631662,3.487248541540936,0.08466000000000011,0.1902500061336181,5.0995640458299585,1.2662774969744623,0.3709898349073601,0.09165252302123471,1.3004836304516183,0.7507224663431024,0.00019291890240664465,0.23222015284785988,0.3814649363613862,0.9597963386727757,0.8502367784726177,219561984,78848000,6176768,430620672,99336192,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46706688,135779.00552486186,2018748.7427077044,0,915406.2432412948,64973.22290964243,0,27426.100863043535,939159.5527761987,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.333,4.4,24.533,1.733,1.733,2.2,17.2,,0,0,0,0.013406249999999998,0.003032258064516129,0.029124999999999998,0.024166666666666673,0.0024473684210526317,0.003021276595744681,0.0034144385026737964,0.023231249999999995,0.004658064516129033,0.07541284403669726,0.0446875,0.004489473684210527,0.004638297872340425,0.007156666666666669
1705675980,3.307295591773741,3.487248541540936,0.10852374363200493,0.1917764016861272,5.0995640458299585,1.2662774969744623,0.3709898349073601,0.10631241433326834,1.5218274999999974,0.8673635951433202,0.00023906922382193788,0.2370015427247912,0.3814649363613862,0.9597963386727757,0.992571536858064,219561984,78848000,6176768,430620672,99336192,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46706688,167358.24215735233,2018748.7427077044,0,915406.2432412948,40960.00000000001,0,27990.801555132766,1096380.5192344135,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.333,4.4,24.533,1.733,1.733,1.733,17.2,,0,0,0,0.013406249999999998,0.003032258064516129,0.029124999999999998,0.024166666666666673,0.0024473684210526317,0.0030198019801980203,0.0034144385026737964,0.023231249999999995,0.004658064516129033,0.07541284403669726,0.0446875,0.004489473684210527,0.004635643564356437,0.007156666666666669
1705675981,3.307295591773741,3.4755830528608147,0.17985827973400054,0.1917764016861272,5.0995640458299585,1.2662774969744623,0.3709898349073601,0.10631241433326834,1.5218274999999974,0.8673635951433202,0.00023906922382193788,0.24178293260172248,0.3814649363613862,0.9597963386727757,0.992571536858064,219561984,78872576,6180864,430620672,99336192,327491584,40640512,4386816,267517952,97525760,4141056,2859008,302301184,8024064,46706688,167358.24215735233,1865135.6167095623,0,915406.2432412948,40960.00000000001,0,28555.502247221993,1096380.5192344135,11,7,6,4,8,23,14,6,3,11,1,3,5,18,8,8.333,4.4,25.067,1.733,1.733,1.733,17.2,,0,0,0,0.013406249999999998,0.003032258064516129,0.02881410256410256,0.024166666666666673,0.0024473684210526317,0.0030198019801980203,0.0034144385026737964,0.023231249999999995,0.004658064516129033,0.0757174887892377,0.0446875,0.004489473684210527,0.004635643564356437,0.007156666666666669
