time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705766154,0.9643841999036947,4.613392487371107,0.16888720519097053,0.195825338862417,4.799471207894447,2.7813204410929626,0.42048857538514867,0.09720402014272386,0.26024489925917904,0.7808004519017399,0,0.2465212142073115,0.35907827202738374,1.0629934952018953,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1219197.58266713,0,877410.4206335469,0,19576.55703964284,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,7.667,3.8,23.867,1.467,1.4,1.333,15.133,0,0,0.020338785046728973,0.0030449438202247193,0.0346590909090909,0.0375,0.0026,0.0030224719101123597,0.0045000000000000005,0.043994565217391327,0.004680898876404495,0.08610054347826088,0.0475,0.00452,0.0046404494382022475,0.008856083086053413
1705766155,0.9868190438041204,4.715750064708611,0.16888720519097053,0.195825338862417,4.799471207894447,2.7813204410929626,0.42048857538514867,0.09720402014272386,0.2992964326938946,0.7808004519017399,0,0.24122819139543783,0.35907827202738374,0.8815847969665651,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1246247.9823890624,0,877410.4206335469,0,22514.153795415816,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,7.667,3.8,23.867,1.467,1.667,1.333,15.133,0,0,0.020338785046728973,0.0030449438202247193,0.0346590909090909,0.0375,0.0026216216216216216,0.0030224719101123597,0.0045000000000000005,0.043994565217391327,0.004680898876404495,0.08610054347826088,0.0475,0.004524324324324324,0.0046404494382022475,0.008856083086053413
1705766156,1.0092538877045458,4.818107642046116,0.16888720519097053,0.161032071780037,4.799471207894447,2.7813204410929626,0.42048857538514867,0.09720402014272386,0.2992964326938946,0.7808004519017399,0.000142939926598425,0.23593516858356423,0.35907827202738374,0.8638682387132004,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1273298.3821109952,0,877410.4206335469,0,22514.153795415816,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,7.667,3.8,23.867,1.467,1.667,1.333,15.133,0,0,0.020338785046728973,0.0030449438202247193,0.0346590909090909,0.0375,0.0026216216216216216,0.0030224719101123597,0.0045000000000000005,0.043994565217391327,0.004680898876404495,0.08610054347826088,0.0475,0.004524324324324324,0.0046404494382022475,0.008856083086053413
1705766157,1.0316887316049717,4.920465219383621,0.16888720519097053,0.15776831613233008,4.799471207894447,2.7813204410929626,0.42048857538514867,0.09720402014272386,0.2992964326938946,0.7808004519017399,0.000142939926598425,0.2306421457716906,0.35907827202738374,0.8461516804598354,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1300348.7818329276,0,877410.4206335469,0,22514.153795415816,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,7.667,3.8,23.867,1.467,1.667,1.8,15.133,0,0,0.020338785046728973,0.0030449438202247193,0.0346590909090909,0.0375,0.0026216216216216216,0.003023809523809524,0.0045000000000000005,0.043994565217391327,0.004680898876404495,0.08610054347826088,0.0475,0.004524324324324324,0.004642857142857143,0.008856083086053413
1705766158,1.0541235755053973,5.022822796721125,0.16888720519097053,0.19734572762018632,4.799471207894447,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.26110288236623486,0.7808004519017399,0.000142939926598425,0.22534912295981696,0.35907827202738374,0.8284351222064704,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1327399.1815548602,0,877410.4206335469,104339.77120096338,19641.097613856364,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,7.667,3.8,23.867,1.467,1.667,1.8,15.133,0,0,0.020338785046728973,0.0030449438202247193,0.0346590909090909,0.0375,0.0026216216216216216,0.003023809523809524,0.0045000000000000005,0.043994565217391327,0.004680898876404495,0.08610054347826088,0.0475,0.004524324324324324,0.004642857142857143,0.008856083086053413
1705766159,1.0765584194058226,5.125180374058629,0.16888720519097053,0.19734572762018632,4.799471207894447,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.2561146084880032,0.7772323703763151,0.000142939926598425,0.22005610014794336,0.35907827202738374,0.8107185639531056,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1354449.5812767928,0,877410.4206335469,104339.77120096338,19265.8617172661,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,8.133,3.6,22.667,1.667,1.667,1.8,17.8,0,0,0.020360465116279074,0.0030227272727272724,0.03443965517241379,0.03779761904761905,0.0026216216216216216,0.003023809523809524,0.0044492099322799095,0.04380319148936171,0.0046409090909090905,0.08574022346368716,0.04803571428571429,0.004524324324324324,0.004642857142857143,0.008833855799373043
1705766160,1.0989932633062482,5.227537951396134,0.16696577117141748,0.19734572762018632,4.799471207894448,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.2511263346097717,0.7772323703763151,0.000142939926598425,0.21476307733606972,0.35907827202738374,0.7930020056997407,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2965504,298405888,8491008,59490304,1381499.9809987256,0,877410.4206335469,104339.77120096338,18890.62582067584,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,8.133,3.6,22.667,1.667,1.667,1.8,17.8,0,0,0.020360465116279074,0.0030227272727272724,0.03443965517241379,0.03779761904761905,0.0026216216216216216,0.003023809523809524,0.0044492099322799095,0.04380319148936171,0.0046409090909090905,0.08574022346368716,0.04803571428571429,0.004524324324324324,0.004642857142857143,0.008833855799373043
1705766161,1.1214281072066739,5.329895528733638,0.16696577117141748,0.19734572762018632,4.799471207894448,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.3084497683954831,0.7772323703763151,0.000142939926598425,0.32602623207389403,0.35907827202738374,0.7752854474463757,1.099695668180142,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2838528,298405888,8491008,59490304,1408550.3807206578,0,877410.4206335469,104339.77120096338,38879.18596704381,0,0,1276701.4357589888,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,8.133,3.6,22.667,1.667,1.667,1.8,17.8,0,0,0.020360465116279074,0.0030227272727272724,0.03443965517241379,0.03779761904761905,0.0026216216216216216,0.003023809523809524,0.0044492099322799095,0.04380319148936171,0.0046409090909090905,0.08574022346368716,0.04803571428571429,0.004524324324324324,0.004642857142857143,0.008833855799373043
1705766162,1.1438629511070997,6.1414546402502666,0.16696577117141748,0.19734572762018632,4.799471207894448,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.3084497683954831,0.7772323703763151,0.000142939926598425,0.32023833366713156,0.35907827202738374,0.7575688891930108,1.1475411925352672,213737472,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2838528,298405888,8491008,59723776,1623023.9833159542,0,877410.4206335469,104339.77120096338,38879.18596704381,0,0,1722669.0942193898,10,7,6,4,9,12,5,5,3,11,1,3,5,17,8,9,3.6,22.667,2.067,2.067,2.2,19,0,0,0.020534883720930232,0.0030227272727272724,0.03443965517241379,0.03811728395061729,0.002616438356164384,0.003074074074074074,0.004435665914221219,0.043787878787878806,0.0046409090909090905,0.08574022346368716,0.04861111111111111,0.004523287671232877,0.004733333333333333,0.00882753164556962
1705766163,1.417570262919287,6.1414546402502666,0.16696577117141748,0.19734572762018632,4.799471207894448,2.7813204410929626,0.42048857538514867,0.3394354129037517,0.3084497683954831,0.7772323703763151,0.000142939926598425,0.32023833366713156,0.35907827202738374,0.7398523309396459,1.1475411925352672,213757952,93818880,6275072,430641152,99545088,328040448,46485504,4739072,257757184,94748672,4661248,2838528,298405888,8491008,59723776,1623023.9833159542,0,877410.4206335469,104339.77120096338,38879.18596704381,0,0,1722669.0942193898,11,7,6,4,9,12,5,5,3,11,1,3,5,17,8,9,3.6,22.667,2.067,2.067,2.2,19,0,0,0.020534883720930232,0.0030229885057471264,0.03443965517241379,0.03811728395061729,0.002616438356164384,0.003074074074074074,0.004435665914221219,0.043787878787878806,0.004641379310344828,0.08574022346368716,0.04861111111111111,0.004523287671232877,0.004733333333333333,0.00882753164556962
