time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705821631,1.2043055948773174,5.886168515564143,0.1573530028080143,0.19626339022127912,3.2933432331731356,36.199112193026345,0.39465057396866327,0.07947457584577451,0.3167617164144885,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.804998648202122,0.9573187212297817,215490560,92790784,6307840,432185344,100909056,336265216,46301184,4685824,272519168,95895552,4538368,2895872,299749376,8404992,58195968,0,2097161.725967425,0,0,0,888926.1170020371,75352.98716828405,0,0,1141669.834030153,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.8,4,24.602,1.933,1.667,1.8,18.667,0,0,0,0.019642857142857142,0.003,0.030015756302521006,0.045277777777777785,0.0025454545454545456,0.0030470588235294123,0.003794326241134752,0.04255208333333333,0.0046,0.07523584905660374,0.28437500000000004,0.004654545454545455,0.004684705882352941,0.009196531791907514
1705821632,1.2043055948773174,5.886168515564143,0.1573530028080143,0.19626339022127912,3.2288248036859555,36.199112193026345,0.39465057396866327,0.07779631259416514,0.31261647307671075,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.804998648202122,0.943564491861564,215490560,92790784,6307840,432185344,100909056,336265216,46301184,4685824,272519168,95895552,4538368,2895872,299749376,8404992,58195968,0,2097161.725967425,0,0,0,888926.1170020371,59750.91628526102,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.8,4,24.602,1.933,2.067,1.8,18.667,0,0,0,0.019642857142857142,0.003,0.030015756302521006,0.045277777777777785,0.0023225806451612906,0.0030470588235294123,0.003794326241134752,0.04255208333333333,0.0046,0.07523584905660374,0.28437500000000004,0.004619354838709677,0.004684705882352941,0.009196531791907514
1705821633,1.2043055948773174,5.886168515564143,0.1573530028080143,0.19626339022127912,3.851873980381021,36.199112193026345,0.39465057396866327,0.07641882757773129,0.31261647307671075,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.804998648202122,0.943564491861564,215490560,92790784,6307840,432185344,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8404992,58195968,0,2097161.725967425,0,0,0,888926.1170020371,59750.91628526102,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.8,4,24.602,1.933,2.067,2,18.667,0,0,0,0.019642857142857142,0.003,0.030015756302521006,0.045277777777777785,0.0023225806451612906,0.0030459770114942527,0.003794326241134752,0.04255208333333333,0.0046,0.07523584905660374,0.28437500000000004,0.004619354838709677,0.004682758620689655,0.009196531791907514
1705821634,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19626339022127912,3.851873980381021,36.199112193026345,0.39465057396866327,0.07641882757773129,0.31261647307671075,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.7978833454212398,0.943564491861564,215490560,92790784,6307840,432185344,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58195968,0,1542359.3548024504,0,0,0,888926.1170020371,59750.91628526102,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.866,4,24.467,1.999,2.133,2.066,18.865,0,0,0,0.019402101167166258,0.003,0.02992125984251968,0.04211980975815462,0.0023635333402015624,0.003043951600497532,0.0037538409753599365,0.042368668371588834,0.0046,0.06431578947368424,0.27187531246875324,0.0046181515171715825,0.004679112880895557,0.009040642962776943
1705821635,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19626339022127912,3.851873980381021,36.199112193026345,0.39465057396866327,0.07641882757773129,0.31261647307671075,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.7978833454212398,0.943564491861564,215490560,92790784,6307840,432185344,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58195968,0,1542359.3548024504,0,0,0,888926.1170020371,59750.91628526102,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.866,4,24.467,1.999,2.133,2.066,18.865,0,0,0,0.019402101167166258,0.003,0.02992125984251968,0.04211980975815462,0.0023635333402015624,0.003043951600497532,0.0037538409753599365,0.042368668371588834,0.0046,0.06431578947368424,0.27187531246875324,0.0046181515171715825,0.004679112880895557,0.009040642962776943
1705821636,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19626339022127912,3.851873980381021,36.199112193026345,0.40662490002665663,0.0764188275777313,0.31261647307671075,0.7730361760698561,0,0.28394308145240504,0.27698090512703766,0.7978833454212398,0.943564491861564,215490560,92790784,6307840,432185344,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58195968,0,1542359.3548024504,0,0,0,1037376.6995467875,59750.91628526102,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.866,4,24.467,1.999,2.133,2.066,18.865,0,0,0,0.019402101167166258,0.003,0.02992125984251968,0.04211980975815462,0.0023635333402015624,0.003043951600497532,0.0037538409753599365,0.042368668371588834,0.0046,0.06431578947368424,0.27187531246875324,0.0046181515171715825,0.004679112880895557,0.009040642962776943
1705821637,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19647035256410458,3.851873980381021,36.199112193026345,0.40662490002665663,0.0764188275777313,0.2383387110002752,0.7730361760698561,0,0.20612535660259257,0.27698090512703766,0.7978833454212398,0.943564491861564,215490560,92790784,6307840,432189440,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58195968,0,1542359.3548024504,0,0,0,1037376.6995467875,36239.07420563875,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.866,4,24.467,1.999,2.133,2.066,18.865,0,0,0,0.019402101167166258,0.003,0.02992125984251968,0.04211980975815462,0.0023635333402015624,0.003043951600497532,0.0037538409753599365,0.042368668371588834,0.0046,0.06431578947368424,0.27187531246875324,0.0046181515171715825,0.004679112880895557,0.009040642962776943
1705821638,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19647035256410458,3.851873980381021,36.199112193026345,0.40662490002665663,0.0764188275777313,0.24344234186977032,0.7730361760698561,0,0.21102779221645354,0.26432571658118803,0.7978833454212398,0.943564491861564,215490560,92790784,6307840,432189440,104361984,336265216,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58195968,0,1542359.3548024504,0,0,0,1037376.6995467875,37015.07428142001,0,0,1030863.0830255777,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,8.866,4,24.467,1.999,2.133,2.066,18.865,0,0,0,0.019402101167166258,0.003,0.02992125984251968,0.04211980975815462,0.0023635333402015624,0.003043951600497532,0.0037538409753599365,0.042368668371588834,0.0046,0.06431578947368424,0.27187531246875324,0.0046181515171715825,0.004679112880895557,0.009040642962776943
1705821639,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19647035256410458,3.851873980381021,28.581265531693806,0.40662490002665663,0.0764188275777313,0.24854597273926538,0.7546379609963345,0,0.21593022783031454,0.26432571658118803,0.7978833454212398,0.9843278255594008,215490560,92790784,6307840,432189440,104361984,336449536,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58351616,0,1542359.3548024504,0,0,403902.88194058085,1037376.6995467875,37791.074357201265,0,0,1666407.3373541273,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,9.399,4.267,24.933,1.866,2.133,2.066,18.998,0,0,0,0.019204784990013976,0.0030113639979453886,0.02990240729034912,0.0385415220011888,0.0023635333402015624,0.003043951600497532,0.003597320581438724,0.041720762767818026,0.0046204551963017,0.05135262273236029,0.23874662511249622,0.0046181515171715825,0.004679112880895557,0.00847946283318957
1705821640,1.2043055948773174,5.631815882650513,0.1573530028080143,0.19647035256410458,3.851873980381021,28.581265531693806,0.40662490002665663,0.0764188275777313,0.2536496036087605,0.7546379609963345,0,0.22083266344417551,0.26432571658118803,0.7978833454212398,0.9843278255594008,215490560,92790784,6307840,432189440,104361984,336449536,46301184,4694016,272519168,95895552,4538368,2895872,299749376,8396800,58351616,0,1542359.3548024504,0,0,407447.755399775,1037376.6995467875,38567.07443298253,0,0,1666407.3373541273,14,7,7,4,7,16,6,6,3,11,1,3,6,19,9,9.399,4.267,24.933,1.866,2.133,2.066,18.998,0,0,0,0.019204784990013976,0.0030113639979453886,0.02990240729034912,0.0385415220011888,0.0023635333402015624,0.003043951600497532,0.003597320581438724,0.041720762767818026,0.0046204551963017,0.05135262273236029,0.23874662511249622,0.0046181515171715825,0.004679112880895557,0.00847946283318957
