time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705532353,0.49394298036458795,2.1021721976237915,0.4237073211628446,32.055142193507024,0.34379263008881394,6.372112621859238,0.6755940335870965,3.509871787662307,2.271743524435145,0.2875836462419301,0.22836907130639938,112627712,44621824,12193792,44261376,43589632,16850944,44945408,10526720,46333952,3117056,9297920,99354.58082696582,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.8,25.067,0.867,81.667,1.133,13.733,12.8,1.133,137.933,18.2,7.533,0,0,0,0.002996946564885496,0.003229126213592233,0.08958333333333333,0.003757391963608795,0.0030975609756097562,0.051546391752577345,0.00327027027027027,0.0019990439770554494,0.0075490196078431375,0.002944289693593315,0.004604274809160305,0.005205128205128206,0.21583333333333338,0.03512910798122065,0.004775609756097561,0.2065441176470589,0.0058000000000000005,0.004423518164435947,0.009708496732026145,0.004588857938718663
1705532354,0.48290773767595424,2.1021721976237915,0.4237073211628446,32.055142193507024,0.28456919920930385,6.224592940834599,0.6755940335870965,3.4727927548441757,2.2243805054432833,0.2875836462419301,0.23309044831254447,112627712,44621824,12193792,44261376,43589632,16850944,44945408,10260480,46333952,3117056,9297920,97134.88755215955,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,24.867,1.2,84.267,1.133,13.733,13.067,1.133,131.333,17.867,7.133,0,0,0,0.0029969558599695586,0.003232283464566929,0.07884615384615387,0.0037437452615617897,0.0030975609756097562,0.050684931506849336,0.00327027027027027,0.002006684822975984,0.007539630118890356,0.0029529411764705883,0.004604261796042617,0.005287499999999995,0.20968750000000003,0.033882488479262694,0.004775609756097561,0.2044274809160306,0.0058000000000000005,0.0044243129487496905,0.009692866578599734,0.004590588235294117
1705532355,0.6466337147629221,2.1021721976237915,0.4237073211628446,32.29400883696369,0.29030758053656014,6.077073259809961,0.6755940335870965,3.4727927548441757,2.1770174864514216,0.2875836462419301,0.23781182531868958,112738304,44621824,12193792,44261376,43589632,16850944,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25,1.2,84.267,1.133,13.733,13.067,1.133,131.333,17.867,7.133,0,0,0,0.0029969558599695586,0.003233067729083665,0.07884615384615387,0.0037437452615617897,0.0030975609756097562,0.050684931506849336,0.00327027027027027,0.002006684822975984,0.007539630118890356,0.0029529411764705883,0.004604261796042617,0.0053062499999999985,0.20968750000000003,0.033882488479262694,0.004775609756097561,0.2044274809160306,0.0058000000000000005,0.0044243129487496905,0.009692866578599734,0.004590588235294117
1705532356,0.6466337147629221,2.062418335653789,0.32594397480523307,32.29400883696369,0.3443028796353784,5.64259033129973,0.6755940335870965,3.4727927548441757,2.12965446745956,0.2875836462419301,0.24253320232483466,112738304,44589056,12193792,44261376,43589632,16850944,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25,1.2,84.267,1.133,13.733,13.067,1.133,131.333,17.867,7.133,0,0,0,0.0029969558599695586,0.003233067729083665,0.07884615384615387,0.0037437452615617897,0.0030975609756097562,0.050684931506849336,0.00327027027027027,0.002006684822975984,0.007539630118890356,0.0029529411764705883,0.004604261796042617,0.0053062499999999985,0.20968750000000003,0.033882488479262694,0.004775609756097561,0.2044274809160306,0.0058000000000000005,0.0044243129487496905,0.009692866578599734,0.004590588235294117
1705532357,0.6466337147629221,2.062418335653789,0.32594397480523307,32.29400883696369,0.2918110364443013,5.502579157103066,0.6755940335870965,3.4727927548441757,2.082291448467698,0.2875836462419301,0.28328262036870516,112738304,44589056,12193792,44261376,43589632,16850944,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25,1.2,84.267,1.133,13.733,13.067,1.133,131.333,17.867,7.133,0,0,0,0.0029969558599695586,0.003233067729083665,0.07884615384615387,0.0037437452615617897,0.0030975609756097562,0.050684931506849336,0.00327027027027027,0.002006684822975984,0.007539630118890356,0.0029529411764705883,0.004604261796042617,0.0053062499999999985,0.20968750000000003,0.033882488479262694,0.004775609756097561,0.2044274809160306,0.0058000000000000005,0.0044243129487496905,0.009692866578599734,0.004590588235294117
1705532358,0.6466337147629221,2.062418335653789,0.32594397480523307,32.29400883696369,0.286072655117045,5.362567982906403,0.5574204045172751,3.4727927548441757,1.2701033333329785,0.2875836462419301,0.28328262036870516,112738304,44589056,12193792,44261376,43589632,16850944,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25,1.2,84.267,1.133,12.667,13.067,1.133,131.333,17.867,7.133,0,0,0,0.0029969558599695586,0.003233067729083665,0.07884615384615387,0.0037437452615617897,0.0030975609756097562,0.05033222591362127,0.00327027027027027,0.002006684822975984,0.007539630118890356,0.0029529411764705883,0.004604261796042617,0.0053062499999999985,0.20968750000000003,0.033882488479262694,0.004775609756097561,0.20195219123505978,0.0058000000000000005,0.0044243129487496905,0.009692866578599734,0.004590588235294117
1705532359,0.6466337147629221,2.062418335653789,0.32594397480523307,32.29400883696369,0.28033427378978865,8.569164456233343,0.5574204045172751,3.4727927548441757,1.2701033333329785,0.2875836462419301,0.28328262036870516,112738304,44589056,12193792,44261376,43589632,16474112,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25.4,1.4,84.867,1.333,12.667,13.067,1.333,131.933,18.067,7.533,0,0,0,0.0029969558599695586,0.0032261553588987216,0.07166666666666668,0.0037411320754716986,0.003,0.05033222591362127,0.0032325581395348836,0.0020052044609665427,0.007533557046979865,0.0029544159544159544,0.004604261796042617,0.005113924050632909,0.20406250000000006,0.03392201834862392,0.0046,0.20195219123505978,0.0052000000000000015,0.0044232465923172235,0.009689261744966442,0.004590883190883192
1705532360,0.6466337147629221,1.7302595962969525,0.3914534166864965,32.29400883696369,0.2745958924625324,8.569164456233343,0.5574204045172751,3.4727927548441757,1.2701033333329785,0.2875836462419301,0.28328262036870516,112738304,44589056,12324864,44261376,43589632,16474112,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25.4,1.4,84.867,1.333,12.667,13.067,1.333,131.933,18.067,7.533,0,0,0,0.0029969558599695586,0.0032261553588987216,0.07166666666666668,0.0037411320754716986,0.003,0.05033222591362127,0.0032325581395348836,0.0020052044609665427,0.007533557046979865,0.0029544159544159544,0.004604261796042617,0.005113924050632909,0.20406250000000006,0.03392201834862392,0.0046,0.20195219123505978,0.0052000000000000015,0.0044232465923172235,0.009689261744966442,0.004590883190883192
1705532361,0.6466337147629221,2.0204527323493253,0.3914534166864965,32.29400883696369,0.26885751113527606,8.569164456233345,0.5574204045172751,3.4727927548441757,1.6473787655079484,0.2875836462419301,0.28328262036870516,112738304,44589056,12324864,44261376,43589632,16474112,44945408,10260480,46333952,3117056,9297920,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25.4,1.4,84.867,1.333,12.667,13.067,1.333,131.933,18.067,7.533,0,0,0,0.0029969558599695586,0.0032261553588987216,0.07166666666666668,0.0037411320754716986,0.003,0.05033222591362127,0.0032325581395348836,0.0020052044609665427,0.007533557046979865,0.0029544159544159544,0.004604261796042617,0.005113924050632909,0.20406250000000006,0.03392201834862392,0.0046,0.20195219123505978,0.0052000000000000015,0.0044232465923172235,0.009689261744966442,0.004590883190883192
1705532362,0.6466337147629221,2.0204527323493253,0.3914534166864965,32.18674184148077,0.26311912980801977,8.569164456233345,0.6598827938953098,3.4727927548441757,1.6049429708760412,0.2875836462419301,0.28893684106807793,112738304,44589056,12324864,44331008,43589632,16474112,44748800,10260480,46333952,3117056,9236480,92445.88891145871,0,0,0,0,0,0,4,4,9,4,3,33,3,3,4,4,2,14.867,25.4,1.4,79.8,1.333,12.667,13.067,1.2,131.933,18.067,7.533,0,0,0,0.0029969558599695586,0.0032261553588987216,0.07166666666666668,0.003725283018867925,0.003,0.05033222591362127,0.0032272727272727275,0.0020052044609665427,0.007533557046979865,0.0029544159544159544,0.004604261796042617,0.005113924050632909,0.20406250000000006,0.03377252252252256,0.0046,0.20195219123505978,0.005100000000000006,0.0044232465923172235,0.009689261744966442,0.004590883190883192
