time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,InboundPassthroughClusterIpv4_workload,PassthroughCluster_workload,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1708474641.0,0.7852282157676351,3.1982512459030903,0.5066114948817917,33.577830098631985,0.2863812361896641,9.303571855214418,1.092997247075022,3.9463144385799875,2.7034703157172295,0.2472825652199244,0.20748342491045463,106131456,43302912,10895360,43950080,43585536,15302656,34430976,10465280,45281280,2981888,8638464,48559.573206876106,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.533,1.267,91.333,1.267,15.4,15.333,1.133,166.933,22.133,8.933,0,0,0.0029862068965517243,0.003352274255806941,0.10312477718029944,0.003703755735919984,0.003,0.04820615034168565,0.0058929623074297785,0.0017280162175415121,0.007068117977528089,0.002925928415719734,0.004601655172413793,0.0067457748387147,0.2206249554360599,0.04175022796657528,0.0046,0.1985035211267606,0.009178592461485955,0.004371675556155531,0.009582162921348314,0.004634568916121949
1708474642.0,0.7852282157676351,3.1982512459030903,0.5066114948817917,33.577830098631985,0.2863812361896641,9.303571855214418,1.092997247075022,3.9463144385799875,2.7034703157172295,0.25230608101921187,0.14801333333333372,106131456,43302912,10895360,43950080,43585536,15302656,34430976,10465280,45281280,2981888,8638464,48559.573206876106,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.533,1.267,91.333,1.267,15.4,15.333,1.133,166.933,22.133,8.933,0,0,0.0029862068965517243,0.003352274255806941,0.10312477718029944,0.003703755735919984,0.003,0.04820615034168565,0.0058929623074297785,0.0017280162175415121,0.007068117977528089,0.002925928415719734,0.004601655172413793,0.0067457748387147,0.2206249554360599,0.04175022796657528,0.0046,0.1985035211267606,0.009178592461485955,0.004371675556155531,0.009582162921348314,0.004634568916121949
1708474643.0,0.7852282157676351,3.2741551746124204,0.5066114948817917,33.577830098631985,0.2863812361896641,9.303571855214418,1.092997247075022,3.9463144385799875,2.7034703157172295,0.25732959681849926,0.14801333333333372,106131456,43347968,10895360,43950080,43585536,15302656,34430976,10465280,45281280,2981888,8638464,48559.573206876106,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.667,1.333,91.133,1.333,15.4,15.333,1.2,166.667,22.133,9.933,0,0,0.0029862068965517243,0.0033629489603024575,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006363636363636363,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.0068306010928961755,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009393939393939394,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474644.0,0.7852282157676351,3.2741551746124204,0.5066114948817917,33.577830098631985,0.2863812361896641,9.716427030913025,1.092997247075022,3.9856817990398197,2.764064952733112,0.3014109479572466,0.19044502852485787,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10465280,45309952,2981888,8638464,48559.573206876106,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.667,1.333,91.133,1.333,15.4,15.333,1.2,166.667,22.133,9.933,0,0,0.0029862068965517243,0.0033629489603024575,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006363636363636363,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.0068306010928961755,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009393939393939394,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474645.0,0.6734400733056712,3.27415517461242,0.5066114948817917,33.577830098631985,0.29374096977402653,9.716427030913025,1.092997247075022,3.9856817990398197,2.764064952733112,0.3014109479572466,0.18592139364303223,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10465280,45309952,2981888,8638464,41646.44352236053,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.667,1.333,91.133,1.333,15.4,15.333,1.2,166.667,22.133,9.933,0,0,0.0029862068965517243,0.0033629489603024575,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006363636363636363,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.0068306010928961755,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009393939393939394,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474646.0,0.7494907756669565,3.27415517461242,0.5066114948817917,27.291575040851463,0.298834635416667,9.716427030913025,1.092997247075022,3.9856817990398197,2.775204675802288,0.3014109479572466,0.18139775876120665,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10465280,45309952,2981888,8638464,63205.54145806186,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,28.667,1.333,91.133,1.333,15.4,15.333,1.2,166.667,22.133,9.933,0,0,0.0029862068965517243,0.0033629489603024575,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006363636363636363,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.0068306010928961755,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009393939393939394,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474647.0,0.7494907756669565,3.27415517461242,0.5066114948817917,27.848651122374022,0.298834635416667,9.716427030913025,1.092997247075022,3.9856817990398197,2.775204675802288,0.3014109479572466,0.17687412387938106,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10465280,45309952,2981888,8638464,63205.54145806186,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,30.2,1.333,91.133,1.333,15.4,15.333,1.2,166.667,22.133,9.933,0,0,0.0029862068965517243,0.003377967711301044,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006363636363636363,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.006952380952380951,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009393939393939394,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474648.0,0.7375581963902218,3.27415517461242,0.5066114948817917,28.405727203896586,0.298834635416667,9.716427030913025,1.092997247075022,3.9856817990398197,2.775204675802288,0.3014109479572466,0.33299585424394396,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10465280,45309952,2981888,8650752,69661.34484151448,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,16.667,30.2,1.333,91.133,1.333,15.4,15.333,1.267,166.667,22.133,9.933,0,0,0.0029862068965517243,0.003377967711301044,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006428571428571428,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004601655172413793,0.006952380952380951,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009514285714285715,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474649.0,0.7375581963902218,3.2745973308789833,0.5066114948817917,28.41965410593465,0.298834635416667,9.716427030913025,1.092997247075022,3.9723555905374255,2.775204675802288,0.3014109479572466,0.33299585424394396,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10412032,45309952,2981888,8650752,69661.34484151448,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,15.667,30.2,1.333,91.133,1.333,15.4,15.333,1.267,166.667,22.133,9.933,0,0,0.003,0.003377967711301044,0.09625000000000002,0.00369983305509182,0.003,0.04820615034168565,0.006428571428571428,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004613296398891967,0.006952380952380951,0.218125,0.041579670329670394,0.0046,0.1985035211267606,0.009514285714285715,0.004371948300622308,0.009582162921348314,0.004612643678160919
1708474650.0,0.7375581963902218,3.2745973308789833,0.5066114948817917,27.862578024412088,0.298834635416667,9.716427030913025,0.9022692274604307,3.9723555905374255,2.775204675802288,0.3014109479572466,0.33299585424394396,106131456,43347968,10895360,43950080,43585536,15130624,34430976,10412032,45309952,2981888,8650752,69661.34484151448,,0,0,0,0,4,4,9,4,3,26,3,4,4,4,3,,,15.667,30.2,1.333,87.333,1.333,15.4,15.333,1.267,166.667,22.133,9.933,0,0,0.003,0.003377967711301044,0.09625000000000002,0.003693351424694708,0.003,0.04820615034168565,0.006428571428571428,0.0017295356629966495,0.007068117977528089,0.0029252873563218387,0.004613296398891967,0.006952380952380951,0.218125,0.04016853932584261,0.0046,0.1985035211267606,0.009514285714285715,0.004371948300622308,0.009582162921348314,0.004612643678160919
